path_expression	route_tier	missing_layers	intracellular_status	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_node_id	input_evidence_type	output_evidence_type	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	source_scope	curation_status	expansion_id	source_queue_id	known_layers	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	output_label	pathway_name	evidence_ids	source_evidence_record_id	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	primary_locator	citation_note	evidence_summary	limitations	source_chain_id	route_evidence_id
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1165	M21B-DOWNSTREAM:00880	ligand|receptor|intracellular_continuation|cleavage_or_processing_readout	NODE06555	LRRTM4	M21B-E002148	NODE04336	GPC4/glypican-4	M21B-E002149	NODE09501	PTPRS/PTPσ	LRRTM4-GPC4/glypican-4-PTPRS/PTPσ GPC4-PTPRS-LRRTM4-synapse output	GPC4-PTPRS-LRRTM4-synapse	M21B-E002148;M21B-E002149;M21B-EVID-002091;M21B-EVID-002092;PMID:25624497	M21B-DOWNSTREAM-EVID:001445	cleavage_or_processing_readout	rat	Rat brain and cultured neuronal systems; purified PTPσ Ig domains and cleaved GPC4, heterologous cell binding, co-complex analysis, PTPσ knockdown/rescue, synaptogenesis and excitatory transmission assays	LRRTM4-GPC4/glypican-4 input; GPC4/glypican-4-PTPRS/PTPσ receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing LRRTM4-GPC4/glypican-4 input edge to the source-supported GPC4/glypican-4-PTPRS/PTPσ continuation.	not_reported	unknown	PMID:25624497	Review lead: PMCID:PMC3789601, Protein tyrosine phosphatases PTPδ, PTPσ, and LAR; PMCID:PMC8711739, LAR Receptor Tyrosine Phosphatase Family; review-cited primary: PMID:25624497; primary locator: PMID:25624497	Primary-supported claim: The reviews identify glypican-4 as an HS-dependent ligand for PTPσ; the cited primary demonstrates nanomolar ectodomain binding, splice/HS dependence, a GPC4-LRRTM4 complex in rat brain and PTPσ-dependent excitatory synaptic transmission. Primary model/assay: Rat brain and cultured neuronal systems; purified PTPσ Ig domains and cleaved GPC4, heterologous cell binding, co-complex analysis, PTPσ knockdown/rescue, synaptogenesis and excitatory transmission assays This release joins the existing LRRTM4-GPC4/glypican-4 evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Preserve proteolytically cleaved GPC4, HS-dependent binding and LRRTM4 bridge; do not treat this as a direct LRRTM4-PTPσ binary edge or infer SCI effects. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1165	LITEXP:001165
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1166	M21B-DOWNSTREAM:00881	ligand|receptor|intracellular_continuation|cellular_functional_readout	NODE06550	LRRC4C/NGL-1	M23B-E000674	NODE08389	NTNG1/netrin-G1	M21B-E002152	NODE06551	LRRC4C/NGL1	LRRC4C/NGL-1-NTNG1/netrin-G1-LRRC4C/NGL1 NTNG1-NGL1-pathway-specific-synapse output	NTNG1-NGL1-pathway-specific-synapse	M23B-E000674;M21B-E002152;M23B-EVID-000897;M21B-EVID-002095;PMID:25411505	M21B-DOWNSTREAM-EVID:001447	cellular_functional_readout	mouse	Mouse temporoammonic hippocampal pathway; Netrin-G1/NGL1 knockout and rescue/comparator mice, synaptic localization, short- and long-term plasticity and pathway-specific electrophysiology	LRRC4C/NGL-1-NTNG1/netrin-G1 input; NTNG1/netrin-G1-LRRC4C/NGL1 receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing LRRC4C/NGL-1-NTNG1/netrin-G1 input edge to the source-supported NTNG1/netrin-G1-LRRC4C/NGL1 continuation.	not_reported	unknown	PMID:25411505	Review lead: PMID:19467332, The NGL family of leucine-rich repeat-containing synaptic adhesion molecules; PMCID:PMC6608433, Netrin-G/NGL Complexes Encode Functional Synaptic Diversification; review-cited primary: PMID:25411505; primary locator: PMID:25411505	Primary-supported claim: The review identifies Netrin-G1 and NGL1 as a cognate transsynaptic adhesion pair; the cited primary uses Netrin-G/NGL knockout mice and pathway-specific synaptic analyses to show that loss of Netrin-G1 disperses NGL1 and alters temporoammonic synapse plasticity. Primary model/assay: Mouse temporoammonic hippocampal pathway; Netrin-G1/NGL1 knockout and rescue/comparator mice, synaptic localization, short- and long-term plasticity and pathway-specific electrophysiology This release joins the existing LRRC4C/NGL-1-NTNG1/netrin-G1 evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Preserve Netrin-G1/NGL1 pathway-specific transsynaptic orientation and GPI/secreted-domain context; no SCI or terminal-TF inference. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1166	LITEXP:001166
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1167	M21B-DOWNSTREAM:00882	ligand|receptor|intracellular_continuation|cellular_functional_readout	NODE06545	LRRC4/NGL-2	M23B-E000670	NODE08391	NTNG2/netrin-G2	M21B-E002153	NODE06546	LRRC4/NGL2	LRRC4/NGL-2-NTNG2/netrin-G2-LRRC4/NGL2 NTNG2-NGL2-Schaffer-collateral-synapse output	NTNG2-NGL2-Schaffer-collateral-synapse	M23B-E000670;M21B-E002153;M23B-EVID-000893;M21B-EVID-002096;PMID:25411505	M21B-DOWNSTREAM-EVID:001450	cellular_functional_readout	mouse	Mouse Schaffer-collateral hippocampal pathway; Netrin-G2/NGL2 knockout and rescue/comparator mice, synaptic localization, short- and long-term plasticity and pathway-specific electrophysiology	LRRC4/NGL-2-NTNG2/netrin-G2 input; NTNG2/netrin-G2-LRRC4/NGL2 receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing LRRC4/NGL-2-NTNG2/netrin-G2 input edge to the source-supported NTNG2/netrin-G2-LRRC4/NGL2 continuation.	not_reported	unknown	PMID:25411505	Review lead: PMID:19467332, The NGL family of leucine-rich repeat-containing synaptic adhesion molecules; PMCID:PMC6608433, Netrin-G/NGL Complexes Encode Functional Synaptic Diversification; review-cited primary: PMID:25411505; primary locator: PMID:25411505	Primary-supported claim: The review identifies Netrin-G2 and NGL2 as a cognate transsynaptic adhesion pair; the cited primary uses Netrin-G2/NGL2 knockout models to show loss of NGL2 dispersion and altered Schaffer-collateral synaptic plasticity. Primary model/assay: Mouse Schaffer-collateral hippocampal pathway; Netrin-G2/NGL2 knockout and rescue/comparator mice, synaptic localization, short- and long-term plasticity and pathway-specific electrophysiology This release joins the existing LRRC4/NGL-2-NTNG2/netrin-G2 evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Preserve Netrin-G2/NGL2 pathway-specific transsynaptic orientation and distinct circuit context; no SCI or terminal-TF inference. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1167	LITEXP:001167
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1168	M21B-DOWNSTREAM:00926	ligand|receptor|intracellular_continuation|translocation_or_localization_readout	NODE06869	MDGA1	M21B-E002146	NODE08088	NLGN2/neuroligin-2	M21B-E002396	NODE04345	GPHN/gephyrin	MDGA1-NLGN2/neuroligin-2-GPHN/gephyrin NLGN2-gephyrin-collybistin-inhibitory-postsynapse output	NLGN2-gephyrin-collybistin-inhibitory-postsynapse	M21B-E002146;M21B-E002396;M21B-EVID-002089;M21B-EVID-002339;PMID:19755106; DOI:10.1016/j.neuron.2009.08.023	M21B-DOWNSTREAM-EVID:001521	translocation_or_localization_readout	mouse; rat	Mouse and rat cultured neurons, COS-cell biochemical systems and NLGN2-deficient mice; cytoplasmic-motif interaction assays, gephyrin/collybistin localization, inhibitory-receptor clustering and synaptic transmission measurements	MDGA1-NLGN2/neuroligin-2 input; NLGN2/neuroligin-2-GPHN/gephyrin receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing MDGA1-NLGN2/neuroligin-2 input edge to the source-supported NLGN2/neuroligin-2-GPHN/gephyrin continuation.	not_reported	unknown	PMID:19755106; DOI:10.1016/j.neuron.2009.08.023	Review lead: PMCID:PMC5253122, Regulation of GABAergic synapse development by postsynaptic membrane proteins; PMCID:PMC3166545, Emerging Themes in GABAergic Synapse Development; review-cited primary: PMID:19755106; DOI:10.1016/j.neuron.2009.08.023; primary locator: PMID:19755106; DOI:10.1016/j.neuron.2009.08.023	Primary-supported claim: The reviews identify a direct cytoplasmic NLGN2-gephyrin interaction in the inhibitory postsynaptic scaffold; the cited primary maps the conserved NLGN2 cytoplasmic motif and shows that NLGN2-gephyrin-collybistin complexes cluster inhibitory neurotransmitter receptors. Primary model/assay: Mouse and rat cultured neurons, COS-cell biochemical systems and NLGN2-deficient mice; cytoplasmic-motif interaction assays, gephyrin/collybistin localization, inhibitory-receptor clustering and synaptic transmission measurements This release joins the existing MDGA1-NLGN2/neuroligin-2 evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Preserve the intracellular cytoplasmic-motif and inhibitory-postsynapse context; the gephyrin-binding motif is conserved among neuroligins and NLGN2 functional specificity is not reduced to this interaction alone; no extracellular ligand claim, SCI transfer or terminal-TF inference. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1168	LITEXP:001168
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1169	M21B-DOWNSTREAM:00927	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	NODE06869	MDGA1	M21B-E002146	NODE08088	NLGN2/neuroligin-2	M21B-E002397	NODE00755	ARHGEF9/collybistin	MDGA1-NLGN2/neuroligin-2-ARHGEF9/collybistin NLGN2-collybistin-gephyrin-inhibitory-postsynapse output	NLGN2-collybistin-gephyrin-inhibitory-postsynapse	M21B-E002146;M21B-E002397;M21B-EVID-002089;M21B-EVID-002340;PMID:19755106; DOI:10.1016/j.neuron.2009.08.023	M21B-DOWNSTREAM-EVID:001523	phosphorylation_or_activation_readout	mouse; rat	Mouse and rat cultured neurons, COS-cell biochemical systems and NLGN2-deficient mice; NLGN2 cytoplasmic-tail interaction/activation assays, collybistin membrane recruitment, gephyrin clustering and inhibitory-receptor synapse phenotyping	MDGA1-NLGN2/neuroligin-2 input; NLGN2/neuroligin-2-ARHGEF9/collybistin receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing MDGA1-NLGN2/neuroligin-2 input edge to the source-supported NLGN2/neuroligin-2-ARHGEF9/collybistin continuation.	not_reported	activating	PMID:19755106; DOI:10.1016/j.neuron.2009.08.023	Review lead: PMCID:PMC5253122, Regulation of GABAergic synapse development by postsynaptic membrane proteins; PMCID:PMC3166545, Emerging Themes in GABAergic Synapse Development; review-cited primary: PMID:19755106; DOI:10.1016/j.neuron.2009.08.023; primary locator: PMID:19755106; DOI:10.1016/j.neuron.2009.08.023	Primary-supported claim: The reviews identify NLGN2 as an inhibitory-synapse regulator of collybistin; the cited primary demonstrates NLGN2 binding to and specific activation of collybistin, enabling membrane tethering of gephyrin and clustering of inhibitory receptors. Primary model/assay: Mouse and rat cultured neurons, COS-cell biochemical systems and NLGN2-deficient mice; NLGN2 cytoplasmic-tail interaction/activation assays, collybistin membrane recruitment, gephyrin clustering and inhibitory-receptor synapse phenotyping This release joins the existing MDGA1-NLGN2/neuroligin-2 evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Represent collybistin as an intracellular scaffold-regulatory target of the NLGN2 cytoplasmic tail; activation is the primary's functional mechanism, not a generic GEF or Cdc42-terminal-TF claim; preserve inhibitory-synapse and species/model boundaries with no SCI inference. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1169	LITEXP:001169
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1170	M21B-DOWNSTREAM:01201	ligand|receptor|intracellular_continuation|cellular_functional_readout	NODE01983	CD99/D4 (mouse)	M21B-E002914	NODE09016	PILRA/PILRalpha	M21B-E002919	NODE01969	CD8A/CD8alpha	CD99/D4 (mouse)-PILRA/PILRalpha-CD8A/CD8alpha PILRA-CD8alpha-T-cell-quiescence output	PILRA-CD8alpha-T-cell-quiescence	M21B-E002914;M21B-E002919;M21B-EVID-002857;M21B-EVID-002862;PMID:35617401; PMCID:PMC12481479	M21B-DOWNSTREAM-EVID:001941	cellular_functional_readout	human; mouse	Human and mouse CD8alpha/PILRalpha-transfected 293T binding systems, receptor-library screen, purified-protein ELISA, blocking antibodies, inducible Cd8a deletion, Pilra perturbation and naive/memory CD8-positive T-cell activation and survival assays	CD99/D4 (mouse)-PILRA/PILRalpha input; PILRA/PILRalpha-CD8A/CD8alpha receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing CD99/D4 (mouse)-PILRA/PILRalpha input edge to the source-supported PILRA/PILRalpha-CD8A/CD8alpha continuation.	not_reported	inhibitory	PMID:35617401; PMCID:PMC12481479	Review lead: PMCID:PMC9276792, A new way to maintain CD8+ T-cell quiescence: interaction between CD8alpha and PILRalpha; PMCID:PMC7915401, CD200:CD200R interactions review (paired-receptor context); review-cited primary: PMID:35617401; PMCID:PMC12481479; primary locator: PMID:35617401; PMCID:PMC12481479	Primary-supported claim: The review-led primary study identifies PILRalpha as a ligand for CD8alpha in mice and humans and shows that disrupting the interaction breaks naive and memory CD8-positive T-cell quiescence. Primary model/assay: Human and mouse CD8alpha/PILRalpha-transfected 293T binding systems, receptor-library screen, purified-protein ELISA, blocking antibodies, inducible Cd8a deletion, Pilra perturbation and naive/memory CD8-positive T-cell activation and survival assays This release joins the existing CD99/D4 (mouse)-PILRA/PILRalpha evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Review-guided primary candidate; materialize as bounded CD8alpha checkpoint binding/quiescence function, with no SCI or terminal-TF inference. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1170	LITEXP:001170
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1171	M21B-DOWNSTREAM:01212	ligand|receptor|intracellular_continuation|reporter_readout	NODE02016	CDH3/P-cadherin	M21B-E006196	NODE02005	CDH1/E-cadherin	M21B-E002948	NODE06156	KLRG1	CDH3/P-cadherin-CDH1/E-cadherin-KLRG1 E-cadherin-KLRG1-NK-inhibition output	E-cadherin-KLRG1-NK-inhibition	M21B-E006196;M21B-E002948;M21B-EVID-006139;M21B-EVID-002891;PMID:16461340; PMCID:PMC2118217; PMID:19654330; PMCID:PMC2785660; DOI:10.1074/jbc.M109.038802	M21B-DOWNSTREAM-EVID:001958	reporter_readout	human; mouse	Mouse and human/mouse KLRG1 and E-cadherin expression-cloning, tetramer-binding, recombinant E-cadherin/KLRG1 SPR and NMR, E-cadherin mutagenesis, KLRG1 reporter assays, and KLRG1-positive NK-cell killing assays	CDH3/P-cadherin-CDH1/E-cadherin input; CDH1/E-cadherin-KLRG1 receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing CDH3/P-cadherin-CDH1/E-cadherin input edge to the source-supported CDH1/E-cadherin-KLRG1 continuation.	not_reported	inhibitory	PMID:16461340; PMCID:PMC2118217; PMID:19654330; PMCID:PMC2785660; DOI:10.1074/jbc.M109.038802	Review lead: PMCID:PMC3100565, The Structural Basis of Ligand Recognition by Natural Killer Cell Receptors; PMCID:PMC3972465, Structural basis for recognition of cellular and viral ligands by NK cell receptors; review-cited primary: PMID:16461340; PMID:19654330; primary locator: PMID:16461340; PMCID:PMC2118217; PMID:19654330; PMCID:PMC2785660; DOI:10.1074/jbc.M109.038802	Primary-supported claim: KLRG1 recognizes E-cadherin through its N-terminal extracellular region, and E-cadherin engagement inhibits KLRG1-positive NK-cell cytotoxicity. Primary model/assay: Mouse and human/mouse KLRG1 and E-cadherin expression-cloning, tetramer-binding, recombinant E-cadherin/KLRG1 SPR and NMR, E-cadherin mutagenesis, KLRG1 reporter assays, and KLRG1-positive NK-cell killing assays This release joins the existing CDH3/P-cadherin-CDH1/E-cadherin evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Direct E-cadherin-KLRG1 binding and inhibitory NK-cell function are supported; preserve monomeric E-cadherin N-terminal D1/D2 and low-affinity cell-recognition context, and do not infer CNS/SCI effects. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1171	LITEXP:001171
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1172	M21B-DOWNSTREAM:01306	ligand|receptor|intracellular_continuation|gene_expression_or_transcription	NODE02005	CDH1/E-cadherin	M21B-E006678	NODE02966	DSG2/desmoglein-2	M21B-E003155	NODE02955	DSC1/desmocollin-1	CDH1/E-cadherin-DSG2/desmoglein-2-DSC1/desmocollin-1 DSG2-DSC1-desmosomal-adhesion output	DSG2-DSC1-desmosomal-adhesion	M21B-E006678;M21B-E003155;M21B-EVID-006621;M21B-EVID-003098;PMID:27298358; PMCID:PMC4932976; DOI:10.1073/pnas.1606272113	M21B-DOWNSTREAM-EVID:002095	gene_expression_or_transcription	human	Human recombinant full-length desmoglein/desmocollin ectodomains; HEK293 expression, SPR, analytical ultracentrifugation, coated-bead aggregation and representative ectodomain crystal structures	CDH1/E-cadherin-DSG2/desmoglein-2 input; DSG2/desmoglein-2-DSC1/desmocollin-1 receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing CDH1/E-cadherin-DSG2/desmoglein-2 input edge to the source-supported DSG2/desmoglein-2-DSC1/desmocollin-1 continuation.	not_reported	unknown	PMID:27298358; PMCID:PMC4932976; DOI:10.1073/pnas.1606272113	Review lead: PMCID:PMC8792335, Desmosomal Cadherins in Health and Disease; PMCID:PMC6859941, Single-molecule studies of classical and desmosomal cadherin adhesion; review-cited primary: PMID:27298358; primary locator: PMID:27298358; PMCID:PMC4932976; DOI:10.1073/pnas.1606272113	Primary-supported claim: The review describes desmosomal cadherin adhesion and cites the primary showing adhesive heterophilic Dsg:Dsc dimers; the cited study directly measures the DSG2:DSC1 pair. Primary model/assay: Human recombinant full-length desmoglein/desmocollin ectodomains; HEK293 expression, SPR, analytical ultracentrifugation, coated-bead aggregation and representative ectodomain crystal structures This release joins the existing CDH1/E-cadherin-DSG2/desmoglein-2 evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Promote direct DSG2:DSC1 heterophilic extracellular adhesion only; preserve calcium-dependent desmosomal context and pair-specific affinity, with no homophilic Dsg/Dsc or intracellular plaque-relay inference. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1172	LITEXP:001172
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1173	M21B-DOWNSTREAM:01322	ligand|receptor|intracellular_continuation|gene_expression_or_transcription	NODE02040	CEACAM4	M21B-E005518	NODE08796	PDCD1LG2/PD-L2	M21B-E003213	NODE09730	RGMB/RGMb	CEACAM4-PDCD1LG2/PD-L2-RGMB/RGMb PDL2-RGMB-checkpoint output	PDL2-RGMB-checkpoint	M21B-E005518;M21B-E003213;M21B-EVID-005461;M21B-EVID-003156;PMID:24381170; PMCID:PMC4010901	M21B-DOWNSTREAM-EVID:002124	gene_expression_or_transcription	human; mouse	COS-cell expression cloning with PD-L2-Ig, RGMb-transfected cells, purified mouse/human RGMb and PD-L2 ELISA/Biacore binding, and mouse lung dendritic-cell/macrophage respiratory-tolerance assays	CEACAM4-PDCD1LG2/PD-L2 input; PDCD1LG2/PD-L2-RGMB/RGMb receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing CEACAM4-PDCD1LG2/PD-L2 input edge to the source-supported PDCD1LG2/PD-L2-RGMB/RGMb continuation.	not_reported	unknown	PMID:24381170; PMCID:PMC4010901	Review lead: PMCID:PMC11488336, Repulsive guidance molecules b (RGMb): molecular mechanism, function and role in diseases; PMCID:PMC10889489, The B7-CD28 Family and Friends: Unraveling Coinhibitory Interactions; review-cited primary: PMID:24381170; PMCID:PMC4010901; primary locator: PMID:24381170; PMCID:PMC4010901	Primary-supported claim: The RGMb reviews cite the primary discovery and biochemical validation of PD-L2 as a direct RGMb binding partner with respiratory-tolerance function. Primary model/assay: COS-cell expression cloning with PD-L2-Ig, RGMb-transfected cells, purified mouse/human RGMb and PD-L2 ELISA/Biacore binding, and mouse lung dendritic-cell/macrophage respiratory-tolerance assays This release joins the existing CEACAM4-PDCD1LG2/PD-L2 evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Promote direct PD-L2-RGMb extracellular binding with bounded respiratory-immune function; preserve PD-1 versus RGMb receptor distinction, species/form and cell-context limits, and do not infer CNS/SCI or a RGMb intracellular relay. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1173	LITEXP:001173
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported						primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-1174	M21B-DOWNSTREAM:01558	ligand|receptor|intracellular_continuation|cellular_functional_readout	NODE11821	WNT3A	M21B-E005443	NODE04333	GPC3/glypican-3	M21B-E005118	NODE11560	UNC5D/Unc5D	WNT3A-GPC3/glypican-3-UNC5D/Unc5D GPC3-UNC5D-cortical-migration output	GPC3-UNC5D-cortical-migration	M21B-E005443;M21B-E005118;M21B-EVID-005386;M21B-EVID-005061;PMID:36240740; PMCID:PMC9596381; https://pubmed.ncbi.nlm.nih.gov/36240740/	M21B-DOWNSTREAM-EVID:002454	cellular_functional_readout	human; mouse; rat	Purified human/mouse GPC3 core and rat Unc5D ectodomain structural complexes; SPR, native mass spectrometry, interface mutagenesis and nanobody perturbation; cortical-neuron stripe assays, embryonic mouse cortical migration, and neuroblastoma xenograft comparator models.	WNT3A-GPC3/glypican-3 input; GPC3/glypican-3-UNC5D/Unc5D receptor-proximal continuation	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded; composite route joins the existing WNT3A-GPC3/glypican-3 input edge to the source-supported GPC3/glypican-3-UNC5D/Unc5D continuation.	not_reported	unknown	PMID:36240740; PMCID:PMC9596381; https://pubmed.ncbi.nlm.nih.gov/36240740/	Review lead: PMCID: PMC12162196, Expanding ligand-receptor interaction networks for axon guidance: Structural insights into signal crosstalk and specificity; PMCID: PMC4537816, Signaling mechanism of the netrin-1 receptor DCC in axon guidance; review-cited primary: PMID:36240740; PMCID:PMC9596381; https://pubmed.ncbi.nlm.nih.gov/36240740/; primary locator: PMID:36240740; PMCID:PMC9596381; https://pubmed.ncbi.nlm.nih.gov/36240740/	Primary-supported claim: The axon-guidance review identifies GPC3-Unc5D as a validated guidance interaction; the primary study reports a purified GPC3-Unc5D structural complex, SPR and interface-mutant validation, Unc5-dependent contact repulsion, and mouse cortical-neuron migration effects. Primary model/assay: Purified human/mouse GPC3 core and rat Unc5D ectodomain structural complexes; SPR, native mass spectrometry, interface mutagenesis and nanobody perturbation; cortical-neuron stripe assays, embryonic mouse cortical migration, and neuroblastoma xenograft comparator models. This release joins the existing WNT3A-GPC3/glypican-3 evidence edge to the source-supported continuation; the downstream primary study is not assumed to have tested the upstream ligand as its initiating stimulus.	Promote only the exact GPC3-Unc5D extracellular complex and bounded contact-repulsion/cortical-migration function. Preserve the glycan-mediated ectodomain/oligomeric context, Unc5D specificity, and no SCI or terminal-TF inference. The composite route remains evidence-layer only: no causal traversal, shared assay, TF, or target-gene expression is asserted.	M21B-LITEXP-1174	LITEXP:001174
