species	tf_symbol	tf_key	source_labels	source_record_count	records_with_reference	unique_reference_pmids	source_registries	mapping_decision	frozen_entity_match_status	frozen_entity_ids	explicit_tf_role_present	default_module	existing_module_overlap_flags	both_species_present	priority_rank	review_status	notes
human	NME2	nme2	NME2	1	1	35	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1035	new_candidate	
mouse	Nme2	nme2	Nme2	1	1	35	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1035	new_candidate	
mouse	Nrl	nrl	Nrl	12	12	32	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1035	new_candidate	
human	HDAC3	hdac3	HDAC3	24	24	26	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1032	new_candidate	
mouse	Tbx5	tbx5	Tbx5	7	7	30	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1031	new_candidate	
human	KLF5	klf5	KLF5	21	17	25	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1030	new_candidate	
human	TBX5	tbx5	TBX5	8	8	28	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1030	new_candidate	
human	FOSL2	fosl2	FOSL2	28	25	22	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1029	new_candidate	
human	HDAC4	hdac4	HDAC4	26	26	23	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1029	new_candidate	
human	IRF9	irf9	IRF9	20	17	24	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1029	new_candidate	
human	PARP1	parp1	PARP1	27	27	23	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1029	new_candidate	
mouse	Fosl2	fosl2	Fosl2	20	17	23	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1028	new_candidate	
mouse	Gata6	gata6	Gata6	19	17	24	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1028	new_candidate	
human	RFX1	rfx1	RFX1	22	18	23	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1028	new_candidate	
mouse	Egr2	egr2	Egr2	18	18	23	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1027	new_candidate	
mouse	Max	max	Max	12	10	24	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1027	new_candidate	
human	NRL	nrl	NRL	6	6	26	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1027	new_candidate	
mouse	Esrra	esrra	Esrra	15	11	23	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1026	new_candidate	
human	MTA1	mta1	MTA1	25	25	20	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1026	new_candidate	
mouse	Neurog3	neurog3	Neurog3	7	7	25	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1026	new_candidate	
mouse	Sf1	sf1	Sf1	18	18	22	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1026	new_candidate	
human	ATM	atm	ATM	25	25	19	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1025	new_candidate	
mouse	Pitx2	pitx2	Pitx2	26	26	19	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1025	new_candidate	
human	SP4	sp4	SP4	19	17	21	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1025	new_candidate	
mouse	Klf5	klf5	Klf5	18	14	20	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1024	new_candidate	
human	MAX	max	MAX	10	8	21	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1023	new_candidate	
