species	tf_symbol	tf_key	source_labels	source_record_count	records_with_reference	unique_reference_pmids	source_registries	mapping_decision	frozen_entity_match_status	frozen_entity_ids	explicit_tf_role_present	default_module	existing_module_overlap_flags	both_species_present	priority_rank	review_status	notes
human	PGR	pgr	PGR	41	39	107	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1117	new_candidate	
human	RXRA	rxra	RXRA	38	36	104	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1113	new_candidate	
mouse	Rxra	rxra	Rxra	34	32	105	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1113	new_candidate	
human	KMT2A	kmt2a	KMT2A	12	8	108	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1111	new_candidate	
mouse	Kmt2a	kmt2a	Kmt2a	12	8	108	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1111	new_candidate	
mouse	Pax8	pax8	Pax8	16	15	107	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1111	new_candidate	
mouse	Stat5b	stat5b	Stat5b	25	20	105	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1111	new_candidate	
human	MYCN	mycn	MYCN	70	69	93	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1110	new_candidate	
mouse	Tfap2c	tfap2c	Tfap2c	455	37	48	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1110	new_candidate	
human	HES1	hes1	HES1	12	12	56	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	12188	false	22B		true	1109	new_candidate	
human	PAX8	pax8	PAX8	19	18	105	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1109	new_candidate	
human	STAT5B	stat5b	STAT5B	29	24	102	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1109	new_candidate	
human	TFAP2C	tfap2c	TFAP2C	495	28	47	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1109	new_candidate	
mouse	Ets2	ets2	Ets2	58	57	94	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1108	new_candidate	
mouse	Hes1	hes1	Hes1	11	11	56	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	12188	false	22B		true	1108	new_candidate	
human	USF2	usf2	USF2	97	93	83	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1107	new_candidate	
mouse	Mafa	mafa	Mafa	12	12	103	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1106	new_candidate	
human	PAX5	pax5	PAX5	33	33	97	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1105	new_candidate	
mouse	Pgr	pgr	Pgr	40	38	95	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1105	new_candidate	
mouse	Pax5	pax5	Pax5	24	24	98	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1104	new_candidate	
mouse	Sox10	sox10	Sox10	30	29	96	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1103	new_candidate	
mouse	Tal1	tal1	Tal1	317	47	41	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1103	new_candidate	
mouse	Foxa2	foxa2	Foxa2	54	51	89	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1102	new_candidate	
human	HDAC1	hdac1	HDAC1	82	82	82	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1102	new_candidate	
