species	tf_symbol	tf_key	source_labels	source_record_count	records_with_reference	unique_reference_pmids	source_registries	mapping_decision	frozen_entity_match_status	frozen_entity_ids	explicit_tf_role_present	default_module	existing_module_overlap_flags	both_species_present	priority_rank	review_status	notes
human	IRF5	irf5	IRF5	4	4	23	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1024	new_candidate	
mouse	Tbx2	tbx2	Tbx2	10	10	22	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1024	new_candidate	
mouse	E2f2	e2f2	E2f2	20	20	18	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1023	new_candidate	
mouse	Irf5	irf5	Irf5	3	3	23	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1023	new_candidate	
human	NFAT5	nfat5	NFAT5	6	6	22	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1023	new_candidate	
mouse	Nfat5	nfat5	Nfat5	6	6	22	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1023	new_candidate	
mouse	Nr0b2	nr0b2	Nr0b2	21	21	18	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1023	new_candidate	
mouse	Nr5a2	nr5a2	Nr5a2	18	18	19	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1023	new_candidate	
mouse	Pbx1	pbx1	Pbx1	18	18	19	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1023	new_candidate	
human	TCF7	tcf7	TCF7	9	7	21	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1023	new_candidate	
human	XBP1	xbp1	XBP1	20	20	18	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1023	new_candidate	
human	HMGA1	hmga1	HMGA1	19	19	18	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1022	new_candidate	
human	PAX2	pax2	PAX2	8	8	20	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1022	new_candidate	
human	PML	pml	PML	19	19	18	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1022	new_candidate	
mouse	Pou2f2	pou2f2	Pou2f2	18	18	18	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1022	new_candidate	
mouse	Prox1	prox1	Prox1	17	17	18	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1022	new_candidate	
mouse	Tfdp1	tfdp1	Tfdp1	17	13	18	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1022	new_candidate	
mouse	Ikzf1	ikzf1	Ikzf1	17	17	17	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
human	IRF2	irf2	IRF2	17	13	17	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
mouse	Irf4	irf4	Irf4	18	16	17	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
mouse	Msx2	msx2	Msx2	20	20	16	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
human	NFYB	nfyb	NFYB	21	17	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
human	TFDP1	tfdp1	TFDP1	22	18	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
human	E2F2	e2f2	E2F2	17	17	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1020	new_candidate	
mouse	Pax2	pax2	Pax2	15	15	16	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1019	new_candidate	
human	POU2F2	pou2f2	POU2F2	21	17	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1017	new_candidate	
human	TBX2	tbx2	TBX2	4	4	15	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
human	IRF4	irf4	IRF4	13	10	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1015	new_candidate	
human	NR5A2	nr5a2	NR5A2	14	14	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
human	PBX1	pbx1	PBX1	9	9	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
human	PROX1	prox1	PROX1	13	13	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
mouse	Xbp1	xbp1	Xbp1	14	14	11	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
mouse	Irf2	irf2	Irf2	14	6	6	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Nfyb	nfyb	Nfyb	11	7	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Hmga1	hmga1	Hmga1	5	5	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
human	NR0B2	nr0b2	NR0B2	9	9	6	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
human	MSX2	msx2	MSX2	7	7	6	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1007	new_candidate	
mouse	Tcf7	tcf7	Tcf7	4	4	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
human	IKZF1	ikzf1	IKZF1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
mouse	Pml	pml	Pml	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
