species	tf_symbol	tf_key	source_labels	source_record_count	records_with_reference	unique_reference_pmids	source_registries	mapping_decision	frozen_entity_match_status	frozen_entity_ids	explicit_tf_role_present	default_module	existing_module_overlap_flags	both_species_present	priority_rank	review_status	notes
mouse	Insm1	insm1	Insm1	8	8	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Isl1	isl1	Isl1	8	8	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Ldb1	ldb1	Ldb1	11	11	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Mdm4	mdm4	Mdm4	2	2	9	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
human	NCOR1	ncor1	NCOR1	8	8	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
human	PHOX2B	phox2b	PHOX2B	7	7	8	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
human	PLAG1	plag1	PLAG1	6	6	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Pou4f1	pou4f1	Pou4f1	8	8	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Skil	skil	Skil	6	6	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Sox4	sox4	Sox4	8	8	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Zbtb33	zbtb33	Zbtb33	18	6	5	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Zbtb7a	zbtb7a	Zbtb7a	9	8	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Apex1	apex1	Apex1	9	9	6	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
human	CEBPZ	cebpz	CEBPZ	9	9	6	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
mouse	Cited2	cited2	Cited2	11	11	6	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
