species	tf_symbol	tf_key	source_labels	source_record_count	records_with_reference	unique_reference_pmids	source_registries	mapping_decision	frozen_entity_match_status	frozen_entity_ids	explicit_tf_role_present	default_module	existing_module_overlap_flags	both_species_present	priority_rank	review_status	notes
mouse	Rora	rora	Rora	14	14	15	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	13135	false	22B		true	1068	new_candidate	
human	BCL6	bcl6	BCL6	24	24	61	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1067	new_candidate	
human	KLF2	klf2	KLF2	13	13	64	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1067	new_candidate	
human	NFIC	nfic	NFIC	63	60	51	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1066	new_candidate	
mouse	Ppard	ppard	Ppard	17	17	62	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1066	new_candidate	
human	DNMT1	dnmt1	DNMT1	37	37	56	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1065	new_candidate	
mouse	Bcl6	bcl6	Bcl6	25	25	58	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1064	new_candidate	
human	FLI1	fli1	FLI1	40	39	54	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1064	new_candidate	
human	NFATC1	nfatc1	NFATC1	17	13	60	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1064	new_candidate	
human	STAT2	stat2	STAT2	50	25	52	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1064	new_candidate	
mouse	Maf	maf	Maf	15	13	60	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1063	new_candidate	
