species	tf_symbol	tf_key	source_labels	source_record_count	records_with_reference	unique_reference_pmids	source_registries	mapping_decision	frozen_entity_match_status	frozen_entity_ids	explicit_tf_role_present	default_module	existing_module_overlap_flags	both_species_present	priority_rank	review_status	notes
mouse	Gsc	gsc	Gsc	4	4	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
human	HDAC11	hdac11	HDAC11	5	5	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Jarid2	jarid2	Jarid2	2	2	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
human	KLF12	klf12	KLF12	3	3	4	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Klf3	klf3	Klf3	6	6	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Nab1	nab1	Nab1	4	4	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Nab2	nab2	Nab2	4	4	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
human	NCOA6	ncoa6	NCOA6	4	4	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
human	NUPR1	nupr1	NUPR1	6	6	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Nupr1	nupr1	Nupr1	6	6	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Pcgf2	pcgf2	Pcgf2	4	4	3	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Pknox1	pknox1	Pknox1	5	5	3	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
human	POU4F2	pou4f2	POU4F2	3	3	4	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Pou4f2	pou4f2	Pou4f2	2	2	4	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
human	RFX3	rfx3	RFX3	3	3	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Rreb1	rreb1	Rreb1	14	14	1	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Tbx20	tbx20	Tbx20	4	4	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
human	TRIM28	trim28	TRIM28	4	4	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Trim28	trim28	Trim28	4	4	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Wwtr1	wwtr1	Wwtr1	4	4	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
human	ZIC1	zic1	ZIC1	5	5	3	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Zic1	zic1	Zic1	3	3	4	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
human	ZNF143	znf143	ZNF143	5	5	3	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
human	ARX	arx	ARX	4	4	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	PCGF2	pcgf2	PCGF2	5	5	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	PKNOX1	pknox1	PKNOX1	5	5	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	WWTR1	wwtr1	WWTR1	6	6	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
mouse	Arx	arx	Arx	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
mouse	Klf12	klf12	Klf12	1	1	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
human	KLF3	klf3	KLF3	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
mouse	Ncoa6	ncoa6	Ncoa6	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
human	RREB1	rreb1	RREB1	3	3	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
human	GSC	gsc	GSC	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
mouse	Hdac11	hdac11	Hdac11	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
human	JARID2	jarid2	JARID2	3	3	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
human	NAB1	nab1	NAB1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
human	NAB2	nab2	NAB2	2	2	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
mouse	Rfx3	rfx3	Rfx3	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
human	TBX20	tbx20	TBX20	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
mouse	Znf143	znf143	Znf143	1	1	1	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
