species	tf_symbol	tf_key	source_labels	source_record_count	records_with_reference	unique_reference_pmids	source_registries	mapping_decision	frozen_entity_match_status	frozen_entity_ids	explicit_tf_role_present	default_module	existing_module_overlap_flags	both_species_present	priority_rank	review_status	notes
human	ETV6	etv6	ETV6	5	5	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
human	FOSB	fosb	FOSB	4	4	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
mouse	Gbx2	gbx2	Gbx2	6	6	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
mouse	Hey2	hey2	Hey2	7	7	4	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
human	HHEX	hhex	HHEX	5	5	4	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
mouse	Hlf	hlf	Hlf	4	4	4	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
human	HOXA1	hoxa1	HOXA1	7	7	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
human	HSF4	hsf4	HSF4	5	5	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
mouse	Jdp2	jdp2	Jdp2	4	4	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
mouse	Mafb	mafb	Mafb	7	5	4	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
human	MKL1	mkl1	MKL1	4	4	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
mouse	Mkl1	mkl1	Mkl1	4	4	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
mouse	Mxi1	mxi1	Mxi1	7	3	4	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
human	NCOA4	ncoa4	NCOA4	4	4	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
mouse	Nr2c2	nr2c2	Nr2c2	8	3	3	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
mouse	Nrip1	nrip1	Nrip1	4	4	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
human	PIAS2	pias2	PIAS2	4	4	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
human	PIAS3	pias3	PIAS3	4	4	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
mouse	Pou2f3	pou2f3	Pou2f3	10	10	3	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
mouse	Ptf1a	ptf1a	Ptf1a	4	4	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
human	RFXANK	rfxank	RFXANK	15	15	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
mouse	Hhex	hhex	Hhex	3	3	4	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Fosb	fosb	Fosb	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	HEY2	hey2	HEY2	5	5	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	HLF	hlf	HLF	4	4	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	JDP2	jdp2	JDP2	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	MXI1	mxi1	MXI1	7	2	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	NR2C2	nr2c2	NR2C2	7	2	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
mouse	Rfxank	rfxank	Rfxank	8	8	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
mouse	Etv6	etv6	Etv6	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
mouse	Pias2	pias2	Pias2	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
mouse	Pias3	pias3	Pias3	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
human	POU2F3	pou2f3	POU2F3	2	2	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
human	GBX2	gbx2	GBX2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
mouse	Hoxa1	hoxa1	Hoxa1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
mouse	Hsf4	hsf4	Hsf4	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
human	MAFB	mafb	MAFB	3	1	1	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
mouse	Ncoa4	ncoa4	Ncoa4	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
human	NRIP1	nrip1	NRIP1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
human	PTF1A	ptf1a	PTF1A	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
