species	tf_symbol	tf_key	source_labels	source_record_count	records_with_reference	unique_reference_pmids	source_registries	mapping_decision	frozen_entity_match_status	frozen_entity_ids	explicit_tf_role_present	default_module	existing_module_overlap_flags	both_species_present	priority_rank	review_status	notes
mouse	Smad1	smad1	Smad1	32	30	41	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1049	new_candidate	
human	EZH2	ezh2	EZH2	43	43	36	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1046	new_candidate	
mouse	Nr2f2	nr2f2	Nr2f2	41	34	36	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1046	new_candidate	
human	NFYA	nfya	NFYA	33	30	36	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1044	new_candidate	
human	FOXO4	foxo4	FOXO4	20	16	38	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1043	new_candidate	
mouse	Foxo4	foxo4	Foxo4	21	17	37	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1042	new_candidate	
human	E2F3	e2f3	E2F3	27	27	35	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1041	new_candidate	
mouse	Nr1d1	nr1d1	Nr1d1	7	7	39	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1040	new_candidate	
human	TBP	tbp	TBP	23	23	35	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1040	new_candidate	
mouse	Prdm1	prdm1	Prdm1	12	12	36	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1039	new_candidate	
mouse	Nkx2-5	nkx2-5	Nkx2-5	28	28	31	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1038	new_candidate	
human	RB1	rb1	RB1	35	35	30	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1038	new_candidate	
mouse	Nrf1	nrf1	Nrf1	30	27	30	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1037	new_candidate	
human	CIITA	ciita	CIITA	36	36	27	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1036	new_candidate	
human	HIC1	hic1	HIC1	18	18	32	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1036	new_candidate	
human	HOXA10	hoxa10	HOXA10	20	20	31	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1036	new_candidate	
human	JUNB	junb	JUNB	22	21	31	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1036	new_candidate	
human	MAZ	maz	MAZ	16	10	32	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1036	new_candidate	
mouse	Nr0b1	nr0b1	Nr0b1	15	15	33	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1036	new_candidate	
human	NR1D1	nr1d1	NR1D1	2	2	36	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1036	new_candidate	
human	NR2F2	nr2f2	NR2F2	29	20	29	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1036	new_candidate	
human	PRDM1	prdm1	PRDM1	8	8	34	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1036	new_candidate	
human	VHL	vhl	VHL	23	23	31	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1036	new_candidate	
human	HDAC2	hdac2	HDAC2	28	28	28	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1035	new_candidate	
mouse	Nfya	nfya	Nfya	26	23	29	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1035	new_candidate	
mouse	Tbp	tbp	Tbp	15	15	32	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1035	new_candidate	
mouse	Hic1	hic1	Hic1	9	9	32	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1034	new_candidate	
mouse	Junb	junb	Junb	15	14	30	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1033	new_candidate	
human	NR0B1	nr0b1	NR0B1	12	12	28	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1031	new_candidate	
mouse	Hoxa10	hoxa10	Hoxa10	12	12	26	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1029	new_candidate	
human	NRF1	nrf1	NRF1	23	20	23	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1028	new_candidate	
mouse	Rb1	rb1	Rb1	23	23	21	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1026	new_candidate	
human	SMAD1	smad1	SMAD1	10	8	24	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1026	new_candidate	
mouse	Ezh2	ezh2	Ezh2	15	15	13	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
human	NKX2-5	nkx2-5	NKX2-5	10	10	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
mouse	Hdac2	hdac2	Hdac2	10	10	10	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1012	new_candidate	
mouse	E2f3	e2f3	E2f3	7	7	6	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1007	new_candidate	
mouse	Maz	maz	Maz	4	4	5	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1006	new_candidate	
mouse	Vhl	vhl	Vhl	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
mouse	Ciita	ciita	Ciita	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
