species	tf_symbol	tf_key	source_labels	source_record_count	records_with_reference	unique_reference_pmids	source_registries	mapping_decision	frozen_entity_match_status	frozen_entity_ids	explicit_tf_role_present	default_module	existing_module_overlap_flags	both_species_present	priority_rank	review_status	notes
mouse	Chd4	chd4	Chd4	4	4	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	CREB3L1	creb3l1	CREB3L1	3	3	3	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
mouse	Creb3l1	creb3l1	Creb3l1	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	EHF	ehf	EHF	4	3	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
mouse	Esrrb	esrrb	Esrrb	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	ETV3	etv3	ETV3	4	4	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	FHL2	fhl2	FHL2	5	5	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	HCFC1	hcfc1	HCFC1	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
mouse	Hexim1	hexim1	Hexim1	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
mouse	Hoxb4	hoxb4	Hoxb4	4	4	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
mouse	Hoxc13	hoxc13	Hoxc13	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	ID4	id4	ID4	2	2	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	ILF2	ilf2	ILF2	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	KHDRBS1	khdrbs1	KHDRBS1	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	KLF13	klf13	KLF13	2	2	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	KLF9	klf9	KLF9	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
mouse	Mbd3	mbd3	Mbd3	2	2	3	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	MLLT3	mllt3	MLLT3	4	4	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
mouse	Mllt3	mllt3	Mllt3	2	2	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
mouse	Mnt	mnt	Mnt	5	2	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	MYBL1	mybl1	MYBL1	4	4	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
mouse	Nfatc3	nfatc3	Nfatc3	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	CHD4	chd4	CHD4	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
mouse	Ehf	ehf	Ehf	3	2	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
human	HEXIM1	hexim1	HEXIM1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
human	HOXC13	hoxc13	HOXC13	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
mouse	Klf13	klf13	Klf13	1	1	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
human	MBD3	mbd3	MBD3	1	1	2	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
human	ESRRB	esrrb	ESRRB	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
mouse	Etv3	etv3	Etv3	1	1	1	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
mouse	Fhl2	fhl2	Fhl2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
mouse	Hcfc1	hcfc1	Hcfc1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
human	HOXB4	hoxb4	HOXB4	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
