expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	intracellular_tf_edge_id	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	output_label	output_form_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-0945	M21B-DOWNSTREAM:00285	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|gene_expression_or_transcription	intracellular_continuation|transcription_factor	not_assayed		NODE09528	PVRL2/Nectin-2/CD112	M21B-E000668	NODE09524	PVRIG/CD112R										PVRL2/PVRIG-dependent CD8 T-cell inhibitory checkpoint output		NECTIN2-PVRIG-CD112R-checkpoint	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000668;M21B-EVID-000611;M21B-DOWNSTREAM-EVID:000462;PMID:30659054; DOI:10.1038/s41586-019-1275-5	M21B-DOWNSTREAM-EVID:000462	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0945	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	gene_expression_or_transcription	human; mouse	Human and mouse PVRIG/PVRL2 expression and interaction systems; tumor-cell/T-cell co-cultures, antibody blockade, CRISPR perturbation and tumor models	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	Human and mouse PVRIG/PVRL2 expression and interaction systems; tumor-cell/T-cell co-cultures, antibody blockade, CRISPR perturbation and tumor models	inhibitory	direct_edge	PMID:30659054; DOI:10.1038/s41586-019-1275-5	Review lead: The CD112R/CD112 axis: a breakthrough in cancer immunotherapy, PMID:34507594; Poliovirus receptor-related 2 suppresses antitumor immunity, PMCID:PMC11063765; review-cited primary: PMID:30659054; DOI:10.1038/s41586-019-1275-5; primary locator: PMID:30659054; DOI:10.1038/s41586-019-1275-5	Primary-supported claim: The reviews identify Nectin-2/CD112 as the principal PVRIG/CD112R ligand; the primary study reports PVRIG binding to PVRL2 and PVRL2/PVRIG-dependent suppression of CD8 T-cell function in cancer models. Primary model/assay: Human and mouse PVRIG/PVRL2 expression and interaction systems; tumor-cell/T-cell co-cultures, antibody blockade, CRISPR perturbation and tumor models	Preserve PVRIG/CD112R inhibitory context and PVRL2/PVRL2-family redundancy; do not infer TIGIT equivalence, universal checkpoint dominance, or SCI function.	curated_primary_route	LITEXP:000945
M21B-LITEXP-0946	M21B-DOWNSTREAM:00286	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE01929	CD58/LFA-3	M21B-E000669	NODE01810	CD2										CD58/CD2-dependent T-cell/NK adhesion and activation output		CD58-CD2-T-cell-adhesion-costimulation	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000669;M21B-EVID-000612;M21B-DOWNSTREAM-EVID:000463;PMID:1723296; PMID:11575926; DOI:10.1006/jmbi.2001.4980; PMCID:PMC16325	M21B-DOWNSTREAM-EVID:000463	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0946	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human	Human recombinant CD58/CD2 systems; primary human T-cell and NK-cell adhesion, activation, and cytotoxicity models; CD58-CD2 interface structures and mutagenesis	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	Human recombinant CD58/CD2 systems; primary human T-cell and NK-cell adhesion, activation, and cytotoxicity models; CD58-CD2 interface structures and mutagenesis	unknown	direct_edge	PMID:1723296; PMID:11575926; DOI:10.1006/jmbi.2001.4980; PMCID:PMC16325	Review lead: CD58 Immunobiology at a Glance, PMCID:PMC8218816; review-cited primary: PMID:1723296; PMID:11575926; DOI:10.1006/jmbi.2001.4980; PMCID:PMC16325; primary locator: PMID:1723296; PMID:11575926; DOI:10.1006/jmbi.2001.4980; PMCID:PMC16325	Primary-supported claim: The review identifies CD58/LFA-3 as the primary natural ligand for CD2; recombinant and structural primary studies establish direct CD58-CD2 binding and CD2-dependent T-cell adhesion/activation effects. Primary model/assay: Human recombinant CD58/CD2 systems; primary human T-cell and NK-cell adhesion, activation, and cytotoxicity models; CD58-CD2 interface structures and mutagenesis	Preserve membrane adhesion geometry and human T/NK-cell context; CD2-proximal Lck/Fyn signaling is not assigned as a universal intracellular edge and no SCI inference is made.	curated_primary_route	LITEXP:000946
M21B-LITEXP-0947	M21B-DOWNSTREAM:00287	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor	not_assayed		NODE01922	CD48	M21B-E000670	NODE01829	CD244/2B4										CD48/CD244-dependent NK/T-cell immune-regulatory output		CD48-CD244-2B4-immune-regulation	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000670;M21B-EVID-000613;M21B-DOWNSTREAM-EVID:000465;PMID:9841922; PMCID:PMC2212392; DOI:10.1084/jem.188.11.2083; PMID:18523281; DOI:10.4049/jimmunol.180.12.8159	M21B-DOWNSTREAM-EVID:000465	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0947	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	phosphorylation_or_activation_readout	human; mouse	Mouse and human CD48/2B4 receptor systems; activated spleen cells, PBMCs and NK/T-cell models; soluble binding and cytotoxicity/immune-regulation assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	Mouse and human CD48/2B4 receptor systems; activated spleen cells, PBMCs and NK/T-cell models; soluble binding and cytotoxicity/immune-regulation assays	activating	direct_edge	PMID:9841922; PMCID:PMC2212392; DOI:10.1084/jem.188.11.2083; PMID:18523281; DOI:10.4049/jimmunol.180.12.8159	Review lead: 2B4/CD244 Signaling in Immune Regulation, PMCID:PMC12506779; review-cited primary: PMID:9841922; PMCID:PMC2212392; DOI:10.1084/jem.188.11.2083; PMID:18523281; DOI:10.4049/jimmunol.180.12.8159; primary locator: PMID:9841922; PMCID:PMC2212392; DOI:10.1084/jem.188.11.2083; PMID:18523281; DOI:10.4049/jimmunol.180.12.8159	Primary-supported claim: The review identifies CD48 as the ligand for CD244/2B4; primary soluble-receptor, cell-binding, structural, and functional studies establish direct CD48-2B4 recognition with context-dependent immune activation or inhibition. Primary model/assay: Mouse and human CD48/2B4 receptor systems; activated spleen cells, PBMCs and NK/T-cell models; soluble binding and cytotoxicity/immune-regulation assays	Preserve species and 2B4 splice-variant/SAP availability boundaries; the activating versus inhibitory outcome is context dependent and no SCI inference is made.	curated_primary_route	LITEXP:000947
M21B-LITEXP-0948	M21B-DOWNSTREAM:00288	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor	not_assayed		NODE01959	CD80/B7-1	M21B-E000672	NODE02570	CTLA4/CD152										CD80/CTLA4-dependent APC-T-cell inhibitory checkpoint output		CD80-CTLA4-immune-checkpoint	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000672;M21B-EVID-000615;M21B-DOWNSTREAM-EVID:000466;PMID:9053440; PMCID:PMC2196039; DOI:10.1084/jem.185.3.393; PMID:7545666; DOI:10.1074/jbc.270.36.21181; PMID:7534620; DOI:10.1016/S1074-7613(94)80021-9	M21B-DOWNSTREAM-EVID:000466	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0948	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	phosphorylation_or_activation_readout	human	Human recombinant B7-1/CTLA-4 systems and antigen-presenting-cell/T-cell comparator assays; crystal/biophysical binding, interface mutagenesis, receptor competition and T-cell activation readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	Human recombinant B7-1/CTLA-4 systems and antigen-presenting-cell/T-cell comparator assays; crystal/biophysical binding, interface mutagenesis, receptor competition and T-cell activation readouts	inhibitory	direct_edge	PMID:9053440; PMCID:PMC2196039; DOI:10.1084/jem.185.3.393; PMID:7545666; DOI:10.1074/jbc.270.36.21181; PMID:7534620; DOI:10.1016/S1074-7613(94)80021-9	Review lead: Structural genomics of costimulation, PMCID:PMC3001128; Coinhibitory pathways in the B7-CD28 ligand-receptor family, PMCID:PMC4905708; review-cited primary: PMID:9053440; PMCID:PMC2196039; DOI:10.1084/jem.185.3.393; PMID:7545666; DOI:10.1074/jbc.270.36.21181; PMID:7534620; DOI:10.1016/S1074-7613(94)80021-9; primary locator: PMID:9053440; PMCID:PMC2196039; DOI:10.1084/jem.185.3.393; PMID:7545666; DOI:10.1074/jbc.270.36.21181; PMID:7534620; DOI:10.1016/S1074-7613(94)80021-9	Primary-supported claim: The reviews identify CD80/B7-1 as a CTLA-4 ligand; primary structural and biophysical studies establish direct CD80-CTLA-4 binding, with competitive inhibition of CD28-mediated costimulation in APC/T-cell contexts. Primary model/assay: Human recombinant B7-1/CTLA-4 systems and antigen-presenting-cell/T-cell comparator assays; crystal/biophysical binding, interface mutagenesis, receptor competition and T-cell activation readouts	Preserve CTLA-4 higher affinity/avidity, B7-1 dimerization and APC/T-cell synapse geometry; competitive checkpoint activity is not a universal intracellular pathway and no SCI inference is made.	curated_primary_route	LITEXP:000948
M21B-LITEXP-0949	M21B-DOWNSTREAM:00289	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor	not_assayed		NODE08796	PDCD1LG2/PD-L2	M21B-E000676	NODE08791	PDCD1/PD-1										PD-L2/PD-1-dependent T-cell inhibitory output		PDL2-PD1-immune-checkpoint	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000676;M21B-EVID-000619;M21B-DOWNSTREAM-EVID:000468;PMID:18641123; PMCID:PMC2492495; DOI:10.1073/pnas.0804453105; PMID:11224527; DOI:10.1038/85330	M21B-DOWNSTREAM-EVID:000468	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0949	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	phosphorylation_or_activation_readout	human; mouse	Murine and human recombinant PD-1/PD-L2 systems, CHO/receptor-expressing cells and T-cell activation comparator assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	Murine and human recombinant PD-1/PD-L2 systems, CHO/receptor-expressing cells and T-cell activation comparator assays	inhibitory	direct_edge	PMID:18641123; PMCID:PMC2492495; DOI:10.1073/pnas.0804453105; PMID:11224527; DOI:10.1038/85330	Review lead: Structural Biology of the Immune Checkpoint Receptor PD-1 and Its Ligands PD-L1/PD-L2, PMID:28768162; review-cited primary: PMID:18641123; PMCID:PMC2492495; DOI:10.1073/pnas.0804453105; PMID:11224527; DOI:10.1038/85330; primary locator: PMID:18641123; PMCID:PMC2492495; DOI:10.1073/pnas.0804453105; PMID:11224527; DOI:10.1038/85330	Primary-supported claim: The review identifies PD-L2 as a second PD-1 ligand; primary structural and functional studies establish direct PD-1/PD-L2 binding and inhibition of T-cell activation. Primary model/assay: Murine and human recombinant PD-1/PD-L2 systems, CHO/receptor-expressing cells and T-cell activation comparator assays	Preserve species/form and PD-L1 versus PD-L2 interface differences; no broad clinical, SCI, or specific intracellular pathway claim.	curated_primary_route	LITEXP:000949
M21B-LITEXP-0950	M21B-DOWNSTREAM:00290	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|gene_expression_or_transcription	intracellular_continuation|transcription_factor	not_assayed		NODE04946	ICOSLG/ICOSL/B7-H2	M21B-E000677	NODE04943	ICOS/CD278										ICOSL/ICOS-dependent T-cell costimulation output		ICOSL-ICOS-costimulation	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000677;M21B-EVID-000620;M21B-DOWNSTREAM-EVID:000470;PMID:10617205; DOI:10.1038/45582; PMID:16951355; DOI:10.1016/j.immuni.2006.08.011; PMCID:PMC7545189	M21B-DOWNSTREAM-EVID:000470	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0950	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	gene_expression_or_transcription	human; mouse	Human and mouse ICOS/ICOSL receptor systems; expression cloning, recombinant binding, ICOSL interface mutagenesis, X-ray structure and T-cell costimulation assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	Human and mouse ICOS/ICOSL receptor systems; expression cloning, recombinant binding, ICOSL interface mutagenesis, X-ray structure and T-cell costimulation assays	activating	direct_edge	PMID:10617205; DOI:10.1038/45582; PMID:16951355; DOI:10.1016/j.immuni.2006.08.011; PMCID:PMC7545189	Review lead: The rationale behind targeting the ICOS-ICOS ligand costimulatory pathway in cancer immunotherapy, PMCID:PMC7003380; Structural genomics of costimulation, PMCID:PMC3001128; review-cited primary: PMID:10617205; DOI:10.1038/45582; PMID:16951355; DOI:10.1016/j.immuni.2006.08.011; PMCID:PMC7545189; primary locator: PMID:10617205; DOI:10.1038/45582; PMID:16951355; DOI:10.1016/j.immuni.2006.08.011; PMCID:PMC7545189	Primary-supported claim: The reviews identify ICOSL/B7-H2 as the cognate ligand for ICOS; primary ligand-identification, receptor-binding mutagenesis, and structural studies establish direct ICOS-ICOSL recognition with T-cell costimulatory function. Primary model/assay: Human and mouse ICOS/ICOSL receptor systems; expression cloning, recombinant binding, ICOSL interface mutagenesis, X-ray structure and T-cell costimulation assays	Preserve ICOSL glycosylation and oligomeric/APC presentation, ICOS versus CD28-family receptor specificity, and activated-T-cell/Tfh context; no SCI inference.	curated_primary_route	LITEXP:000950
M21B-LITEXP-0951	M21B-DOWNSTREAM:00294	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|gene_expression_or_transcription	intracellular_continuation|transcription_factor	not_assayed		NODE00432	ALCAM/CD166	M21B-E000686	NODE01933	CD6										ALCAM/CD6-dependent T-cell adhesion and costimulation output		ALCAM-CD6-adhesion-costimulation	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000686;M21B-EVID-000629;M21B-DOWNSTREAM-EVID:000479;PMID:7760007; PMCID:PMC2192054; PMID:16352806; DOI:10.1182/blood-2005-09-3881	M21B-DOWNSTREAM-EVID:000479	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0951	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	gene_expression_or_transcription	human	Human ALCAM-Rg/CD6-Rg expression-cloning and COS-cell adhesion systems; human dendritic-cell/T-cell conjugates, blocking antibodies, recombinant ALCAM-Fc and CD6/CD3 costimulation assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	Human ALCAM-Rg/CD6-Rg expression-cloning and COS-cell adhesion systems; human dendritic-cell/T-cell conjugates, blocking antibodies, recombinant ALCAM-Fc and CD6/CD3 costimulation assays	unknown	direct_edge	PMID:7760007; PMCID:PMC2192054; PMID:16352806; DOI:10.1182/blood-2005-09-3881	Review lead: Structures of CD6 and Its Ligand CD166 Give Insight into Their Interaction, PMCID:PMC4533223; Rationale for Targeting CD6 as a Treatment for Autoimmune Diseases, PMCID:PMC3195340; review-cited primary: PMID:7760007; PMCID:PMC2192054; PMID:16352806; DOI:10.1182/blood-2005-09-3881; primary locator: PMID:7760007; PMCID:PMC2192054; PMID:16352806; DOI:10.1182/blood-2005-09-3881	Primary-supported claim: The reviews identify ALCAM/CD166 as the cognate CD6 ligand; primary expression-cloning, binding, structural, blocking and dendritic-cell/T-cell studies establish ALCAM-CD6 adhesion and sustained costimulatory function. Primary model/assay: Human ALCAM-Rg/CD6-Rg expression-cloning and COS-cell adhesion systems; human dendritic-cell/T-cell conjugates, blocking antibodies, recombinant ALCAM-Fc and CD6/CD3 costimulation assays	Preserve trans cell-adhesion geometry, ALCAM N-terminal domain/CD6 SRCR interaction, and APC-T-cell costimulation context; no CNS/SCI or autonomous CD6 intracellular claim.	curated_primary_route	LITEXP:000951
M21B-LITEXP-0952	M21B-DOWNSTREAM:00296	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|gene_expression_or_transcription	intracellular_continuation|transcription_factor	not_assayed		NODE02038	CEACAM1/CD66a	M21B-E000688	NODE11059	TIM3/HAVCR2										CEACAM1/TIM-3-dependent inhibitory checkpoint output		CEACAM1-TIM3-immune-checkpoint	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000688;M21B-EVID-000631;M21B-DOWNSTREAM-EVID:000484;PMID:25363763; PMCID:PMC4297519; DOI:10.1038/nature13848; DOI:10.1038/nature17421	M21B-DOWNSTREAM-EVID:000484	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0952	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	gene_expression_or_transcription	human; mouse	Human/mouse CEACAM1/TIM-3 IgV and HEK293T co-expression systems; primary T-cell assays; mouse colitis, chronic-infection and colorectal-tumor comparator models; co-immunoprecipitation, binding, NMR/SPR and checkpoint-function assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	Human/mouse CEACAM1/TIM-3 IgV and HEK293T co-expression systems; primary T-cell assays; mouse colitis, chronic-infection and colorectal-tumor comparator models; co-immunoprecipitation, binding, NMR/SPR and checkpoint-function assays	inhibitory	direct_edge	PMID:25363763; PMCID:PMC4297519; DOI:10.1038/nature13848; DOI:10.1038/nature17421	Review lead: Tim-3 and its role in regulating anti-tumor immunity, PMCID:PMC5886706; CEACAM1 structure and function in immunity, PMCID:PMC6814268; TIM3 comes of age as inhibitory receptor, PMCID:PMC7327798; review-cited primary: PMID:25363763; PMCID:PMC4297519; DOI:10.1038/nature13848; DOI:10.1038/nature17421; primary locator: PMID:25363763; PMCID:PMC4297519; DOI:10.1038/nature13848; DOI:10.1038/nature17421	Primary-supported claim: The reviews identify CEACAM1 as a TIM-3 binding partner and inhibitory checkpoint ligand; the primary study supports direct CEACAM1-TIM-3 interaction and CEACAM1-dependent TIM-3 maturation, surface expression and inhibitory T-cell/tumor function, with corrected biophysical support after withdrawal of the original crystal model. Primary model/assay: Human/mouse CEACAM1/TIM-3 IgV and HEK293T co-expression systems; primary T-cell assays; mouse colitis, chronic-infection and colorectal-tumor comparator models; co-immunoprecipitation, binding, NMR/SPR and checkpoint-function assays	Preserve CEACAM1 isoform and cis/trans geometry, calcium dependence and TIM-3 context. The 2016 corrigendum withdraws the original CEACAM1-TIM-3 crystal model but reports independent NMR/SPR support for direct interaction; no SCI inference.	curated_primary_route	LITEXP:000952
M21B-LITEXP-0953	M21B-DOWNSTREAM:00297	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|secreted_protein_or_release	intracellular_continuation|transcription_factor	not_assayed		NODE06562	LSECtin/CLEC4G	M21B-E000689	NODE06186	LAG3/CD223										LSECtin/LAG-3-dependent melanoma immune suppression output		LSECtin-LAG3-melanoma-immune-checkpoint	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000689;M21B-EVID-000632;M21B-DOWNSTREAM-EVID:000486;PMID:24769443; DOI:10.1158/0008-5472.CAN-13-2690	M21B-DOWNSTREAM-EVID:000486	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0953	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	secreted_protein_or_release	human; mouse	Human and mouse LSECtin/LAG-3 melanoma systems; recombinant LSECtin/LAG-3 binding assays, B16 melanoma cells, antigen-specific CD4/CD8 T-cell proliferation and cytokine assays, and mouse tumor/depletion models	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	Human and mouse LSECtin/LAG-3 melanoma systems; recombinant LSECtin/LAG-3 binding assays, B16 melanoma cells, antigen-specific CD4/CD8 T-cell proliferation and cytokine assays, and mouse tumor/depletion models	inhibitory	direct_edge	PMID:24769443; DOI:10.1158/0008-5472.CAN-13-2690	Review lead: LAG3 (CD223) as a Cancer Immunotherapy Target, PMCID:PMC5338468; Lag-3, Tim-3, and TIGIT co-inhibitory receptors with specialized functions in immune regulation, PMCID:PMC4942846; The Next-Generation Immune Checkpoint LAG-3, PMCID:PMC7795594; review-cited primary: PMID:24769443; DOI:10.1158/0008-5472.CAN-13-2690; primary locator: PMID:24769443; DOI:10.1158/0008-5472.CAN-13-2690	Primary-supported claim: The reviews identify LSECtin/CLEC4G as a proposed LAG-3 ligand; the cited primary study reports LSECtin-LAG-3 interaction by fusion-protein and live-cell binding assays and LAG-3-dependent suppression of melanoma-specific T-cell responses, with blockade restoring IFN-gamma secretion. Primary model/assay: Human and mouse LSECtin/LAG-3 melanoma systems; recombinant LSECtin/LAG-3 binding assays, B16 melanoma cells, antigen-specific CD4/CD8 T-cell proliferation and cytokine assays, and mouse tumor/depletion models	Restrict to the melanoma/tumor T-cell checkpoint context; primary evidence is interaction/function rather than a resolved high-affinity structure or intracellular LAG-3 mechanism. Preserve proposed-ligand terminology where appropriate; no CNS/SCI inference.	curated_primary_route	LITEXP:000953
M21B-LITEXP-0954	M21B-DOWNSTREAM:00304	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|reporter_readout	intracellular_continuation|transcription_factor	not_assayed		NODE10241	SFTPD/surfactant protein D	M21B-E000698	NODE06190	LAIR1/CD305										SP-D/LAIR1-dependent inhibitory reporter and ROS output		SFTPD-LAIR1-anti-inflammatory	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000698;M21B-EVID-000641;M21B-DOWNSTREAM-EVID:000499;PMID:24585933; DOI:10.1189/jlb.3AB0213-092RR	M21B-DOWNSTREAM-EVID:000499	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0954	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	reporter_readout	human; rat	Recombinant human and rat SP-D isoforms, LAIR1/LAIR2-Fc and collagen controls; solid-phase binding, LAIR1 reporter crosslinking and Fc-alpha-receptor-stimulated ROS assays in human neutrophil-like cells	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	Recombinant human and rat SP-D isoforms, LAIR1/LAIR2-Fc and collagen controls; solid-phase binding, LAIR1 reporter crosslinking and Fc-alpha-receptor-stimulated ROS assays in human neutrophil-like cells	inhibitory	direct_edge	PMID:24585933; DOI:10.1189/jlb.3AB0213-092RR	Review lead: Surfactant Protein D in Respiratory and Non-Respiratory Diseases, PMCID:PMC5809447; Revisiting surfactant protein D: an immune surveillance molecule bridging innate and adaptive immunity, PMCID:PMC11685232; LAIR1, an ITIM-Containing Receptor, in Immune Regulation and Cancer, PMCID:PMC9788452; review-cited primary: PMID:24585933; DOI:10.1189/jlb.3AB0213-092RR; primary locator: PMID:24585933; DOI:10.1189/jlb.3AB0213-092RR	Primary-supported claim: The reviews identify the collagenous domain of SP-D as an LAIR1 ligand; the cited primary study demonstrates SP-D/LAIR1 binding, cellular LAIR1 crosslinking and LAIR1-dependent inhibition of Fc-alpha-receptor-mediated reactive oxygen production. Primary model/assay: Recombinant human and rat SP-D isoforms, LAIR1/LAIR2-Fc and collagen controls; solid-phase binding, LAIR1 reporter crosslinking and Fc-alpha-receptor-stimulated ROS assays in human neutrophil-like cells	Preserve the multitrimeric SP-D collagenous domain and LAIR1/LAIR2 distinction; respiratory/neutrophil context, no canonical kinase or SCI inference.	curated_primary_route	LITEXP:000954
