evidence_id	regulator_key	regulator_symbol	species_scope	evidence_layer	support_kind	cell_or_model	assay_or_perturbation	observation	effect_direction	primary_citation	corroborating_citation	route_or_module_relevance	target_pair_scope	exportable	canonical_write_performed	limitations
public_tf_evidence_batch022_regulator_wiz	wiz	WIZ	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse brain chromatin models	ChIP-seq/RNA-seq and haploinsufficiency	WIZ occupies active promoters and CTCF-associated regions; queued targets were not validated.	queued-pair direction not established except explicitly recorded limited associations	https://elifesciences.org/articles/15082	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE76909	noncanonical chromatin regulator capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, genetic, interaction, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch022_regulator_ubn1	ubn1	UBN1	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human and mouse HIRA/H3.3 models	ChIP-seq and UBN1/HIRA perturbation	UBN1 is an HIRA-complex histone chaperone with active-promoter/enhancer evidence; queued target function was not shown.	queued-pair direction not established except explicitly recorded limited associations	https://pubmed.ncbi.nlm.nih.gov/30285846/	https://pmc.ncbi.nlm.nih.gov/articles/PMC3974909/	noncanonical chromatin chaperone capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, genetic, interaction, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch022_regulator_emsy	emsy	EMSY	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human chromatin and interferon models	ChIP-seq, knockout/rescue, and promoter repression	EMSY/KDM5A/SIN3B has noncanonical promoter and interferon-regulatory evidence at nonqueued loci.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC4817164/	https://pmc.ncbi.nlm.nih.gov/articles/PMC3309773/	noncanonical chromatin-coregulator capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, genetic, interaction, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch022_regulator_supt5h	supt5h	SUPT5H/SPT5	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse DSIF/Pol II models	conditional depletion, ChIP, processivity, and differentiation assays	SUPT5H is a DSIF Pol II pausing/elongation factor; no queued target edge was validated.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC5897773/	https://pmc.ncbi.nlm.nih.gov/articles/PMC5732849/	noncanonical transcriptional machinery capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, genetic, interaction, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch022_regulator_ints3	ints3	INTS3	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human Integrator/SOSS models	promoter-proximal and 3-prime-end recruitment studies	INTS3 is an Integrator/SOSS component with RNA-processing and termination evidence, not a sequence-specific queued-target TF.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC4349240/	https://pmc.ncbi.nlm.nih.gov/articles/PMC9974566/	noncanonical transcriptional machinery capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, genetic, interaction, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch022_regulator_phf6	phf6	PHF6	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human chromatin and B-ALL models	ChIP-seq, SWI/SNF interaction, chromatin accessibility, and perturbation	PHF6 is a chromatin-associated transcriptional regulator at nonqueued loci.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC11344777/	https://pmc.ncbi.nlm.nih.gov/articles/PMC5495126/	noncanonical chromatin regulator capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, genetic, interaction, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch022_regulator_cbx3	cbx3	CBX3/HP1gamma	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse activated CD8 T-cell and human chromatin models	ChIP, deficiency, and chromatin-mark assays	CBX3/HP1gamma regulates nonqueued immune loci such as Prf1, Gzmb, and Ifng.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC5318867/	https://pmc.ncbi.nlm.nih.gov/articles/PMC5358721/	noncanonical chromatin-reader capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, genetic, interaction, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch022_regulator_kat8	kat8	KAT8/MOF	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse oocyte and metabolic models	promoter ChIP, deletion, and expression assays	KAT8/MOF has direct chromatin and metabolic-gene evidence at nonqueued loci.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC5482993/	https://pmc.ncbi.nlm.nih.gov/articles/PMC8551339/	noncanonical chromatin-enzyme capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, genetic, interaction, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch022_regulator_zmym3	zmym3	ZMYM3	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human KDM1A/RCOR1 chromatin models	occupancy, complex, and perturbation studies	ZMYM3 is a chromatin coregulator with nonqueued CTTN/KDM1A-associated evidence.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC9943726/	https://pmc.ncbi.nlm.nih.gov/articles/PMC11224304/	noncanonical transcriptional coregulator capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, genetic, interaction, and cross-species evidence is retained separately from canonical promoter-TF evidence.
public_tf_evidence_batch022_regulator_med12	med12	MED12	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human Mediator and ERalpha/STAT1 models	ChIP, promoter cooperation, and perturbation	MED12 has coregulator evidence at nonqueued ERalpha and STAT1 target promoters.	queued-pair direction not established except explicitly recorded limited associations	https://pmc.ncbi.nlm.nih.gov/articles/PMC6238599/	https://pubmed.ncbi.nlm.nih.gov/40888963/	noncanonical transcriptional coregulator capacity only	not evidence for unrelated queued exact pairs; no upstream relay inferred	false	false	Regulator-level evidence does not establish SCI target-cell presence, exact queued-target direction, downstream activation, or upstream relay. Profile, chromatin, cofactor, machinery, genetic, interaction, and cross-species evidence is retained separately from canonical promoter-TF evidence.
