expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	intracellular_tf_edge_id	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	output_label	output_form_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-0995	M21B-DOWNSTREAM:02249	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|reporter_readout	transcription_factor|target_gene_expression	source_supported		NODE11850	WNT5B/Wnt5b	M21B-E007077	NODE09820	ROR2/Ror2 receptor		NODE06778	MAPK8/JNK							WNT5B-ROR2-dependent paracrine JNK signaling and PCP output		WNT5B-ROR2-paracrine-JNK	primary_literature_route_expansion	primary_intracellular_reporter_output	M21B-E007077;M21B-E008858;M21B-EVID-008804;M21B-DOWNSTREAM-EVID:003602;M21B-DOWNSTREAM-EVID:003603;PMCID:PMC10764289;DOI:10.1038/s41586-023-06850-7	M21B-DOWNSTREAM-EVID:003603	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0995	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	reporter_readout	zebrafish	Zebrafish lateral mesoderm clones expressing Wnt5b or Ror2; live JNK-KTR reporter, cytoneme transport, receiving-cell receptor perturbation and convergence-extension assays	extracellular Wnt5b-Ror2 complex transfer to a receiving cell; noncanonical PCP/JNK signaling	no SCI transfer inferred; primary developmental model only	Wnt5b-Ror2 complex and JNK reporter output are source-supported; the cytoneme-mediated handoff and receptor status of the receiving cell remain context-specific, with no terminal TF or target gene inferred	Wnt5b-GFP/Ror2-mCherry live imaging, FLIM-FRET/complex-integrity assays, Ror1/Ror2 and Wnt5a/Wnt5b perturbation, JNK-KTR reporter and convergence-extension assays	activating	composite_primary_evidence	PMCID:PMC10764289; DOI:10.1038/s41586-023-06850-7	Primary: Zhang et al., Nature 2024, Cytoneme-mediated transport of active Wnt5b-Ror2 complexes in zebrafish; PMCID:PMC10764289; DOI:10.1038/s41586-023-06850-7.	Primary-supported claim: Wnt5b and Ror2 form an active complex in producing cells, are transported on cytonemes, and produce paracrine Wnt-PCP/JNK signaling in receiving zebrafish cells. Primary model/assay: live Wnt5b/Ror2 imaging, complex-integrity measurements, receptor perturbation and JNK-KTR reporter assays.	Preserve Wnt5b-Ror2 complex integrity, cytoneme transport and zebrafish developmental context. JNK is retained as an intracellular continuation/reporter output; do not infer a terminal TF, target gene, universal receptor-independent response or SCI transfer.	curated_primary_route	LITEXP:000995
M21B-LITEXP-0996	M21B-DOWNSTREAM:02250	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported		NODE03622	FGF20	M21B-E000800	NODE03655	FGFR1c		NODE03355	ERK1/2							FGF20-FGFR1c-dependent ERK activation and mitogenic output		FGF20-FGFR1c-ERK-activation	primary_literature_route_expansion	primary_intracellular_and_cellular_functional_output	M21B-E000800;M21B-E008859;M21B-EVID-008805;M21B-DOWNSTREAM-EVID:003604;M21B-DOWNSTREAM-EVID:003605;PMID:19564416;DOI:10.1007/s00018-015-1856-8	M21B-DOWNSTREAM-EVID:003604	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0996	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	as stated in primary model/assay	BaF3 cells expressing FGFR1c stimulated with recombinant FGF20 and heparin; proliferation and phospho-p44/42 ERK assays	extracellular FGF20; plasma-membrane FGFR1c; ERK pathway activation and mitogenic output	no SCI transfer inferred; primary receptor-reconstitution model only	FGFR1c and ERK activation are source-supported under heparin-supported receptor-reconstitution conditions; the complete adaptor cascade, TF and target gene remain unresolved	recombinant FGF20 with heparin, FGFR1c-expressing BaF3 cells, IL-3-independent proliferation and phospho-p44/42 ERK assays	activating	composite_primary_evidence	PMID:19564416	Primary: Ornitz laboratory FGF9-subfamily receptor-binding and signaling study; PMID:19564416; DOI:10.1007/s00018-015-1856-8.	Primary-supported claim: FGF20 activates an FGFR1c-dependent ERK response and supports mitogenic activity in BaF3 receptor-reconstitution assays when heparin is present. Primary model/assay: recombinant FGF20, FGFR1c-expressing BaF3 cells, proliferation and phospho-ERK measurements.	Preserve FGFR1c splice context, heparin dependence and ligand-dimerization/stability boundaries. ERK is an intracellular continuation rather than a terminal TF; do not infer a universal FGF20 receptor, target gene or SCI response.	curated_primary_route	LITEXP:000996
M21B-LITEXP-0997	M21B-DOWNSTREAM:02254	ligand>receptor>????>TF>output	ligand_receptor_tf_output_annotation_missing_intracellular	ligand|receptor|transcription_factor|reporter_readout|phosphorylation_or_activation_readout	intracellular_continuation|target_gene_expression	not_assayed		NODE04019	GDF11	M21B-E003235	NODE00211	ACVR2B:ALK5 receptor complex				NODE10424	SMAD2/3					GDF11-associated SMAD2/3 phosphorylation and transcriptional-reporter output		GDF11-ActRIIB-ALK5-SMAD2-3	primary_literature_route_expansion	primary_transcription_factor_and_reporter_output	M21B-E003235;M21B-E008863;M21B-EVID-008809;M21B-DOWNSTREAM-EVID:003615;M21B-DOWNSTREAM-EVID:003616;M21B-DOWNSTREAM-EVID:003617;M21B-DOWNSTREAM-EVID:003618;PMID:29783655;PMCID:PMC5983757;DOI:10.3390/ijms19051508	M21B-DOWNSTREAM-EVID:003618	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0997	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	reporter_readout	rat	Neonatal rat cardiomyocytes treated with recombinant GDF11; Smad2/3 phosphorylation, nuclear localization, SBE-luciferase and Ca2+/IP3-pathway inhibition assays	extracellular GDF11; ACVR2B:ALK5 receptor complex; unresolved intracellular continuation; SMAD2/3 nuclear/reporter output	no SCI transfer inferred; primary cardiomyocyte model only	SMAD2/3 activation and reporter activity are source-supported, with Ca2+/IP3 dependence in cardiomyocytes; the complete receptor-to-SMAD continuation and terminal target genes remain unresolved	recombinant GDF11 stimulation, intracellular Ca2+ imaging, IP3-pathway inhibitors, phospho-SMAD2/3 immunoblotting and nuclear localization, SBE-luciferase, and SMAD2/3 siRNA assays	activating	composite_primary_evidence	PMID:29783655; PMCID:PMC5983757; DOI:10.3390/ijms19051508	Primary: Duran et al., Int J Mol Sci 2018, GDF11 modulates Ca2+-dependent Smad2/3 signaling; PMID:29783655; PMCID:PMC5983757; DOI:10.3390/ijms19051508.	Primary-supported claim: GDF11 induces intracellular Ca2+ responses and concentration-dependent SMAD2/3 phosphorylation and SBE-reporter activity in neonatal rat cardiomyocytes; IP3-pathway inhibition suppresses the SMAD2/3 response. SMAD2/3 is retained as a transcription-factor-associated layer, but the complete intracellular chain and target genes are unresolved.	Preserve mature GDF11, ACVR2B:ALK5 receptor-complex and neonatal cardiomyocyte context. Do not infer a unique receptor heterodimer in every cell type, a complete Ca2+/IP3-to-SMAD ordering, or terminal target-gene regulation in SCI.	curated_primary_route	LITEXP:000997
M21B-LITEXP-0998	M21B-DOWNSTREAM:02256	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|generic_functional_readout	transcription_factor|target_gene_expression	source_supported		NODE03646	FGF9	M21B-E000804	NODE03655	FGFR1c		NODE03355	ERK1/2							FGF9-FGFR1c ERK activation and growth output		FGF9-FGFR1c-ERK-activation	primary_literature_route_expansion	primary_intracellular_and_cellular_functional_output	M21B-E000804;M21B-E008866;M21B-EVID-008812;M21B-DOWNSTREAM-EVID:003621;PMID:25854632;DOI:10.1007/s00018-015-1856-8	M21B-DOWNSTREAM-EVID:003621	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0998	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	as stated in primary model/assay	RCS cells and FGF-receptor-responsive assays treated with recombinant FGF9 with or without heparin; phospho-ERK and growth readouts	extracellular FGF9; FGFR1c receptor context; ERK pathway activation and cell-growth output	no SCI transfer inferred; primary receptor-responsive comparator model only	FGF9-induced ERK and growth responses are retained under the reported heparin/stability conditions; receptor splice usage, complete adaptors, TF and target gene remain unresolved	recombinant FGF9 with or without heparin, phospho-ERK assays and growth/proliferation readouts in RCS or receptor-responsive cells	activating	composite_primary_evidence	PMID:25854632; DOI:10.1007/s00018-015-1856-8	Primary: FGF9-subfamily stability and receptor-signaling study; PMID:25854632; DOI:10.1007/s00018-015-1856-8.	Primary-supported claim: recombinant FGF9 produces phospho-ERK and growth responses in the reported FGF-receptor-responsive systems, with heparin and ligand stability affecting signaling range and strength.	Preserve heparin, homodimerization and ligand-stability conditions and the endogenous receptor-context limits. ERK is an intracellular continuation, not a terminal TF; do not infer a universal FGFR assignment or SCI transfer.	curated_primary_route	LITEXP:000998
M21B-LITEXP-0999	M21B-DOWNSTREAM:02257	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|generic_functional_readout	transcription_factor|target_gene_expression	source_supported		NODE03602	FGF16	M21B-E000796	NODE03655	FGFR1c		NODE03355	ERK1/2							FGF16-FGFR-associated ERK activation and growth output		FGF16-FGFR-ERK-activation	primary_literature_route_expansion	primary_intracellular_and_cellular_functional_output	M21B-E000796;M21B-E008867;M21B-EVID-008813;M21B-DOWNSTREAM-EVID:003622;PMID:25854632;DOI:10.1007/s00018-015-1856-8	M21B-DOWNSTREAM-EVID:003622	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0999	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	as stated in primary model/assay	RCS cells treated with recombinant FGF16 with or without heparin; phospho-ERK and cell-growth assays	extracellular FGF16; FGFR splice/receptor context; ERK pathway activation and cell-growth output	no SCI transfer inferred; primary receptor-responsive comparator model only	FGF16-induced ERK and growth responses are retained under stabilized/heparin-supported conditions; exact endogenous FGFR usage, adaptors, TF and target gene remain unresolved	recombinant FGF16 with or without heparin, phospho-ERK and cell-growth assays in RCS cells	activating	composite_primary_evidence	PMID:25854632; DOI:10.1007/s00018-015-1856-8	Primary: FGF9-subfamily stability and receptor-signaling study; PMID:25854632; DOI:10.1007/s00018-015-1856-8.	Primary-supported claim: recombinant FGF16 produces phospho-ERK and growth responses in RCS cells under the reported heparin/stability conditions.	Preserve heparin, ligand-stability and receptor-context boundaries. ERK is an intracellular continuation, not a terminal TF; do not infer a universal FGFR assignment, target gene or SCI transfer.	curated_primary_route	LITEXP:000999
M21B-LITEXP-1000	M21B-DOWNSTREAM:02258	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|generic_functional_readout	transcription_factor|target_gene_expression	source_supported		NODE03605	FGF17b	M21B-E000775	NODE03655	FGFR1c		NODE03355	ERK1/2							FGF17b-FGFR-associated ERK activation and growth output		FGF17-FGFR-ERK-activation	primary_literature_route_expansion	primary_intracellular_and_cellular_functional_output	M21B-E000775;M21B-E008868;M21B-EVID-008814;M21B-DOWNSTREAM-EVID:003623;PMID:25854632;DOI:10.1007/s00018-015-1856-8	M21B-DOWNSTREAM-EVID:003623	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1000	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	as stated in primary model/assay	RCS cells treated with recombinant FGF17 with or without heparin; phospho-ERK and cell-growth assays	extracellular FGF17b; FGFR splice/receptor context; ERK pathway activation and cell-growth output	no SCI transfer inferred; primary receptor-responsive comparator model only	FGF17b-induced ERK and growth responses are retained under heparin-supported conditions; exact endogenous FGFR usage, adaptors, TF and target gene remain unresolved	recombinant FGF17 with or without heparin, phospho-ERK and cell-growth assays in RCS cells	activating	composite_primary_evidence	PMID:25854632; DOI:10.1007/s00018-015-1856-8	Primary: FGF9-subfamily stability and receptor-signaling study; PMID:25854632; DOI:10.1007/s00018-015-1856-8.	Primary-supported claim: recombinant FGF17/Fgf17b produces phospho-ERK and growth responses in RCS cells under the reported heparin/stability conditions.	Preserve FGF17/Fgf17b naming, heparin and ligand-stability conditions and the receptor-context limits. ERK is an intracellular continuation, not a terminal TF; do not infer a universal FGFR assignment, target gene or SCI transfer.	curated_primary_route	LITEXP:001000
M21B-LITEXP-1001	M21B-DOWNSTREAM:02259	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|generic_functional_readout	transcription_factor|target_gene_expression	source_supported		NODE03606	FGF18	M21B-E000762	NODE03655	FGFR1c		NODE03355	ERK1/2							FGF18-FGFR-associated ERK activation and growth output		FGF18-FGFR-ERK-activation	primary_literature_route_expansion	primary_intracellular_and_cellular_functional_output	M21B-E000762;M21B-E008869;M21B-EVID-008815;M21B-DOWNSTREAM-EVID:003624;PMID:25854632;DOI:10.1007/s00018-015-1856-8	M21B-DOWNSTREAM-EVID:003624	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1001	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	as stated in primary model/assay	RCS cells treated with recombinant FGF18 with or without heparin; phospho-ERK and cell-growth assays	extracellular FGF18; FGFR splice/receptor context; ERK pathway activation and cell-growth output	no SCI transfer inferred; primary receptor-responsive comparator model only	FGF18-induced ERK and growth responses are retained under the reported heparin/stability conditions; exact endogenous FGFR usage, adaptors, TF and target gene remain unresolved	recombinant FGF18 with or without heparin, phospho-ERK and cell-growth assays in RCS cells	activating	composite_primary_evidence	PMID:25854632; DOI:10.1007/s00018-015-1856-8	Primary: FGF9-subfamily stability and receptor-signaling study; PMID:25854632; DOI:10.1007/s00018-015-1856-8.	Primary-supported claim: recombinant FGF18 produces phospho-ERK and growth responses in RCS cells under the reported heparin/stability conditions.	Preserve heparin, ligand-stability and endogenous receptor-context limits. ERK is an intracellular continuation, not a terminal TF; do not infer a universal FGFR assignment, target gene or SCI transfer.	curated_primary_route	LITEXP:001001
M21B-LITEXP-1002	M21B-DOWNSTREAM:02265	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed		NODE05003	IFNL3	M21B-E001751	NODE05006	IFNLR1:IL10RB receptor complex										IFNL3-IFNLR1:IL10RB-dependent antiproliferative/antiviral cellular response		IFNL3-type-III-receptor	primary_literature_route_expansion	primary_receptor_and_cellular_functional_output	M21B-E001751;M21B-E000132;M21B-EVID-001694;M21B-EVID-000075;M21B-DOWNSTREAM-EVID:003631;PMID:28329704	M21B-DOWNSTREAM-EVID:003631	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1002	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human	Human IFN-lambda3/IFNLR1/IL10RB soluble ternary structural system with interface-mutant functional validation in Huh7.5 cells and antiproliferative/antiviral response readouts	extracellular IFNL3; plasma-membrane IFNLR1:IL10RB heterodimeric receptor complex; downstream JAK-STAT continuation unresolved	no SCI transfer inferred; primary epithelial antiviral comparator only	IFNL3 receptor-complex assembly and interface-dependent cellular activity are retained; intracellular JAK-STAT ordering, TF identity and target genes remain unresolved	ternary receptor-complex structural analysis, interface mutagenesis and Huh7.5 functional response assays	activating	composite_primary_evidence	PMID:28329704	Primary: IFN-lambda-IFN-lambdaR1-IL-10Rbeta complex structural and interface-function study; PMID:28329704.	Primary-supported claim: IFNL3 engages the IFNLR1:IL10RB type-III interferon receptor complex, and interface perturbations alter the reported Huh7.5 cellular activity. The route is retained through a cellular response, without assigning the downstream JAK-STAT/TF/target-gene layers.	Preserve IFNL3 isoform and IFNLR1/IL10RB receptor pairing. Do not substitute IFNAR or IFNGR, infer a specific ISG target, or transfer epithelial antiviral activity to astrocytes or SCI without receiver-specific evidence.	curated_primary_route	LITEXP:001002
M21B-LITEXP-1003	M21B-DOWNSTREAM:02272	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed		NODE05454	IL33	M21B-E000187	NODE05384	IL1RL1/ST2:IL1RAP										IL-33-ST2:IL1RAP receptor-complex assembly and cellular signaling response		IL33-ST2-IL1RAP	primary_literature_route_expansion	primary_receptor_complex_and_cellular_functional_output	M21B-E000187;M21B-EVID-000130;M21B-DOWNSTREAM-EVID:003638;PMID:19836339;PMCID:PMC2766095;PMID:17675517;DOI:10.1016/j.str.2009.08.009;DOI:10.4049/jimmunol.179.4.2551	M21B-DOWNSTREAM-EVID:003638	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1003	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human; mouse	Human/mouse recombinant IL-33, ST2/IL1RL1 and IL1RAcP/IL1RAP proteins; NMR/SAXS and binding studies, receptor-complex immunoprecipitation, dominant-negative IL1RAP and cellular/in vivo signaling assays	extracellular IL-33; plasma-membrane ST2:IL1RAP heterotrimeric receptor complex; intracellular TIR-domain continuation unresolved	no SCI transfer inferred; primary immune-cell comparator evidence only	IL-33 binding to ST2 and recruitment of IL1RAP are source-supported; the structural complex supports signaling competence, but the complete MyD88/MAPK/NF-kappa-B continuation and terminal outputs are not assigned here	NMR/SAXS complex analysis, biophysical binding, receptor-complex immunoprecipitation, dominant-negative IL1RAP and cellular signaling assays	activating	composite_primary_evidence	PMID:19836339; PMCID:PMC2766095; PMID:17675517; DOI:10.1016/j.str.2009.08.009; DOI:10.4049/jimmunol.179.4.2551	Primary IL-33/ST2/IL1RAP receptor-complex studies: Structure 2009, PMID:19836339, DOI:10.1016/j.str.2009.08.009; J Immunol 2007, PMID:17675517, DOI:10.4049/jimmunol.179.4.2551.	Primary-supported claim: IL-33 binds ST2 and recruits IL1RAP to form the signaling-competent 1:1:1 receptor complex; IL1RAP is required for IL-33-mediated signal transduction in the reported cellular/in vivo assays. The route is retained through receptor-complex assembly and a cellular signaling response, without assigning a terminal TF or target gene.	Preserve the ST2/IL1RAP heterotrimer topology and IL-33 ligand form. Do not collapse soluble ST2 decoy biology into productive signaling, infer an SCI glial branch, or promote downstream MyD88/MAPK/NF-kappa-B components without receiver-specific linkage in this route.	curated_primary_route	LITEXP:001003
M21B-LITEXP-1004	M21B-DOWNSTREAM:02273	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed		NODE04750	HMGB1 disulfide isoform	M21B-E000189	NODE11154	TLR4:MD2										Disulfide HMGB1-TLR4:MD2 cytokine/chemokine inflammatory output		HMGB1-TLR4-MD2-redox	primary_literature_route_expansion	primary_receptor_and_cellular_inflammatory_output	M21B-E000189;M21B-EVID-000132;M21B-DOWNSTREAM-EVID:003639;PMID:25559892;PMCID:PMC4291531;DOI:10.1084/jem.20141318	M21B-DOWNSTREAM-EVID:003639	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1004	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	secreted_protein_or_release	human; mouse	Human MD-2/TLR4 biochemical systems; SPR and immunoprecipitation; RAW264.7, THP-1 and primary mouse macrophages; MD-2 deficiency/silencing and in vivo injury/sepsis models	extracellular disulfide HMGB1; TLR4:MD2 receptor complex; downstream innate-inflammatory signaling and cytokine/chemokine release	injury/sepsis models are present in the primary study, but no SCI receiver or SCI-specific weighting is inferred	Disulfide HMGB1 binding to MD-2 and MD-2-dependent TLR4 inflammatory signaling are source-supported; the exact intracellular adaptor-to-TF ordering and terminal gene products remain unresolved	SPR and immunoprecipitation, HMGB1 redox-isoform comparison, RAW264.7/THP-1 and primary macrophage cytokine assays, MD-2 deficiency/silencing and in vivo injury models	activating	composite_primary_evidence	PMID:25559892; PMCID:PMC4291531; DOI:10.1084/jem.20141318	Primary: Yang et al., J Exp Med 2015, MD-2 is required for disulfide HMGB1-dependent TLR4 signaling; PMID:25559892; PMCID:PMC4291531; DOI:10.1084/jem.20141318.	Primary-supported claim: the cytokine-inducing disulfide HMGB1 isoform binds MD-2, not TLR4 alone, and MD-2 deficiency or silencing disrupts HMGB1-dependent TLR4 cytokine signaling. The route is retained through inflammatory release output while the intracellular adaptor, TF and target-gene layers remain unresolved.	Restrict the ligand to cytokine-inducing disulfide HMGB1 and the receptor to TLR4-MD2. Reduced, fully oxidized HMGB1 and LPS are not equivalent; do not infer a single MyD88/TRIF ordering, terminal TF or SCI-specific receiver response.	curated_primary_route	LITEXP:001004
