expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_node_id	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-1045	M21B-DOWNSTREAM:00420	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE00554	ANGPT1	M21B-E000169	NODE10919	TEK/Tie2 receptor complex	M21B-E001043	NODE02910	DOK2/Dok-R						Ang1-Tie2 pY1106-Dok-R phosphorylation and endothelial migration output	Tie2-pY1106-DokR	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000169;M21B-E001043;M21B-EVID-000986;M21B-DOWNSTREAM-EVID:000710;PMID:12665569;PMCID:PMC152553	M21B-DOWNSTREAM-EVID:000710	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1045	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human	Ang1-stimulated human endothelial cells and 293T/COS1 receptor-mutant systems; Tie2 Y1106F and docking-motif mutants, Dok-R PTB/PH-domain assays, PI3K inhibition and endothelial migration rescue assays	ANGPT1-Tie2 receptor activation; Tie2 pY1106-Dok-R receptor-proximal branch; endothelial migration output	no SCI transfer inferred; primary endothelial and engineered-cell vascular models only	Dok-R is retained as a bounded Tie2 receptor-proximal continuation; preserve Y1106 numbering and the PI3K-dependent PH-domain contribution, with no terminal TF assigned	Ang1 stimulation, Tie2 Y1106F/docking-motif mutants, Dok-R PTB/PH-domain assays, PI3K inhibition and endothelial migration rescue	unknown	composite_primary_evidence	PMID:12665569; PMCID:PMC152553	Primary: Tie2 Y1106 mediates Dok-R binding and phosphorylation and supports endothelial migration rescue; PMID:12665569.	Primary-supported claim: Ang1-dependent Tie2 Y1106 autophosphorylation mediates Dok-R binding and phosphorylation, and mutation of this branch reduces endothelial migration rescue in the reported systems.	Promote the bounded Tie2 pY1106-Dok-R docking/function branch; preserve species/ortholog numbering, PI3K-dependent PH-domain contribution and endothelial context, with no TF, target-gene or SCI inference.	curated_primary_route	LITEXP:001045
M21B-LITEXP-1046	M21B-DOWNSTREAM:00423	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE04047	GDNF	M21B-E000322	NODE04068	GFRA1:RET receptor complex	M21B-E001052	NODE10613	SRC						GDNF-GFRA1:RET pY981-Src docking and neuronal survival output	RET-pY981-SRC	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000322;M21B-E001052;M21B-EVID-000995;M21B-DOWNSTREAM-EVID:000716;PMID:14766744	M21B-DOWNSTREAM-EVID:000716	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1046	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	as stated in primary model/assay	GDNF/GFRalpha-RET receptor-transfected cells, GST-Src SH2 pulldown and phosphopeptide competition, RET Y981F mutants, phosphospecific assays in sympathetic neurons and cerebellar-granule-neuron survival models	GDNF-GFRA1:RET receptor complex; RET pY981-Src SH2 docking branch; neuronal survival output	no SCI transfer inferred; primary neuronal comparator models only	Src is retained as a bounded RET pY981 receptor-proximal continuation; preserve GFRalpha coreceptor, RET isoform and distinct RET tyrosine contributions, with no terminal TF assigned	GST-Src SH2 pulldown, phosphopeptide competition, RET Y981F mutation, phosphospecific assays and GFL-dependent neuronal survival assays	unknown	composite_primary_evidence	PMID:14766744	Primary: Src SH2 interacts with RET pY981 and Y981 mutation alters GFL-dependent neuronal survival readouts; PMID:14766744.	Primary-supported claim: RET pY981 supports direct Src SH2 interaction, mutation-dependent loss of the branch and GFL-dependent neuronal survival readouts in the reported models.	Promote the bounded pY981-Src docking/relay/function branch; preserve GFRalpha, RET isoform and neuronal-model limits, and do not infer a terminal TF, target gene or SCI function.	curated_primary_route	LITEXP:001046
M21B-LITEXP-1047	M21B-DOWNSTREAM:00424	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE03729	FLT3 ligand/FLT3L	M21B-E001053	NODE03740	FLT3 receptor dimer	M21B-E001054	NODE10614	SRC family kinases						FLT3 pY589-Src-family association with Erk/proliferation-survival output	FLT3-pY589-SFK	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E001053;M21B-E001054;M21B-EVID-000997;M21B-DOWNSTREAM-EVID:000717;PMID:16684964	M21B-DOWNSTREAM-EVID:000717	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1047	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	as stated in primary model/assay	FLT3-WT, Y589F and Y599F receptor-expressing 32D hematopoietic cells stimulated with FLT3 ligand; phosphosite mapping, receptor association, Src-family kinase activation, Erk and proliferation/survival assays	FLT3 receptor dimer; pY589 Src-family kinase association/activation branch; Erk and hematopoietic proliferation-survival output	no SCI transfer inferred; primary hematopoietic and engineered-cell models only	The pY589 branch is retained at the Src-family level without selecting a single SFK; preserve the Y589/Y599 comparison and no terminal TF assignment	FLT3 ligand stimulation, FLT3 phosphosite mapping, Y589F/Y599F receptor mutants, Src-family kinase activation, Erk and proliferation/survival assays	unknown	composite_primary_evidence	PMID:16684964	Primary: FLT3 Y589/Y599 are ligand-induced phosphorylation/association sites, with Y589 affecting Src-family kinase activation and hematopoietic responses; PMID:16684964.	Primary-supported claim: FLT3 Y589 is a ligand-induced phosphorylation/association site for Src-family signal-relay molecules, and Y589 mutation alters Src-family kinase activation and hematopoietic responses.	Promote the bounded pY589 Src-family association/relay branch; preserve the Y589/Y599 comparison and hematopoietic/engineered-cell context, without selecting a single SFK or inferring TF, target-gene or SCI function.	curated_primary_route	LITEXP:001047
M21B-LITEXP-1048	M21B-DOWNSTREAM:00425	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE03729	FLT3 ligand/FLT3L	M21B-E001053	NODE03740	FLT3 receptor dimer	M21B-E001055	NODE09450	PTPN11/SHP2						FLT3 pY599-SHP2 association with Erk/proliferation output	FLT3-pY599-SHP2	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E001053;M21B-E001055;M21B-EVID-000998;M21B-DOWNSTREAM-EVID:000720;PMID:16684964	M21B-DOWNSTREAM-EVID:000720	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1048	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	as stated in primary model/assay	FLT3-WT, Y589F and Y599F receptor-expressing 32D hematopoietic cells, phosphosite-mutant association assays, SHP2 silencing and FLT3 ligand-induced Erk/proliferation readouts	FLT3 receptor dimer; phosphorylation-dependent pY599-SHP2 association branch; Erk and hematopoietic proliferation output	no SCI transfer inferred; primary hematopoietic and engineered-cell models only	SHP2 is retained as a phosphorylation-dependent receptor-proximal continuation; preserve association semantics and no terminal TF assignment	FLT3 ligand stimulation, FLT3 Y599F mutation, SHP2 association and silencing assays, Erk and proliferation readouts	unknown	composite_primary_evidence	PMID:16684964	Primary: FLT3 Y599 is a phosphorylation-dependent SHP2 association site, and Y599F or SHP2 silencing alters FLT3 signaling/proliferation; PMID:16684964.	Primary-supported claim: FLT3 Y599 supports phosphorylation-dependent SHP2 association, while Y599F and SHP2 silencing reduce the reported receptor signaling and proliferation response.	Promote the bounded pY599-SHP2 association/relay branch; preserve phosphorylation-dependent association semantics and hematopoietic/engineered-cell context, without inferring a direct purified binary interaction, TF, target gene or SCI function.	curated_primary_route	LITEXP:001048
M21B-LITEXP-1049	M21B-DOWNSTREAM:00426	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE04047	GDNF	M21B-E000322	NODE04068	GFRA1:RET receptor complex	M21B-E001056	NODE03819	FRS2A						RET pY1062-FRS2A docking with MAPK/proliferation output	RET-pY1062-FRS2A	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000322;M21B-E001056;M21B-EVID-000999;M21B-DOWNSTREAM-EVID:000723;PMID:11390647;PMCID:PMC87079	M21B-DOWNSTREAM-EVID:000723	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1049	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	as stated in primary model/assay	GDNF/GFRalpha-RET and EGFR-RET receptor systems, RET phosphopeptide competition, FRS2 PTB-domain binding, receptor mutants and MAPK/proliferation readouts	GDNF-GFRA1:RET receptor complex; RET pY1062-FRS2A docking branch; MAPK and proliferation output	no SCI transfer inferred; primary engineered/receptor-system comparator models only	FRS2A is retained as a bounded pY1062 docking continuation; preserve GFRalpha/RET and chimeric or oncogenic receptor-system limits, distinguish FRS2A from SHC1 and assign no terminal TF	RET phosphopeptide competition, FRS2 PTB-domain binding, receptor mutants and MAPK/proliferation assays	unknown	composite_primary_evidence	PMID:11390647; PMCID:PMC87079	Primary: FRS2A binds the phosphotyrosine docking region of RET and links the receptor branch to MAPK signaling; PMID:11390647.	Primary-supported claim: FRS2A phosphotyrosine-binding-domain association with RET pY1062 links this docking branch to RET MAPK signaling and proliferation readouts.	Promote the bounded RET pY1062-FRS2A docking branch; preserve GFRalpha/RET and chimeric or oncogenic receptor-system limits, distinguish FRS2A from SHC1 and do not infer TF, target-gene or SCI function.	curated_primary_route	LITEXP:001049
M21B-LITEXP-1050	M21B-DOWNSTREAM:00427	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|generic_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE04047	GDNF	M21B-E000322	NODE04068	GFRA1:RET receptor complex	M21B-E001057	NODE05682	IRS1						RET pY1062-IRS1-p85/PI3K-Akt output	RET-pY1062-IRS1	primary_literature_route_expansion	primary_receptor_proximal_and_functional_output	M21B-E000322;M21B-E001057;M21B-EVID-001000;M21B-DOWNSTREAM-EVID:000725;PMID:11313948	M21B-DOWNSTREAM-EVID:000725	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1050	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	as stated in primary model/assay	RET/GDNF-family receptor systems with IRS1 coexpression, RET pY1062-dependent PTB-domain binding, coimmunoprecipitation, phosphoinositide-3-kinase and Akt readouts	GDNF-GFRA1:RET receptor complex; RET pY1062-IRS1-p85/PI3K-Akt branch; intracellular survival/signaling output	no SCI transfer inferred; primary receptor-system comparator models only	IRS1 is retained as a bounded pY1062 adaptor continuation; preserve competition with SHC1 and downstream PI3K/Akt context, with no terminal TF assigned	IRS1 coexpression, RET pY1062-dependent PTB-domain binding, coimmunoprecipitation, PI3K and Akt readouts	unknown	composite_primary_evidence	PMID:11313948	Primary: IRS1 associates with RET pY1062, recruits PI3K p85 and potentiates RET-mediated Akt activation; PMID:11313948.	Primary-supported claim: IRS1 association with RET depends on pY1062, IRS1 recruits PI3K p85 and IRS1 expression potentiates RET-mediated Akt activation in the reported systems.	Promote the bounded pY1062-IRS1 adaptor branch with PI3K/Akt as context; preserve competition with SHC1 and do not infer an exclusive adaptor, terminal TF, target gene or SCI function.	curated_primary_route	LITEXP:001050
M21B-LITEXP-1051	M21B-DOWNSTREAM:00428	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE04047	GDNF	M21B-E000322	NODE04068	GFRA1:RET receptor complex	M21B-E001058	NODE02912	DOK4						RET pY1062-DOK4 neuronal differentiation and neurite output	RET-pY1062-DOK4	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000322;M21B-E001058;M21B-EVID-001001;M21B-DOWNSTREAM-EVID:000726;PMID:11470823;PMCID:PMC2150770	M21B-DOWNSTREAM-EVID:000726	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1051	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	as stated in primary model/assay	RET Y1062/Y1062F yeast two-hybrid and fusion-receptor systems, DOK4 association assays, PC12 ligand-dependent neurite outgrowth and MAPK readouts	GDNF-GFRA1:RET receptor complex; RET pY1062-DOK4 docking branch; neuronal differentiation and neurite output	no SCI transfer inferred; primary neuronal comparator models only	DOK4 is retained as a bounded pY1062 docking continuation; preserve direct-association and fusion-receptor assay semantics and assign no terminal TF	RET Y1062/Y1062F yeast two-hybrid and fusion-receptor systems, DOK4 association assays, PC12 ligand-dependent neurite outgrowth and MAPK readouts	unknown	composite_primary_evidence	PMID:11470823; PMCID:PMC2150770	Primary: DOK4 associates with RET pY1062 and supports Y1062-dependent neuronal differentiation activity; PMID:11470823.	Primary-supported claim: DOK4 is a RET pY1062-associated docking protein, and the Y1062 branch is linked to ligand-dependent neuronal differentiation and neurite outgrowth in the reported systems.	Promote the bounded RET pY1062-DOK4 docking/function branch; preserve direct-association, fusion-receptor and neuronal comparator limits, and do not infer TF, target-gene or SCI function.	curated_primary_route	LITEXP:001051
M21B-LITEXP-1052	M21B-DOWNSTREAM:00429	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE04047	GDNF	M21B-E000322	NODE04068	GFRA1:RET receptor complex	M21B-E001059	NODE02913	DOK5						RET pY1062-DOK5 neuronal differentiation and neurite output	RET-pY1062-DOK5	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000322;M21B-E001059;M21B-EVID-001002;M21B-DOWNSTREAM-EVID:000728;PMID:11470823;PMCID:PMC2150770	M21B-DOWNSTREAM-EVID:000728	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1052	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	as stated in primary model/assay	RET Y1062/Y1062F yeast two-hybrid and fusion-receptor systems, DOK5 association assays, PC12 ligand-dependent neurite outgrowth and MAPK readouts	GDNF-GFRA1:RET receptor complex; RET pY1062-DOK5 docking branch; neuronal differentiation and neurite output	no SCI transfer inferred; primary neuronal comparator models only	DOK5 is retained as a bounded pY1062 docking continuation; preserve direct-association and fusion-receptor assay semantics and assign no terminal TF	RET Y1062/Y1062F yeast two-hybrid and fusion-receptor systems, DOK5 association assays, PC12 ligand-dependent neurite outgrowth and MAPK readouts	unknown	composite_primary_evidence	PMID:11470823; PMCID:PMC2150770	Primary: DOK5 associates with RET pY1062 and supports Y1062-dependent neuronal differentiation activity; PMID:11470823.	Primary-supported claim: DOK5 is a RET pY1062-associated docking protein, and the Y1062 branch is linked to ligand-dependent neuronal differentiation and neurite outgrowth in the reported systems.	Promote the bounded RET pY1062-DOK5 docking/function branch; preserve direct-association, fusion-receptor and neuronal comparator limits, and do not infer TF, target-gene or SCI function.	curated_primary_route	LITEXP:001052
M21B-LITEXP-1053	M21B-DOWNSTREAM:00430	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE03973	GAS6	M21B-E000166	NODE01041	AXL receptor complex	M21B-E001063	NODE09005	PIK3R1/p85						Gas6-AXL pY779-p85/PI3K-Akt output	AXL-pY779-PIK3R1	primary_literature_route_expansion	primary_receptor_proximal_and_activation_output	M21B-E000166;M21B-E001063;M21B-EVID-001006;M21B-DOWNSTREAM-EVID:000730;PMID:18346204	M21B-DOWNSTREAM-EVID:000730	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1053	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	mouse	Wild-type and mutant AXL-transfected COS7 cells, AXL pull-down/immunoprecipitation, Gas6 stimulation, PI3K activity and Akt phosphorylation assays; mouse brain and oligodendrocyte corroboration	Gas6-AXL receptor complex; lower-affinity AXL pY779-p85/PI3K branch; PI3K/Akt activation output	no SCI transfer inferred; primary receptor-expression, brain and oligodendrocyte comparator contexts only	PIK3R1/p85 is retained as a lower-affinity pY779 docking continuation; distinguish direct p85 binding from the indirect Grb2 route and assign no terminal TF	AXL phosphosite mutants, pull-down/immunoprecipitation, Gas6 stimulation, PI3K activity and Akt phosphorylation assays	unknown	composite_primary_evidence	PMID:18346204	Primary: AXL pY779 is a lower-affinity pYXXM docking site for PI3K p85, with Gas6-stimulated PI3K/Akt signaling; PMID:18346204.	Primary-supported claim: AXL pY779 supports lower-affinity p85 docking and Gas6-stimulated PI3K/Akt signaling in AXL systems.	Promote the bounded lower-affinity AXL pY779-p85 branch; preserve Gas6 and receptor-expression context, distinguish direct p85 binding from indirect Grb2 recruitment, and do not infer TF, target-gene or SCI function.	curated_primary_route	LITEXP:001053
M21B-LITEXP-1054	M21B-DOWNSTREAM:00431	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE03973	GAS6	M21B-E000166	NODE01041	AXL receptor complex	M21B-E001064	NODE09005	PIK3R1/p85						Gas6-AXL pY821-p85/PI3K-Akt output	AXL-pY821-PIK3R1	primary_literature_route_expansion	primary_receptor_proximal_and_activation_output	M21B-E000166;M21B-E001064;M21B-EVID-001007;M21B-DOWNSTREAM-EVID:000732;PMID:18346204	M21B-DOWNSTREAM-EVID:000732	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1054	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	mouse	Wild-type and mutant AXL-transfected COS7 cells, AXL pull-down/immunoprecipitation, Gas6 stimulation, PI3K activity and Akt phosphorylation assays; mouse brain and oligodendrocyte corroboration	Gas6-AXL receptor complex; AXL pY821-p85/PI3K branch; PI3K/Akt activation output	no SCI transfer inferred; primary receptor-expression, brain and oligodendrocyte comparator contexts only	PIK3R1/p85 is retained as a pY821 docking continuation; preserve competition with Grb2 and the possible indirect p85 route, with no terminal TF assigned	AXL phosphosite mutants, pull-down/immunoprecipitation, Gas6 stimulation, PI3K activity and Akt phosphorylation assays	unknown	composite_primary_evidence	PMID:18346204	Primary: AXL pY821 is a pYXXM docking site for PI3K p85, with Gas6-stimulated PI3K/Akt signaling; PMID:18346204.	Primary-supported claim: AXL pY821 supports p85 docking and Gas6-stimulated PI3K/Akt signaling in AXL systems.	Promote the bounded AXL pY821-p85 branch; preserve Gas6/PS and oligodendrocyte comparator context, retain competition with Grb2 and possible indirect p85 recruitment, and do not infer TF, target-gene or SCI function.	curated_primary_route	LITEXP:001054
