path_expression	route_tier	missing_layers	intracellular_status	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	input_evidence_type	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	source_scope	curation_status	expansion_id	source_queue_id	known_layers	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	output_label	pathway_name	output_evidence_type	evidence_ids	source_evidence_record_id	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	primary_locator	citation_note	evidence_summary	limitations	route_evidence_id
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0595	M21B-DOWNSTREAM:00537	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE08915	PGD2/prostaglandin D2	M21B-E001270	NODE09401	PTGDR1/DP1	M21B-E003349	NODE04283	GNAS	PGD2-DP1-GNAS cAMP and calcium output	PGD2-DP1-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001270;M21B-EVID-001213;M21B-DOWNSTREAM-EVID:000943;M21B-E003349;M21B-EVID-003292;PMID:7642548	M21B-DOWNSTREAM-EVID:000943	second_messenger_readout	human	Human DP1 receptor in COS-M6 membranes and HEK293 cells with PGD2 binding, cAMP and calcium assays	Extracellular PGD2 engagement of DP1 with bounded GNAS continuation and cAMP/calcium output	No SCI transfer inferred; recombinant receptor context only	Primary evidence supports PGD2 activation of DP1 and cAMP/calcium output; the existing graph edge supplies the bounded GNAS continuation without asserting a TF or target gene.	PGD2 radioreceptor binding, recombinant DP1 activation, cAMP elevation and calcium-mobilization assays	activating	PMID:7642548	Primary DP1 cloning and PGD2 receptor-activation study	Primary evidence supports PGD2 activation of DP1 with cAMP and calcium outputs; existing graph evidence supplies the bounded GNAS continuation.	Preserve DP1 versus CRTH2/PTGDR2 subtype distinction and recombinant-cell context; do not infer terminal TF, target gene or SCI effects.	LITEXP:000595
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0596	M21B-DOWNSTREAM:00546	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	NODE09542	PYY(3-36)/peptide YY	M21B-E001290	NODE08247	NPY2R/Y2R	M21B-E002053	NODE04271	GNAI/O/Z	PYY(3-36)-Y2R-Gi/Go cAMP and calcium signaling output	PYY3-36-Y2R-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001290;M21B-EVID-001233;M21B-DOWNSTREAM-EVID:000958;M21B-E002053;M21B-EVID-001996;PMID:36525977;PMID:8914576	M21B-DOWNSTREAM-EVID:000958	phosphorylation_or_activation_readout	human; mouse	Human NPY2R/Y2R-Gi cryo-EM and signaling systems with mouse Y2 receptor CHO assays	Extracellular PYY(3-36) engagement of Y2R with bounded Gi/Go continuation and cAMP/calcium output	No SCI transfer inferred; receptor-expression and comparator contexts only	Primary evidence supports PYY(3-36) recognition and Y2R Gi activation; the existing graph edge supplies the bounded GNAI/O/Z continuation without asserting a TF or target gene.	PYY(3-36)-Y2R-Gi cryo-EM, receptor signaling, forskolin-cAMP inhibition, calcium response and pertussis-toxin sensitivity	activating	PMID:36525977; PMID:8914576	Primary Y2R ligand-recognition and Gi/Go signaling studies	Primary evidence supports PYY(3-36) activation of Y2R with Gi/Go-linked cAMP/calcium outputs; existing graph evidence supplies the bounded continuation.	Use the circulating PYY(3-36) form and preserve Y2R subtype and species context; do not infer terminal TF, target gene or SCI effects.	LITEXP:000596
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0597	M21B-DOWNSTREAM:00654	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE08054	Nicotinic acid	M21B-E001495	NODE04607	HCAR2/GPR109A	M21B-E003351	NODE04271	GNAI/O/Z	Nicotinic acid-HCAR2-Gi cAMP inhibition output	Nicotinic-acid-HCAR2-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001495;M21B-EVID-001438;M21B-DOWNSTREAM-EVID:001107;M21B-E003351;M21B-EVID-003294;PMID:12646212;PMID:12563315	M21B-DOWNSTREAM-EVID:001107	second_messenger_readout	human; mouse	Human HM74/HCAR2 and mouse PUMA-G receptor systems with adipose assays	Extracellular nicotinic-acid engagement of HCAR2 with bounded Gi/Go continuation and cAMP-inhibition output	No SCI transfer inferred; adipose and receptor-expression contexts only	Primary evidence supports nicotinic-acid binding and HCAR2 Gi-linked cAMP reduction; the existing graph edge supplies the bounded GNAI/O/Z continuation without asserting a TF or target gene.	Nicotinic-acid binding, Gi-mediated cAMP reduction and free-fatty-acid/triglyceride response assays	activating	PMID:12646212; PMID:12563315	Primary HCAR2/HM74 niacin-binding and Gi/cAMP signaling study	Primary evidence supports nicotinic-acid activation of HCAR2 with Gi-linked cAMP inhibition; existing graph evidence supplies the bounded continuation.	Preserve HM74b/HCA2 and PUMA-G nomenclature and adipose context; do not infer terminal TF, target gene or SCI effects.	LITEXP:000597
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0598	M21B-DOWNSTREAM:00657	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE06891	Medium/long-chain FFA	M21B-E001498	NODE03579	FFAR1/GPR40	M21B-E003317	NODE04282	GNAQ/GNA11	Medium/long-chain fatty-acid-FFAR1-Gq/11 calcium output	FFA-FFAR1-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001498;M21B-EVID-001441;M21B-DOWNSTREAM-EVID:001111;M21B-E003317;M21B-EVID-003260;PMID:12496284;PMID:17200419	M21B-DOWNSTREAM-EVID:001111	second_messenger_readout	human; rat	Human FFAR1/GPR40-expressing HEK293 and G-alpha-q fusion systems with rat INS-1E comparator cells	Extracellular medium/long-chain fatty-acid engagement of FFAR1 with bounded GNAQ/GNA11 continuation and calcium output	No SCI transfer inferred; heterologous and endocrine-cell comparator contexts only	Primary evidence supports medium- and long-chain fatty-acid activation of FFAR1 and calcium/second-messenger signaling; the existing graph edge supplies the bounded GNAQ/GNA11 continuation without asserting a TF or target gene.	Fatty-acid concentration-response, intracellular calcium, GTP-gamma-S binding and YM-254890-sensitive G-alpha-q/G-alpha-11 assays	activating	PMID:12496284; PMID:17200419	Primary FFAR1/GPR40 fatty-acid and Gq/11 coupling study	Primary evidence supports fatty-acid activation of FFAR1 with calcium/second-messenger output; existing graph evidence supplies the bounded GNAQ/GNA11 continuation.	Retain ligand-class and chain-length boundaries and heterologous-cell caveats; do not assign one fatty acid, terminal TF, target gene or SCI effect.	LITEXP:000598
ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	transcription_factor|target_gene_expression	source_supported								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0599	M21B-DOWNSTREAM:00663	ligand|receptor|intracellular_continuation|second_messenger_readout	NODE00621	Apelin-13	M21B-E001504	NODE00625	APLNR/APJ	M21B-E001810	NODE04273	GNAI1/GNAI2	Apelin-13-APLNR-Gi calcium, ERK and beta-arrestin output	Apelin-APLNR-GPCR	composite_primary_receptor_gprotein_route_output	M21B-E001504;M21B-EVID-001447;M21B-DOWNSTREAM-EVID:001118;M21B-E001810;M21B-EVID-001753;PMID:27671350;PMID:16679320;PMID:18401529	M21B-DOWNSTREAM-EVID:001118	second_messenger_readout	human; mouse	APLNR/APJ-expressing cells, murine APJ-expressing CHO and human APJ HEK293/endothelial comparator systems	Extracellular apelin-13 engagement of APLNR/APJ with bounded GNAI1/GNAI2 continuation and calcium/ERK/beta-arrestin output	No SCI transfer inferred; receptor-expression and comparator contexts only	Primary evidence supports apelin-13-dependent APLNR/APJ calcium, ERK and beta-arrestin responses; the existing graph edge supplies the bounded GNAI1/GNAI2 continuation without asserting a TF or target gene.	Apelin-13 stimulation, calcium, ERK1/2, beta-arrestin and pertussis-toxin-sensitive Gi/cAMP assays	activating	PMID:27671350; PMID:16679320; PMID:18401529	Primary apelin/APJ biased-signaling and Gi-coupling studies	Primary evidence supports apelin-13 activation of APLNR/APJ with calcium, ERK and beta-arrestin outputs; existing graph evidence supplies the bounded Gi continuation.	Preserve apelin isoform/fragment, receptor-expression and biased-signaling boundaries; do not infer a universal APJ pathway, terminal TF, target gene or SCI effect.	LITEXP:000599
ligand>receptor>????>TF>output	ligand_receptor_tf_output_annotation_missing_intracellular	intracellular_continuation|target_gene_expression	not_assayed	M21B-E001781	NODE10719	STAT5					primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0600	M21B-DOWNSTREAM:02291	ligand|receptor|transcription_factor|unknown	NODE05494	IL5	M21B-E000327	NODE05496	IL5RA:CSF2RB receptor complex				IL-5-IL5RA:CSF2RB-STAT5 receptor-complex signaling output	IL5-common-beta-receptor	primary_receptor_complex_tf_route_with_unresolved_output	M21B-E000327;M21B-EVID-000270;M21B-DOWNSTREAM-EVID:003657;M21B-E001781;M21B-EVID-001724;PMID:38614096;PMID:22528658;PMID:9363920;PMID:7539031	M21B-DOWNSTREAM-EVID:003657	unknown	human	Human IL-5, IL-5Ralpha and CSF2RB complexes with TF-1/YY-1 and eosinophil STAT5 comparator systems	Extracellular IL-5 engagement of IL5RA:CSF2RB with a retained STAT5 pathway edge; intermediate intracellular steps and explicit terminal output are unresolved	No SCI transfer inferred; hematopoietic and receptor-complex contexts only	Primary evidence supports IL-5 receptor-complex organization and a receptor-to-STAT5 pathway branch; it does not establish an explicit terminal output or target gene.	IL-5 receptor-complex structural/interface assays and IL-5-dependent STAT5 phosphorylation, activation and DNA-binding studies	activating	PMID:38614096; PMID:22528658; PMID:9363920; PMID:7539031	Primary IL-5 receptor-complex and STAT5 pathway studies	Primary evidence supports IL-5/IL5RA:CSF2RB receptor-complex organization and a STAT5 pathway branch, while the explicit output remains unresolved.	Preserve IL-5 homodimer, IL5RA specificity, shared beta-chain and oligomerization context; do not infer a terminal TF function, target gene or SCI effect.	LITEXP:000600
ligand>receptor>????>TF>output	ligand_receptor_tf_output_annotation_missing_intracellular	intracellular_continuation|target_gene_expression	not_assayed	M21B-E011519	NODE10693	STAT3					primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0601	M21B-DOWNSTREAM:02370	ligand|receptor|transcription_factor|unknown	NODE05303	IL13	M21B-E000740	NODE05488	IL4RA:IL13RA1 receptor complex				IL-13-IL4RA:IL13RA1-STAT3 receptor-complex signaling-potency output	IL13-type-II-receptor	primary_receptor_complex_tf_route_with_unresolved_output	M21B-E000740;M21B-EVID-000683;M21B-DOWNSTREAM-EVID:003739;M21B-E011519;M21B-EVID-010822;PMID:18243101;PMID:11058569	M21B-DOWNSTREAM-EVID:003739	unknown	human	Human recombinant IL-13, IL-4Ralpha and IL-13Ralpha1 complexes with IL13RA1-expressing B-cell receptor systems	Extracellular IL-13 engagement of the IL4RA:IL13RA1 type-II complex with a retained STAT3 pathway edge; intermediate intracellular steps and explicit output are unresolved	No SCI transfer inferred; receptor-complex and B-cell comparator contexts only	Primary evidence supports the complete IL-13 type-II receptor complex, signaling potency and a receptor-to-STAT3 branch; it does not establish an explicit terminal output or target gene.	Ternary receptor-complex structural studies, receptor-expression systems, IL13RA1 site mutants and STAT3 activation assays	activating	PMID:18243101; PMID:11058569	Primary IL-13 type-II receptor-complex and STAT3 activation studies	Primary evidence supports IL-13 signaling through IL4RA:IL13RA1 to a STAT3 pathway branch, while the explicit terminal output remains unresolved.	Preserve the exact IL4RA:IL13RA1 type-II receptor and IL13RA1 site-set context; do not infer STAT3 nuclear translocation, target gene or SCI effect.	LITEXP:000601
ligand>receptor>????>TF>output	ligand_receptor_tf_output_annotation_missing_intracellular	intracellular_continuation|target_gene_expression	not_assayed	M21B-E001717	NODE10693	STAT3					primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	composite_primary_evidence	curated_primary_route	M21B-LITEXP-0602	M21B-DOWNSTREAM:02548	ligand|receptor|transcription_factor|unknown	NODE05218	IL-6	M21B-E001760	NODE05256	IL-6R-gp130 receptor complex				IL-6-IL6R-gp130-STAT3 receptor-associated kinase/signaling output	IL6-gp130-receptor-complex	primary_receptor_complex_tf_route_with_unresolved_output	M21B-E001760;M21B-EVID-001703;M21B-DOWNSTREAM-EVID:003917;M21B-E001717;M21B-EVID-001660;PMID:11412113;PMID:8511589;PMID:7744001;PMID:7624343;PMID:9794795	M21B-DOWNSTREAM-EVID:003917	unknown	human	Soluble human IL-6/IL-6Ralpha/gp130 reconstitution and IL-6-responsive mammalian receptor systems	Extracellular IL-6 engagement of the IL-6R-gp130 complex with a retained STAT3 pathway edge; intermediate intracellular steps and explicit output are unresolved	No SCI transfer inferred; receptor-reconstitution and hepatocyte/fibrosarcoma comparator contexts only	Primary evidence supports IL-6/IL-6R/gp130 complex assembly, receptor-associated kinase activity and a STAT3 pathway branch; it does not establish an explicit terminal output or target gene.	Soluble receptor-complex reconstitution, stoichiometry and dimerization assays, tyrosine-kinase activity, receptor-site mutants and STAT3 recruitment/phosphorylation studies	activating	PMID:11412113; PMID:8511589; PMID:7744001; PMID:7624343; PMID:9794795	Primary IL-6 receptor-complex, kinase and STAT3 pathway studies	Primary evidence supports IL-6/IL-6R/gp130 complex activation and a STAT3 pathway branch, while the explicit terminal output remains unresolved.	Preserve membrane versus soluble IL-6Ralpha contexts and the 2:2:2 activation architecture; do not infer STAT3-exclusive transcription, target gene or SCI effect.	LITEXP:000602
ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	direct_edge	curated_primary_route	M21B-LITEXP-0603	M21B-DOWNSTREAM:00173	ligand|receptor|phosphorylation_or_activation_readout	NODE03628	FGF23	M21B-E000485	NODE03656	FGFR1c:alpha-Klotho receptor complex				FGF23-FGFR1c:alpha-Klotho FRS2/ERK phosphorylation output	FGF23-alphaKlotho-FGFR1c-endocrine-signaling	direct_primary_receptor_output	M21B-E000485;M21B-EVID-000428;M21B-DOWNSTREAM-EVID:000294;PMID:29342138;PMID:16436388	M21B-DOWNSTREAM-EVID:000294	phosphorylation_or_activation_readout	human; mouse	Human and mouse/recombinant FGF23-FGFR1c-alpha-Klotho structures and HEK293/receptor-reconstituted assays	Extracellular FGF23 engagement of the FGFR1c:alpha-Klotho complex with FRS2/ERK phosphorylation output; intracellular continuation and TF are not resolved	No SCI transfer inferred; renal/endocrine comparator context only	Primary evidence supports the FGF23-FGFR1c-alpha-Klotho receptor complex and FRS2/ERK phosphorylation output; intermediate signaling, TF and target gene layers remain unasserted.	Ternary receptor-complex structure and HEK293/receptor-reconstituted FRS2 and ERK phosphorylation assays	activating	PMID:29342138; PMID:16436388	Primary FGF23-FGFR1c-alpha-Klotho structure and signaling studies	Primary evidence supports FGF23 engagement of the FGFR1c:alpha-Klotho complex with FRS2/ERK phosphorylation output, without assigning intracellular intermediates or a TF.	Preserve alpha-Klotho, FGFR1c, heparan-sulfate/dimerization and renal/endocrine context; do not infer Klotho-independent branches, terminal TF, target gene or SCI effects.	LITEXP:000603
ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed								primary_literature_route_expansion	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	direct_edge	curated_primary_route	M21B-LITEXP-0604	M21B-DOWNSTREAM:00180	ligand|receptor|phosphorylation_or_activation_readout	NODE11331	TPO	M21B-E000498	NODE07485	MPL				TPO-MPL receptor activation architecture output	TPO-MPL-receptor-signaling	direct_primary_receptor_activation_output	M21B-E000498;M21B-EVID-000441;M21B-DOWNSTREAM-EVID:000302;PMID:37633268;PMID:38326297	M21B-DOWNSTREAM-EVID:000302	phosphorylation_or_activation_readout	human; mouse	Human and murine recombinant TPO/MPL extracellular receptor systems with cryo-EM, SPR and biochemical activation studies	Extracellular TPO engagement of MPL with receptor homodimer activation architecture; intracellular continuation and TF are not resolved	No SCI transfer inferred; platelet/megakaryocyte and hematopoietic context only	Primary evidence supports TPO engagement of MPL and homodimeric receptor activation architecture; downstream intracellular, TF and target-gene layers remain unasserted.	TPO-MPL cryo-EM signaling-complex structures, SPR/biochemical binding and receptor-activation architecture assays	activating	PMID:37633268; PMID:38326297	Primary TPO-MPL structural and receptor-activation studies	Primary evidence supports TPO engagement and activation architecture of MPL, without assigning intracellular intermediates, TF or target gene.	Preserve TPO isoform, receptor species and homodimeric MPL geometry; do not infer platelet/SCI transfer, intracellular cascade, terminal TF or target gene.	LITEXP:000604
