expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-3731	M21B-DOWNSTREAM:00985	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|cellular_functional_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE06062	KCNE2/MiRP1	M21B-E002507	NODE06071	KCNQ1/Kv7.1 voltage-gated potassium channel									MiRP1-KCNQ1 background-potassium-current output			KCNE2-KCNQ1-background-current	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E002507;M21B-EVID-002450;PMID:11101505	M21B-DOWNSTREAM-EVID:001608	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3731	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human; heterologous channel-expression systems	Recombinant cardiac KCNQ1/KCNE2 expression systems	KCNE2-associated KCNQ1 plasma-membrane channel complex	No SCI receiver inference	Primary coexpression and electrophysiology evidence supports KCNE2/MiRP1 modulation of KCNQ1 current properties while leaving ligand input, relay, TF, and target-gene layers unresolved.	KCNQ1/KCNE2 coexpression, voltage-clamp, and channel-current assays	unknown	direct_edge	PMID:11101505	Primary MiRP1-KCNQ1 background-current study	KCNE2/MiRP1 confers background-current characteristics on cardiac KCNQ1 channels in heterologous systems.	Preserve the cardiac and heterologous-system boundaries and distinguish KCNE2 from KCNE1; do not infer a soluble-ligand route or terminal-TF output.	curated_primary_route	LITEXP:003781
M21B-LITEXP-3732	M21B-DOWNSTREAM:01003	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|cellular_functional_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE02174	CIPP/PDZ-domain scaffold	M21B-E002531	NODE00781	ASIC3/ACCN3 acid-sensing ion channel 3									CIPP-ASIC3 PDZ-scaffold and acid-evoked-current output			CIPP-ASIC3-sensory-channel-modulation	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E002531;M21B-EVID-002474;PMID:11872753	M21B-DOWNSTREAM-EVID:001630	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3732	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	rat; heterologous expression systems	Rat sensory neurons and COS-cell ASIC3/CIPP expression systems	CIPP PDZ-scaffold-associated ASIC3 channel complex	No SCI receiver inference	Primary interaction and electrophysiology evidence supports CIPP association with ASIC3 and increased ASIC3 peak current while leaving ligand input, relay, TF, and target-gene layers unresolved.	Protein interaction, neuronal localization, coexpression, pH activation, and ASIC3-current assays	unknown	direct_edge	PMID:11872753	Primary CIPP ASIC3 sensory-channel study	CIPP is an ASIC3 partner in sensory neurons, and coexpression increases ASIC3 peak current density and shifts proton sensitivity.	Preserve the sensory-neuron and heterologous-system context; do not infer a complete proton-sensing cascade or terminal-TF output.	curated_primary_route	LITEXP:003782
M21B-LITEXP-3733	M21B-DOWNSTREAM:00991	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|cellular_functional_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE08900	PEX5L/TRIP8b	M21B-E002515	NODE04614	HCN4/hyperpolarization-activated cyclic nucleotide-gated channel 4									TRIP8b-HCN4 trafficking and cyclic-nucleotide-gating output			PEX5L-HCN4-channel-regulation	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E002515;M21B-EVID-002458;PMID:19555650	M21B-DOWNSTREAM-EVID:001617	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3733	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse; heterologous channel-expression systems	Brain and recombinant HCN4/TRIP8b channel systems	TRIP8b-associated HCN4 membrane-channel complex	No SCI receiver inference	Primary HCN-channel binding and channel-regulation evidence supports TRIP8b association with HCN4 and modulation of localization/gating while leaving ligand input, relay, TF, and target-gene layers unresolved.	HCN4/TRIP8b coexpression, C-terminal binding, surface expression, and cyclic-nucleotide/electrophysiology assays	unknown	direct_edge	PMID:19555650	Primary TRIP8b HCN4 regulation study	TRIP8b associates with HCN4 and contributes to regulation of HCN-channel trafficking and cyclic-nucleotide-dependent gating.	Preserve HCN4 and TRIP8b splice/neuronal context; do not generalize across HCN isoforms or infer terminal-TF output.	curated_primary_route	LITEXP:003783
M21B-LITEXP-3734	M21B-DOWNSTREAM:01077	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|translocation_or_localization_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE03597	FGF13/FGF homologous factor 2	M21B-E002642	NODE10070	SCN5A/Nav1.5 cardiac voltage-gated sodium channel									FGF13-Nav1.5 channel-localization and cardiac-conduction output			FGF13-SCN5A-cardiac-conduction	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E002642;M21B-EVID-002585;PMID:21817159;PMCID:PMC3383600	M21B-DOWNSTREAM-EVID:001743	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3734	mechanism_evidence_v1	supports	not_evaluated	source_claim	translocation_or_localization_readout	mouse; human; heterologous channel systems	Murine cardiomyocytes and recombinant Nav1.5/FGF13 systems	FGF13-associated Nav1.5 cardiac sodium-channel complex	No SCI receiver inference	Primary pull-down, cardiac electrophysiology, channel localization, and conduction assays support an FGF13-Nav1.5 receptor-proximal output while leaving ligand input, relay, TF, and target-gene layers unresolved.	GST pull-down, cardiomyocyte FGF13 manipulation, Nav1.5 localization, sodium-current, and conduction-velocity assays	unknown	direct_edge	PMID:21817159; PMCID:PMC3383600	Primary FGF13 Nav1.5 cardiac-conduction study	FGF13 binds Nav1.5 and regulates channel availability, cardiomyocyte sodium current, and cardiac conduction velocity.	Preserve the cardiac and channel-interaction context; do not infer a secreted FGF ligand mechanism or terminal-TF output.	curated_primary_route	LITEXP:003784
M21B-LITEXP-3735	M21B-DOWNSTREAM:01141	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|cellular_functional_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE07496	MRAP2	M21B-E002786	NODE06846	MC4R									MRAP2-MC4R primary-cilia localization and energy-homeostasis output			MRAP2-MC4R-ciliary-signaling	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E002786;M21B-EVID-002729;PMID:23869016;PMCID:PMC3788688	M21B-DOWNSTREAM-EVID:001841	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3735	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	mouse; human	MC4R neurons, hypothalamic systems, and human obesity-genetic studies	MRAP2-associated MC4R primary-cilium receptor complex	No SCI receiver inference	Primary receptor-expression, ciliary-localization, genetic, and energy-homeostasis evidence supports an MRAP2-MC4R receptor-proximal output while leaving ligand input, relay, TF, and target-gene layers unresolved.	MC4R-neuron deletion, ciliary localization, receptor-function, obesity phenotype, and human variant assays	unknown	direct_edge	PMID:23869016; PMCID:PMC3788688	Primary MRAP2 MC4R accessory-protein study	MRAP2 regulates MC4R-associated energy homeostasis and supports MC4R localization/function in receptor-expressing neurons.	Preserve the MC4R-neuron, primary-cilium, and metabolic-model context; do not infer a complete melanocortin transcriptional route.	curated_primary_route	LITEXP:003785
M21B-LITEXP-3736	M21B-DOWNSTREAM:01042	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|second_messenger_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE08697	P2Y1/P2RY1 purinergic receptor	M21B-E002580	NODE08709	P2Y4/P2Y4 purinergic receptor									P2Y1-P2Y4 heteromeric purinergic calcium-signaling output			P2Y1-P2Y4-purinergic-heteromer	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E002580;M21B-EVID-002523;PMID:27384918;PMCID:PMC4936188	M21B-DOWNSTREAM-EVID:001686	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3736	mechanism_evidence_v1	supports	not_evaluated	source_claim	second_messenger_readout	mouse	Mouse granulocytes with purinergic-agonist and receptor-association assays	P2Y1-P2Y4 heteromeric plasma-membrane receptor complex	No SCI receiver inference	Primary calcium, receptor-expression, co-immunoprecipitation, and FRET evidence supports P2Y1-P2Y4 heteromerization and purinergic calcium signaling while leaving ligand input, relay, TF, and target-gene layers unresolved.	Fura-2 calcium imaging, receptor expression, antagonist, co-immunoprecipitation, western blot, and FRET assays	unknown	direct_edge	PMID:27384918; PMCID:PMC4936188	Primary P2Y1-P2Y4 granulocyte heteromer study	P2Y1 and P2Y4 form a heteromeric association in mouse granulocytes and contribute to agonist-evoked calcium responses.	Preserve the granulocyte and agonist-concentration context; do not infer fixed stoichiometry or terminal-TF output.	curated_primary_route	LITEXP:003786
M21B-LITEXP-3737	M21B-DOWNSTREAM:01056	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|second_messenger_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE08713	P2Y6/P2RY6 purinergic receptor	M21B-E002600	NODE00380	AGTR1/AT1 angiotensin II receptor									P2Y6-AT1 receptor heterodimer and angiotensin-II hypertension output			P2Y6-AGTR1-angiotensin-crosstalk	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E002600;M21B-EVID-002543;PMID:26787451	M21B-DOWNSTREAM-EVID:001714	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3737	mechanism_evidence_v1	supports	not_evaluated	source_claim	second_messenger_readout	mouse; cell-expression systems	Mouse cardiovascular and inflammatory receptor-expression systems	P2Y6-AT1 heteromeric GPCR complex	No SCI receiver inference	Primary receptor-heteromer, agonist, and cardiovascular-function evidence supports P2Y6-AT1 crosstalk in angiotensin-II responses while leaving ligand input, relay, TF, and target-gene layers unresolved.	Receptor heteromerization, agonist stimulation, signaling, vascular, and blood-pressure assays	unknown	direct_edge	PMID:26787451	Primary P2Y6-AT1 receptor heterodimer study	P2Y6 heterodimerizes with AT1 and promotes angiotensin-II-induced hypertensive signaling in mouse models.	Preserve the cardiovascular and inflammatory-model context; do not infer a universal purinergic-angiotensin mechanism or terminal-TF output.	curated_primary_route	LITEXP:003787
M21B-LITEXP-3738	M21B-DOWNSTREAM:01097	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|phosphorylation_or_activation_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE01490	CABP1/calcium-binding protein 1	M21B-E002673	NODE01491	CACNA1A/CaV2.1 P/Q-type calcium channel									CaBP1-CaV2.1 calcium-dependent channel-gating output			CABP1-CACNA1A-calcium-channel-regulation	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E002673;M21B-EVID-002616;PMID:11865310	M21B-DOWNSTREAM-EVID:001774	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3738	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	rat; heterologous channel-expression systems	Recombinant CaV2.1/CaBP1 channel systems and neuronal calcium-channel preparations	CaBP1-associated CaV2.1 C-terminal calcium-binding domain	No SCI receiver inference	Primary binding and electrophysiology evidence supports CaBP1 regulation of CaV2.1 calcium-dependent gating while leaving ligand input, relay, TF, and target-gene layers unresolved.	CaBP1/CaV2.1 binding, calcium-dependent channel recordings, domain analysis, and gating assays	unknown	direct_edge	PMID:11865310	Primary CaBP1 CaV2.1 regulation study	CaBP1 binds the CaV2.1 calcium-binding domain and differentially modulates voltage-gated calcium-channel behavior.	Preserve the CaV2.1 C-terminal and calcium-sensor context; do not infer a transcriptional calcium pathway or terminal-TF output.	curated_primary_route	LITEXP:003788
M21B-LITEXP-3739	M21B-DOWNSTREAM:01008	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|phosphorylation_or_activation_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE01539	CALM1/calmodulin	M21B-E002539	NODE04854	HTR2A/5-HT2A serotonin receptor									Calmodulin-5-HT2A agonist-dependent receptor-coupling and phosphorylation output			CALM1-HTR2A-receptor-regulation	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E002539;M21B-EVID-002482;PMID:15970592	M21B-DOWNSTREAM-EVID:001637	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3739	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human; heterologous fibroblast systems	NIH-3T3 cells expressing 5-HT2A receptor and calmodulin-associated systems	Calmodulin-associated 5-HT2A intracellular receptor complex	No SCI receiver inference	Primary agonist-dependent co-immunoprecipitation and binding-region evidence supports a calmodulin-5-HT2A receptor-proximal phosphorylation/coupling output while leaving ligand input, relay, TF, and target-gene layers unresolved.	Agonist stimulation, co-immunoprecipitation, receptor-domain mapping, and phosphorylation/coupling assays	unknown	direct_edge	PMID:15970592	Primary calmodulin 5-HT2A receptor study	Calmodulin co-immunoprecipitates with 5-HT2A in an agonist-dependent manner, and the receptor contains putative calmodulin-binding regions.	Preserve the fibroblast and agonist-dependent interaction context; do not infer a complete serotonin signaling cascade or terminal-TF output.	curated_primary_route	LITEXP:003789
M21B-LITEXP-3740	M21B-DOWNSTREAM:01009	retained_evidence_route	receptor>intracellular>output	receptor_intracellular_output_annotation_missing_ligand_receptor_and_tf	receptor|intracellular_continuation|phosphorylation_or_activation_readout	ligand_receptor_input|transcription_factor|target_gene_expression	source_supported				NODE09856	RPS6KA3/RSK2	M21B-E002540	NODE04854	HTR2A/5-HT2A serotonin receptor									RSK2-5-HT2A receptor phosphorylation and signaling-selectivity output			RPS6KA3-HTR2A-receptor-phosphorylation	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E002540;M21B-EVID-002483;PMID:19103592;PMCID:PMC2645816	M21B-DOWNSTREAM-EVID:001638	literature_expansion:primary_receptor_proximal_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3740	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human; mouse; heterologous receptor systems	HEK293T receptor-expression and fibroblast signaling systems	RSK2-associated 5-HT2A intracellular receptor complex	No SCI receiver inference	Primary direct-binding, in-vitro kinase, receptor-phosphorylation, and signaling assays support RSK2 modulation of 5-HT2A while leaving ligand input, relay, TF, and target-gene layers unresolved.	Receptor affinity purification, coexpression, kinase assay, receptor phosphorylation, agonist signaling, and RSK2 perturbation assays	unknown	direct_edge	PMID:19103592; PMCID:PMC2645816	Primary RSK2 5-HT2A receptor phosphorylation study	RSK2 physically interacts with and directly phosphorylates 5-HT2A, modulating receptor signaling and heterologous desensitization.	Preserve the RSK2 kinase and 5-HT2A receptor context; do not infer a complete ERK-to-TF cascade or terminal-TF output.	curated_primary_route	LITEXP:003790
