expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	intracellular_tf_edge_id	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	output_label	output_form_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-0835	M21B-DOWNSTREAM:00299	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor	not_assayed		NODE02797	DDT/MIF-2	M21B-E000692	NODE01953	CD74:CD44 receptor complex										DDT-CD74:CD44 sustained ERK1/2 activation and macrophage inflammatory output		DDT-CD74-CD44-ERK1-2-activation	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000692;M21B-EVID-000635;M21B-DOWNSTREAM-EVID:000490;PMID:21817065;PMCID:PMC3161582	M21B-DOWNSTREAM-EVID:000490	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0835	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	phosphorylation_or_activation_readout	human; mouse	Recombinant murine D-DT and soluble human CD74 binding systems with wild-type and CD74- or CD44-deficient macrophages	Extracellular D-DT engages CD74 in a CD74/CD44 receptor complex; sustained ERK1/2 activation and inflammatory readouts are observed while the complete intracellular relay and TF are not assigned	No SCI transfer inferred; macrophage and inflammatory comparator context only	Primary evidence supports D-DT binding to CD74 and CD74/CD44-dependent ERK1/2 activation without assigning a complete intracellular or TF route.	D-DT-CD74 binding and SPR assays, CD74/CD44-deficient macrophages, ERK1/2 phosphorylation, chemotaxis and cytokine assays	activating	direct_edge	PMID:21817065; PMCID:PMC3161582	Primary D-DT cytokine and CD74/CD44 receptor-complex study	Primary evidence supports high-affinity D-DT binding to CD74 and sustained ERK1/2 activation in a CD74/CD44-dependent macrophage receptor complex; the downstream intracellular continuation and TF remain unresolved.	Preserve the D-DT/MIF-homolog and macrophage/inflammatory context; do not infer CNS, SCI or terminal-TF function from this route alone.	curated_primary_route	LITEXP:000835
M21B-LITEXP-0836	M21B-DOWNSTREAM:00301	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE08387	NTN4/netrin-4	M21B-E000694	NODE05799	ITGA6:ITGB1 integrin										Netrin-4-alpha6beta1 endothelial adhesion, migration and focal-adhesion output		netrin-4-alpha6beta1-endothelial-response	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000694;M21B-EVID-000637;M21B-DOWNSTREAM-EVID:000493;PMID:21799154;PMCID:PMC3552560;DOI:10.1161/CIRCRESAHA.111.247239	M21B-DOWNSTREAM-EVID:000493	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0836	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human; mouse	Recombinant netrin-4 and alpha6beta1 integrin systems with human lymphatic endothelial cells and alpha6 or beta1 inhibition	Extracellular netrin-4 engages alpha6beta1 integrin; endothelial adhesion, migration, focal-adhesion formation and Src-family phosphorylation are observed while the complete intracellular relay and TF are not assigned	No SCI transfer inferred; endothelial and vascular comparator context only	Primary evidence supports netrin-4-alpha6beta1 receptor engagement and endothelial functional outputs without assigning a complete intracellular or TF route.	Netrin-4 binding and pulldown assays, alpha6/beta1 blocking or siRNA, endothelial adhesion, migration, focal-adhesion and Src-family phosphorylation assays	activating	direct_edge	PMID:21799154; PMCID:PMC3552560; DOI:10.1161/CIRCRESAHA.111.247239	Primary netrin-4 alpha6beta1 endothelial-receptor study	Primary evidence supports dose-dependent netrin-4 binding to alpha6beta1 and alpha6/beta1-dependent endothelial adhesion, migration, focal-adhesion formation and Src-family phosphorylation; the downstream intracellular continuation and TF remain unresolved.	Preserve the alpha6beta1 heterodimer, endothelial/lymphatic context and netrin-4-versus-netrin-1 distinction; do not infer SCI or terminal-TF function.	curated_primary_route	LITEXP:000836
M21B-LITEXP-0837	M21B-DOWNSTREAM:00308	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE10241	SFTPD/surfactant protein D	M21B-E000702	NODE03103	EGFR										SP-D-EGFR binding and downregulated EGF-dependent proliferation, migration and invasion output		SP-D-EGFR-EGF-signal-regulation	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000702;M21B-EVID-000645;M21B-DOWNSTREAM-EVID:000507;PMID:24608429;DOI:10.1038/onc.2014.20	M21B-DOWNSTREAM-EVID:000507	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0837	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human	Human SP-D and EGFR-expressing A549/H441 lung adenocarcinoma and CHO-K1 cells with EGF-stimulated proliferation, migration and invasion assays	Extracellular SP-D binds the EGFR extracellular domain and reduces EGF binding; cellular growth and invasion outputs are observed while the complete intracellular relay and TF are not assigned	No SCI transfer inferred; lung-cancer-cell comparator context only	Primary evidence supports SP-D-EGFR binding and downregulation of EGF-dependent cellular outputs without assigning a complete intracellular or TF route.	SP-D-EGFR ligand blot and EGF-binding assays with EGF-stimulated proliferation, migration and invasion readouts	inhibitory	direct_edge	PMID:24608429; DOI:10.1038/onc.2014.20	Primary surfactant-protein-D and EGFR regulation study	Primary evidence supports direct SP-D binding to EGFR and suppression of EGF-dependent proliferation, migration and invasion; the downstream intracellular continuation and TF remain unresolved.	Preserve the SP-D carbohydrate-recognition-domain/N-glycan-dependent interaction and lung-cancer-cell context; do not infer a universal EGFR mechanism or SCI function.	curated_primary_route	LITEXP:000837
M21B-LITEXP-0838	M21B-DOWNSTREAM:00316	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE05397	IL20	M21B-E000744	NODE05399	IL20RA:IL20RB receptor complex										IL-20 type-I receptor-complex assembly and reporter/STAT activation output		IL-20-IL20RA-IL20RB-receptor-complex	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000744;M21B-EVID-000687;M21B-DOWNSTREAM-EVID:000522;PMID:22802649;PMID:12351624;PMCID:PMC3412030	M21B-DOWNSTREAM-EVID:000522	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0838	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human	Human recombinant IL-20 and receptor ectodomains with ternary crystallography, SPR, receptor-interface mapping and receptor-transfected reporter/STAT assays	Extracellular IL-20 assembles the IL20RA:IL20RB type-I receptor complex; reporter and STAT activation outputs are observed while the complete intracellular relay and TF are not assigned	No SCI transfer inferred; epithelial and inflammatory comparator context only	Primary evidence supports IL-20 type-I receptor-complex assembly and signaling readouts without assigning a complete intracellular or TF route.	IL-20 receptor-complex crystallography, SPR, interface mutagenesis and receptor-transfected reporter/STAT assays	activating	direct_edge	PMID:22802649; PMID:12351624; PMCID:PMC3412030	Primary IL-20 receptor-sharing and receptor-complex structure studies	Primary evidence supports IL-20 signaling through the IL20RA:IL20RB type-I receptor complex with reporter/STAT readouts; the downstream intracellular continuation and TF remain unresolved in this graph route.	Retain the type-I receptor-complex identity and preserve the alternative type-II branch as a separate route; do not infer a complete JAK/STAT or SCI-specific pathway.	curated_primary_route	LITEXP:000838
M21B-LITEXP-0839	M21B-DOWNSTREAM:00317	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE05419	IL24	M21B-E000745	NODE05399	IL20RA:IL20RB receptor complex										IL-24 type-I receptor-complex reporter, STAT and keratinocyte-response output		IL-24-IL20RA-IL20RB-receptor-complex	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000745;M21B-EVID-000688;M21B-DOWNSTREAM-EVID:000523;PMID:12351624;PMID:17083366	M21B-DOWNSTREAM-EVID:000523	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0839	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human	Human IL20RA/IL20RB receptor-transfected cells and primary human keratinocytes with reporter, proliferation, STAT and cytokine-response assays	Extracellular IL-24 engages the IL20RA:IL20RB type-I receptor complex; reporter, STAT and keratinocyte responses are observed while the complete intracellular relay and TF are not assigned	No SCI transfer inferred; keratinocyte and inflammatory comparator context only	Primary evidence supports IL-24 type-I receptor-complex signaling readouts without assigning a complete intracellular or TF route.	IL-24 receptor-transfection, reporter, proliferation, direct STAT activation and primary keratinocyte response assays	activating	direct_edge	PMID:12351624; PMID:17083366	Primary IL-19/IL-20/IL-24 receptor-sharing and IL-24 response studies	Primary evidence supports IL-24-dependent signaling through the IL20RA:IL20RB type-I receptor complex using reporter, STAT and cellular readouts; the downstream intracellular continuation and TF remain unresolved in this graph route.	Preserve the type-I receptor-complex identity and keep type-II receptor usage separate; do not infer a complete JAK/STAT or SCI-specific pathway.	curated_primary_route	LITEXP:000839
M21B-LITEXP-0840	M21B-DOWNSTREAM:00318	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE05397	IL20	M21B-E000746	NODE05413	IL22RA1:IL20RB receptor complex										IL-20 type-II receptor-complex assembly and reporter/STAT activation output		IL-20-IL22RA1-IL20RB-receptor-complex	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000746;M21B-EVID-000689;M21B-DOWNSTREAM-EVID:000527;PMID:12351624;PMID:17083366	M21B-DOWNSTREAM-EVID:000527	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0840	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human	Human IL22RA1/IL20RB receptor-transfected cells and primary human keratinocytes with receptor-expression, reporter, proliferation and STAT assays	Extracellular IL-20 engages the IL22RA1:IL20RB type-II receptor complex; receptor-complex and cellular signaling outputs are observed while the complete intracellular relay and TF are not assigned	No SCI transfer inferred; epithelial and inflammatory comparator context only	Primary evidence supports IL-20 type-II receptor-complex signaling readouts without assigning a complete intracellular or TF route.	IL-20 receptor-transfection, receptor-expression, reporter, proliferation and direct STAT activation assays	activating	direct_edge	PMID:12351624; PMID:17083366	Primary IL-20 type-II receptor-complex study	Primary evidence supports IL-20-dependent signaling through the IL22RA1:IL20RB type-II receptor complex using receptor and cellular readouts; the downstream intracellular continuation and TF remain unresolved in this graph route.	Preserve the type-II receptor-complex identity and do not generalize IL-19 to this branch or infer a complete JAK/STAT or SCI-specific pathway.	curated_primary_route	LITEXP:000840
M21B-LITEXP-0841	M21B-DOWNSTREAM:00319	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE05419	IL24	M21B-E000747	NODE05413	IL22RA1:IL20RB receptor complex										IL-24 type-II receptor-complex reporter, STAT and keratinocyte-response output		IL-24-IL22RA1-IL20RB-receptor-complex	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000747;M21B-EVID-000690;M21B-DOWNSTREAM-EVID:000531;PMID:12351624;PMID:17083366	M21B-DOWNSTREAM-EVID:000531	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0841	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human	Human IL22RA1/IL20RB receptor-transfected cells and primary human keratinocytes with receptor-expression, reporter, proliferation and STAT assays	Extracellular IL-24 engages the IL22RA1:IL20RB type-II receptor complex; receptor and cellular signaling outputs are observed while the complete intracellular relay and TF are not assigned	No SCI transfer inferred; keratinocyte and inflammatory comparator context only	Primary evidence supports IL-24 type-II receptor-complex signaling readouts without assigning a complete intracellular or TF route.	IL-24 receptor-transfection, receptor-expression, reporter, proliferation and direct STAT activation assays	activating	direct_edge	PMID:12351624; PMID:17083366	Primary IL-24 type-II receptor-complex study	Primary evidence supports IL-24-dependent signaling through the IL22RA1:IL20RB type-II receptor complex using receptor and cellular readouts; the downstream intracellular continuation and TF remain unresolved in this graph route.	Preserve the type-II receptor-complex identity and keep type-I receptor usage separate; do not infer a complete JAK/STAT or SCI-specific pathway.	curated_primary_route	LITEXP:000841
M21B-LITEXP-0842	M21B-DOWNSTREAM:00320	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor	not_assayed		NODE05422	IL25/IL17E	M21B-E000748	NODE05328	IL17RA:IL17RB receptor complex										IL-25-IL17RA:IL17RB receptor-complex assembly and receptor-dependent immune-response output		IL-25-IL17RA-IL17RB-receptor-complex	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E000748;M21B-EVID-000691;M21B-DOWNSTREAM-EVID:000535;PMCID:PMC9477748;DOI:10.1038/s41586-022-05116-y	M21B-DOWNSTREAM-EVID:000535	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0842	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	cellular_functional_readout	human; mouse	Recombinant IL-25 and IL-17 receptor ectodomains with reconstituted human IL17RA/IL17RB reporter cells and human/mouse immune-response comparator systems	Extracellular IL-25 assembles the IL17RA:IL17RB heteroreceptor; receptor-dependent reporter and immune-response outputs are observed while the complete intracellular relay and TF are not assigned	No SCI transfer inferred; immune-response comparator context only	Primary evidence supports IL-25-dependent IL17RA:IL17RB receptor-complex assembly and function without assigning a complete intracellular or TF route.	Receptor ectodomain structural analysis, receptor mutagenesis, reconstituted receptor reporter assays and immune-response comparisons	activating	direct_edge	PMCID:PMC9477748; DOI:10.1038/s41586-022-05116-y	Primary IL-25 IL17RA:IL17RB receptor-complex study	Primary evidence supports asymmetric IL-25-dependent IL17RA:IL17RB receptor-complex assembly and receptor-dependent signaling outputs; the downstream intracellular continuation and TF remain unresolved.	Preserve the heteroreceptor identity and do not reduce this route to autonomous IL17RA or IL17RB signaling or infer SCI relevance.	curated_primary_route	LITEXP:000842
M21B-LITEXP-0843	M21B-DOWNSTREAM:00456	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor	not_assayed		NODE05993	JAG2	M21B-E001115	NODE08179	NOTCH2 receptor										Jagged2-Notch2 receptor cleavage, nuclear translocation and RBP-Jkappa reporter output		Jagged2-Notch2-receptor-activation	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E001115;M21B-EVID-001058;M21B-DOWNSTREAM-EVID:000797;PMID:10958687;PMCID:PMC88767;DOI:10.1128/MCB.20.18.6913-6922.2000	M21B-DOWNSTREAM-EVID:000797	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0843	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	phosphorylation_or_activation_readout	mouse	CHO and BaF3 ligand-receptor coculture systems expressing full-length Jagged2 and Notch2 with receptor processing and RBP-Jkappa reporter assays	Cell-presented Jagged2 engages Notch2; receptor cleavage, nuclear translocation, hyperphosphorylation and reporter activation are observed while a graph-linked intracellular relay and terminal TF target are not assigned	No SCI transfer inferred; ligand-presentation and hematopoietic comparator context only	Primary evidence supports exact Jagged2-Notch2 activation outputs without asserting a complete intracellular or TF route in the graph.	Jagged2-Notch2 cell coculture, receptor binding, cleavage, nuclear translocation, hyperphosphorylation and RBP-Jkappa reporter assays	activating	direct_edge	PMID:10958687; PMCID:PMC88767; DOI:10.1128/MCB.20.18.6913-6922.2000	Primary Jagged2-Notch2 receptor-processing study	Primary evidence supports Jagged2 binding to Notch2 with rapid receptor cleavage, nuclear translocation, hyperphosphorylation and RBP-Jkappa reporter activation; graph-linked intracellular continuation and terminal TF target remain unresolved.	Promote exact Jagged2-Notch2 activation only in the tested ligand-presentation and cell context; do not infer a terminal Notch TF target or SCI function from this route alone.	curated_primary_route	LITEXP:000843
M21B-LITEXP-0844	M21B-DOWNSTREAM:00569	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor	not_assayed		NODE00979	ATP	M21B-E001338	NODE08676	P2X4/P2RX4										ATP-P2X4 ATP-gated calcium-permeable cation-channel output		ATP-P2X4-ion-channel-activation	primary_literature_route_expansion	primary_receptor_output_annotation	M21B-E001338;M21B-EVID-001281;M21B-DOWNSTREAM-EVID:000993;PMID:8622997;PMCID:PMC39672;DOI:10.1073/pnas.93.8.3684	M21B-DOWNSTREAM-EVID:000993	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-0844	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	assay_or_readout_term	phosphorylation_or_activation_readout	rat	Rat P2X4 cloned from brain and expressed in Xenopus oocytes with ATP-evoked cation currents and calcium-permeability assays	Extracellular ATP gates the P2X4 trimeric ion channel; ATP-evoked cation current and calcium permeability are observed while downstream intracellular continuation and TF are not assigned	No SCI transfer inferred; neuronal, vascular and leukocyte comparator context only	Primary evidence supports ATP-gated P2X4 channel opening and calcium permeability without assigning a downstream intracellular or TF route.	P2X4 cloning and expression in Xenopus oocytes with ATP-evoked current, calcium permeability and zinc-modulation assays	activating	direct_edge	PMID:8622997; PMCID:PMC39672; DOI:10.1073/pnas.93.8.3684	Primary ATP-activated P2X4 channel study	Primary evidence supports ATP activation of cloned rat P2X4 as a calcium-permeable cation channel; downstream intracellular continuation and TF layers remain unresolved.	Preserve the ATP-gated trimeric ion-channel and heterologous oocyte context; do not infer a complete calcium-to-TF route or SCI relevance.	curated_primary_route	LITEXP:000844
