b_evidence_id	source_a_evidence_id	b_edge_ids	source_kind	source_locator	support_kind	species_support	source_scope	confidence_tier	citation_note	evidence_summary	limitations	evidence_layer	exportable	consolidation_note
M23B-EVID-EXPAND23A-043	M23A-EXPAND23A-EVID-043	M23B-E001118	review_led_primary_research_paper	PMID:35614038; PMCID:PMC9133109; local:data/raw/evidence/module23a_review_led_20260904/PMC9133109_fulltext.xml; PMID:25017885; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	primary_receptor_perturbation_and_signaling_assay	mouse; rat; recombinant	Rodent contusion SCI, mouse/rat BMDMs and microglia, TLR4 inhibitor TAK-242, and TLR4-knockout BMDMs	high	CSPG TLR4-dependent immune relay	TLR4 inhibition or deletion suppresses CSPG-induced pro-inflammatory phenotype conversion in M2-like macrophages and supports a TLR4-dependent immune mechanism.	The study does not establish direct CSPG-TLR4 binding or a single CSPG core-protein ligand; intact CSPG, GAG-digestion, cell-state, and rodent-model limits remain explicit.	receptor_proximal_relay	true	A-layer TLR4-dependent immune relay promoted without transferring a binding claim.
M23B-EVID-EXPAND23A-044	M23A-EXPAND23A-EVID-044	M23B-E001119	review_led_primary_research_paper	PMID:35614038; PMCID:PMC9133109; local:data/raw/evidence/module23a_review_led_20260904/PMC9133109_fulltext.xml	primary_functional_perturbation	mouse; rat; recombinant	Mouse/rat BMDMs and isolated microglia; rodent SCI immune cells	high	CSPG inflammatory output	Intact CSPGs convert pro-resolving M2-like macrophages toward a pro-inflammatory phenotype and induce inflammatory gene/protein programs in macrophages and microglia.	The output is preparation- and cell-state-dependent; no universal cytokine ordering, direct receptor binding, or individual proteoglycan-core assignment is asserted.	downstream_or_functional	true	A-layer macrophage/microglial output promoted as a separate functional layer.
M23B-EVID-EXPAND23A-045	M23A-EXPAND23A-EVID-045	M23B-E001120	review_led_primary_research_paper	PMID:35614038; PMCID:PMC9133109; local:data/raw/evidence/module23a_review_led_20260904/PMC9133109_fulltext.xml	primary_functional_perturbation	mouse; rat; recombinant	Rat contusion SCI with lentiviral ChABC digestion, flow-cytometry immune-cell populations, and resolution-phase inflammatory readouts	high	CSPG SCI resolution-failure output	CSPG digestion enhances clearance/reduces recruitment of immune cells, reduces pro-inflammatory signatures, and enables pro-repair phenotype conversion during the SCI resolution phase.	This is an in vivo rodent intervention and does not assign a single cell source, direct receptor interface, or TLR4-independent mechanism to every resolution readout.	downstream_or_functional	true	A-layer SCI immune-resolution output promoted separately from the receptor-proximal relay.
M23B-EVID-EXPAND23A-046	M23A-EXPAND23A-EVID-046	M23B-E001121	review_led_primary_research_paper	PMID:35614038; PMCID:PMC9133109; local:data/raw/evidence/module23a_review_led_20260904/PMC9133109_fulltext.xml	primary_functional_perturbation	mouse; rat; recombinant	Primary cortical neurons from wild-type and TLR4-knockout mouse embryos; CSPG and ChABC treatment	high	CSPG TLR4-independent neurite inhibition	CSPGs reduce neurite length in both wild-type and TLR4-knockout neurons, while ChABC rescues growth similarly, separating neuronal inhibition from CSPG-TLR4 immune modulation.	The neuronal assay is in vitro and does not establish a direct neuronal receptor or identify which individual CSPG core or GAG presentation is responsible.	downstream_or_functional	true	A-layer neuronal growth inhibition retained independently of CSPG-TLR4 immune signaling.
M23B-EVID-000001	M23A-B007-NE-001		search_boundary	local:work/module23a/module23a_extraction_queue.tsv; PMID:16413178; PMID:10978889; PMID:12867433	negative_evidence	human recombinant and epithelial comparator systems	negative_evidence	medium-high	Batch 007 bounded primary search	Primary studies resolve assembled laminin isoform binding to selected integrin heterodimers and laminin-332 outside-in signaling, but no qualifying exact isolated-chain edge was retained for the listed queue targets; generic CD44 or DAG1 adjacency was not substituted.	Laminin chains are not intact trimeric ligands; receptor specificity varies by isoform, heterodimer, processed domain, and cell context. Absence from these studies is not global absence.	contextual_or_unresolved	false	A-layer evidence retained without directness promotion.
M23B-EVID-000002	M23A-B001-EVID-001	M23B-E000001	primary_research_paper	PMID:36336030; DOI:10.1016/j.expneurol.2022.114264	primary_experiment	mouse	pathway_membership	medium-high	Tamaru et al. 2023; primary SCI and astrocyte experiments	Collagen-I-associated astrocyte state and beta1-integrin/N-cadherin blockade altered scar-forming phenotype and host-astrocyte recruitment.	No purified ligand-binding, occupancy, force, or FAK/SRC phosphorylation assay; antibody blockade is not a receptor-specific genetic test.	receptor_proximal_or_pathway	true	A-layer evidence retained without directness promotion.
M23B-EVID-000003	M23A-B001-EVID-002	M23B-E000002	primary_research_paper	PMID:31516087; PMCID:PMC6978780; DOI:10.1089/neu.2019.6540	primary_experiment	mouse; human comparator	pathway_membership	medium-high	Cooper et al. 2020; chronic stiffness and astrocyte substrate experiments	Substrate stiffness altered astrocyte morphology, actin organization, GFAP/process complexity, and beta1-integrin/ILK-associated responses; IMP reduced fibrotic stiffness in vivo.	No direct matrix-receptor binding or definitive FAK/SRC activation test; substrate stiffness is not equivalent to native ECM composition; IMP is broadly immunomodulatory.	receptor_proximal_or_pathway	true	A-layer evidence retained without directness promotion.
M23B-EVID-000004	M23A-B001-EVID-003	M23B-E000003	primary_research_paper	PMID:31516087; PMCID:PMC6978780; DOI:10.1089/neu.2019.6540	primary_experiment	mouse	contextual_support	medium	Cooper et al. 2020; chronic lesion mechanics	Chronic lesion stiffness was associated with fibronectin/GFAP architecture and glial-fiber alignment; IMP altered lesion stiffness and scar architecture.	Association and broad treatment effects do not identify a unique receptor-proximal mechanism or TF endpoint.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M23B-EVID-000005	M23A-B001-EVID-004	M23B-E000004	primary_research_paper	PMID:29705186; PMCID:PMC5995671; DOI:10.1016/j.nbd.2018.04.014	primary_experiment	mouse	contextual_support	medium-high	Cooper et al. 2018; FnEDA genetic deletion	FnEDA deletion altered fibronectin matrix stability and fibrotic-scar anatomy and improved axon-associated and locomotor outcomes.	No direct integrin/receptor assay or receptor-proximal relay; whole-lesion measurements do not assign a single cell-type mechanism.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M23B-EVID-000006	M23A-B001-EVID-005	M23B-E000005	primary_research_paper	PMID:32957245; PMCID:PMC7509206; DOI:10.1016/j.jmbbm.2020.103953	primary_experiment	rat	contextual_support	medium	Baumann et al. 2020; chronic hemisection mechanics	Chronic scar softening paralleled cavitation, altered CNS-cell content, and dysregulated GAG/HA composition.	No receptor binding or receptor-proximal signaling assay; fresh-section hemisection mechanics are not directly equivalent to contusion or in-vivo mechanics.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M23B-EVID-000007	M23A-B001-EVID-006	M23B-E000006	primary_research_paper	PMID:40317093; PMCID:PMC12048928; DOI:10.1186/s40478-025-01995-0	primary_experiment	rat	contextual_support	medium-high	Stepankova et al. 2025; alpha9-integrin/kindlin-1 intervention	Activated alpha9 integrin/kindlin-1 supported axon regeneration through laminin-111/tenascin-C-positive bridges, rostral extension, cFos/VGLUT-associated structures, and sensory recovery.	No biochemical alpha9beta1-ligand binding or FAK/SRC assay; no alpha9-only group; no motor CST test; matrix localization does not prove direct binding.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M23B-EVID-000008	M23A-B001-EVID-007	M23B-E000007	primary_research_paper	PMID:40876929; PMCID:PMC12394907; DOI:10.26508/lsa.202503469	primary_experiment	mouse	contextual_support	medium-high	Morozumi et al. 2025; glycan/ECM and SCI recovery study	Double deficiency reduced monocyte/macrophage accumulation and fibronectin/collagen ECM programs, increased 5-HT fibers and white-matter preservation, and improved BMS recovery.	No direct receptor-binding or receptor-proximal experiment; constitutive non-cell-specific KO; proposed CD44/hyaluronan and Siglec mechanisms were not tested.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
