evidence_id	regulator_key	regulator_symbol	species_scope	evidence_layer	support_kind	cell_or_model	assay_or_perturbation	observation	effect_direction	primary_citation	corroborating_citation	route_or_module_relevance	target_pair_scope	exportable	canonical_write_performed	limitations
public_tf_evidence_batch004_regulator_gmeb2	gmeb2	GMEB2	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human transcriptional and cancer-cell models	ChIP-qPCR, knockdown, promoter-reporter, and DNA/protein interaction assays	GMEB2 has regulator-level evidence at non-queued genes including ADRM1 and at glucocorticoid-modulated regulatory elements, but no queued ACKR2/ADAM17/ADAM22/ADGRB3 relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC9776391/	https://pubmed.ncbi.nlm.nih.gov/9651376/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch004_regulator_znf316	znf316	ZNF316	human	regulator_identity_and_regulatory_capacity	authoritative_binding_dataset_only	human K-562 cells	ReMap ChIP-seq occupancy resource	An authoritative ReMap occupancy record exists for ZNF316 in K-562 cells, but no validated target-level perturbation or queued ACVR1/ADAM12/ADAM9/ADGRL1 relationship was established.	queued-pair direction not established	https://remap.univ-amu.fr/target_page/ZNF316%3A9606		regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch004_regulator_hes5	hes5	HES5	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse neural developmental and myelinating models	HES5 perturbation, ChIP/occupancy, and target-expression assays	HES5 has direct regulator-level evidence at non-queued genes including Sox9 and Mbp, but no queued Actr2/Acvr1/Acvr1c/Adam22 relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC4920244/	https://pmc.ncbi.nlm.nih.gov/articles/PMC1618116/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch004_regulator_myrf	myrf	MYRF	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	vertebrate oligodendrocyte/myelinating models	MYRF ChIP-seq, enhancer/reporter, knockout, and myelin-gene expression assays	MYRF has direct regulator-level evidence at non-queued myelin genes including Mbp, Plp1, Mag, Cntn2, and Trf, but no queued ACKR2/ADAM10/ADAM17/ADAM22 relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC3742440/	https://pmc.ncbi.nlm.nih.gov/articles/PMC8600034/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch004_regulator_tgif2	tgif2	TGIF2	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human cancer and pluripotency models	promoter/target-expression perturbation and transcriptional assays	TGIF2 has regulator-level evidence at non-queued genes including FUT8 and OCT4, but no queued A2M/ABCA1/ACKR2/ACTR2 relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC5649440/	https://pmc.ncbi.nlm.nih.gov/articles/PMC6908606/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch004_regulator_zxdc	zxdc	ZXDC	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human CIITA/MHC class II transcription models	protein interaction, promoter/transcription assays, overexpression, and silencing	ZXDC has regulator-level evidence in CIITA-dependent MHC class II transcription, but no queued ACVR1/ADAM2/ADGRE5/ADGRL1 relationship was found.	queued-pair direction not established	https://pubmed.ncbi.nlm.nih.gov/16600381/	https://www.sciencedirect.com/science/article/pii/S0022283607004950	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch004_regulator_znf281	znf281	ZNF281	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human neuroblastoma and differentiation models	ChIP-qPCR, expression perturbation, and functional differentiation assays	ZNF281 has direct regulator-level evidence at non-queued genes including GDNF and NRP2, but no queued ADGRE5/ADGRL1/ADM/ADORA2A relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC6048510/	https://pubmed.ncbi.nlm.nih.gov/31782884/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch004_regulator_hoxa13	hoxa13	HOXA13	mouse	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	mouse placental and embryonic fibroblast models	ChIP/ChIP-chip, EMSA, promoter-reporter, and loss-of-function/overexpression assays	HOXA13 has direct mouse regulator-level evidence at non-queued genes including Tie2, Foxf1, and Enpp2, but no queued Abca1/Adam12/Adam23/Adgrl1 relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC2367452/	https://pmc.ncbi.nlm.nih.gov/articles/PMC1301594/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch004_regulator_znf3	znf3	ZNF3	human	regulator_identity_and_regulatory_capacity	no_qualifying_primary_regulator_evidence_located	human annotation and genomic resources	no qualifying primary target-gene assay located	No qualifying primary regulator-level mechanistic paper was located in the bounded search, and no queued A2M/ACTR2/ACVR1/ADAM10 relationship was found.	queued-pair direction not established			regulator-level evidence not established	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
public_tf_evidence_batch004_regulator_znf692	znf692	ZNF692	human	regulator_identity_and_regulatory_capacity	primary_literature_regulator_level	human osteosarcoma and HEK293 models	ChIP-qPCR, promoter-reporter, overexpression/knockdown, and ENCODE ChIP-seq	ZNF692 has direct regulator-level evidence at non-queued genes including TNK2 and KAT5, but no queued ABCA1/ACTR2/ACVR1/ANGPTL2 relationship was found.	queued-pair direction not established	https://pmc.ncbi.nlm.nih.gov/articles/PMC11034355/	https://www.encodeproject.org/experiments/ENCSR418MKG/	regulator-level evidence only	not evidence for queued exact pairs; no Module 22B edge or upstream relay inferred	false	false	Regulator-level evidence does not establish the queued target relationship, target-cell presence in SCI, downstream activation, or upstream relay.
