expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_chain_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	primary_locator	citation_note	evidence_summary	limitations	curation_status	species_context	cell_type_context	assay_or_perturbation	effect_polarity	source_scope	route_evidence_id
M21B-LITEXP-6665	M21B-DOWNSTREAM:02416	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										EPOR pY429/Y431 site-set-PIK3R1/PIK3R2 p85 documented translocation_or_localization_readout	EPOR-pY429-Y431-p85-trafficking	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001048;M21B-EVID-000991;M21B-DOWNSTREAM-EVID:003786;PMID:19336760; PMCID:PMC2686193	M21B-LITEXP-6665	M21B-DOWNSTREAM-EVID:003786	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	translocation_or_localization_readout	PMID:19336760; PMCID:PMC2686193	Review lead: PMCID:PMC5410625, cytokine receptor endocytosis review; review-cited primary: PMID:19336760; PMCID:PMC2686193; primary locator: PMID:19336760; PMCID:PMC2686193	Primary-supported claim: The review-mapped primary shows the EPO receptor Y429/Y431 site-set contributes to p85alpha/beta association and clathrin-mediated internalization, with site-mutant and knockdown support Primary model/assay: EPO-stimulated gamma2A/JAK2 cells expressing EPOR single-site/add-back mutants, p85alpha/beta knockdown, clathrin internalization assays and fetal-liver/BaF3 erythroid context	Promote the site-set edge rather than separate exclusive PIK3R1 or PIK3R2 atoms; preserve mutual redundancy with Y479, trafficking/negative-regulatory semantics, murine erythroid context and no CNS/SCI inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	as stated in primary model/assay	EPO-stimulated gamma2A/JAK2 cells expressing EPOR single-site/add-back mutants, p85alpha/beta knockdown, clathrin internalization assays and fetal-liver/BaF3 erythroid context	not_reported	unknown	direct_edge	LITEXP:002546
M21B-LITEXP-6666	M21B-DOWNSTREAM:02418	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										FLT3 pY955-GRAP2/GADS documented phosphorylation_or_activation_readout	FLT3-pY955-GADS	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001060;M21B-EVID-001003;M21B-DOWNSTREAM-EVID:003788;PMID:26895103; PMCID:PMC4924701	M21B-LITEXP-6666	M21B-DOWNSTREAM-EVID:003788	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:26895103; PMCID:PMC4924701	Review lead: DOI:10.1152/physrev.00029.2018, FLT3 signaling review; review-cited primary: PMID:26895103; PMCID:PMC4924701; primary locator: PMID:26895103; PMCID:PMC4924701	Primary-supported claim: The review-mapped primary maps GADS association to FLT3 pY955 using phosphopeptide and receptor-mutant assays and reports enhanced FLT3 signaling when GADS is expressed Primary model/assay: Ligand-stimulated wild-type FLT3 and FLT3-ITD hematopoietic/AML systems, FLT3 phosphosite mapping, GADS SH2-domain/phosphopeptide binding and receptor-mutant signaling assays	Promote the bounded pY955-GADS docking branch; preserve the hematopoietic/FLT3-ITD context, overlap with GRB2 sites, and no terminal-TF or SCI inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	as stated in primary model/assay	Ligand-stimulated wild-type FLT3 and FLT3-ITD hematopoietic/AML systems, FLT3 phosphosite mapping, GADS SH2-domain/phosphopeptide binding and receptor-mutant signaling assays	not_reported	unknown	direct_edge	LITEXP:002547
M21B-LITEXP-6667	M21B-DOWNSTREAM:02419	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										FLT3 pY969-GRAP2/GADS documented phosphorylation_or_activation_readout	FLT3-pY969-GADS	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001061;M21B-EVID-001004;M21B-DOWNSTREAM-EVID:003789;PMID:26895103; PMCID:PMC4924701	M21B-LITEXP-6667	M21B-DOWNSTREAM-EVID:003789	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:26895103; PMCID:PMC4924701	Review lead: DOI:10.1152/physrev.00029.2018, FLT3 signaling review; review-cited primary: PMID:26895103; PMCID:PMC4924701; primary locator: PMID:26895103; PMCID:PMC4924701	Primary-supported claim: The review-mapped primary maps a secondary GADS association site to FLT3 pY969 using phosphopeptide and receptor-mutant assays, with downstream signaling enhancement in FLT3 systems Primary model/assay: Ligand-stimulated wild-type FLT3 and FLT3-ITD hematopoietic/AML systems, FLT3 phosphosite mapping, GADS SH2-domain/phosphopeptide binding and receptor-mutant signaling assays	Promote the lower-efficiency/secondary pY969-GADS docking branch separately from pY955; preserve overlap with GRB2 sites, FLT3-ITD context, and no terminal-TF or SCI inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	as stated in primary model/assay	Ligand-stimulated wild-type FLT3 and FLT3-ITD hematopoietic/AML systems, FLT3 phosphosite mapping, GADS SH2-domain/phosphopeptide binding and receptor-mutant signaling assays	not_reported	unknown	direct_edge	LITEXP:002548
M21B-LITEXP-6668	M21B-DOWNSTREAM:02420	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										FLT3 pY969-GRB2 documented phosphorylation_or_activation_readout	FLT3-pY969-GRB2	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001062;M21B-EVID-001005;M21B-DOWNSTREAM-EVID:003790;PMID:31217189; PMCID:PMC6688430	M21B-LITEXP-6668	M21B-DOWNSTREAM-EVID:003790	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:31217189; PMCID:PMC6688430	Review lead: DOI:10.1152/physrev.00029.2018, FLT3 signaling review; review-cited primary: PMID:31217189; PMCID:PMC6688430; primary locator: PMID:31217189; PMCID:PMC6688430	Primary-supported claim: The review-mapped primary provides phosphotyrosine-dependent FLT3 pY969 interaction with the GRB2 SH2 domain and links the site to FLT3-ITD signaling, with methylation-dependent affinity modulation Primary model/assay: FLT3-ITD AML cells, FLT3 pY969 phosphopeptide and GST-GRB2 SH2 binding assays, Y969F receptor mutant and PRMT1/methylation perturbation systems	Promote the bounded pY969-GRB2 docking branch with the FLT3-ITD and R972/973 methylation caveat; do not generalize to wild-type FLT3 or infer terminal-TF/SCI function. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	as stated in primary model/assay	FLT3-ITD AML cells, FLT3 pY969 phosphopeptide and GST-GRB2 SH2 binding assays, Y969F receptor mutant and PRMT1/methylation perturbation systems	not_reported	unknown	direct_edge	LITEXP:002549
M21B-LITEXP-6669	M21B-DOWNSTREAM:02422	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										ROS1/c-ROS pY2267-PTPN6/SHP1 documented phosphorylation_or_activation_readout	ROS1-pY2267-PTPN6	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001088;M21B-EVID-001031;M21B-DOWNSTREAM-EVID:003792;PMID:11266449	M21B-LITEXP-6669	M21B-DOWNSTREAM-EVID:003792	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:11266449	Review lead: PMCID:PMC4348976, ROS1 signaling review; PMCID:PMC2199605, Ros/SHP1 signaling study review context; review-cited primary: PMID:11266449; primary locator: PMID:11266449	Primary-supported claim: Primary biochemical, yeast two-hybrid and cell assays show direct SHP-1 association with Ros phosphotyrosine 2267, Ros dephosphorylation and suppression of Ros-dependent growth/transformation Primary model/assay: Human and mouse Ros/TrkA-Ros systems; yeast two-hybrid, GST pull-down, phosphosite mutants, HEK293 dephosphorylation assays, NIH3T3 growth/transformation and viable-motheaten epididymal epithelium	Promote direct inhibitory Ros pY2267-SHP1 binding/dephosphorylation; preserve the orphan-RTK and epithelial/TrkA-Ros model boundary and no SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	human; mouse	Human and mouse Ros/TrkA-Ros systems; yeast two-hybrid, GST pull-down, phosphosite mutants, HEK293 dephosphorylation assays, NIH3T3 growth/transformation and viable-motheaten epididymal epithelium	not_reported	unknown	direct_edge	LITEXP:002550
M21B-LITEXP-6670	M21B-DOWNSTREAM:02423	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										EGFR pY992-PLCG1 documented phosphorylation_or_activation_readout	EGFR-pY992-PLCG1	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001090;M21B-EVID-001033;M21B-DOWNSTREAM-EVID:003793;PMID:1537335; PMID:1729595; PMCID:PMC556487	M21B-LITEXP-6670	M21B-DOWNSTREAM-EVID:003793	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:1537335; PMID:1729595; PMCID:PMC556487	Review lead: PMCID:PMC4605717, EGFR phosphosite docking section; review-cited primary: PMID:1537335; PMID:1729595; PMCID:PMC556487; primary locator: PMID:1537335; PMID:1729595; PMCID:PMC556487	Primary-supported claim: Primary phosphotyrosine binding and Y992F studies support PLCgamma1 docking at EGFR pY992 and loss of EGF-induced inositol-phosphate signaling Primary model/assay: EGFR phosphotyrosine peptide/SH2 binding and dephosphorylation-protection assays; EGF-stimulated EGFR Y992F cellular association and inositol-phosphate readouts	Promote site-specific pY992-PLCgamma1 docking with bounded lipid/Ca2+ relay; preserve site redundancy and no SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	as stated in primary model/assay	EGFR phosphotyrosine peptide/SH2 binding and dephosphorylation-protection assays; EGF-stimulated EGFR Y992F cellular association and inositol-phosphate readouts	not_reported	unknown	direct_edge	LITEXP:002551
M21B-LITEXP-6671	M21B-DOWNSTREAM:02424	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										KIT pY568-CBL documented translocation_or_localization_readout	KIT-pY568-CBL	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001095;M21B-EVID-001038;M21B-DOWNSTREAM-EVID:003794;PMID:16780420; PMCID:PMC1570160	M21B-LITEXP-6671	M21B-DOWNSTREAM-EVID:003794	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	translocation_or_localization_readout	PMID:16780420; PMCID:PMC1570160	Review lead: PMCID:PMC9519160, KIT phosphosite/signaling section; review-cited primary: PMID:16780420; PMCID:PMC1570160; primary locator: PMID:16780420; PMCID:PMC1570160	Primary-supported claim: SCF-stimulated c-Kit phosphopeptide binding, pY568 mutation and ubiquitination/internalization assays support CBL docking and receptor downregulation Primary model/assay: SCF-stimulated COS-1, PAE and Ba/F3 c-Kit systems with pY568/pY936 phosphopeptides, receptor mutants, CBL binding, ubiquitination and internalization assays	Promote pY568-CBL receptor attenuation/trafficking; preserve the second CBL site and Src-dependent CBL activation caveat. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	as stated in primary model/assay	SCF-stimulated COS-1, PAE and Ba/F3 c-Kit systems with pY568/pY936 phosphopeptides, receptor mutants, CBL binding, ubiquitination and internalization assays	not_reported	unknown	direct_edge	LITEXP:002552
M21B-LITEXP-6672	M21B-DOWNSTREAM:02425	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										KIT pY568-SOCS6 documented phosphorylation_or_activation_readout	KIT-pY568-SOCS6	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001097;M21B-EVID-001040;M21B-DOWNSTREAM-EVID:003795;PMID:21030588; PMCID:PMC3013007; PMID:14707129	M21B-LITEXP-6672	M21B-DOWNSTREAM-EVID:003795	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:21030588; PMCID:PMC3013007; PMID:14707129	Review lead: PMCID:PMC9519160, KIT phosphosite/signaling section; review-cited primary: PMID:21030588; PMCID:PMC3013007; PMID:14707129; primary locator: PMID:21030588; PMCID:PMC3013007; PMID:14707129	Primary-supported claim: Human c-KIT pY568 peptide binds the SOCS6 SH2 domain with structural/ITC support, with c-Kit mutation and cellular turnover corroboration Primary model/assay: Human c-KIT pY568 peptide/SOCS6 SH2 crystal and ITC assays with SCF-stimulated receptor ubiquitination/turnover and Ba/F3, MEF or COS-7 functional systems	Promote direct pY568-SOCS6 feedback; preserve human Y568 versus functional-paper Y567 numbering and no generic KIT claim. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	human	Human c-KIT pY568 peptide/SOCS6 SH2 crystal and ITC assays with SCF-stimulated receptor ubiquitination/turnover and Ba/F3, MEF or COS-7 functional systems	not_reported	unknown	direct_edge	LITEXP:002553
M21B-LITEXP-6673	M21B-DOWNSTREAM:02426	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										CSF1R pY697-GRB2 documented cellular_functional_readout	CSF1R-pY697-GRB2	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001098;M21B-EVID-001041;M21B-DOWNSTREAM-EVID:003796;PMID:8262059; PMCID:PMC413778	M21B-LITEXP-6673	M21B-DOWNSTREAM-EVID:003796	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:8262059; PMCID:PMC413778	Review lead: PMCID:PMC8080670, CSF1R phosphosite signaling section; PMCID:PMC86204, CSF1R signaling review; review-cited primary: PMID:8262059; PMCID:PMC413778; primary locator: PMID:8262059; PMCID:PMC413778	Primary-supported claim: Murine CSF1R Y697F/Y721F mutants and phosphopeptide assays support ligand-dependent Grb2 association with the Y697 site and bounded morphology/growth outputs Primary model/assay: Murine CSF1R mutants in Rat-2 fibroblasts with CSF1 stimulation, phosphopeptide binding, Grb2 association, morphology and growth assays	Promote murine pY697-Grb2 docking with bounded Ras/ERK context; preserve species numbering and distinguish pY721-PI3K. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	mouse; rat	Murine CSF1R mutants in Rat-2 fibroblasts with CSF1 stimulation, phosphopeptide binding, Grb2 association, morphology and growth assays	not_reported	unknown	direct_edge	LITEXP:002554
M21B-LITEXP-6674	M21B-DOWNSTREAM:02427	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										PDGFRB pY771-RasGAP documented phosphorylation_or_activation_readout	PDGFRB-pY771-RasGAP	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001101;M21B-EVID-001044;M21B-DOWNSTREAM-EVID:003797;PMID:1375321; PMCID:PMC364446; PMID:10229199	M21B-LITEXP-6674	M21B-DOWNSTREAM-EVID:003797	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:1375321; PMCID:PMC364446; PMID:10229199	Review lead: PMCID:PMC3721287, PDGFR SH2 docking table; PMCID:PMC7722362, PDGFR phosphosite discussion; review-cited primary: PMID:1375321; PMCID:PMC364446; PMID:10229199; primary locator: PMID:1375321; PMCID:PMC364446; PMID:10229199	Primary-supported claim: PDGFRbeta pY771 mutation and phosphopeptide assays support GAP-family docking and negative Ras regulation in receptor mutant systems Primary model/assay: TRMP canine kidney epithelial PDGFRbeta mutants with purified GAP/PI3K binding and intact-cell assays, with dimer-specific PDGFRalpha/beta context	Promote only the gene-unresolved RasGAP-class docking edge; do not rename the target RASA1 or infer a terminal transcriptional effect. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	as stated in primary model/assay	TRMP canine kidney epithelial PDGFRbeta mutants with purified GAP/PI3K binding and intact-cell assays, with dimer-specific PDGFRalpha/beta context	not_reported	unknown	direct_edge	LITEXP:002555
