"extraction_id"	"module"	"b_evidence_id"	"canonical_paper_key"	"source_locator"	"resolved_pmid"	"resolved_pmcid"	"resolved_doi"	"resolution_status"	"resolution_basis"	"authoritative_source"	"source_metadata_title"	"source_metadata_authors"	"source_metadata_year"	"source_metadata_journal"	"source_metadata_abstract"	"source_metadata_url"
"M20B-P2-R-002077"	"20B"	"M20B-EVID-002097"	"unknown"	"local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B184_PMC2141641_THBS1_CD36_fulltext.html; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B184_THBS1_CD36_CD47_pubmed.xml"	"9245797"	""	"10.1083/jcb.138.3.707"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B184_PMC2141641_THBS1_CD36_fulltext.html"	"CD36 Mediates the In Vitro Inhibitory Effects of Thrombospondin-1 on Endothelial Cells"	"David W Dawson; S Frieda A Pearce; Ruiqin Zhong; Roy L Silverstein; William A Frazier; Noël P Bouck"	"1997"	"The Journal of Cell Biology"	""	"https://pmc.ncbi.nlm.nih.gov/articles/PMC2141641/"
"P2FALLBACK-20B-M20B-EVID-004606-P2-FUNC"	"20B"	"M20B-EVID-004606-P2-FUNC"	""	"PMID:28795439; PMCID:PMC5724489; DOI:10.1002/glia.23198; PMID:23690594; DOI:10.1073/pnas.1219004110; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_PMC5724489_fulltext.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_selected_records.xml"	"28795439"	"PMC5724489"	"10.1002/glia.23198"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_PMC5724489_fulltext.xml"	"G protein‐coupled receptor 37‐like 1 modulates astrocyte glutamate transporters and neuronal NMDA receptors and is neuroprotective in ischemia"	"Sarah Jolly; Narges Bazargani; Alejandra C. Quiroga; Nigel P. Pringle; David Attwell; William D. Richardson; Huiliang Li"	"2017"	""	"Abstract We show that the G protein‐coupled receptor GPR37‐like 1 (GPR37L1) is expressed in most astrocytes and some oligodendrocyte precursors in the mouse central nervous system. This contrasts with GPR37, which is mainly in mature oligodendrocytes. Comparison of wild type and Gpr37l1 –/– mice showed that loss of GPR37L1 did not affect the input resistance or resting potential of astrocytes or neurons in the hippocampus. However, GPR37L1‐mediated signalling inhibited astrocyte glutamate transporters and – surprisingly, given its lack of expression in neurons – reduced neuronal NMDA receptor (NMDAR) activity during prolonged activation of the receptors as occurs in ischemia. This effect on NMDAR signalling was not mediated by a change in the release of D‐serine or TNF‐α, two astrocyte‐derived agents known to modulate NMDAR function. After middle cerebral artery occlusion, Gpr37l1 expression was increased around the lesion. Neuronal death was increased by ∼40% in Gpr37l1 –/– brain compared to wild type in an in vitro model of ischemia. Thus, GPR37L1 protects neurons during ischemia, presumably by modulating extracellular glutamate concentration and NMDAR activation."	"https://pubmed.ncbi.nlm.nih.gov/28795439/"
"P2FALLBACK-20B-M20B-EVID-004673-P2-FUNC"	"20B"	"M20B-EVID-004673-P2-FUNC"	""	"PMID:25847683; PMCID:PMC4592361; DOI:10.1111/nyas.12750; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PTH_LRP6_primary_fulltext.xml"	"25847683"	"PMC4592361"	"10.1111/nyas.12750"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PTH_LRP6_primary_fulltext.xml"	"Lipoprotein receptor–related protein 6 is required for parathyroid hormone–induced Sost suppression"	"Changjun Li; Weishan Wang; Liang Xie; Xianghang Luo; Xu Cao; Mei Wan"	"2015"	""	"Parathyroid hormone (PTH) suppresses the expression of a bone formation inhibitor sclerostin ( Sost ) in osteocytes by inducing nuclear accumulation of histone deacetylases (HDACs) to inhibit the myocyte enhancer factor 2 (MEF2)-dependent Sost bone enhancer. Previous studies revealed that lipoprotein receptor–related protein 6 (LRP6) mediates the intracellular signaling activation and the anabolic bone effect of PTH. Here, we investigated whether LRP6 mediates the inhibitory effect of PTH on Sost using an osteoblast-specific LRP6-deficient (LRP6-KO) mouse model. An increased level of Sost mRNA expression was detected in femur tissue from LRP6-KO mice, compared to wild-type littermates. The number of osteocytes expressing sclerostin was also increased in bone tissue of LRP6-KO mice, indicating a negative regulatory role of LRP6 on Sost /sclerostin. In wild-type mice, intermittent PTH treatment significantly suppressed Sost mRNA expression in bone and the number of sclerostin + osteocytes, while the effect of PTH was much less significant in LRP6-KO mice. Additionally, PTH-induced down-regulation of MEF2C and 2D, as well as HDAC changes in osteocytes, were abrogated in LRP6-KO mice. These data indicate that LRP6 is required for PTH suppression of Sost expression."	"https://pubmed.ncbi.nlm.nih.gov/25847683/"
"P2FALLBACK-20B-M20B-EVID-004673-P2-RELAY"	"20B"	"M20B-EVID-004673-P2-RELAY"	""	"PMID:18981475; DOI:10.1101/gad.1702708; PMID:21406690; DOI:10.1126/scisignal.2001464; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PTH_LRP6_selected_records.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PTH_LRP6_primary_fulltext.xml"	"25847683"	"PMC4592361"	"10.1111/nyas.12750"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PTH_LRP6_primary_fulltext.xml"	"Lipoprotein receptor–related protein 6 is required for parathyroid hormone–induced Sost suppression"	"Changjun Li; Weishan Wang; Liang Xie; Xianghang Luo; Xu Cao; Mei Wan"	"2015"	""	"Parathyroid hormone (PTH) suppresses the expression of a bone formation inhibitor sclerostin ( Sost ) in osteocytes by inducing nuclear accumulation of histone deacetylases (HDACs) to inhibit the myocyte enhancer factor 2 (MEF2)-dependent Sost bone enhancer. Previous studies revealed that lipoprotein receptor–related protein 6 (LRP6) mediates the intracellular signaling activation and the anabolic bone effect of PTH. Here, we investigated whether LRP6 mediates the inhibitory effect of PTH on Sost using an osteoblast-specific LRP6-deficient (LRP6-KO) mouse model. An increased level of Sost mRNA expression was detected in femur tissue from LRP6-KO mice, compared to wild-type littermates. The number of osteocytes expressing sclerostin was also increased in bone tissue of LRP6-KO mice, indicating a negative regulatory role of LRP6 on Sost /sclerostin. In wild-type mice, intermittent PTH treatment significantly suppressed Sost mRNA expression in bone and the number of sclerostin + osteocytes, while the effect of PTH was much less significant in LRP6-KO mice. Additionally, PTH-induced down-regulation of MEF2C and 2D, as well as HDAC changes in osteocytes, were abrogated in LRP6-KO mice. These data indicate that LRP6 is required for PTH suppression of Sost expression."	"https://pubmed.ncbi.nlm.nih.gov/25847683/"
"P2FALLBACK-20B-M20B-EVID-004691-P2-FUNC"	"20B"	"M20B-EVID-004691-P2-FUNC"	""	"PMID:31294061; PMCID:PMC5709830; DOI:10.1016/j.dib.2019.104112; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RETN_CAP1_primary_fulltext.xml"	"31294061"	"PMC6595414"	"10.1016/j.dib.2019.104112"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RETN_CAP1_primary_fulltext.xml"	"Resistin and adenylyl cyclase-associated protein 1 (CAP1) regulate the expression of genes related to insulin resistance in BNL CL.2 mouse liver cells"	"Dimiter Avtanski; Karin Chen; Leonid Poretsky"	"2019"	""	"Resistin is an adipokine produced in white adipose tissue that is thought to modulate insulin sensitivity in peripheral tissues (such as liver, skeletal muscle or adipose tissue). Human and murine resistin molecules share only about 60% sequence homology. [1] Contrary to humans, in which resistin is secreted mostly by macrophages, Park and Ahima 2013 resistin in rodents is produced primarily by the mature adipocytes of the white adipose tissue. Although resistin can bind to toll-like receptor 4 (TLF4) activating proinflammatory responses in human and rodents, [3] , [4] , [5] , [6] , [7] , [8] the inflammatory actions of resistin in human monocytes were found to be mediated by resistin binding to adenylyl cyclase-associated protein 1 (CAP1). [9] In this study, we aimed to investigate the in vitro effects of resistin on the expression of various genes related to insulin resistance in mouse liver cells. Using BNL CL.2 cells, we investigated the effect of resistin in untransfected or CAP1 siRNA-transfected cells on the expression of 84 key genes involved in insulin resistance."	"https://pubmed.ncbi.nlm.nih.gov/31294061/"
"P2FALLBACK-20B-M20B-EVID-004699-P2-DIRECT"	"20B"	"M20B-EVID-004699-P2-DIRECT"	""	"PMID:23744777; DOI:10.1126/science.1232322; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RGMB_NEO1_selected_records.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RGMB_NEO1_primary_fulltext.xml"	"23744777"	"PMC4730555"	"10.1126/science.1232322"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RGMB_NEO1_primary_fulltext.xml"	"Structure of the Repulsive Guidance Molecule (RGM)—Neogenin Signaling Hub"	"Christian H. Bell; Eleanor Healey; Susan van Erp; Benjamin Bishop; Chenxiang Tang; Robert J.C. Gilbert; A. Radu Aricescu; R. Jeroen Pasterkamp; Christian Siebold"	"2013"	""	"Repulsive guidance molecule family members (RGMs) control fundamental and diverse cellular processes, including motility and adhesion, immune cell regulation, and systemic iron metabolism. However, it is not known how RGMs initiate signaling through their common cell-surface receptor, neogenin (NEO1). Here, we present crystal structures of the NEO1 RGM-binding region and its complex with human RGMB (also called dragon). The RGMB structure reveals a previously unknown protein fold and a functionally important autocatalytic cleavage mechanism and provides a framework to explain numerous disease-linked mutations in RGMs. In the complex, two RGMB ectodomains conformationally stabilize the juxtamembrane regions of two NEO1 receptors in a pH-dependent manner. We demonstrate that all RGM-NEO1 complexes share this architecture, which therefore represents the core of multiple signaling pathways."	"https://pubmed.ncbi.nlm.nih.gov/23744777/"
"P2FALLBACK-20B-M20B-EVID-004699-P2-PATHWAY"	"20B"	"M20B-EVID-004699-P2-PATHWAY"	""	"PMID:32576689; PMCID:PMC7354924; DOI:10.1073/pnas.2000561117; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RGMB_NEO1_primary_fulltext.xml"	"23744777"	"PMC4730555"	"10.1126/science.1232322"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RGMB_NEO1_primary_fulltext.xml"	"Structure of the Repulsive Guidance Molecule (RGM)—Neogenin Signaling Hub"	"Christian H. Bell; Eleanor Healey; Susan van Erp; Benjamin Bishop; Chenxiang Tang; Robert J.C. Gilbert; A. Radu Aricescu; R. Jeroen Pasterkamp; Christian Siebold"	"2013"	""	"Repulsive guidance molecule family members (RGMs) control fundamental and diverse cellular processes, including motility and adhesion, immune cell regulation, and systemic iron metabolism. However, it is not known how RGMs initiate signaling through their common cell-surface receptor, neogenin (NEO1). Here, we present crystal structures of the NEO1 RGM-binding region and its complex with human RGMB (also called dragon). The RGMB structure reveals a previously unknown protein fold and a functionally important autocatalytic cleavage mechanism and provides a framework to explain numerous disease-linked mutations in RGMs. In the complex, two RGMB ectodomains conformationally stabilize the juxtamembrane regions of two NEO1 receptors in a pH-dependent manner. We demonstrate that all RGM-NEO1 complexes share this architecture, which therefore represents the core of multiple signaling pathways."	"https://pubmed.ncbi.nlm.nih.gov/23744777/"
"P2FALLBACK-20B-M20B-EVID-004699-P2-RELAY"	"20B"	"M20B-EVID-004699-P2-RELAY"	""	"PMID:23744777; DOI:10.1126/science.1232322; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RGMB_NEO1_primary_fulltext.xml"	"23744777"	"PMC4730555"	"10.1126/science.1232322"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RGMB_NEO1_primary_fulltext.xml"	"Structure of the Repulsive Guidance Molecule (RGM)—Neogenin Signaling Hub"	"Christian H. Bell; Eleanor Healey; Susan van Erp; Benjamin Bishop; Chenxiang Tang; Robert J.C. Gilbert; A. Radu Aricescu; R. Jeroen Pasterkamp; Christian Siebold"	"2013"	""	"Repulsive guidance molecule family members (RGMs) control fundamental and diverse cellular processes, including motility and adhesion, immune cell regulation, and systemic iron metabolism. However, it is not known how RGMs initiate signaling through their common cell-surface receptor, neogenin (NEO1). Here, we present crystal structures of the NEO1 RGM-binding region and its complex with human RGMB (also called dragon). The RGMB structure reveals a previously unknown protein fold and a functionally important autocatalytic cleavage mechanism and provides a framework to explain numerous disease-linked mutations in RGMs. In the complex, two RGMB ectodomains conformationally stabilize the juxtamembrane regions of two NEO1 receptors in a pH-dependent manner. We demonstrate that all RGM-NEO1 complexes share this architecture, which therefore represents the core of multiple signaling pathways."	"https://pubmed.ncbi.nlm.nih.gov/23744777/"
"P2FALLBACK-20B-M20B-EVID-004849-P2-DIRECT"	"20B"	"M20B-EVID-004849-P2-DIRECT"	""	"PMID:20010807; PMCID:PMC2842559; DOI:10.1038/nature08628; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SEMA3F_NRP2_PLXNA3_PMC2842559_fulltext.xml"	"20010807"	"PMC2842559"	"10.1038/nature08628"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SEMA3F_NRP2_PLXNA3_PMC2842559_fulltext.xml"	"Secreted Semaphorins Control Spine Distribution and Morphogenesis in the Postnatal CNS"	"Tracy S. Tran; Maria E. Rubio; Roger L. Clem; Dontais Johnson; Lauren Case; Marc Tessier-Lavigne; Richard L. Huganir; David D. Ginty; Alex L. Kolodkin"	"2009"	""	"The majority of excitatory synapses in the mammalian CNS are formed on dendritic spines 1 , and spine morphology and distribution are critical for synaptic transmission 2 – 6 , synaptic integration and plasticity 7 . Here, we show that a secreted semaphorin, Sema3F, is a negative regulator of spine development and synaptic structure. Mice with null mutations in genes encoding Sema3F, and its holoreceptor components neuropilin-2 (Npn-2) and plexinA3 (PlexA3), exhibit increased dentate gyrus (DG) granule cell (GC) and cortical layer V pyramidal neuron spine number and size, and also aberrant spine distribution. Moreover, Sema3F promotes loss of spines and excitatory synapses in dissociated neurons in vitro , and in Npn-2 −/− brain slices cortical layer V and DG GCs exhibit increased mEPSC frequency. In contrast, a distinct Sema3A–Npn-1/PlexA4 signaling cascade controls basal dendritic arborization in layer V cortical neurons but does not influence spine morphogenesis or distribution. These disparate effects of secreted semaphorins are reflected in the restricted dendritic localization of Npn-2 to apical dendrites and of Npn-1 to all dendrites of cortical pyramidal neurons. Therefore, Sema3F signaling controls spine distribution along select dendritic processes, and distinct secreted semaphorin signaling events orchestrate CNS connectivity through the differential control of spine morphogenesis, synapse formation, and the elaboration of dendritic morphology."	"https://pubmed.ncbi.nlm.nih.gov/20010807/"
"P2FALLBACK-20B-M20B-EVID-004849-P2-FUNC"	"20B"	"M20B-EVID-004849-P2-FUNC"	""	"PMID:20010807; PMCID:PMC2842559; DOI:10.1038/nature08628; PMID:29154130; DOI:10.1016/j.neuron.2017.10.029; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SEMA3F_NRP2_PLXNA3_PMC2842559_fulltext.xml"	"20010807"	"PMC2842559"	"10.1038/nature08628"	"resolved_authoritative_unkeyed_local_artifact"	"one metadata-bearing local artifact record carried a unique PMID for this extraction row"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SEMA3F_NRP2_PLXNA3_PMC2842559_fulltext.xml"	"Secreted Semaphorins Control Spine Distribution and Morphogenesis in the Postnatal CNS"	"Tracy S. Tran; Maria E. Rubio; Roger L. Clem; Dontais Johnson; Lauren Case; Marc Tessier-Lavigne; Richard L. Huganir; David D. Ginty; Alex L. Kolodkin"	"2009"	""	"The majority of excitatory synapses in the mammalian CNS are formed on dendritic spines 1 , and spine morphology and distribution are critical for synaptic transmission 2 – 6 , synaptic integration and plasticity 7 . Here, we show that a secreted semaphorin, Sema3F, is a negative regulator of spine development and synaptic structure. Mice with null mutations in genes encoding Sema3F, and its holoreceptor components neuropilin-2 (Npn-2) and plexinA3 (PlexA3), exhibit increased dentate gyrus (DG) granule cell (GC) and cortical layer V pyramidal neuron spine number and size, and also aberrant spine distribution. Moreover, Sema3F promotes loss of spines and excitatory synapses in dissociated neurons in vitro , and in Npn-2 −/− brain slices cortical layer V and DG GCs exhibit increased mEPSC frequency. In contrast, a distinct Sema3A–Npn-1/PlexA4 signaling cascade controls basal dendritic arborization in layer V cortical neurons but does not influence spine morphogenesis or distribution. These disparate effects of secreted semaphorins are reflected in the restricted dendritic localization of Npn-2 to apical dendrites and of Npn-1 to all dendrites of cortical pyramidal neurons. Therefore, Sema3F signaling controls spine distribution along select dendritic processes, and distinct secreted semaphorin signaling events orchestrate CNS connectivity through the differential control of spine morphogenesis, synapse formation, and the elaboration of dendritic morphology."	"https://pubmed.ncbi.nlm.nih.gov/20010807/"
