expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	primary_locator	citation_note	evidence_summary	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	curation_status	limitations	route_evidence_id
M21B-LITEXP-0665	M21B-DOWNSTREAM:00574	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE04715	Histamine	M21B-E001356	NODE04785	HRH2/H2 histamine receptor	M21B-E001817	NODE04283	GNAS								Histamine-HRH2-GNAS cAMP and arachidonic-acid output	Histamine-HRH2-Gs-cAMP	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E001356;M21B-EVID-001299;M21B-DOWNSTREAM-EVID:001000;M21B-E001817;M21B-EVID-001760;PMID:1313563;PMID:38418462	M21B-DOWNSTREAM-EVID:001000	PMID:1313563	Primary cloned rat H2R histamine activation and cAMP study; existing H2R-Gs continuation evidence	Primary evidence supports histamine binding and activation of cloned rat HRH2/H2 in CHO cells with cAMP and arachidonic-acid output; the existing validated HRH2-GNAS edge supplies a bounded receptor-proximal continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	rat	Rat HRH2/H2 receptor DNA expressed in CHO cells; selective radioligand binding, histamine-stimulated cAMP accumulation and arachidonic-acid release assays	Extracellular histamine engagement of HRH2 with bounded GNAS/Gs continuation and cAMP/arachidonic-acid output	No SCI transfer inferred; rat receptor-expression and CHO-cell comparator context only	Primary evidence supports HRH2 activation and second-messenger output; the existing receptor-GNAS edge supplies a bounded coupling continuation without asserting a TF.	Selective radioligand binding, histamine-stimulated cAMP accumulation and arachidonic-acid release assays	activating	composite_primary_evidence	curated_primary_route	Preserve rat H2 receptor and CHO cAMP/arachidonate context; retain context-dependent non-Gs coupling caveats and do not infer native SCI or terminal-TF effects.	LITEXP:000665
M21B-LITEXP-0666	M21B-DOWNSTREAM:00621	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE09320	Prokineticin-2	M21B-E001433	NODE09323	PROKR1/PKR1	M21B-E003339	NODE04282	GNAQ/GNA11								Prokineticin-2-PROKR1-GNAQ/GNA11 calcium and cAMP output	Prokineticin2-PROKR1-Gq11	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E001433;M21B-EVID-001376;M21B-DOWNSTREAM-EVID:001065;M21B-E003339;M21B-EVID-003282;PMID:15772293;PMID:33811988;DOI:10.1016/j.cellsig.2021.110000	M21B-DOWNSTREAM-EVID:001065	PMID:15772293	Primary prokineticin-2/PKR1 calcium and cAMP activation study; existing PKR1-Gq/11 continuation evidence	Primary evidence supports prokineticin-2 activation of PROKR1/PKR1 with calcium and cAMP responses; the existing validated PROKR1-GNAQ/GNA11 coupling edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	as stated in primary model/assay	Mammalian cells expressing PKR1/PKR2; prokineticin-2 stimulation of intracellular calcium and cAMP responses	Extracellular prokineticin-2 engagement of PROKR1 with bounded GNAQ/GNA11 continuation and calcium/cAMP output	No SCI transfer inferred; cell-based GPCR pharmacology context only	Primary evidence supports PK2-PROKR1 activation and second-messenger output; the existing receptor-GNAQ/GNA11 edge supplies a bounded coupling continuation without asserting a TF.	PKR1/PKR2 expression, prokineticin-2 stimulation, intracellular calcium and cAMP response assays	activating	composite_primary_evidence	curated_primary_route	Preserve prokineticin-2 peptide form, receptor subtype and cell-based pharmacology; retain evidence for additional Gi/o coupling and do not infer SCI or terminal-TF effects.	LITEXP:000666
M21B-LITEXP-0667	M21B-DOWNSTREAM:00624	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE09320	Prokineticin-2	M21B-E001436	NODE09325	PROKR2/PKR2	M21B-E003341	NODE04282	GNAQ/GNA11								Prokineticin-2-PROKR2-GNAQ/GNA11 calcium and cAMP output	Prokineticin2-PROKR2-Gq11	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E001436;M21B-EVID-001379;M21B-DOWNSTREAM-EVID:001068;M21B-E003341;M21B-EVID-003284;PMID:15772293;PMID:33811988;DOI:10.1016/j.cellsig.2021.110000	M21B-DOWNSTREAM-EVID:001068	PMID:15772293	Primary prokineticin-2/PKR2 calcium and cAMP activation study; existing PKR2-Gq/11 continuation evidence	Primary evidence supports prokineticin-2 activation of PROKR2/PKR2 with calcium and cAMP responses; the existing validated PROKR2-GNAQ/GNA11 coupling edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	as stated in primary model/assay	Mammalian cells expressing PKR1/PKR2; prokineticin-2 stimulation of intracellular calcium and cAMP responses	Extracellular prokineticin-2 engagement of PROKR2 with bounded GNAQ/GNA11 continuation and calcium/cAMP output	No SCI transfer inferred; cell-based GPCR pharmacology context only	Primary evidence supports PK2-PROKR2 activation and second-messenger output; the existing receptor-GNAQ/GNA11 edge supplies a bounded coupling continuation without asserting a TF.	PKR1/PKR2 expression, prokineticin-2 stimulation, intracellular calcium and cAMP response assays	activating	composite_primary_evidence	curated_primary_route	Preserve prokineticin-2 peptide form, receptor subtype and cell-based pharmacology; retain evidence for additional Gi/o coupling and do not infer SCI or terminal-TF effects.	LITEXP:000667
M21B-LITEXP-0668	M21B-DOWNSTREAM:00647	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE03958	Galanin	M21B-E001474	NODE03969	GALR3/galanin receptor 3	M21B-E003346	NODE04271	GNAI/O/Z								Galanin-GALR3-GNAI/O/Z Gi/o-linked GIRK output	Galanin-GALR3-Gi-o	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E001474;M21B-EVID-001417;M21B-DOWNSTREAM-EVID:001098;M21B-E003346;M21B-EVID-003289;PMID:9722565;DOI:10.1074/jbc.273.36.23321	M21B-DOWNSTREAM-EVID:001098	PMID:9722565; DOI:10.1074/jbc.273.36.23321	Primary cloned human/rat GALR3 binding and Gi/Go-linked GIRK study; existing GALR3-Gi/o continuation evidence	Primary evidence supports galanin binding to cloned human and rat GALR3 with Gi/Go-linked GIRK activation; the existing validated GALR3-GNAI/O/Z edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phosphorylation_or_activation_readout	human; rat; Xenopus; pig	Cloned human and rat GALR3 receptor systems; porcine 125I-galanin binding and galanin-stimulated GIRK1/GIRK4 inward currents in Xenopus oocytes	Extracellular galanin engagement of GALR3 with bounded GNAI/O/Z continuation and Gi/Go-linked GIRK activation output	No SCI transfer inferred; heterologous receptor and Xenopus-oocyte comparator context only	Primary evidence supports GALR3 binding and Gi/Go-linked activation; the existing receptor-GNAI/O/Z edge supplies a bounded coupling continuation without asserting a TF.	125I-galanin binding and galanin-stimulated GIRK1/GIRK4 inward-current assays	activating	composite_primary_evidence	curated_primary_route	Preserve cloned human/rat GALR3, galanin analogue and Xenopus GIRK assay semantics; do not infer native tissue, SCI or terminal-TF effects.	LITEXP:000668
M21B-LITEXP-0669	M21B-DOWNSTREAM:00656	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE00451	alpha-Ketoglutarate	M21B-E001497	NODE08607	OXGR1/GPR99	M21B-E003373	NODE04282	GNAQ/GNA11								alpha-Ketoglutarate-OXGR1-GNAQ/GNA11 second-messenger activation output	alphaKG-OXGR1-Gq11	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E001497;M21B-EVID-001440;M21B-DOWNSTREAM-EVID:001109;M21B-E003373;M21B-EVID-003316;PMID:15141213;PMID:41413034;PMCID:PMC12714840	M21B-DOWNSTREAM-EVID:001109	PMID:15141213	Primary alpha-ketoglutarate/OXGR1 deorphanization and second-messenger study; existing OXGR1-Gq/11 continuation evidence	Primary evidence supports alpha-ketoglutarate activation of OXGR1/GPR99 in the original deorphanization system with second-messenger output; the existing validated OXGR1-GNAQ/GNA11 edge supplies a bounded receptor-proximal continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phosphorylation_or_activation_readout	as stated in primary model/assay	OXGR1/GPR99-expressing heterologous cells with alpha-ketoglutarate concentration-response and second-messenger assays	Extracellular alpha-ketoglutarate engagement of OXGR1 with bounded GNAQ/GNA11 continuation and receptor-activation output	No SCI transfer inferred; original deorphanization and kidney/metabolite comparator context only	Primary evidence supports alpha-ketoglutarate-OXGR1 activation; the existing OXGR1-GNAQ/GNA11 edge is a receptor coupling continuation whose ligand-specific LTE4 context is retained, without asserting a TF.	OXGR1 expression, alpha-ketoglutarate concentration-response and second-messenger assays	activating	composite_primary_evidence	curated_primary_route	Preserve alpha-ketoglutarate chemical and metabolite context; distinguish it from the LTE4-specific coupling evidence used for the bounded receptor continuation, and do not infer universal coupling, SCI or terminal-TF effects.	LITEXP:000669
M21B-LITEXP-0670	M21B-DOWNSTREAM:00658	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE00134	Acetate/propionate/butyrate	M21B-E001499	NODE03580	FFAR2/GPR43	M21B-E003309	NODE04282	GNAQ/GNA11								SCFA-FFAR2-GNAQ/GNA11 IP3/calcium and ERK output	SCFA-FFAR2-Gq11	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E001499;M21B-EVID-001442;M21B-DOWNSTREAM-EVID:001112;M21B-E003309;M21B-EVID-003252;PMID:12711604	M21B-DOWNSTREAM-EVID:001112	PMID:12711604	Primary SCFA/FFAR2 receptor characterization and second-messenger study; existing FFAR2-Gq/11 continuation evidence	Primary evidence supports acetate, propionate and butyrate activation of FFAR2/GPR43 with IP3/calcium and ERK responses; the existing validated FFAR2-GNAQ/GNA11 edge supplies the bounded Gq/11 continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	as stated in primary model/assay	FFAR2/GPR43-expressing cells and polymorphonuclear-cell comparator systems; acetate, propionate and butyrate stimulation with IP3/calcium and ERK assays	Extracellular SCFA engagement of FFAR2 with bounded GNAQ/GNA11 continuation and IP3/calcium/ERK output	No SCI transfer inferred; receptor-expression and leukocyte comparator contexts only	Primary evidence supports SCFA-class FFAR2 activation and second-messenger output; the existing FFAR2-GNAQ/GNA11 edge supplies one component of dual coupling without asserting a TF.	Acetate/propionate/butyrate stimulation, IP3/calcium and ERK assays in FFAR2-expressing systems	activating	composite_primary_evidence	curated_primary_route	Preserve SCFA mixture, potency differences and dual Gi/o/Gq coupling; the selected Gq/11 continuation is not exclusive and no SCI or terminal-TF effect is inferred.	LITEXP:000670
M21B-LITEXP-0671	M21B-DOWNSTREAM:00659	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE00134	Acetate/propionate/butyrate	M21B-E001500	NODE03581	FFAR3/GPR41	M21B-E003307	NODE04271	GNAI/O/Z								SCFA-FFAR3-GNAI/O/Z Gi/o-linked cAMP output	SCFA-FFAR3-Gi-o	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E001500;M21B-EVID-001443;M21B-DOWNSTREAM-EVID:001114;M21B-E003307;M21B-EVID-003250;PMID:12711604	M21B-DOWNSTREAM-EVID:001114	PMID:12711604	Primary SCFA/FFAR3 receptor characterization and Gi/cAMP study; existing FFAR3-Gi/o continuation evidence	Primary evidence supports acetate, propionate and butyrate activation of FFAR3/GPR41 with Gi-linked cAMP inhibition; the existing validated FFAR3-GNAI/O/Z edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	as stated in primary model/assay	FFAR3/GPR41-expressing cells; acetate, propionate and butyrate stimulation with forskolin-cAMP inhibition, IP3/calcium and ERK assays	Extracellular SCFA engagement of FFAR3 with bounded GNAI/O/Z continuation and Gi-linked cAMP output	No SCI transfer inferred; receptor-expression pharmacology context only	Primary evidence supports SCFA-class FFAR3 activation and Gi-linked second-messenger output; the existing FFAR3-GNAI/O/Z edge supplies the selected continuation without asserting a TF.	Acetate/propionate/butyrate stimulation, forskolin-cAMP inhibition and receptor-coupling assays	activating	composite_primary_evidence	curated_primary_route	Preserve SCFA mixture and receptor-coupling differences; do not treat Gi/o as exclusive or infer SCI or terminal-TF effects.	LITEXP:000671
M21B-LITEXP-0672	M21B-DOWNSTREAM:00660	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE02834	DHA/EPA	M21B-E001501	NODE03582	FFAR4/GPR120	M21B-E003318	NODE04282	GNAQ/GNA11								DHA/EPA-FFAR4-GNAQ/GNA11 calcium, ERK and anti-inflammatory output	DHA-EPA-FFAR4-Gq11	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E001501;M21B-EVID-001444;M21B-DOWNSTREAM-EVID:001115;M21B-E003318;M21B-EVID-003261;PMID:20813258;PMID:27852822;PMCID:PMC5207144	M21B-DOWNSTREAM-EVID:001115	PMID:20813258	Primary DHA/EPA-FFAR4 activation and anti-inflammatory function study; existing FFAR4-Gq/11 continuation evidence	Primary evidence supports DHA/EPA activation of FFAR4/GPR120 with receptor-dependent functional output; the existing validated FFAR4-GNAQ/GNA11 edge supplies a bounded Gq/11 continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phosphorylation_or_activation_readout	mouse	FFAR4/GPR120-expressing cells and mouse metabolic/inflammatory models with DHA/EPA stimulation, beta-arrestin and cytokine readouts	Extracellular DHA/EPA engagement of FFAR4 with bounded GNAQ/GNA11 continuation and receptor-activation/functional output	No SCI transfer inferred; mouse metabolic and inflammatory comparator context only	Primary evidence supports DHA/EPA-FFAR4 activation and bounded anti-inflammatory function; the existing FFAR4-GNAQ/GNA11 edge supplies one coupling branch without asserting a TF.	DHA/EPA stimulation, FFAR4 receptor assays, beta-arrestin and cytokine readouts	activating	composite_primary_evidence	curated_primary_route	Preserve DHA/EPA ligand-class and biased-coupling caveats; distinguish Gq/11 signaling from beta-arrestin/internalization and do not infer SCI or terminal-TF effects.	LITEXP:000672
M21B-LITEXP-0673	M21B-DOWNSTREAM:00666	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE07810	Neuromedin U	M21B-E001507	NODE08135	NMUR1/GPR66	M21B-E003335	NODE04282	GNAQ/GNA11								Neuromedin-U-NMUR1-GNAQ/GNA11 calcium and PLC output	NMU-NMUR1-Gq11-PLC	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E001507;M21B-EVID-001450;M21B-DOWNSTREAM-EVID:001123;M21B-E003335;M21B-EVID-003278;PMID:10999960;PMID:15331768;DOI:10.1124/mol.104.002337	M21B-DOWNSTREAM-EVID:001123	PMID:10999960	Primary NMUR1 calcium-mobilization study; existing NMUR1-Gq/11-PLC continuation evidence	Primary evidence supports neuromedin U activation of NMUR1/GPR66 with calcium mobilization; the existing validated NMUR1-GNAQ/GNA11 edge supplies a bounded PLC-linked intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	as stated in primary model/assay	NMUR1/GPR66-expressing cells with neuromedin-U stimulation, calcium mobilization and receptor-pharmacology assays	Extracellular neuromedin U engagement of NMUR1 with bounded GNAQ/GNA11 continuation and calcium/PLC output	No SCI transfer inferred; recombinant receptor pharmacology context only	Primary evidence supports NMUR1 calcium-linked activation; the existing receptor-GNAQ/GNA11 edge supplies a Gq/11-PLC continuation while preserving dual coupling and no TF assertion.	Neuromedin-U stimulation, calcium mobilization and receptor-pharmacology assays	activating	composite_primary_evidence	curated_primary_route	Preserve NMU isoform, receptor subtype and dual-coupling context; do not infer exclusive Gq/11 signaling, SCI function or terminal-TF effects.	LITEXP:000673
M21B-LITEXP-0674	M21B-DOWNSTREAM:00667	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE07810	Neuromedin U	M21B-E001508	NODE08136	NMUR2	M21B-E003337	NODE04282	GNAQ/GNA11								Neuromedin-U-NMUR2-GNAQ/GNA11 calcium and PLC output	NMU-NMUR2-Gq11-PLC	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E001508;M21B-EVID-001451;M21B-DOWNSTREAM-EVID:001125;M21B-E003337;M21B-EVID-003280;PMID:11010960;PMID:15331768;DOI:10.1124/mol.104.002337	M21B-DOWNSTREAM-EVID:001125	PMID:11010960	Primary NMUR2/TGR-1 calcium-mobilization study; existing NMUR2-Gq/11-PLC continuation evidence	Primary evidence supports neuromedin U activation of NMUR2/TGR-1 with calcium mobilization; the existing validated NMUR2-GNAQ/GNA11 edge supplies a bounded PLC-linked intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	as stated in primary model/assay	NMUR2/TGR-1-expressing cells with neuromedin-U stimulation, calcium mobilization and receptor-pharmacology assays	Extracellular neuromedin U engagement of NMUR2 with bounded GNAQ/GNA11 continuation and calcium/PLC output	No SCI transfer inferred; recombinant receptor pharmacology context only	Primary evidence supports NMUR2 calcium-linked activation; the existing receptor-GNAQ/GNA11 edge supplies a Gq/11-PLC continuation while preserving dual coupling and no TF assertion.	Neuromedin-U stimulation, calcium mobilization and receptor-pharmacology assays	activating	composite_primary_evidence	curated_primary_route	Preserve historical NMUR2/TGR-1 nomenclature, NMU isoform and dual-coupling context; do not infer exclusive Gq/11 signaling, SCI function or terminal-TF effects.	LITEXP:000674
