evidence_item_id	review_id	pair_key	pair_label	source_kind	source_locator	support_kind	species_support	source_scope	confidence_tier	citation_note	evidence_summary	limitations
M20A-MEDHIGH003-EVID-0001	M20A-EXT-2360	lgi1 adam23	Lgi1 Adam23	primary_literature_recovery	PMID:19796686; PMCID:PMC2783222; DOI:10.1016/j.mcn.2009.09.008; PMID:18974846; PMCID:PMC2575350; DOI:10.7150/ijbs.4.387	direct_receptor_binding	mouse brain and mouse/human transfected-cell comparator systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	LGI1-AP expression cloning identified ADAM23 as a high-affinity LGI1 binding site with saturable binding in ADAM23-expressing COS-7 cells; independent cell-based ELISA showed mouse LGI1 binding to ADAM23, with related ADAM11/ADAM22 interactions also detected.	Direct LGI1 engagement of ADAM23.	The pair is a receptor-family/cell-surface context and related ADAMs also bind LGI1; no free-family substitution or complete synaptic receptor complex is inferred. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0002	M20A-EXT-2361	lgi1 rtn4r	Lgi1 Rtn4r	primary_literature_recovery	PMID:20463223; PMCID:PMC6632578; DOI:10.1523/JNEUROSCI.5147-09.2010; PMID:27468420; PMCID:PMC4947863; DOI:10.1002/mgg3.215; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI1_RTN4R_PMID20463223_pmc.html; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI1_RTN4R_PMID27468420_pmc.html	direct_receptor_binding	mouse; rat; chick; human/reconstituted comparator	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Thomas et al. 2010 report saturable AP-LGI1 binding to NgR1-expressing cells (Kd approximately 10.6 nM), specificity against NgR2/NgR3 and p75NTR/Lingo1 controls, and competition with Nogo66. Thomas et al. 2016 show reduced LGI1 binding for RTN4R/NgR1 variants R119W and 277C in a cell-surface assay.	LGI1 binds RTN4R/NgR1 in cell-surface and receptor-expression assays, with receptor specificity and competition evidence; this is a direct receptor-binding layer, not a claim of purified binary affinity or complete endogenous complex composition.	The primary assays are cell-surface/reconstituted and include heterologous systems; NgR1 is GPI-anchored and can function in complexes. The 2010 study also reports NgR1 association with ADAM22, so the assembled complex should not be collapsed into a free RTN4R intracellular mechanism. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0003	M20A-EXT-2363	lgi2 adam23	Lgi2 Adam23	primary_literature_recovery	PMID:36828548; PMCID:PMC9997507; DOI:10.1083/jcb.202211031; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI2_ADAM23_PMID36828548_pmc.html	direct_receptor_binding	mouse; human/reconstituted comparator	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Kozar-Gillan et al. 2023 co-transfected HEK293T cells with ADAM23-Fc and each LGI family member and recovered LGI2 in the ADAM23-Fc pulldown; LGI2 was also detected with ADAM23 at the juxtaparanode in mouse nerve.	ADAM23-Fc pulldown supports a direct or complex-proximal LGI2–ADAM23 association, and immunohistochemistry supports co-localization at the juxtaparanodal Kv1 complex.	The pulldown is a heterologous/recombinant assay and does not provide purified binary affinity or complete endogenous stoichiometry. The assay also detects LGI1, LGI3, and LGI4 binding to ADAM23; LGI2 is not the sole ligand. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0004	M20A-EXT-2365	lgi3 adam23	Lgi3 Adam23	primary_literature_recovery	PMID:38194969; PMCID:PMC10828548; DOI:10.1016/j.celrep.2023.113634; PMID:36828548; PMCID:PMC9997507; DOI:10.1083/jcb.202211031; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI3_ADAM23_PMID38194969_pmc.html; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI2_ADAM23_PMID36828548_pmc.html	direct_receptor_binding	mouse; human/reconstituted comparator	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	The primary studies identify ADAM23 as an LGI3-associated receptor in mouse brain/nerve and recover LGI3 in ADAM23-Fc pulldown or affinity-purification assays; LGI3 co-localizes with ADAM23 at juxtaparanodal Kv1 complexes.	LGI3 directly associates with ADAM23 in primary and heterologous/comparative systems, with family-composition limits retained.	LGI3–ADAM23 association is supported by affinity purification/pulldown, immunoblotting, proteomic enrichment, and juxtaparanodal co-localization; this is a direct/complex-proximal layer, not purified binary affinity. LGI2, LGI1, and LGI4 also appear in ADAM23 family-comparative assays; the exact stoichiometry and purified binary affinity are not established. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0005	M20A-EXT-2368	lgi4 adam22	Lgi4 Adam22	primary_literature_recovery	PMID:20220021; PMCID:PMC2854583; DOI:10.1523/JNEUROSCI.6287-09.2010; PMID:18974846; PMCID:PMC2575350; DOI:10.7150/ijbs.4.387; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI4_ADAM22_PMID20220021_pmc.html; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI1_ADAM23_PMID18974846_pmc.html	direct_receptor_binding	mouse; rat; human/reconstituted comparator	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:20220021 shows LGI4 binds the ADAM22 ectodomain directly and without additional membrane-associated factors; PMID:18974846 independently detects LGI4 binding to ADAM22 in cell-based ELISA alongside ADAM23 and ADAM11.	Promote direct LGI4 association with ADAM22 while retaining receptor-family and assay-context limits.	The direct layer is supported by ADAM22-ectodomain pulldown/binding and independent cell-based comparative binding; no purified binary affinity or complete receptor-complex composition is inferred. LGI4 binds related ADAM11/ADAM23 family members in comparative assays, and the main direct assay is recombinant/heterologous or cell-based rather than purified-protein affinity. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0006	M20A-EXT-2410	lrpap1 lrp2	Lrpap1 Lrp2	primary_literature_recovery	PMID:7615664; DOI:10.1242/jcs.108.4.1433; PMID:7959795; DOI:10.1006/geno.1994.1348; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LRPAP1_LRP2_binding_primary_records.xml	direct_receptor_binding_or_complex_association	mouse; human comparator	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary co-precipitation, receptor/RAP expression, and receptor-associated protein binding studies	RAP/LRPAP1 co-precipitated with megalin/LRP2 in differentiated F9 cells, and primary receptor-genetics work identifies RAP as a protein that binds and copurifies with gp330/megalin.	RAP binding is supported by co-precipitation and prior copurification, but the assays do not establish purified binary affinity, a signaling-receptor function, or extracellular ligand presentation. RAP is an ER chaperone and antagonist of LDL-receptor-family ligand binding; free RAP is not treated as a canonical agonist. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0007	M20A-EXT-2415	lrrc4b ptprf	Lrrc4b Ptprf	primary_literature_recovery	PMID:19252495; PMID:20139422; DOI:10.1074/jbc.M109.061127; PMCID:PMC2859559; data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC2859559_NGL3_LAR_fulltext.html	direct_receptor_binding_or_complex_association	mouse; rat; human protein comparator	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	NGL-3/LAR cell-adhesion, domain-mapping, recombinant ectodomain, and trans-synaptic co-culture assays	NGL-3/LRRC4B binds the extracellular LAR/PTPRF FNIII1–2 region, with direct domain-dependent adhesion and co-culture evidence; the NGL-3 LRR domain and LAR FNIII1–2 are sufficient for the interaction.	The exact interaction is trans-synaptic and supported by domain mapping, cell adhesion, and receptor-dependent synaptic assays rather than conventional diffusible ligand pharmacology. LAR-family paralogs PTPRD/PTPRS were not substituted for PTPRF. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0008	M20A-EXT-2427	ltf lrp1	Ltf Lrp1	primary_literature_recovery	PMID:15178744; DOI:10.1210/me.2003-0456; PMID:14596620; DOI:10.1021/bi034752s; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_LRP1_primary_records.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LTF_LRP1_binding_primary_records.xml	direct_receptor_binding_or_complex_association	rat; human protein comparator	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Lactoferrin cell binding/endocytosis, receptor-associated protein and anti-LRP1 inhibition, LRP1-null comparison, and purified LRP1-domain solution-binding assays	Lactoferrin bound cultured osteoblastic cells and its endocytosis/signaling were blocked by receptor-associated protein or LRP1 antibody; LRP1-null cells showed reduced lactoferrin response. Purified LRP1 ligand-binding domains also bound lactoferrin.	LRP2 is expressed in some osteoblastic systems and LRP1 is an endocytic/signaling receptor; LRP1-specific conclusions rely on antibody/null/domain evidence. Bovine/human lactoferrin and heterologous systems are explicit. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0009	M20A-EXT-2449	mdk ncl	Mdk Ncl	primary_literature_recovery	PMID:32587339; PMID:31639491; PMID:39188045; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_NCL_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_NCL_SDC4_primary_records.xml	direct_surface_receptor_association	mouse; rat; human; zebrafish	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:32587339; PMID:31639491; PMID:39188045	MDK associates with surface nucleolin/NCL in vascular, chondrocyte, and regenerative contexts.	NCL is multifunctional and may act with LRP1 or other co-receptors; stoichiometry unresolved. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH003-EVID-0010	M20A-EXT-2450	mdk notch2	Mdk Notch2	primary_literature_recovery	PMID:18469519; PMID:21632553; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_NOTCH2_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MDK_selected_primary_records.xml	direct_receptor_interaction	human	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:18469519; PMID:21632553	MDK interacts with Notch2 in keratinocyte and pancreatic-cancer models.	Cell-based interaction, not purified interface or stoichiometry. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
