review_id	pair_key	pair_label_canonical	review_status	confidence_decision	mouse_confidence	mouse_confidence_rank	human_confidence	human_confidence_rank	human_evidence_present	receptor_state	receptor_role	directness	species_posture	decision_basis	evidence_register_ids	next_action
M20A-EXT-2354	lgals3 eng	Lgals3 Eng	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004129-P2-DIRECT.	M20A-MEDHIGH004-EVID-0001	retain_high_direct_molecular_evidence; preserve_role_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2356	lgals3 mcam	Lgals3 Mcam	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004131-P2-DIRECT.	M20A-MEDHIGH004-EVID-0002	retain_high_direct_molecular_evidence; preserve_role_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2472	mif cd44_cd74	Mif Cd44_Cd74	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004247-P2-DIRECT.	M20A-MEDHIGH004-EVID-0003	retain_high_direct_molecular_evidence; preserve_role_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2556	nodal acvr1b_acvr2a	Nodal Acvr1b_Acvr2a	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004331-P2-DIRECT.	M20A-MEDHIGH004-EVID-0004	retain_high_direct_molecular_evidence; preserve_role_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2558	nodal acvr1b_acvr2b	Nodal Acvr1b_Acvr2b	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004333-P2-DIRECT.	M20A-MEDHIGH004-EVID-0005	retain_high_direct_molecular_evidence; preserve_role_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2560	nodal acvr1b_acvr2b_tdgf1	Nodal Acvr1b_Acvr2b_Tdgf1	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004335-P2-DIRECT.	M20A-MEDHIGH004-EVID-0006	retain_high_direct_molecular_evidence; preserve_role_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2610	nrg2 erbb2_erbb3	Nrg2 ERBB2_ERBB3	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004385-P2-DIRECT.	M20A-MEDHIGH004-EVID-0007	retain_high_direct_molecular_evidence; preserve_role_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2611	nrg2 erbb2_erbb4	Nrg2 ERBB2_ERBB4	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004386-P2-DIRECT.	M20A-MEDHIGH004-EVID-0008	retain_high_direct_molecular_evidence; preserve_role_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2622	nrxn1 nlgn1	Nrxn1 Nlgn1	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004397-P2-DIRECT.	M20A-MEDHIGH004-EVID-0009	retain_high_direct_molecular_evidence; preserve_role_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2623	nrxn1 nlgn2	Nrxn1 Nlgn2	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004398-P2-DIRECT.	M20A-MEDHIGH004-EVID-0010	retain_high_direct_molecular_evidence; preserve_role_and_context; keep_relay_and_SCI_fields_separate
