review_id	pair_key	pair_label_canonical	review_status	confidence_decision	mouse_confidence	mouse_confidence_rank	human_confidence	human_confidence_rank	human_evidence_present	receptor_state	receptor_role	directness	species_posture	decision_basis	evidence_register_ids	next_action
M20A-EXT-2115	igfl3 igflr1	Igfl3 Igflr1	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_complex_context	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-003890-P2-DIRECT.	M20A-MEDHIGH002-EVID-0001	retain_high_ligand_receptor_evidence; preserve_complex_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2121	ihh boc	Ihh Boc	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_complex_context	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-003896-P2-DIRECT.	M20A-MEDHIGH002-EVID-0002	retain_high_ligand_receptor_evidence; preserve_complex_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2122	ihh cdon	Ihh Cdon	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_complex_context	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-003897-P2-DIRECT.	M20A-MEDHIGH002-EVID-0003	retain_high_ligand_receptor_evidence; preserve_complex_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2129	il11 il11ra1_il6st	Il11 Il11ra1_Il6st	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_complex_context	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-003904-P2-DIRECT.	M20A-MEDHIGH002-EVID-0004	retain_high_ligand_receptor_evidence; preserve_complex_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2134	il12a_il12b il12rb1_il12rb2	Il12a_Il12b Il12rb1_Il12rb2	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_complex_context	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-003909-P2-DIRECT.	M20A-MEDHIGH002-EVID-0005	retain_high_ligand_receptor_evidence; preserve_complex_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2137	il12b_il23a il12rb1_il23r	Il12b_Il23a Il12rb1_Il23r	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_complex_context	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-003912-P2-DIRECT.	M20A-MEDHIGH002-EVID-0006	retain_high_ligand_receptor_evidence; preserve_complex_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2138	il13 il13_il13ra1_il4ra	Il13 Il13_Il13ra1_Il4ra	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_complex_context	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-003913-P2-DIRECT.	M20A-MEDHIGH002-EVID-0007	retain_high_ligand_receptor_evidence; preserve_complex_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2139	il13 il13ra1_il4ra	Il13 Il13ra1_Il4ra	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_complex_context	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-003914-P2-DIRECT.	M20A-MEDHIGH002-EVID-0008	retain_high_ligand_receptor_evidence; preserve_complex_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2143	il15 il15ra_il2rb_il2rg	Il15 Il15ra_Il2rb_Il2rg	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_complex_context	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-003918-P2-DIRECT.	M20A-MEDHIGH002-EVID-0009	retain_high_ligand_receptor_evidence; preserve_complex_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2159	il17a_il17f il17ra_il17rc	Il17a_Il17f Il17ra_Il17rc	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_complex_context	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-003934-P2-DIRECT.	M20A-MEDHIGH002-EVID-0010	retain_high_ligand_receptor_evidence; preserve_complex_and_context; keep_relay_and_SCI_fields_separate
