evidence_item_id	review_id	pair_key	pair_label	source_kind	source_locator	support_kind	species_support	source_scope	confidence_tier	citation_note	evidence_summary	limitations
M20A-MEDHIGH007-EVID-0001	M20A-EXT-0005	ccl2 ackr2	Ccl2 Ackr2	primary_literature_recovery	PMID:32415244; PMCID:PMC7229167; https://pubmed.ncbi.nlm.nih.gov/32415244/	validated_primary_direct_or_interaction_assay	Human/mouse ACKR2-WT and V41A CHO-cell systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:32415244; PMCID:PMC7229167	ACKR2 bound CCL2, and the V41A variant showed reduced CCL2 binding and scavenging compared with ACKR2-WT.	ACKR2 is an atypical scavenger receptor; the variant/heterologous-cell system does not establish canonical G-protein signaling. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH007-EVID-0002	M20A-EXT-0067	ccl19 ackr4	Ccl19 Ackr4	primary_literature_recovery	PMID:32391018; https://pubmed.ncbi.nlm.nih.gov/32391018/	validated_primary_direct_or_interaction_assay	mouse and human chemokine/receptor reagents; human ACKR4 HeLa system	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:32391018	Fluorescent CCL19 bound and was internalized by human ACKR4-expressing cells; surface binding was measured separately from uptake.	Tagged chemokine and heterologous ACKR4 expression; atypical scavenger topology, not canonical G-protein signaling. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH007-EVID-0003	M20A-EXT-0068	ccl2 ackr1	Ccl2 Ackr1	primary_literature_recovery	PMID:13679391; https://pubmed.ncbi.nlm.nih.gov/13679391/	validated_primary_direct_or_interaction_assay	Mouse DARC/ACKR1 high endothelial venules and receptor-expression comparisons	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:13679391	DARC/ACKR1 selectively bound CCL2 in competitive chemokine-binding assays and reduced the activity of DARC-bound CCL2 in a CCR2B calcium-response comparison.	Mouse DARC/ACKR1 scavenging/attenuation rather than canonical signaling; no terminal TF. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH007-EVID-0004	M20A-EXT-0069	ccl21 ackr4	Ccl21 Ackr4	primary_literature_recovery	PMID:32391018; https://pubmed.ncbi.nlm.nih.gov/32391018/	validated_primary_direct_or_interaction_assay	mouse and human chemokine/receptor reagents; human ACKR4 HeLa system	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:32391018	Fluorescent CCL21 bound and was internalized by human ACKR4-expressing cells in receptor-specific assays.	Tagged chemokine and heterologous ACKR4 expression; atypical scavenger topology, not canonical G-protein signaling. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH007-EVID-0005	M20A-EXT-0109	fgf23 fgfr1	Fgf23 Fgfr1	primary_literature_recovery	PMID:29342138; https://pubmed.ncbi.nlm.nih.gov/29342138/	validated_primary_direct_or_interaction_assay	Recombinant human alpha-Klotho ectodomain, FGFR1c ligand-binding domain, and FGF23	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:29342138	The study resolved a 1:1:1 alpha-Klotho-FGFR1c-FGF23 ternary complex in which alpha-Klotho tethers FGF23 to FGFR1c.	Direct molecular evidence is for the ternary receptor complex, not free FGFR1 without alpha-Klotho; receptor-complex topology is mandatory. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH007-EVID-0006	M20A-EXT-0115	fgf5 fgfr1	Fgf5 Fgfr1	primary_literature_recovery	PMID:8386828; https://pubmed.ncbi.nlm.nih.gov/8386828/	validated_primary_direct_or_interaction_assay	Human recombinant FGF5 and human FGFR-expression systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:8386828	Purified recombinant human FGF5 bound human FGFR1 and FGFR2 with nanomolar affinity and induced receptor autophosphorylation in the presence of heparin.	Direct binding was shown for FGFR1/2; no FGFR3/4 transfer, SCI context, or terminal TF. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH007-EVID-0007	M20A-EXT-0116	fgf5 fgfr2	Fgf5 Fgfr2	primary_literature_recovery	PMID:8386828; https://pubmed.ncbi.nlm.nih.gov/8386828/	validated_primary_direct_or_interaction_assay	Human recombinant FGF5 and human FGFR-expression systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:8386828	Purified recombinant human FGF5 bound human FGFR1 and FGFR2 with nanomolar affinity and induced receptor autophosphorylation in the presence of heparin.	Direct binding was shown for FGFR1/2; no FGFR3/4 transfer, SCI context, or terminal TF. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH007-EVID-0008	M20A-EXT-1062	ccl20 ackr4	Ccl20 Ackr4	primary_literature_recovery	PMID:32533638; DOI:10.1002/JLB.2MA0420-295RRR; https://pubmed.ncbi.nlm.nih.gov/32533638/	validated_primary_direct_or_interaction_assay	Human and mouse CCL20 with human and mouse ACKR4	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:32533638; DOI:10.1002/JLB.2MA0420-295RRR	Fluorescent human and mouse CCL20 were efficiently taken up by ACKR4; cross-species assays established ACKR4-mediated CCL20 scavenging.	ACKR4 is an atypical scavenger; species and tagged-ligand context are explicit and no canonical G-protein relay is inferred. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH007-EVID-0009	M20A-EXT-2332	lama5 bcam	Lama5 Bcam	primary_literature_recovery	PMID:12244066; DOI:10.1074/jbc.M208731200	direct_receptor_complex_assembly	mouse tissue and human recombinant Lu/BCAM ectodomain models	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Soluble Lu/BCAM extracellular domain binds laminin-10/11 containing alpha5; laminin-alpha5 knockout and chimeric-laminin assays map the binding requirement to alpha5 LG3.	Direct LAMA5/laminin-alpha5 engagement of the BCAM/Lu receptor.	Recombinant ectodomain and heterotrimer/tissue assays; full-length membrane topology and SCI transfer remain unresolved. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH007-EVID-0010	M20A-EXT-2349	lep lepr	Lep Lepr	primary_literature_recovery	PMID:8548812; DOI:10.1016/0092-8674(95)90151-5	direct_receptor_binding	mouse choroid plexus binding survey and OB-R expression-cloning system	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Leptin-AP fusion proteins and radiolabeled leptin bind high-affinity sites, and expression cloning identifies the single-pass leptin receptor OB-R/LEPR.	Direct LEP/leptin engagement of the LEPR/OB-R receptor.	Original receptor-cloning/binding context; receptor isoform and downstream-cell specificity remain separate. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
