review_id	pair_key	pair_label_canonical	review_status	confidence_decision	mouse_confidence	mouse_confidence_rank	human_confidence	human_confidence_rank	human_evidence_present	receptor_state	receptor_role	directness	species_posture	decision_basis	evidence_register_ids	next_action
M20A-EXT-2473	mif egfr	Mif Egfr	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high in Module 20B. High applies only to the tested molecular engagement or preserved complex; ligand form, domain, receptor topology, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004248-P2-DIRECT.	M20A-MEDHIGH008-EVID-0001	retain_high_direct_molecular_evidence; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2677	pcsk9 cd81	Pcsk9 Cd81	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high in Module 20B. High applies only to the tested molecular engagement or preserved complex; ligand form, domain, receptor topology, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004452-P2-DIRECT.	M20A-MEDHIGH008-EVID-0002	retain_high_direct_molecular_evidence; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2684	pdcd1lg2 pdcd1	Pdcd1lg2 Pdcd1	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high in Module 20B. High applies only to the tested molecular engagement or preserved complex; ligand form, domain, receptor topology, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004459-P2-DIRECT.	M20A-MEDHIGH008-EVID-0003	retain_high_direct_molecular_evidence; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2762	plg plgrkt	Plg Plgrkt	reviewed	high	high	3	uncertain	0	no	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high in Module 20B. High applies only to the tested molecular engagement or preserved complex; ligand form, domain, receptor topology, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004537-P2-DIRECT.	M20A-MEDHIGH008-EVID-0004	retain_high_direct_molecular_evidence; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2808	prl prlr	Prl Prlr	reviewed	high	uncertain	0	uncertain	0	no	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high in Module 20B. High applies only to the tested molecular engagement or preserved complex; ligand form, domain, receptor topology, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004583-P2-DIRECT.	M20A-MEDHIGH008-EVID-0005	retain_high_direct_molecular_evidence; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2816	prok1 prokr1	Prok1 Prokr1	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high in Module 20B. High applies only to the tested molecular engagement or preserved complex; ligand form, domain, receptor topology, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004591-P2-DIRECT.	M20A-MEDHIGH008-EVID-0006	retain_high_direct_molecular_evidence; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2817	prok1 prokr2	Prok1 Prokr2	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high in Module 20B. High applies only to the tested molecular engagement or preserved complex; ligand form, domain, receptor topology, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004592-P2-DIRECT.	M20A-MEDHIGH008-EVID-0007	retain_high_direct_molecular_evidence; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2818	prok2 prokr1	Prok2 Prokr1	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high in Module 20B. High applies only to the tested molecular engagement or preserved complex; ligand form, domain, receptor topology, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004593-P2-DIRECT.	M20A-MEDHIGH008-EVID-0008	retain_high_direct_molecular_evidence; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2819	prok2 prokr2	Prok2 Prokr2	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high in Module 20B. High applies only to the tested molecular engagement or preserved complex; ligand form, domain, receptor topology, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004594-P2-DIRECT.	M20A-MEDHIGH008-EVID-0009	retain_high_direct_molecular_evidence; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2822	pros1 tyro3	Pros1 Tyro3	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high in Module 20B. High applies only to the tested molecular engagement or preserved complex; ligand form, domain, receptor topology, isoform, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004597-P2-DIRECT.	M20A-MEDHIGH008-EVID-0010	retain_high_direct_molecular_evidence; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
