review_id	pair_key	pair_label_canonical	review_status	confidence_decision	mouse_confidence	mouse_confidence_rank	human_confidence	human_confidence_rank	human_evidence_present	receptor_state	receptor_role	directness	species_posture	decision_basis	evidence_register_ids	next_action
M20A-EXT-0099	fgf18 fgfr4	Fgf18 Fgfr4	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was adjudicated high in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish binary binding, a terminal TF, SCI relevance, or an outcome beyond the cited record. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-005263-P2-RELAY.	M20A-NONDIRECTHIGH002-EVID-0001	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-0106	fgf21 fgfr1	Fgf21 Fgfr1	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was adjudicated high in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish binary binding, a terminal TF, SCI relevance, or an outcome beyond the cited record. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-005244-P2-RELAY.	M20A-NONDIRECTHIGH002-EVID-0002	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-0110	fgf23 fgfr4	Fgf23 Fgfr4	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was adjudicated high in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish binary binding, a terminal TF, SCI relevance, or an outcome beyond the cited record. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-005245-P2-RELAY.	M20A-NONDIRECTHIGH002-EVID-0003	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-0126	fgf8 fgfr3	Fgf8 Fgfr3	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was adjudicated high in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish binary binding, a terminal TF, SCI relevance, or an outcome beyond the cited record. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-005274-P2-RELAY.	M20A-NONDIRECTHIGH002-EVID-0004	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-0762	alb lrp2	Alb Lrp2	reviewed	high	uncertain	0	uncertain	0	no	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was adjudicated high in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish binary binding, a terminal TF, SCI relevance, or an outcome beyond the cited record. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-002537-P2-FUNC.	M20A-NONDIRECTHIGH002-EVID-0005	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-1112	cd200 cd200r1	Cd200 Cd200r1	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was adjudicated high in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish binary binding, a terminal TF, SCI relevance, or an outcome beyond the cited record. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-005295-P2-RELAY.	M20A-NONDIRECTHIGH002-EVID-0006	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-2629	ntf3 ntrk2	Ntf3 Ntrk2	reviewed	high	high	3	uncertain	0	no	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was adjudicated high in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish binary binding, a terminal TF, SCI relevance, or an outcome beyond the cited record. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-004404-P2-RELAY.	M20A-NONDIRECTHIGH002-EVID-0007	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-2647	nts ntsr1	Nts Ntsr1	reviewed	high	high	3	uncertain	0	no	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was adjudicated high in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish binary binding, a terminal TF, SCI relevance, or an outcome beyond the cited record. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-004422-P2-RELAY.	M20A-NONDIRECTHIGH002-EVID-0008	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-2648	nts ntsr2	Nts Ntsr2	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was adjudicated high in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish binary binding, a terminal TF, SCI relevance, or an outcome beyond the cited record. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-004423-P2-RELAY.	M20A-NONDIRECTHIGH002-EVID-0009	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-2667	oxt avpr1a	Oxt Avpr1a	reviewed	high	high	3	uncertain	0	no	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was adjudicated high in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish binary binding, a terminal TF, SCI relevance, or an outcome beyond the cited record. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-004442-P2-RELAY.	M20A-NONDIRECTHIGH002-EVID-0010	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
