review_id	pair_key	pair_label_canonical	review_status	confidence_decision	mouse_confidence	mouse_confidence_rank	human_confidence	human_confidence_rank	human_evidence_present	receptor_state	receptor_role	directness	species_posture	decision_basis	evidence_register_ids	next_action
M20A-CELLCHAT-REMAINING-1576	pgd2-ptgds ptgdr	PGD2-PTGDS Ptgdr	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-005350-P2-RELAY.	M20A-NONDIRECTHIGH001-EVID-0001	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-CELLCHAT-REMAINING-1577	pgd2-ptgds ptgdr2	PGD2-PTGDS Ptgdr2	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-005352-P2-RELAY.	M20A-NONDIRECTHIGH001-EVID-0002	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-0022	amh amhr2_bmpr1a	Amh AMHR2_BMPR1A	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-005354-P2-RELAY.	M20A-NONDIRECTHIGH001-EVID-0003	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-0030	bmp15 bmpr1b_bmpr2	Bmp15 BMPR1B_BMPR2	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-005237-P2-RELAY.	M20A-NONDIRECTHIGH001-EVID-0004	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-0090	fgf15 fgfr4	Fgf15 Fgfr4	reviewed	high	high	3	uncertain	0	no	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-005265-P2-RELAY.	M20A-NONDIRECTHIGH001-EVID-0005	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-0119	fgf6 fgfr1	Fgf6 Fgfr1	reviewed	high	uncertain	0	uncertain	0	no	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-005271-P2-RELAY.	M20A-NONDIRECTHIGH001-EVID-0006	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-0808	apln aplnr	Apln Aplnr	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-005291-P2-RELAY.	M20A-NONDIRECTHIGH001-EVID-0007	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-1375	crh crhr1	Crh Crhr1	reviewed	high	uncertain	0	uncertain	0	no	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-005299-P2-RELAY.	M20A-NONDIRECTHIGH001-EVID-0008	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-1376	crh crhr2	Crh Crhr2	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-005301-P2-RELAY.	M20A-NONDIRECTHIGH001-EVID-0009	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
M20A-EXT-1496	edn1 ednra	Edn1 Ednra	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	receptor_proximal_or_functional_context	non_direct_exact_pair_relay_or_functional_support	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary receptor-proximal relay or downstream/function evidence was validated at high adjudication tier in Module 20B. High applies only to the preserved non-direct evidence layer; it does not establish a new binary binding assay, terminal TF, cellular output beyond the cited record, or SCI relevance. Species, complex, isoform, ligand-form, assay, and model limitations remain explicit. Source packet: M20B-EVID-005305-P2-RELAY.	M20A-NONDIRECTHIGH001-EVID-0010	retain_high_non_direct_support; preserve_directness_boundary; keep_TF_and_SCI_fields_separate
