evidence_item_id	review_id	pair_key	pair_label	source_kind	source_locator	support_kind	species_support	source_scope	confidence_tier	citation_note	evidence_summary	limitations
M20A-MEDHIGH005-EVID-0001	M20A-EXT-2953	rspo1 lgr4	Rspo1 Lgr4	primary_literature_recovery	PMID:21727895; PMID:23756652; DOI:10.1101/gad.219360.113; PMID:24165923; DOI:10.1038/embor.2013.167; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RSPO1_RSPO2_primary_records.xml	direct_RSPO	human; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:21727895; PMID:23756652; DOI:10.1101/gad.219360.113; PMID:24165923; DOI:10.1038/embor.2013.167	RSPO1 bound LGR4 in cell-based receptor studies and structural analysis; RSPO1 motifs for LGR4 engagement were distinct from the ZNRF3/RNF43-binding motif.	Receptor-complex and Wnt output are cell- and ligand-context dependent; no SCI transfer or terminal TF is inferred. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH005-EVID-0002	M20A-EXT-2954	rspo1 lgr5	Rspo1 Lgr5	primary_literature_recovery	PMID:21727895; PMID:23756651; DOI:10.1101/gad.219915.113; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RSPO1_RSPO2_primary_records.xml	direct_RSPO	human; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:21727895; PMID:23756651; DOI:10.1101/gad.219915.113	RSPO1 bound LGR5 and formed a structurally resolved LGR5-RSPO1-RNF43 complex; cell studies confirmed the LGR-family receptor interaction.	Structural ternary-complex and full-length whole-cell E3-association results are not identical; no universal LGR5 relay or terminal TF is claimed. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH005-EVID-0003	M20A-EXT-2955	rspo1 lgr6	Rspo1 Lgr6	primary_literature_recovery	PMID:21727895; PMID:22615920; DOI:10.1371/journal.pone.0037137; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RSPO1_RSPO2_primary_records.xml	direct_RSPO	human; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:21727895; PMID:22615920; DOI:10.1371/journal.pone.0037137	RSPO1 bound LGR6 with high affinity in cell-based binding and competition assays; primary receptor studies also placed LGR6 within the RSPO1-4 receptor family.	The direct study tested human LGR6 and RSPO1-3; migration is a cancer-cell context and no SCI transfer is inferred. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH005-EVID-0004	M20A-EXT-2957	rspo1 rnf43	Rspo1 Rnf43	primary_literature_recovery	PMID:24165923; DOI:10.1038/embor.2013.167; PMID:23756651; DOI:10.1101/gad.219915.113; PMID:24349440; DOI:10.1093/nar/gkq366; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RSPO1_RSPO2_primary_records.xml	direct_RSPO	human; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:24165923; DOI:10.1038/embor.2013.167; PMID:23756651; DOI:10.1101/gad.219915.113; PMID:24349440; DOI:10.1093/nar/gkq366	RSPO1 bound RNF43 through its Fu1 motif in cell-based and structural studies; the RSPO1-RNF43 interface was resolved and was compatible with an LGR5-RSPO1-RNF43 complex.	RNF43 functions as an effector component rather than a standalone classical GPCR; direct and complex-level evidence remain distinct. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH005-EVID-0005	M20A-EXT-2958	rspo1 znrf3	Rspo1 Znrf3	primary_literature_recovery	PMID:24165923; DOI:10.1038/embor.2013.167; PMID:24349440; DOI:10.1093/nar/gkq366; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RSPO1_RSPO2_primary_records.xml	direct_RSPO	human; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:24165923; DOI:10.1038/embor.2013.167; PMID:24349440; DOI:10.1093/nar/gkq366	RSPO1 bound ZNRF3 through the Fu1 domain in cell-based and structural studies, and the ZNRF3-RSPO1 interface was resolved.	ZNRF3 is an E3 effector node in a receptor complex; no direct RSPO1-to-TF edge is inferred. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH005-EVID-0006	M20A-EXT-2960	rspo2 lgr5	Rspo2 Lgr5	primary_literature_recovery	PMID:21727895; PMID:26123262; DOI:10.1016/j.jsb.2015.05.008; PMID:27328992; DOI:10.1038/srep28512; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RSPO1_RSPO2_primary_records.xml	direct_RSPO	human; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:21727895; PMID:26123262; DOI:10.1016/j.jsb.2015.05.008; PMID:27328992; DOI:10.1038/srep28512	RSPO2 bound LGR5 in receptor-complex and structural studies; Rspo2-Lgr5 localization and dependence were demonstrated at the neuromuscular junction.	The neuromuscular output is tissue-specific and Wnt-dependent; no SCI transfer or terminal TF is inferred. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH005-EVID-0007	M20A-EXT-2961	rspo2 lgr6	Rspo2 Lgr6	primary_literature_recovery	PMID:21727895; PMID:22615920; DOI:10.1371/journal.pone.0037137; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RSPO1_RSPO2_primary_records.xml	direct_RSPO	human; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:21727895; PMID:22615920; DOI:10.1371/journal.pone.0037137	RSPO2 bound LGR6 in primary cell-based receptor assays; LGR6 was reported to respond to RSPO1-3 with high affinity.	The LGR6 paper tested RSPO1-3 collectively for Wnt enhancement; receptor-specific physiologic relevance beyond the assay remains unresolved. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH005-EVID-0008	M20A-EXT-2962	rspo2 rnf43	Rspo2 Rnf43	primary_literature_recovery	PMID:24225776; DOI:10.1038/ncomms3787; PMID:29769720; DOI:10.1038/s41586-018-0118-y; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RSPO1_RSPO2_primary_records.xml	direct_RSPO	human; mouse; Xenopus	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:24225776; DOI:10.1038/ncomms3787; PMID:29769720; DOI:10.1038/s41586-018-0118-y	RSPO2 bound RNF43 in structural and cellular studies; human RSPO2 variants altered binding to RNF43 and RNF43 inhibition.	The LGR-independent branch is a developmental context and should not be collapsed with the LGR4/5/6 ternary-complex mechanism. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH005-EVID-0009	M20A-EXT-2963	rspo2 znrf3	Rspo2 Znrf3	primary_literature_recovery	PMID:24225776; DOI:10.1038/ncomms3787; PMID:29769720; DOI:10.1038/s41586-018-0118-y; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RSPO1_RSPO2_primary_records.xml	direct_RSPO	human; mouse; Xenopus	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:24225776; DOI:10.1038/ncomms3787; PMID:29769720; DOI:10.1038/s41586-018-0118-y	RSPO2 bound ZNRF3 through the Fu1 domain in structural and cellular studies; RSPO2 variants altered ZNRF3 binding and Wnt-potentiating activity.	ZNRF3 is an E3 effector node; direct molecular interaction and downstream developmental phenotype remain separate records. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH005-EVID-0010	M20A-EXT-2964	rspo3 lgr4	Rspo3 Lgr4	primary_literature_recovery	PMID:21727895; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RSPO3_RSPO4_primary_records.xml	direct_RSPO3_RSPO4	human; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:21727895	The primary R-spondin receptor study reported that RSPO3 binds LGR4 as part of the LGR4-6 receptor family.	RSPO3 has both LGR-dependent and LGR-independent signaling; no SCI transfer or terminal TF is inferred. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
