evidence_item_id	review_id	pair_key	pair_label	source_kind	source_locator	support_kind	species_support	source_scope	confidence_tier	citation_note	evidence_summary	limitations
M20A-MEDHIGH008-EVID-0001	M20A-EXT-2473	mif egfr	Mif Egfr	primary_literature_recovery	PMID:26280537; DOI:10.1038/ncomms5790; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIF_EGFR_signaling_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIF_EGFR_selected_records.xml	direct_secreted_MIF_EGFR_binding	human	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:26280537	Secreted O-GlcNAcylated MIF binds human EGFR in a primary tumor-cell study.	Specific MIF post-translational state and context; not all MIF forms are assumed equivalent. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH008-EVID-0002	M20A-EXT-2677	pcsk9 cd81	Pcsk9 Cd81	primary_literature_recovery	PMID:26195630; PMCID:PMC4645619; DOI:10.1074/jbc.M115.642991; PMID:19489072; DOI:10.1002/hep.22911; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PCSK9_receptor_primary_records.xml	direct_PCSK9_CD81_complex	mouse and human proteins; Huh7/CHO systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PCSK9 and CD81 interacted in proximity-ligation and co-immunoprecipitation assays; PCSK9 mutants and membrane-anchored domains modulated CD81 levels.	Qualified direct PCSK9-CD81 complex evidence.	CD81 interaction is distinct from LDLR binding and depends on PCSK9 domain and cell context. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH008-EVID-0003	M20A-EXT-2684	pdcd1lg2 pdcd1	Pdcd1lg2 Pdcd1	primary_literature_recovery	PMID:11224527; DOI:10.1038/85330; https://doi.org/10.1038/85330; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PDL2_PD1_PODPN_CLEC1B_primary_records.xml	direct_PDL2_PD1_binding	mouse; human PD-1/PD-L2 constructs	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	The seminal primary study identifies PD-L2 as a second PD-1 ligand and exposes a PD-1-to-PD-L2 binding experiment in Figure 2.	Direct ligand assignment is supported, but accessible full methods/affinity details were not retained.	Accessible record does not provide retained affinity or full method details. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH008-EVID-0004	M20A-EXT-2762	plg plgrkt	Plg Plgrkt	primary_literature_recovery	PMID:19897580; PMCID:PMC2826757; DOI:10.1182/blood-2008-11-188938; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PLG_PLGRKT_PNOC_OPRL1_primary_records.xml	direct_PLG_PLGRKT_binding	mouse progenitor-cell and leukocyte/cancer-cell systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Primary proteomic and cell-surface discovery record for Plg-RKT.	Plg-RKT was identified as an integral membrane plasminogen receptor exposing a C-terminal lysine and co-localizing with uPAR; the record supports direct cell-surface plasminogen engagement.	Exact affinity and species-specific kinetics were not retained; uPAR co-localization is not promoted as a separate PLG-uPAR edge. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH008-EVID-0005	M20A-EXT-2808	prl prlr	Prl Prlr	primary_literature_recovery	PMID:8813725; DOI:10.1210/mend.10.7.8813725; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PRL_PRLHR_PROC_primary_records.xml	qualified_direct_PRL_PRLR_activation	avian recombinant receptor; hamster CHO cells	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PRL activated a beta-casein prolactin-response reporter when recombinant pigeon PRL receptor was expressed in CHO cells, supporting receptor-dependent PRL-PRLR activation.	The primary assay supports receptor-dependent activation but does not report a purified PRL-PRLR affinity constant; construct and species context remain explicit.	No purified-affinity measurement was established. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH008-EVID-0006	M20A-EXT-2816	prok1 prokr1	Prok1 Prokr1	primary_literature_recovery	PMID:11886876; DOI:10.1074/jbc.M202139200; PMID:12427552; DOI:10.1016/S0167-4781(02)00546-8; PMID:15772293; DOI:10.1124/mol.105.011619; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PROK1_PROK2_PROKR1_PROKR2_primary_records.xml	direct_PROK1_PROKR1_activation	human receptor constructs; mammalian recombinant systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PROK1/EG-VEGF activated cloned PROKR1/PKR1 in concentration-dependent cellular assays.	The evidence is receptor-expression and pharmacology based rather than a purified receptor affinity measurement; PROKR1/PKR1 nomenclature is retained.	No purified-affinity measurement was established. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH008-EVID-0007	M20A-EXT-2817	prok1 prokr2	Prok1 Prokr2	primary_literature_recovery	PMID:11886876; DOI:10.1074/jbc.M202139200; PMID:12427552; DOI:10.1016/S0167-4781(02)00546-8; PMID:15772293; DOI:10.1124/mol.105.011619; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PROK1_PROK2_PROKR1_PROKR2_primary_records.xml	direct_PROK1_PROKR2_activation	human receptor constructs; mammalian recombinant systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PROK1/EG-VEGF activated cloned PROKR2/PKR2 in concentration-dependent cellular assays.	The evidence is receptor-expression and pharmacology based rather than a purified receptor affinity measurement; PROKR2/PKR2 nomenclature is retained.	No purified-affinity measurement was established. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH008-EVID-0008	M20A-EXT-2818	prok2 prokr1	Prok2 Prokr1	primary_literature_recovery	PMID:11886876; DOI:10.1074/jbc.M202139200; PMID:12427552; DOI:10.1016/S0167-4781(02)00546-8; PMID:15772293; DOI:10.1124/mol.105.011619; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PROK1_PROK2_PROKR1_PROKR2_primary_records.xml	direct_PROK2_PROKR1_activation	human receptor constructs; mammalian recombinant systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PROK2/Bv8 activated cloned PROKR1/PKR1 in concentration-dependent cellular assays.	The evidence is receptor-expression and pharmacology based rather than a purified receptor affinity measurement; PROK2/Bv8 nomenclature is retained.	No purified-affinity measurement was established. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH008-EVID-0009	M20A-EXT-2819	prok2 prokr2	Prok2 Prokr2	primary_literature_recovery	PMID:11886876; DOI:10.1074/jbc.M202139200; PMID:12427552; DOI:10.1016/S0167-4781(02)00546-8; PMID:15772293; DOI:10.1124/mol.105.011619; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PROK1_PROK2_PROKR1_PROKR2_primary_records.xml	direct_PROK2_PROKR2_activation	human receptor constructs; mammalian recombinant systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PROK2/Bv8 activated cloned PROKR2/PKR2 in concentration-dependent cellular assays.	The evidence is receptor-expression and pharmacology based rather than a purified receptor affinity measurement; PROK2/Bv8 nomenclature is retained.	No purified-affinity measurement was established. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
M20A-MEDHIGH008-EVID-0010	M20A-EXT-2822	pros1 tyro3	Pros1 Tyro3	primary_literature_recovery	PMCID:PMC9065593; DOI:10.1016/j.bbrep.2022.101263; data/raw/evidence/module20_24_supervised_cli_phase2/PMC9065593_PROS1_TYRO3_primary.xml	direct_PROS1_TYRO3_activation	human SCC-25 and MGH-U3 cancer-cell models	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	The ProS1 LG1 domain was required for Tyro3 activation and the study localized a qualified ProS1-Tyro3 interface using chimeras, receptor activation, and structural modeling.	The evidence is activation, mutagenesis, and modeling based rather than a purified affinity measurement; Mer contact was not established by this paper.	Domain and receptor-context qualification remain explicit. High is limited to the tested molecular interaction or preserved receptor-complex claim; no SCI-context or downstream relay inference is made.
