review_id	pair_key	pair_label_canonical	review_status	confidence_decision	mouse_confidence	mouse_confidence_rank	human_confidence	human_confidence_rank	human_evidence_present	receptor_state	receptor_role	directness	species_posture	decision_basis	evidence_register_ids	next_action
M20A-EXT-2123	ihh hhip	Ihh Hhip	reviewed	high	high	3	uncertain	0	no	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made. Source packet: M20B-EVID-003898-P2-DIRECT.	M20A-MEDHIGH012-EVID-0001	retain_high_direct_or_complex_support; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2830	psap gpr37	Psap Gpr37	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made. Source packet: M20B-EVID-004605-P2-DIRECT.	M20A-MEDHIGH012-EVID-0002	retain_high_direct_or_complex_support; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2833	psap sort1	Psap Sort1	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made. Source packet: M20B-EVID-004608-P2-DIRECT.	M20A-MEDHIGH012-EVID-0003	retain_high_direct_or_complex_support; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-2866	pth2 pth1r	Pth2 Pth1r	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made. Source packet: M20B-EVID-004641-P2-DIRECT.	M20A-MEDHIGH012-EVID-0004	retain_high_direct_or_complex_support; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-3026	scube2 kdr	Scube2 Kdr	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made. Source packet: M20B-EVID-004801-P2-DIRECT.	M20A-MEDHIGH012-EVID-0005	retain_high_direct_or_complex_support; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-3074	sema3f nrp2_plxna3	Sema3f NRP2_PLXNA3	reviewed	high	high	3	uncertain	0	no	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made. Source packet: M20B-EVID-004849-P2-DIRECT.	M20A-MEDHIGH012-EVID-0006	retain_high_direct_or_complex_support; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-3079	sema3g nrp2_plxna2	Sema3g NRP2_PLXNA2	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made. Source packet: M20B-EVID-004854-P2-DIRECT.	M20A-MEDHIGH012-EVID-0007	retain_high_direct_or_complex_support; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-3135	shh boc	Shh Boc	reviewed	high	high	3	uncertain	0	no	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made. Source packet: M20B-EVID-004910-P2-DIRECT.	M20A-MEDHIGH012-EVID-0008	retain_high_direct_or_complex_support; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-3138	shh gpc1	Shh Gpc1	reviewed	high	high	3	uncertain	0	no	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made. Source packet: M20B-EVID-004913-P2-DIRECT.	M20A-MEDHIGH012-EVID-0009	retain_high_direct_or_complex_support; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
M20A-EXT-3140	shh hhip	Shh Hhip	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	ligand_receptor_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular or explicitly preserved receptor-complex evidence was adjudicated high for the tested interaction. High remains limited to the cited topology, ligand form, domain, species, and assay; no universal pathway, downstream, TF, or SCI inference is made. Source packet: M20B-EVID-004915-P2-DIRECT.	M20A-MEDHIGH012-EVID-0010	retain_high_direct_or_complex_support; preserve_topology_and_context; keep_relay_and_SCI_fields_separate
