review_id	pair_key	pair_label_canonical	review_status	confidence_decision	mouse_confidence	mouse_confidence_rank	human_confidence	human_confidence_rank	human_evidence_present	receptor_state	receptor_role	directness	species_posture	decision_basis	evidence_register_ids	next_action
M20A-EXT-2360	lgi1 adam23	Lgi1 Adam23	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004135-P2-DIRECT.	M20A-MEDHIGH003-EVID-0001	retain_high_direct_molecular_evidence; preserve_noncanonical_role; keep_relay_and_SCI_fields_separate
M20A-EXT-2361	lgi1 rtn4r	Lgi1 Rtn4r	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004136-P2-DIRECT.	M20A-MEDHIGH003-EVID-0002	retain_high_direct_molecular_evidence; preserve_noncanonical_role; keep_relay_and_SCI_fields_separate
M20A-EXT-2363	lgi2 adam23	Lgi2 Adam23	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004138-P2-DIRECT.	M20A-MEDHIGH003-EVID-0003	retain_high_direct_molecular_evidence; preserve_noncanonical_role; keep_relay_and_SCI_fields_separate
M20A-EXT-2365	lgi3 adam23	Lgi3 Adam23	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004140-P2-DIRECT.	M20A-MEDHIGH003-EVID-0004	retain_high_direct_molecular_evidence; preserve_noncanonical_role; keep_relay_and_SCI_fields_separate
M20A-EXT-2368	lgi4 adam22	Lgi4 Adam22	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004143-P2-DIRECT.	M20A-MEDHIGH003-EVID-0005	retain_high_direct_molecular_evidence; preserve_noncanonical_role; keep_relay_and_SCI_fields_separate
M20A-EXT-2410	lrpap1 lrp2	Lrpap1 Lrp2	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004185-P2-DIRECT.	M20A-MEDHIGH003-EVID-0006	retain_high_direct_molecular_evidence; preserve_noncanonical_role; keep_relay_and_SCI_fields_separate
M20A-EXT-2415	lrrc4b ptprf	Lrrc4b Ptprf	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004190-P2-DIRECT.	M20A-MEDHIGH003-EVID-0007	retain_high_direct_molecular_evidence; preserve_noncanonical_role; keep_relay_and_SCI_fields_separate
M20A-EXT-2427	ltf lrp1	Ltf Lrp1	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004202-P2-DIRECT.	M20A-MEDHIGH003-EVID-0008	retain_high_direct_molecular_evidence; preserve_noncanonical_role; keep_relay_and_SCI_fields_separate
M20A-EXT-2449	mdk ncl	Mdk Ncl	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004224-P2-DIRECT.	M20A-MEDHIGH003-EVID-0009	retain_high_direct_molecular_evidence; preserve_noncanonical_role; keep_relay_and_SCI_fields_separate
M20A-EXT-2450	mdk notch2	Mdk Notch2	reviewed	high	uncertain	0	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004225-P2-DIRECT.	M20A-MEDHIGH003-EVID-0010	retain_high_direct_molecular_evidence; preserve_noncanonical_role; keep_relay_and_SCI_fields_separate
M20A-EXT-2451	mdk ptprz1	Mdk Ptprz1	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004226-P2-DIRECT.	M20A-MEDHIGH003-EVID-0011	retain_high_direct_molecular_evidence; preserve_noncanonical_role; keep_relay_and_SCI_fields_separate
M20A-EXT-2452	mdk sdc1	Mdk Sdc1	reviewed	high	high	3	uncertain	0	no	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004227-P2-DIRECT.	M20A-MEDHIGH003-EVID-0012	retain_high_direct_molecular_evidence; preserve_noncanonical_role; keep_relay_and_SCI_fields_separate
M20A-EXT-2455	mdk sdc4	Mdk Sdc4	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004230-P2-DIRECT.	M20A-MEDHIGH003-EVID-0013	retain_high_direct_molecular_evidence; preserve_noncanonical_role; keep_relay_and_SCI_fields_separate
M20A-EXT-2463	mfge8 itgb3	Mfge8 Itgb3	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004238-P2-DIRECT.	M20A-MEDHIGH003-EVID-0014	retain_high_direct_molecular_evidence; preserve_noncanonical_role; keep_relay_and_SCI_fields_separate
M20A-EXT-2464	mfge8 itgb5	Mfge8 Itgb5	reviewed	high	high	3	high	3	yes	membrane_bound_or_receptor_complex_context	noncanonical_or_receptor_associated_molecular_role	exact_primary_direct_molecular_or_preserved_complex	species_scoped_to_exact_primary_packet; no_unlisted_species_inference	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred. Source packet: M20B-EVID-004239-P2-DIRECT.	M20A-MEDHIGH003-EVID-0015	retain_high_direct_molecular_evidence; preserve_noncanonical_role; keep_relay_and_SCI_fields_separate
