evidence_item_id	review_id	pair_key	pair_label	source_kind	source_locator	support_kind	species_support	source_scope	confidence_tier	citation_note	evidence_summary	limitations
M20A-MEDHIGH004-EVID-0001	M20A-EXT-2354	lgals3 eng	Lgals3 Eng	primary_literature_recovery	PMID:31540324; PMCID:PMC6769930; DOI:10.3390/cells8091082	direct_receptor_binding	human recombinant protein and human endothelial/cell-line comparator systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	A recombinant human soluble-endoglin protein microarray screen identified galectin-3 as an endoglin interactor; co-immunoprecipitation in CHO-K1 cells, biolayer interferometry, and HUVEC co-localization validated the association.	Direct LGALS3/galectin-3 engagement of soluble and membrane-associated ENG/endoglin.	Association was tested with soluble endoglin and full-length endoglin in recombinant and cellular systems; this does not establish ligand-triggered ENG activation or a complete signaling receptor complex, and the frozen Module 20B edge is mouse-scoped. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH004-EVID-0002	M20A-EXT-2356	lgals3 mcam	Lgals3 Mcam	primary_literature_recovery	PMID:28364041; PMCID:PMC5437243; DOI:10.1074/jbc.M117.783431	direct_receptor_binding	human microvascular lung and macrovascular endothelial cells; recombinant human protein	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Galectin-3 affinity purification/mass spectrometry, co-immunoprecipitation, cell-surface DTSSP cross-linking, and co-localization identify CD146/MCAM as the major endothelial galectin-3-binding ligand; N-glycanase reduces the association.	Direct LGALS3/galectin-3 engagement of glycosylated MCAM/CD146.	The assay is cell-surface and glycan-dependent rather than a purified binary affinity measurement; CD146 is a multifunctional glycoprotein and the frozen Module 20B edge is mouse-scoped. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH004-EVID-0003	M20A-EXT-2472	mif cd44_cd74	Mif Cd44_Cd74	primary_literature_recovery	PMID:17045821; PMID:18056708; DOI:10.1186/1471-2202-7-88; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIF_CD44_CD74_quoted_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MIF_selected_primary_records.xml	direct_MIF_CD74_CD44_receptor_complex_support	human; mouse	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	PMID:17045821; PMID:18056708	MIF engages CD74-containing receptor complexes and CD44 is identified as the signaling component of the MIF-CD74 receptor complex.	Receptor complex and cell-context dependence remain explicit; isolated subunit stoichiometry is unresolved. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH004-EVID-0004	M20A-EXT-2556	nodal acvr1b_acvr2a	Nodal Acvr1b_Acvr2a	primary_literature_recovery	PMID:28126904; PMID:39840816; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NODAL_receptor_complex_primary_records.xml	Nodal_ACVR1B_ACVR2A_Cripto_receptor_complex	mouse; human; zebrafish comparator	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Nodal binds type-II receptor and uses Cripto-1 to recruit ALK4/ACVR1B in a signaling complex; ActRIIA binding is supported in ligand/Cripto assays.	Cripto, receptor subtype, and ligand presentation constrain complex attribution.	Layer-specific primary evidence; see evidence summary and batch record for limitations. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH004-EVID-0005	M20A-EXT-2558	nodal acvr1b_acvr2b	Nodal Acvr1b_Acvr2b	primary_literature_recovery	PMID:28126904; PMID:39840816; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NODAL_receptor_complex_primary_records.xml	Nodal_ACVR1B_ACVR2B_Cripto_receptor_complex	mouse; human; zebrafish	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Nodal binds type-II receptor and Cripto-1 recruits ALK4/ACVR1B in a complex modeled and tested with ACVR2B.	Complex geometry and Cripto presentation are context-specific.	Layer-specific primary evidence; see evidence summary and batch record for limitations. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH004-EVID-0006	M20A-EXT-2560	nodal acvr1b_acvr2b_tdgf1	Nodal Acvr1b_Acvr2b_Tdgf1	primary_literature_recovery	PMID:39840816; PMID:28126904	Nodal_ACVR1B_ACVR2B_TDGFI_Cripto_complex	mouse; human; zebrafish	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	TDGF1/Cripto-1 bridges Nodal to ACVR1B/ALK4 in an ACVR2B-containing receptor complex.	Cripto nomenclature is TDGF1/CFC1; exact intact stoichiometry is qualified.	Layer-specific primary evidence; see evidence summary and batch record for limitations. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH004-EVID-0007	M20A-EXT-2610	nrg2 erbb2_erbb3	Nrg2 ERBB2_ERBB3	primary_literature_recovery	PMID:9742126; PMID:10214951; PMID:12466964; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NRG2_ERBB_selected_primary_records.xml	direct_NRG2_ERBB2_ERBB3_activation	human NRG2; engineered human ErbB systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	NRG2α/β activated ErbB3 and NRG2β engaged ErbB2-containing receptor combinations including ErbB2/ErbB3 in defined systems.	Direct NRG2-ERBB2/ERBB3 receptor-complex activation and binding.	NRG2 isoform and receptor-complex selectivity; generic NRG1 excluded. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH004-EVID-0008	M20A-EXT-2611	nrg2 erbb2_erbb4	Nrg2 ERBB2_ERBB4	primary_literature_recovery	PMID:9742126; PMID:10214951; PMID:12466964; PMID:17945187; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NRG2_ERBB_selected_primary_records.xml	direct_NRG2_ERBB2_ERBB4_activation	human NRG2; engineered human ErbB systems	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	NRG2β activated ErbB4 and ErbB2-containing ErbB2/ErbB4 complexes; NRG2α showed lower/partial ErbB4 activity.	Direct NRG2-ERBB2/ERBB4 receptor-complex activation.	NRG2β/α isoform differences in affinity, phosphorylation, and coupling. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH004-EVID-0009	M20A-EXT-2622	nrxn1 nlgn1	Nrxn1 Nlgn1	primary_literature_recovery	PMID:25378172; PMCID:PMC4220035; DOI:10.1523/JNEUROSCI.0348-14.2014; PMID:16242404; DOI:10.1016/j.neuron.2005.08.026; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NRXN_NLGN_selected_primary_records.xml	direct_NRXN1_NLGN1_transsynaptic_binding	mouse; rat; heterologous human proteins	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Nrxn1β formed trans-synaptic complexes with Nlgn1 in split-GFP and splice-dependent binding assays.	Direct extracellular Nrxn1/Nlgn1 adhesion complex.	Neurexin/neuroligin splice status and beta/alpha isoform differences; no classical kinase-receptor inference. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
M20A-MEDHIGH004-EVID-0010	M20A-EXT-2623	nrxn1 nlgn2	Nrxn1 Nlgn2	primary_literature_recovery	PMID:25378172; PMCID:PMC4220035; DOI:10.1523/JNEUROSCI.0348-14.2014; PMID:28641112; DOI:10.1016/j.neuron.2017.05.034; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NRXN_NLGN_selected_primary_records.xml	direct_NRXN1_NLGN2_transsynaptic_binding	mouse; rat; heterologous human proteins	module20b_exact_primary_packet_reused_for_module20a_adjudication	high	Nrxn1β formed trans-synaptic complexes with Nlgn2; MDGA1 competed for the Nlgn2 neurexin-binding interface.	Direct extracellular Nrxn1/Nlgn2 adhesion complex.	MDGA1 competition modulates access to Nlgn2 but does not negate direct binding. High is limited to the tested molecular interaction; no canonical signaling or SCI-context inference is made.
