expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_node_id	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-1115	M21B-DOWNSTREAM:00551	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phagocytosis_or_engulfment	transcription_factor|target_gene_expression	source_supported	NODE04633	HDL	M21B-E002927	NODE10032	SCARB1/SR-BI	M21B-E001299	NODE04537	GULP1						HDL-SR-BI C-terminal-tail-GULP1 phagocytic output	SCARB1-C-terminal-tail-GULP1-efferocytosis-relay	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E002927;M21B-E001299;M21B-EVID-002870;M21B-EVID-001242;M21B-DOWNSTREAM-EVID:000965;PMID:19122200	M21B-DOWNSTREAM-EVID:000965	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1115	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phagocytosis_or_engulfment	as stated in primary model/assay	Yeast two-hybrid, cell-free binding and co-IP systems with GULP1 reduction, Rac1/MAPK and apoptotic spermatogenic-cell phagocytosis assays	HDL-SR-BI input; SR-BI C-terminal-tail-GULP1 association; apoptotic-cell phagocytosis output	no SCI transfer inferred; Sertoli/apoptotic spermatogenic-cell comparator model only	Promote the SR-BI C-terminal-tail-GULP1 association while preserving the Sertoli/apoptotic spermatogenic-cell model and avoiding extrapolation to all HDL-receptor functions.	Yeast two-hybrid, cell-free binding, co-immunoprecipitation, GULP1 reduction and Rac1/MAPK/phagocytosis assays	unknown	composite_primary_evidence	PMID:19122200	SR-BI C-terminal-tail association with GULP1 supports Rac1/MAPK and apoptotic-cell phagocytosis in the reported model; PMID:19122200.	HDL-SR-BI input is linked to the SR-BI C-terminal-tail-GULP1 branch with Rac1/MAPK and apoptotic-cell phagocytosis readouts.	No terminal TF, target gene or SCI function is inferred; preserve the Sertoli-cell and apoptotic spermatogenic-cell boundaries and do not generalize to HDL uptake.	curated_primary_route	LITEXP:001115
M21B-LITEXP-1116	M21B-DOWNSTREAM:02238	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|generic_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE03611	FGF2	M21B-E000783	NODE03674	FGFRL1/FGFR5	M21B-E008834	NODE09464	PTPN6/SHP1						FGF2-FGFRL1 tandem-pY471/pY475-SHP1 ERK-regulatory output	FGFRL1-tandem-site-SHP1-ERK-relay	primary_literature_route_expansion	primary_receptor_proximal_output	M21B-E000783;M21B-E008834;M21B-EVID-000726;M21B-EVID-008780;M21B-DOWNSTREAM-EVID:003587;PMID:23640895;PMCID:PMC3682584	M21B-DOWNSTREAM-EVID:003587	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1116	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	mouse	Mouse islets and beta-TC3 cells expressing wild-type, deletion and Y471A/Y475A FGFRL1 with SHP1 association, knockdown and ERK1/2 assays	FGF2-FGFRL1 input; FGFRL1 tandem pY471/pY475-SHP1 association; ERK-regulatory output	no SCI transfer inferred; mouse islet and beta-cell comparator models only	Preserve FGFRL1 as kinase-null/decoy-like, retain the tandem site-set and the ligand-independent beta-cell context reported for the SHP1 study, and do not infer a canonical FGF receptor relay.	FGFRL1 deletion and Y471A/Y475A mutants, SHP1 co-immunoprecipitation/association, SHP1 knockdown and ERK1/2 assays	unknown	composite_primary_evidence	PMID:23640895; PMCID:PMC3682584	FGFRL1 tandem cytoplasmic tyrosines associate with SHP1 and modulate ERK1/2 in mouse islet and beta-cell systems; PMID:23640895.	FGF2-FGFRL1 input is linked to a bounded tandem-pY471/pY475-SHP1 branch with ERK readouts, while FGFRL1 kinase-null and ligand-independent limitations are retained.	No terminal TF, target gene or SCI function is inferred; this is not a canonical FGF receptor kinase route and the source study does not establish FGF2 dependence for the SHP1 branch.	curated_primary_route	LITEXP:001116
M21B-LITEXP-1117	M21B-DOWNSTREAM:02239	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE04047	GDNF	M21B-E000322	NODE04068	GFRA1:RET receptor complex	M21B-E008835	NODE09448	PTPN11/SHP2						GDNF-GFRA1:RET pY687-SHP2 neuronal survival/neurite output	RET-pY687-SHP2-neuronal-relay	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000322;M21B-E008835;M21B-EVID-000265;M21B-EVID-008781;M21B-DOWNSTREAM-EVID:003588;PMID:20682772;PMCID:PMC2951258	M21B-DOWNSTREAM-EVID:003588	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1117	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human	Human RET phosphopeptide pulldown/phage-display and COS RET WT/Y687F co-IP systems with GDNF/GFRα1 primary-neuron survival and neurite assays	GDNF-GFRA1:RET input; RET pY687-SHP2 docking; neuronal survival and neurite output	no SCI transfer inferred; GDNF/GFRα1 neuronal comparator models only	Preserve RET9/RET51, GFRα1/RET and pY687 versus pY1062 site boundaries.	RET phosphopeptide binding, Y687F co-immunoprecipitation, GDNF/GFRα1 stimulation and primary-neuron survival/neurite assays	unknown	composite_primary_evidence	PMID:20682772; PMCID:PMC2951258	RET pY687 is an SHP2 docking site linked to GDNF/GFRα1-RET neuronal survival and neurite assays; PMID:20682772.	GDNF-GFRA1:RET input is linked to the RET pY687-SHP2 branch with neuronal survival and neurite readouts.	No terminal TF, target gene or SCI function is inferred; preserve RET isoform, co-receptor and phosphosite boundaries.	curated_primary_route	LITEXP:001117
M21B-LITEXP-1118	M21B-DOWNSTREAM:02240	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|cellular_functional_readout	transcription_factor|target_gene_expression	source_supported	NODE04047	GDNF	M21B-E000322	NODE04068	GFRA1:RET receptor complex	M21B-E008837	NODE10613	SRC						GDNF-GFRA1:RET pY981-SRC neuronal survival output	RET-pY981-SRC-neuronal-relay	primary_literature_route_expansion	primary_receptor_proximal_and_cellular_functional_output	M21B-E000322;M21B-E008837;M21B-EVID-000265;M21B-EVID-008783;M21B-DOWNSTREAM-EVID:003589;PMID:14766744	M21B-DOWNSTREAM-EVID:003589	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1118	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	as stated in primary model/assay	GDNF/GFRα-RET receptor-transfected cells, GST-Src SH2 pulldown and Y981F assays, sympathetic-neuron phosphospecific analyses and cerebellar-neuron survival	GDNF-GFRA1:RET input; RET pY981-SRC recruitment; neuronal survival output	no SCI transfer inferred; GDNF-family neuronal comparator models only	Preserve GDNF-family/GFRα co-receptor, RET9/RET51 and pY981 versus pY1015/pY1029 boundaries.	GST-Src SH2 pulldown, phosphopeptide competition, RET Y981F assays and neuronal survival/phosphospecific analyses	unknown	composite_primary_evidence	PMID:14766744	RET pY981 recruits Src in GDNF/GFRα-RET systems and is associated with neuronal survival assays; PMID:14766744.	GDNF-GFRA1:RET input is linked to the RET pY981-SRC branch with neuronal phosphosignaling and survival readouts.	No terminal TF, target gene or SCI function is inferred; preserve RET phosphosite, isoform and co-receptor context.	curated_primary_route	LITEXP:001118
M21B-LITEXP-1119	M21B-DOWNSTREAM:02200	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor	not_assayed	NODE08624	p-octopamine/octopamine	M21B-E007154	NODE10815	TAAR1/trace amine-associated receptor 1									p-Octopamine-TAAR1 receptor-stimulated cAMP output	TAAR1-octopamine-cAMP-output	primary_literature_route_expansion	primary_functional_output	M21B-E007154;M21B-EVID-007097;M21B-DOWNSTREAM-EVID:003516;PMID:11723224	M21B-DOWNSTREAM-EVID:003516	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1119	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	rat; Xenopus	Rat TAAR1 expressed in heterologous cells and Xenopus oocytes with p-octopamine concentration-response pharmacology and receptor-stimulated adenylyl-cyclase/cAMP assays	p-Octopamine-TAAR1 input; receptor-stimulated adenylyl-cyclase/cAMP output	no SCI transfer inferred; heterologous GPCR comparator systems only	Retain the p-octopamine-to-TAAR1 activation edge at the heterologous GPCR/cAMP layer; intracellular relay and TF layers remain unassayed.	TAAR1 concentration-response pharmacology and receptor-stimulated adenylyl-cyclase/cAMP assays	activating	composite_primary_evidence	PMID:11723224	p-Octopamine activates rat TAAR1 with receptor-stimulated adenylyl-cyclase/cAMP readouts; PMID:11723224.	p-Octopamine-TAAR1 is retained as an explicit ligand-receptor-output route with cAMP activation evidence and no asserted intracellular or TF layer.	No named intracellular cascade, TF, target gene or SCI function is inferred; preserve rat receptor and heterologous assay limits.	curated_primary_route	LITEXP:001119
M21B-LITEXP-1120	M21B-DOWNSTREAM:02201	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor	not_assayed	NODE00022	3-iodothyronamine/T1AM	M21B-E007155	NODE10815	TAAR1/trace amine-associated receptor 1									T1AM-TAAR1 receptor-stimulated cAMP output	TAAR1-T1AM-cAMP-output	primary_literature_route_expansion	primary_functional_output	M21B-E007155;M21B-EVID-007098;M21B-DOWNSTREAM-EVID:003518;PMID:15146179;PMID:26601069;PMID:16451074	M21B-DOWNSTREAM-EVID:003518	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1120	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	human; mouse; rat	Human, rat and mouse TAAR1 receptor-expressing heterologous cells with T1AM and thyronamine analogue concentration-response assays and cAMP-based receptor activation	T1AM-TAAR1 input; receptor-stimulated cAMP output	no SCI transfer inferred; heterologous GPCR comparator systems only	Retain endogenous T1AM-TAAR1 activation at the receptor/cAMP layer while preserving thyronamine form and species-specific potency boundaries.	T1AM and thyronamine analogue concentration-response pharmacology and cAMP receptor-activation assays	activating	composite_primary_evidence	PMID:15146179; PMID:26601069; PMID:16451074	T1AM activates TAAR1 in receptor-expressing systems with cAMP-based readouts; PMID:15146179; PMID:26601069; PMID:16451074.	T1AM-TAAR1 is retained as an explicit ligand-receptor-output route with cAMP activation evidence and no asserted intracellular or TF layer.	No named intracellular cascade, TF, target gene or SCI function is inferred; preserve species-specific potency and heterologous assay limits.	curated_primary_route	LITEXP:001120
M21B-LITEXP-1121	M21B-DOWNSTREAM:02204	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor	not_assayed	NODE11952	β-phenylethylamine/β-PEA	M21B-E007158	NODE10818	TAAR4/trace amine-associated receptor 4									β-Phenylethylamine-TAAR4 receptor-stimulated cAMP/neuronal output	TAAR4-beta-phenylethylamine-cAMP-output	primary_literature_route_expansion	primary_functional_output	M21B-E007158;M21B-EVID-007101;M21B-DOWNSTREAM-EVID:003528;PMID:11459929;PMID:16878137	M21B-DOWNSTREAM-EVID:003528	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1121	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	mouse; rat	Rat and mouse TAAR4 in COS-7/heterologous cells and TAAR4-expressing olfactory sensory neurons with β-phenylethylamine concentration-response cAMP and neuronal activation assays	β-Phenylethylamine-TAAR4 input; receptor-stimulated cAMP and olfactory-neuron activation output	no SCI transfer inferred; rodent olfactory GPCR comparator models only	Retain rodent β-phenylethylamine-TAAR4 activation at the olfactory GPCR/cAMP layer; do not infer human TAAR4 or downstream TF output.	TAAR4 concentration-response cAMP and olfactory-neuron activation assays	activating	composite_primary_evidence	PMID:11459929; PMID:16878137	β-Phenylethylamine activates rodent TAAR4 in cAMP and olfactory-neuron assays; PMID:11459929; PMID:16878137.	β-Phenylethylamine-TAAR4 is retained as an explicit ligand-receptor-output route with cAMP and neuronal activation evidence and no asserted intracellular or TF layer.	No named intracellular cascade, TF, target gene or SCI function is inferred; preserve rodent and olfactory-neuron boundaries.	curated_primary_route	LITEXP:001121
M21B-LITEXP-1122	M21B-DOWNSTREAM:02205	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor	not_assayed	NODE08625	p-tyramine/tyramine	M21B-E007159	NODE10818	TAAR4/trace amine-associated receptor 4									p-Tyramine-TAAR4 receptor-stimulated cAMP output	TAAR4-tyramine-cAMP-output	primary_literature_route_expansion	primary_functional_output	M21B-E007159;M21B-EVID-007102;M21B-DOWNSTREAM-EVID:003530;PMID:11459929	M21B-DOWNSTREAM-EVID:003530	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1122	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	rat	Rat TAAR4 expressed in COS-7 cells with p-tyramine concentration-response pharmacology and receptor-stimulated cAMP assay	p-Tyramine-TAAR4 input; receptor-stimulated cAMP output	no SCI transfer inferred; rat heterologous olfactory GPCR comparator system only	Retain the rat p-tyramine-TAAR4 activation edge at the heterologous GPCR/cAMP layer and preserve species restriction.	TAAR4 concentration-response pharmacology and receptor-stimulated cAMP assay	activating	composite_primary_evidence	PMID:11459929	p-Tyramine activates rat TAAR4 with a receptor-stimulated cAMP readout; PMID:11459929.	p-Tyramine-TAAR4 is retained as an explicit ligand-receptor-output route with cAMP activation evidence and no asserted intracellular or TF layer.	No named intracellular cascade, TF, target gene or SCI function is inferred; preserve rat receptor and heterologous assay limits.	curated_primary_route	LITEXP:001122
M21B-LITEXP-1123	M21B-DOWNSTREAM:02206	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phosphorylation_or_activation_readout	intracellular_continuation|transcription_factor	not_assayed	NODE05702	isoamylamine/isopentylamine	M21B-E007160	NODE10817	TAAR3/trace amine-associated receptor 3									Isoamylamine-TAAR3 receptor-stimulated cAMP/olfactory-neuron output	TAAR3-isoamylamine-cAMP-output	primary_literature_route_expansion	primary_functional_output	M21B-E007160;M21B-EVID-007103;M21B-DOWNSTREAM-EVID:003532;PMID:16878137	M21B-DOWNSTREAM-EVID:003532	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1123	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	mouse	Mouse TAAR3-expressing heterologous cells and TAAR3 olfactory sensory neurons with isoamylamine concentration-response cAMP and odor-evoked neuronal assays	Isoamylamine-TAAR3 input; receptor-stimulated cAMP and olfactory-neuron activation output	no SCI transfer inferred; mouse olfactory GPCR comparator models only	Retain the mouse isoamylamine-TAAR3 activation edge at the olfactory GPCR/cAMP layer and preserve rodent olfactory context.	TAAR3 concentration-response cAMP and odor-evoked olfactory-neuron assays	activating	composite_primary_evidence	PMID:16878137	Isoamylamine activates mouse TAAR3 in heterologous cAMP and olfactory-neuron assays; PMID:16878137.	Isoamylamine-TAAR3 is retained as an explicit ligand-receptor-output route with cAMP and neuronal activation evidence and no asserted intracellular or TF layer.	No named intracellular cascade, TF, target gene or SCI function is inferred; preserve mouse and olfactory-neuron boundaries.	curated_primary_route	LITEXP:001123
M21B-LITEXP-1124	M21B-DOWNSTREAM:02207	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|reporter_readout	intracellular_continuation|transcription_factor	not_assayed	NODE01511	cadaverine/1,5-diaminopentane	M21B-E007161	NODE10816	TAAR13c/trace amine-associated receptor 13c									Cadaverine-TAAR13c reporter/olfactory-neuron output	TAAR13c-cadaverine-reporter-output	primary_literature_route_expansion	primary_functional_output	M21B-E007161;M21B-EVID-007104;M21B-DOWNSTREAM-EVID:003535;PMID:24218586	M21B-DOWNSTREAM-EVID:003535	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-1124	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	reporter_readout	as stated in primary model/assay	Zebrafish TAAR13c-expressing heterologous cells and olfactory sensory neurons with cadaverine concentration-response reporter assays, pERK neuronal activation and odor-avoidance behavior	Cadaverine-TAAR13c input; receptor reporter and olfactory-neuron activation output	no SCI transfer inferred; zebrafish olfactory comparator model only	Retain the zebrafish cadaverine-TAAR13c activation edge at the olfactory GPCR/reporter layer and preserve diamine and fish context.	TAAR13c reporter assays, pERK olfactory-neuron activation and odor-avoidance behavior	activating	composite_primary_evidence	PMID:24218586	Cadaverine activates zebrafish TAAR13c in heterologous reporter and olfactory-neuron assays; PMID:24218586.	Cadaverine-TAAR13c is retained as an explicit ligand-receptor-output route with reporter and neuronal activation evidence and no asserted intracellular or TF layer.	No named intracellular cascade, TF, target gene, mammalian transfer or SCI function is inferred; preserve zebrafish and olfactory context.	curated_primary_route	LITEXP:001124
