expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	primary_locator	citation_note	evidence_summary	limitations	curation_status	route_evidence_id
M21B-LITEXP-3761	M21B-DOWNSTREAM:02356	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE09523	PVR/CD155	M21B-E000665	NODE01822	CD226/DNAM-1												PVR-CD226 activating NK/T-cell cytotoxicity output			PVR-CD155-CD226-NK-activation	validated_ligand_receptor_edge	primary_functional_output	M21B-E000665;M21B-EVID-000608;PMID:12913096;PMCID:PMC2194180;DOI:10.1084/jem.20030788;PMID:15039383;DOI:10.1093/intimm/dxh059	M21B-DOWNSTREAM-EVID:003724	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3761	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human; mouse	Human PVR-transfected tumor-cell and NK-cell systems and mouse BW5147 T cells expressing human PVR with soluble CD226 binding and antibody-blocked cytotoxicity assays	Membrane PVR/CD155 engagement of CD226/DNAM-1 at immune-cell synapses	No SCI receiver inference	Primary ligand-identification, binding, and cytotoxicity studies support a PVR-CD226 ligand-receptor-output route while intracellular relay, terminal TF, and target-gene layers remain unresolved.	PVR-Fc binding, CD226 transfectants, antibody masking, and NK-mediated cytotoxicity assays	activating	direct_edge	PMID:12913096; PMCID:PMC2194180; DOI:10.1084/jem.20030788; PMID:15039383; DOI:10.1093/intimm/dxh059	Primary PVR/CD155-DNAM-1 ligand-identification and cytotoxicity studies	PVR/CD155 binds CD226/DNAM-1 and increases susceptibility of PVR-expressing targets to NK/T-cell cytotoxicity in primary systems.	Preserve activating CD226 and competition with TIGIT/CD96, membrane PVR context, and tumor/NK/T-cell assay limits; no SCI inference.	curated_primary_route	LITEXP:003811
M21B-LITEXP-3762	M21B-DOWNSTREAM:02361	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE01843	CD274/PD-L1	M21B-E000675	NODE08791	PDCD1/PD-1												PD-L1-PD-1 inhibitory immune-checkpoint output			PDL1-PD1-immune-checkpoint	validated_ligand_receptor_edge	primary_functional_output	M21B-E000675;M21B-EVID-000618;PMID:26602187;PMCID:PMC4752817;DOI:10.1016/j.str.2015.09.010	M21B-DOWNSTREAM-EVID:003729	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3762	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human	Human recombinant PD-1/PD-L1 ectodomain complex and immune-synapse comparator systems	Membrane PD-L1 engagement of PD-1 at an inhibitory immune synapse	No SCI receiver inference	Primary human structural evidence supports the PD-L1-PD-1 ligand-receptor checkpoint interaction while intracellular relay, terminal TF, and target-gene layers remain unresolved.	Recombinant ectodomain complex structure and immune-synapse comparator assays	inhibitory	direct_edge	PMID:26602187; PMCID:PMC4752817; DOI:10.1016/j.str.2015.09.010	Primary PD-L1-PD-1 structural immune-checkpoint study	The human PD-1/PD-L1 extracellular complex supports the inhibitory immune-checkpoint interaction, without assigning a specific intracellular adaptor or terminal output.	Preserve membrane immune-synapse geometry and inhibitory checkpoint context; structural binding does not by itself assign a specific intracellular adaptor or SCI function.	curated_primary_route	LITEXP:003812
M21B-LITEXP-3763	M21B-DOWNSTREAM:02366	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE01801	CD160	M21B-E000695	NODE04897	HVEM/TNFRSF14												CD160-HVEM context-dependent T-cell/NK signaling output			CD160-HVEM-immune-checkpoint	validated_ligand_receptor_edge	primary_functional_output	M21B-E000695;M21B-EVID-000638;PMCID:PMC7477951;PMID:25179432;PMCID:PMC4163173;DOI:10.1186/s12967-014-0217-y	M21B-DOWNSTREAM-EVID:003735	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3763	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human	Purified human CD160/HVEM ectodomains, CD160-expressing CHO or Jurkat cells, soluble HVEM-Fc binding, and primary HIV-specific T-cell functional assays	CD160-HVEM extracellular immune-receptor complex	No SCI receiver inference	Primary structural, binding, and cell-functional studies support a CD160-HVEM ligand-receptor-output route while intracellular relay, terminal TF, and target-gene layers remain unresolved.	Ectodomain structure, HVEM-Fc binding, isoform-specific cell assays, and T-cell functional assays	unknown	direct_edge	PMCID:PMC7477951; PMID:25179432; PMCID:PMC4163173; DOI:10.1186/s12967-014-0217-y	Primary CD160-HVEM structural and immune-cell signaling studies	CD160 and HVEM form a 1:1 extracellular complex and support context-dependent T-cell, NK-cell, and mucosal signaling.	Preserve CD160 GPI versus transmembrane isoforms, 1:1 ectodomain binding, cis/trans geometry, and bidirectional cell-type-dependent signaling; no SCI or terminal-TF inference.	curated_primary_route	LITEXP:003813
M21B-LITEXP-3764	M21B-DOWNSTREAM:02367	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE01417	C1q/complement component 1q	M21B-E000707	NODE01974	CD91/LRP1												C1q-CD91/LRP1 scavenger-receptor clearance output			C1q-CD91-LRP1-clearance	validated_ligand_receptor_edge	primary_functional_output	M21B-E000707;M21B-EVID-000650;PMID:20716178;DOI:10.1111/j.1742-4658.2010.07762.x	M21B-DOWNSTREAM-EVID:003736	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3764	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human	Purified human C1q/CD91 ELISA and SPR systems, CD91-expressing MM6 cells, and human blood monocytes with ligand competition and uptake-related assays	C1q engagement of CD91/LRP1 scavenger-receptor complex	No SCI receiver inference	Primary binding and monocyte-receptor studies support a C1q-CD91/LRP1 clearance route while intracellular relay, terminal TF, and target-gene layers remain unresolved.	ELISA, surface plasmon resonance, CD91-expressing monocyte binding, receptor-associated protein, and ligand-competition assays	unknown	direct_edge	PMID:20716178; DOI:10.1111/j.1742-4658.2010.07762.x	Primary C1q-CD91/LRP1 clearance-receptor study	Purified-protein and CD91-expressing monocyte assays support specific C1q-CD91/LRP1 interaction consistent with scavenging and internalization.	Preserve CD91/LRP1 scavenger-receptor topology, direct-versus-calreticulin-associated binding distinction, and C1q-bound-material clearance; no kinase relay, CNS/SCI weighting, or terminal-TF inference.	curated_primary_route	LITEXP:003814
M21B-LITEXP-3765	M21B-DOWNSTREAM:02408	retained_evidence_route	????>receptor>????>????>output	downstream_output_annotation_unlinked_topology	receptor|translocation_or_localization_readout	ligand_receptor_pair|intracellular_continuation|transcription_factor|target_gene_expression	not_assayed				NODE02511	CSF1R/c-Fms												CSF1R-CBLB-dependent macrophage macropinosome-trafficking output			CSF1R-CBLB-macropinosome-trafficking	receptor_output_evidence	primary_functional_output	M21B-E001021;M21B-EVID-000964;PMID:38170572	M21B-DOWNSTREAM-EVID:003777	literature_expansion:bounded_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3765	mechanism_evidence_v1	supports	not_evaluated	source_claim	translocation_or_localization_readout	as stated in primary model/assay	CSF1-stimulated macrophages with Cbl/Cbl-b perturbation, receptor imaging, growth, and macropinosome assays	CSF1R macrophage receptor to CBLB-associated endocytic trafficking output	Macrophage receptor-endocytosis comparator; no microglial or SCI specificity inferred	Primary receptor imaging and Cbl/Cbl-b perturbation support a CSF1R-associated macropinosome-trafficking output while ligand input, relay, terminal TF, and target-gene layers remain unresolved.	CSF1 stimulation, Cbl/Cbl-b knockout or depletion, receptor imaging, growth, and macropinosome assays	unknown	direct_edge	PMID:38170572	Primary CSF1R-CBLB macrophage macropinosome-trafficking study	CSF1-stimulated macrophage imaging and Cbl/Cbl-b perturbation support CSF1R-associated CBLB-dependent macropinosome trafficking.	Preserve macrophage receptor-endocytosis/trafficking comparator context; do not infer microglial or SCI specificity or a direct binary CSF1R-CBLB interaction.	curated_primary_route	LITEXP:003815
M21B-LITEXP-3766	M21B-DOWNSTREAM:02442	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE01453	C3b/complement C3 fragment	M21B-E001293	NODE01915	CD46/MCP												C3b-CD46 complement-regulatory cofactor output			C3b-CD46-complement-regulation	validated_ligand_receptor_edge	primary_functional_output	M21B-E001293;M21B-EVID-001236;PMID:8778018	M21B-DOWNSTREAM-EVID:003811	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3766	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human	Recombinant human soluble CD46 systems with C3b binding, blocking-antibody, complement-lysis, and Factor I cofactor assays	Extracellular C3b engagement of CD46/MCP complement-regulatory receptor	No SCI receiver inference	Primary binding and complement-cofactor studies support a C3b-CD46 ligand-receptor-output route without assigning an intracellular relay or terminal transcriptional mechanism.	C3b binding, blocking antibody, complement lysis, and Factor I cofactor assays	inhibitory	direct_edge	PMID:8778018	Primary C3b-CD46 complement-regulatory study	Recombinant human CD46 binds C3b and supports Factor I-dependent complement-regulatory cofactor function.	Preserve C3b processing and Factor I dependence; this is complement regulation/cofactor function without an intracellular relay or SCI inference.	curated_primary_route	LITEXP:003816
M21B-LITEXP-3767	M21B-DOWNSTREAM:02443	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|cellular_functional_readout	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE01461	C4b/complement C4 fragment	M21B-E001294	NODE01915	CD46/MCP												C4b-CD46 complement-regulatory cofactor output			C4b-CD46-complement-regulation	validated_ligand_receptor_edge	primary_functional_output	M21B-E001294;M21B-EVID-001237;PMID:8778018	M21B-DOWNSTREAM-EVID:003812	literature_expansion:bounded_ligand_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3767	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	human	Recombinant human soluble CD46 systems with C4b binding, blocking-antibody, complement-lysis, and Factor I cofactor assays	Extracellular C4b engagement of CD46/MCP complement-regulatory receptor	No SCI receiver inference	Primary binding and complement-cofactor studies support a C4b-CD46 ligand-receptor-output route without assigning an intracellular relay or terminal transcriptional mechanism.	C4b binding, blocking antibody, complement lysis, and Factor I cofactor assays	inhibitory	direct_edge	PMID:8778018	Primary C4b-CD46 complement-regulatory study	Recombinant human CD46 binds C4b and supports Factor I-dependent complement-regulatory cofactor function.	Preserve C4b processing and Factor I dependence; this is complement regulation/cofactor function without an intracellular relay or SCI inference.	curated_primary_route	LITEXP:003817
M21B-LITEXP-3768	M21B-DOWNSTREAM:03316	retained_evidence_route	????>receptor>????>????>output	downstream_output_annotation_unlinked_topology	receptor|phagocytosis_or_engulfment	ligand_receptor_pair|intracellular_continuation|transcription_factor|target_gene_expression	not_assayed				NODE06516	LRP1/CD91												LRP1-associated myelin-vesicle uptake and oligodendrocyte repair output			LRP1-myelin-phagocytosis	receptor_output_evidence	primary_functional_output	M21B-E010993;M21B-EVID-010741;PMID:28549068;PMCID:PMC5446120;PMID:19299462;PMCID:PMC2714439;PMID:29251594;PMCID:PMC5752207;PMID:37407594;PMCID:PMC10322873	M21B-DOWNSTREAM-EVID:004707	literature_expansion:bounded_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3768	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phagocytosis_or_engulfment	rat	Rat primary oligodendrocytes exposed to brain-derived myelin vesicles with LRP1 RAP inhibition, LRP1 silencing, and MBP-antibody blockade	LRP1/CD91-associated myelin-vesicle uptake and oligodendroglial repair output	Myelination/demyelination and repair context; no traumatic-SCI or terminal-TF inference	Primary uptake, receptor-perturbation, myelination, and repair studies support an LRP1-associated oligodendrocyte output while ligand identity, intracellular relay, terminal TF, and target-gene layers remain unresolved.	Myelin-vesicle exposure, RAP inhibition, LRP1 silencing, MBP blockade, uptake, cholesterol/peroxisome, and oligodendrocyte-maturation assays	unknown	direct_edge	PMID:28549068; PMCID:PMC5446120; PMID:19299462; PMCID:PMC2714439; PMID:29251594; PMCID:PMC5752207; PMID:37407594; PMCID:PMC10322873	Primary LRP1-associated glial myelin-uptake and repair studies	The cited primary studies support LRP1-associated myelin-vesicle uptake and oligodendroglial myelination/repair phenotypes under bounded glial perturbations.	Keep lipid, protein, receptor-associated uptake, cholesterol, epigenetic, and tissue-repair outputs separate; do not infer a single LRP1 ligand or uptake mechanism, traumatic-SCI transfer, or terminal-TF output.	curated_primary_route	LITEXP:003818
M21B-LITEXP-3769	M21B-DOWNSTREAM:03317	retained_evidence_route	????>receptor>????>????>output	downstream_output_annotation_unlinked_topology	receptor|phagocytosis_or_engulfment	ligand_receptor_pair|intracellular_continuation|transcription_factor|target_gene_expression	not_assayed				NODE06516	LRP1/CD91												LRP1-associated myelin-vesicle uptake and microglial clearance output			LRP1-myelin-phagocytosis	receptor_output_evidence	primary_functional_output	M21B-E010994;M21B-EVID-010741;PMID:28549068;PMCID:PMC5446120;PMID:19299462;PMCID:PMC2714439;PMID:29251594;PMCID:PMC5752207;PMID:37407594;PMCID:PMC10322873	M21B-DOWNSTREAM-EVID:004708	literature_expansion:bounded_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3769	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phagocytosis_or_engulfment	rat	Rat primary microglia exposed to brain-derived myelin vesicles with LRP1 expression, RAP blockade, and fluorescence-uptake assays	LRP1/CD91-associated myelin-vesicle uptake and microglial clearance output	Myelin-clearance context; no traumatic-SCI or terminal-TF inference	Primary glial uptake and receptor-perturbation studies support an LRP1-associated microglial clearance output while ligand identity, intracellular relay, terminal TF, and target-gene layers remain unresolved.	Myelin-vesicle exposure, RAP blockade, LRP1 expression/perturbation, and fluorescence-uptake assays	unknown	direct_edge	PMID:28549068; PMCID:PMC5446120; PMID:19299462; PMCID:PMC2714439; PMID:29251594; PMCID:PMC5752207; PMID:37407594; PMCID:PMC10322873	Primary LRP1-associated glial myelin-uptake and repair studies	The cited primary studies support RAP-sensitive LRP1-associated myelin-vesicle uptake by microglia under bounded glial conditions.	Keep receptor-associated uptake separate from downstream cholesterol or repair outputs; do not infer a single LRP1 ligand or uptake mechanism, traumatic-SCI transfer, or terminal-TF output.	curated_primary_route	LITEXP:003819
M21B-LITEXP-3770	M21B-DOWNSTREAM:03318	retained_evidence_route	????>receptor>????>????>output	downstream_output_annotation_unlinked_topology	receptor|phagocytosis_or_engulfment	ligand_receptor_pair|intracellular_continuation|transcription_factor|target_gene_expression	not_assayed				NODE06516	LRP1/CD91												LRP1-associated myelin-vesicle uptake and astrocyte repair output			LRP1-myelin-phagocytosis	receptor_output_evidence	primary_functional_output	M21B-E010995;M21B-EVID-010741;PMID:28549068;PMCID:PMC5446120;PMID:19299462;PMCID:PMC2714439;PMID:29251594;PMCID:PMC5752207;PMID:37407594;PMCID:PMC10322873	M21B-DOWNSTREAM-EVID:004709	literature_expansion:bounded_receptor_output_annotation	not_asserted	evidence_route_not_causal	M21B-LITEXP-3770	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phagocytosis_or_engulfment	rat	Rat primary astrocytes exposed to brain-derived myelin vesicles with LRP1 expression, RAP blockade, and fluorescence-uptake assays	LRP1/CD91-associated myelin-vesicle uptake and astrocyte repair output	Myelin-clearance and repair context; no traumatic-SCI or terminal-TF inference	Primary glial uptake and receptor-perturbation studies support an LRP1-associated astrocyte clearance/repair output while ligand identity, intracellular relay, terminal TF, and target-gene layers remain unresolved.	Myelin-vesicle exposure, RAP blockade, LRP1 expression/perturbation, and fluorescence-uptake assays	unknown	direct_edge	PMID:28549068; PMCID:PMC5446120; PMID:19299462; PMCID:PMC2714439; PMID:29251594; PMCID:PMC5752207; PMID:37407594; PMCID:PMC10322873	Primary LRP1-associated glial myelin-uptake and repair studies	The cited primary studies support RAP-sensitive LRP1-associated myelin-vesicle uptake by astrocytes under bounded glial conditions.	Keep receptor-associated uptake separate from downstream cholesterol or repair outputs; do not infer a single LRP1 ligand or uptake mechanism, traumatic-SCI transfer, or terminal-TF output.	curated_primary_route	LITEXP:003820
