expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_chain_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	primary_locator	citation_note	evidence_summary	limitations	curation_status	species_context	cell_type_context	assay_or_perturbation	effect_polarity	source_scope	route_evidence_id
M21B-LITEXP-7384	M21B-DOWNSTREAM:02354	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										SEMA7A-ITGAV:ITGB1 integrin documented cellular_functional_readout	SEMA7A-alphaVbeta1-macrophage-IL10	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E000647;M21B-EVID-000590;M21B-DOWNSTREAM-EVID:003721;PMID:22198947; DOI:10.4049/jimmunol.1102084	M21B-LITEXP-7384	M21B-DOWNSTREAM-EVID:003721	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:22198947; DOI:10.4049/jimmunol.1102084	Review lead: Semaphorin7A: branching beyond axonal guidance and into immunity, PMCID:PMC3966552; Neuroimmune semaphorins as costimulatory molecules and beyond, PMCID:PMC6016892; review-cited primary: PMID:22198947; DOI:10.4049/jimmunol.1102084; primary locator: PMID:22198947; DOI:10.4049/jimmunol.1102084	Primary-supported claim: The semaphorin reviews cite the primary intestinal study assigning epithelial SEMA7A-dependent macrophage IL-10 induction and protection from DSS colitis to alphaVbeta1 integrin. Primary model/assay: Mouse intestinal epithelial-cell/macrophage interaction and recombinant SEMA7A assays; alphaVbeta1-dependent IL-10 production; Sema7a-deficient mice and DSS-colitis model	Qualified at alphaVbeta1-dependent macrophage function; purified binary binding and a universal beta1-integrin mechanism are not claimed; preserve epithelial/macrophage and colitis context with no SCI inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	mouse	Mouse intestinal epithelial-cell/macrophage interaction and recombinant SEMA7A assays; alphaVbeta1-dependent IL-10 production; Sema7a-deficient mice and DSS-colitis model	not_reported	activating	direct_edge	LITEXP:003265
M21B-LITEXP-7385	M21B-DOWNSTREAM:02380	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										TWSG1-BMP4 documented cellular_functional_readout	TWSG1-BMP4-binding	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E000847;M21B-EVID-000790;M21B-DOWNSTREAM-EVID:003750;PMID:21941513; PMCID:PMC3170884	M21B-LITEXP-7385	M21B-DOWNSTREAM-EVID:003750	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:21941513; PMCID:PMC3170884	Review lead: PMCID: PMC4888821, Bone Morphogenetic Proteins; PMCID: PMC7502536, Structural Perspective of BMP ligands and Signaling; review-cited primary: PMID:21941513; PMCID:PMC3170884; primary locator: PMID:21941513; PMCID:PMC3170884	Primary-supported claim: The reviews identify Twisted gastrulation as an extracellular BMP modulator and the cited primary study reports analogous glycosylation-dependent TWSG1-BMP4 co-immunoprecipitation and BMP-modulatory activity Primary model/assay: Recombinant mouse and Xenopus TWSG1 glycoforms; BMP4 co-immunoprecipitation, glycosylation/exon-deletion mutants, and mandibular explant/craniofacial BMP assays	Promote as glycosylation-dependent extracellular BMP4 binding/modulation; preserve the source’s BMP4 binding statement and craniofacial context, and do not infer a fixed productive relay or SCI function. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	mouse; Xenopus	Recombinant mouse and Xenopus TWSG1 glycoforms; BMP4 co-immunoprecipitation, glycosylation/exon-deletion mutants, and mandibular explant/craniofacial BMP assays	not_reported	unknown	direct_edge	LITEXP:003266
M21B-LITEXP-7386	M21B-DOWNSTREAM:02442	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										Substance P-TACR1/NK1R documented generic_functional_readout	substance-P-NK1R-GPCR	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001272;M21B-EVID-001215;M21B-DOWNSTREAM-EVID:003812;PMID:1657150	M21B-LITEXP-7386	M21B-DOWNSTREAM-EVID:003812	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:1657150	Review lead: PMCID:PMC3929113, tachykinin receptor review; review-cited primary: PMID:1657150; primary locator: PMID:1657150	Primary-supported claim: Substance P binds the cloned human NK1 receptor and stimulates phosphatidylinositol metabolism in receptor-expressing cells Primary model/assay: Human TACR1/NK1R cDNA expressed in COS-7 cells; radioligand binding and substance-P-stimulated phosphatidylinositol metabolism	Promote substance P binding/activation of TACR1/NK1R; preserve recombinant COS-cell context and tachykinin ligand overlap, without CNS/glial or SCI inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	human	Human TACR1/NK1R cDNA expressed in COS-7 cells; radioligand binding and substance-P-stimulated phosphatidylinositol metabolism	not_reported	activating	direct_edge	LITEXP:003267
M21B-LITEXP-7387	M21B-DOWNSTREAM:02487	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										Carbachol-CHRM3/M3 muscarinic receptor documented generic_functional_readout	Carbachol-CHRM3-muscarinic-GPCR	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001440;M21B-EVID-001383;M21B-DOWNSTREAM-EVID:003857;PMID:1325587	M21B-LITEXP-7387	M21B-DOWNSTREAM-EVID:003857	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:1325587	Review lead: PMCID:PMC3749793, Molecular properties of muscarinic acetylcholine receptors; review-cited primary: PMID:1325587; primary locator: PMID:1325587	Primary-supported claim: The review summarizes cloned muscarinic subtype pharmacology; the primary cloned rat M3 receptor shows carbachol-stimulated inositol-phosphate accumulation in transfected cells Primary model/assay: Rat M3 receptor cloned and expressed in B82 cells; muscarinic ligand pharmacology and carbachol-stimulated IP1 accumulation	Promote at cloned M3 receptor activation/IP signaling; preserve rat/B82 expression context and carbachol assay semantics, without SCI inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	rat	Rat M3 receptor cloned and expressed in B82 cells; muscarinic ligand pharmacology and carbachol-stimulated IP1 accumulation	not_reported	activating	direct_edge	LITEXP:003268
M21B-LITEXP-7388	M21B-DOWNSTREAM:02488	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										Carbachol-CHRM4/M4 muscarinic receptor documented generic_functional_readout	Carbachol-CHRM4-muscarinic-GPCR	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001441;M21B-EVID-001384;M21B-DOWNSTREAM-EVID:003858;PMID:1325587	M21B-LITEXP-7388	M21B-DOWNSTREAM-EVID:003858	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:1325587	Review lead: PMCID:PMC3749793, Molecular properties of muscarinic acetylcholine receptors; review-cited primary: PMID:1325587; primary locator: PMID:1325587	Primary-supported claim: The review summarizes cloned muscarinic subtype pharmacology; the primary cloned rat M4 receptor shows carbachol-stimulated inositol-phosphate accumulation in transfected cells Primary model/assay: Rat M4 receptor cloned and expressed in B82 cells; muscarinic ligand pharmacology and carbachol-stimulated IP1 accumulation	Promote at cloned M4 receptor activation/IP signaling; preserve rat/B82 expression context and carbachol assay semantics, without SCI inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	rat	Rat M4 receptor cloned and expressed in B82 cells; muscarinic ligand pharmacology and carbachol-stimulated IP1 accumulation	not_reported	activating	direct_edge	LITEXP:003269
M21B-LITEXP-7389	M21B-DOWNSTREAM:02489	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										Carbachol-CHRM5/M5 muscarinic receptor documented generic_functional_readout	Carbachol-CHRM5-muscarinic-GPCR	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001442;M21B-EVID-001385;M21B-DOWNSTREAM-EVID:003859;PMID:1325587	M21B-LITEXP-7389	M21B-DOWNSTREAM-EVID:003859	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:1325587	Review lead: PMCID:PMC3749793, Molecular properties of muscarinic acetylcholine receptors; review-cited primary: PMID:1325587; primary locator: PMID:1325587	Primary-supported claim: The review summarizes cloned muscarinic subtype pharmacology; the primary cloned rat M5 receptor shows carbachol-stimulated inositol-phosphate accumulation in transfected cells Primary model/assay: Rat M5 receptor cloned and expressed in B82 cells; muscarinic ligand pharmacology and carbachol-stimulated IP1 accumulation	Promote at cloned M5 receptor activation/IP signaling; preserve rat/B82 expression context and carbachol assay semantics, without SCI inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	rat	Rat M5 receptor cloned and expressed in B82 cells; muscarinic ligand pharmacology and carbachol-stimulated IP1 accumulation	not_reported	activating	direct_edge	LITEXP:003270
M21B-LITEXP-7390	M21B-DOWNSTREAM:02490	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										GABA-GABBR1:GABBR2/GABA-B receptor complex documented generic_functional_readout	GABA-GABAB-heterodimeric-GPCR	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001443;M21B-EVID-001386;M21B-DOWNSTREAM-EVID:003860;PMID:10602314	M21B-LITEXP-7390	M21B-DOWNSTREAM-EVID:003860	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:10602314	Review lead: PMCID:PMC7411975, The GABAB Receptor—Structure, Ligand Binding and Drug Development; review-cited primary: PMID:10602314; primary locator: PMID:10602314	Primary-supported claim: The review describes the obligatory GABAB1/GABAB2 heterodimer; the cited primary shows GABA agonist responses in coexpressed heterodimeric receptors Primary model/assay: tsA mammalian cells coexpressing GABABR1a or GABABR1b with GABABR2 and chimeric Galphaq-z5; GABA-induced phosphoinositide hydrolysis and agonist pharmacology	Promote only the obligatory GABAB1/GABAB2 heterodimer and recombinant phosphoinositide assay; GABAB1 supplies the orthosteric ligand site and GABAB2 supports coupling; no SCI transfer. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	as stated in primary model/assay	tsA mammalian cells coexpressing GABABR1a or GABABR1b with GABABR2 and chimeric Galphaq-z5; GABA-induced phosphoinositide hydrolysis and agonist pharmacology	not_reported	activating	direct_edge	LITEXP:003271
M21B-LITEXP-7391	M21B-DOWNSTREAM:02494	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										ATP/adenosine triphosphate-P2RX7/P2X7 ATP-gated channel documented generic_functional_readout	ATP-P2RX7-purinergic-channel	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001466;M21B-EVID-001409;M21B-DOWNSTREAM-EVID:003864;PMID:9720806	M21B-LITEXP-7391	M21B-DOWNSTREAM-EVID:003864	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:9720806	Review lead: PMCID:PMC3360091, Molecular and functional properties of P2X receptors review; review-cited primary: PMID:9720806; primary locator: PMID:9720806	Primary-supported claim: The review identifies P2X7 as a high-threshold ATP-gated ion channel; the cited primary demonstrates ATP-evoked inward currents through recombinant human P2X7 expressed in HEK-293 cells Primary model/assay: Recombinant human P2X7 stably expressed in HEK-293 cells; ATP- and BzATP-evoked whole-cell inward currents with antagonist pharmacology	Promote at recombinant human P2X7 ATP-gated current layer; preserve high ATP concentration, divalent-cation and pore-dilation boundaries, with no SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	human	Recombinant human P2X7 stably expressed in HEK-293 cells; ATP- and BzATP-evoked whole-cell inward currents with antagonist pharmacology	not_reported	activating	direct_edge	LITEXP:003272
M21B-LITEXP-7392	M21B-DOWNSTREAM:02500	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										[des-Arg10]kallidin-BDKRB1/B1 bradykinin receptor documented generic_functional_readout	DesArgKallidin-BDKRB1-GPCR	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001534;M21B-EVID-001477;M21B-DOWNSTREAM-EVID:003870;PMID:8063797	M21B-LITEXP-7392	M21B-DOWNSTREAM-EVID:003870	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:8063797	Review lead: PMCID:PMC1575942, Kinin B1 receptors review, cloning and signaling section; PMCID:PMC4742067, Biotechnological fluorescent ligands of B1 receptor review; review-cited primary: PMID:8063797; primary locator: PMID:8063797	Primary-supported claim: The reviews trace B1-receptor characterization to the cloned human receptor; the cited primary demonstrates agonist-driven Ca2+ mobilization in Xenopus oocytes and high-affinity [des-Arg10]kallidin binding in mammalian cells Primary model/assay: Human BDKRB1 cDNA expressed in Xenopus laevis oocytes and mammalian cells; aequorin Ca2+ mobilization, radioligand binding and antagonist-displacement assays	Promote at the inducible B1 receptor cloned binding/activation layer; preserve [des-Arg10]kallidin versus bradykinin selectivity and Xenopus/mammalian heterologous-system context, without SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	human; Xenopus	Human BDKRB1 cDNA expressed in Xenopus laevis oocytes and mammalian cells; aequorin Ca2+ mobilization, radioligand binding and antagonist-displacement assays	not_reported	activating	direct_edge	LITEXP:003273
M21B-LITEXP-7393	M21B-DOWNSTREAM:02503	retained_evidence_route	????>????>????>????>output	downstream_output_annotation_unlinked_topology	output	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor	not_mapped										ATP/adenosine triphosphate-P2RX2:P2RX3/P2X2-P2X3 heteromeric ATP receptor documented generic_functional_readout	ATP-P2RX2-P2RX3-heteromer	primary_literature_route_expansion	primary_documented_output_unlinked_topology	M21B-E001580;M21B-EVID-001523;M21B-DOWNSTREAM-EVID:003873;PMID:9254665; PMID:7566120	M21B-LITEXP-7393	M21B-DOWNSTREAM-EVID:003873	literature_expansion:output_supported_topology_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:9254665; PMID:7566120	Review lead: PMID:10836147, Pharmacology of cloned P2X receptors; PMCID:PMC3360091, Molecular and functional properties of P2X receptors; review-cited primary: PMID:9254665; PMID:7566120; primary locator: PMID:9254665; PMID:7566120	Primary-supported claim: The reviews identify P2X2/P2X3 as a characterized heteromeric ATP-gated channel; the cited primaries show direct subunit co-assembly, altered agonist sensitivity/desensitization and ATP-evoked currents distinct from P2X2 or P2X3 homomers Primary model/assay: P2X2 and P2X3 epitope-tagged subunits coexpressed in Sf9 cells and Xenopus/heterologous receptor systems; cross-immunoprecipitation, ATP or alpha,beta-methylene-ATP whole-cell currents, and sensory-neuron-like current comparison	Promote at ATP-gated P2X2/P2X3 heteromer assembly and channel activation; preserve heteromeric subunit composition and sensory-neuron/heterologous assay limits without SCI or terminal-TF inference. Ligand-receptor topology remains unresolved; output evidence is retained without assigning source or target roles. Output class was assigned from explicit output/readout language in the stored primary-supported summary.	curated_primary_route	Xenopus	P2X2 and P2X3 epitope-tagged subunits coexpressed in Sf9 cells and Xenopus/heterologous receptor systems; cross-immunoprecipitation, ATP or alpha,beta-methylene-ATP whole-cell currents, and sensory-neuron-like current comparison	not_reported	activating	direct_edge	LITEXP:003274
