pair_key	pair_label_canonical	cellchat_status	module20a_status	review_id	current_confidence	prior_notes
gaba-gad1_slc6a13 gabr_a4b3d	GABA-GAD1_SLC6A13 GABR_A4B3D	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a13 gabr_a4b3g2	GABA-GAD1_SLC6A13 GABR_A4B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a13 gabr_a5b3g2	GABA-GAD1_SLC6A13 GABR_A5B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a13 gabr_a6b3d	GABA-GAD1_SLC6A13 GABR_A6B3D	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a13 gabr_a6b3g2	GABA-GAD1_SLC6A13 GABR_A6B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabbr1	GABA-GAD1_SLC6A6 Gabbr1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabbr2	GABA-GAD1_SLC6A6 Gabbr2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabr_a1b2	GABA-GAD1_SLC6A6 GABR_A1B2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabr_a1b2d	GABA-GAD1_SLC6A6 GABR_A1B2D	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabr_a1b2g2	GABA-GAD1_SLC6A6 GABR_A1B2G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabr_a1b3	GABA-GAD1_SLC6A6 GABR_A1B3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabr_a1b3g2	GABA-GAD1_SLC6A6 GABR_A1B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabr_a2b3g2	GABA-GAD1_SLC6A6 GABR_A2B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabr_a3b3e	GABA-GAD1_SLC6A6 GABR_A3B3E	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabr_a3b3g2	GABA-GAD1_SLC6A6 GABR_A3B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabr_a3b3q	GABA-GAD1_SLC6A6 GABR_A3B3Q	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabr_a4b2d	GABA-GAD1_SLC6A6 GABR_A4B2D	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabr_a4b3d	GABA-GAD1_SLC6A6 GABR_A4B3D	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabr_a4b3g2	GABA-GAD1_SLC6A6 GABR_A4B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabr_a5b3g2	GABA-GAD1_SLC6A6 GABR_A5B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabr_a6b3d	GABA-GAD1_SLC6A6 GABR_A6B3D	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a6 gabr_a6b3g2	GABA-GAD1_SLC6A6 GABR_A6B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabbr1	GABA-GAD1_SLC6A8 Gabbr1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabbr2	GABA-GAD1_SLC6A8 Gabbr2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabr_a1b2	GABA-GAD1_SLC6A8 GABR_A1B2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabr_a1b2d	GABA-GAD1_SLC6A8 GABR_A1B2D	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabr_a1b2g2	GABA-GAD1_SLC6A8 GABR_A1B2G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabr_a1b3	GABA-GAD1_SLC6A8 GABR_A1B3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabr_a1b3g2	GABA-GAD1_SLC6A8 GABR_A1B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabr_a2b3g2	GABA-GAD1_SLC6A8 GABR_A2B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabr_a3b3e	GABA-GAD1_SLC6A8 GABR_A3B3E	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabr_a3b3g2	GABA-GAD1_SLC6A8 GABR_A3B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabr_a3b3q	GABA-GAD1_SLC6A8 GABR_A3B3Q	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabr_a4b2d	GABA-GAD1_SLC6A8 GABR_A4B2D	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabr_a4b3d	GABA-GAD1_SLC6A8 GABR_A4B3D	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabr_a4b3g2	GABA-GAD1_SLC6A8 GABR_A4B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabr_a5b3g2	GABA-GAD1_SLC6A8 GABR_A5B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabr_a6b3d	GABA-GAD1_SLC6A8 GABR_A6B3D	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad1_slc6a8 gabr_a6b3g2	GABA-GAD1_SLC6A8 GABR_A6B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabbr1	GABA-GAD2_SLC32A1 Gabbr1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabbr2	GABA-GAD2_SLC32A1 Gabbr2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabr_a1b2	GABA-GAD2_SLC32A1 GABR_A1B2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabr_a1b2d	GABA-GAD2_SLC32A1 GABR_A1B2D	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabr_a1b2g2	GABA-GAD2_SLC32A1 GABR_A1B2G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabr_a1b3	GABA-GAD2_SLC32A1 GABR_A1B3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabr_a1b3g2	GABA-GAD2_SLC32A1 GABR_A1B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabr_a2b3g2	GABA-GAD2_SLC32A1 GABR_A2B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabr_a3b3e	GABA-GAD2_SLC32A1 GABR_A3B3E	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabr_a3b3g2	GABA-GAD2_SLC32A1 GABR_A3B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabr_a3b3q	GABA-GAD2_SLC32A1 GABR_A3B3Q	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabr_a4b2d	GABA-GAD2_SLC32A1 GABR_A4B2D	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabr_a4b3d	GABA-GAD2_SLC32A1 GABR_A4B3D	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabr_a4b3g2	GABA-GAD2_SLC32A1 GABR_A4B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabr_a5b3g2	GABA-GAD2_SLC32A1 GABR_A5B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabr_a6b3d	GABA-GAD2_SLC32A1 GABR_A6B3D	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc32a1 gabr_a6b3g2	GABA-GAD2_SLC32A1 GABR_A6B3G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc6a1 gabbr1	GABA-GAD2_SLC6A1 Gabbr1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc6a1 gabbr2	GABA-GAD2_SLC6A1 Gabbr2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc6a1 gabr_a1b2	GABA-GAD2_SLC6A1 GABR_A1B2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc6a1 gabr_a1b2d	GABA-GAD2_SLC6A1 GABR_A1B2D	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc6a1 gabr_a1b2g2	GABA-GAD2_SLC6A1 GABR_A1B2G2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
gaba-gad2_slc6a1 gabr_a1b3	GABA-GAD2_SLC6A1 GABR_A1B3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
