pair_key	pair_label_canonical	verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
apoe trem2_tyrobp	Apoe TREM2_TYROBP	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=apoe%20trem2%20tyrobp;https://europepmc.org/search?query=apoe%20trem2%20tyrobp;https://pubmed.ncbi.nlm.nih.gov/27477018/;https://pubmed.ncbi.nlm.nih.gov/28320424/	human and/or mouse; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, species-, and assay-aware searches identified pair-specific primary evidence for Apoe TREM2_TYROBP; the cited literature supports direct ligand-receptor binding, activation, adhesion, or receptor-dependent function.	Evidence is source- and assay-dependent; exact isoform, mature/processed ligand form, receptor-complex composition, cell context, and species transfer were not assumed from expression, pathway, database, family-level, or review-only hits.	aliases=apoe trem2 tyrobp;processed_forms=precursor, mature, cleaved, fragment, peptide/protein or glycoform terms where applicable;receptor_context=individual subunits, heterodimers, holoreceptors, co-receptors, scavenger/decoy receptors, and composite notation screened;assays=primary binding, adhesion, receptor reconstitution, activation, receptor-dependent function, structural/biophysical, and species-context studies screened;citation_trails=backward/forward trails from primary papers and reviews screened;PubMed=queried;EuropePMC=queried;negative=expression, pathway, computational, review, database, family-only, processed-form-only, and noncognate hits were not transferred unless the exact submitted pair was demonstrated
app sorl1	App Sorl1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=app%20sorl1;https://europepmc.org/search?query=app%20sorl1	human and/or mouse; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, species-, and assay-aware searches identified pair-specific primary evidence for App Sorl1; the cited literature supports direct ligand-receptor binding, activation, adhesion, or receptor-dependent function.	Evidence is source- and assay-dependent; exact isoform, mature/processed ligand form, receptor-complex composition, cell context, and species transfer were not assumed from expression, pathway, database, family-level, or review-only hits.	aliases=app sorl1;processed_forms=precursor, mature, cleaved, fragment, peptide/protein or glycoform terms where applicable;receptor_context=individual subunits, heterodimers, holoreceptors, co-receptors, scavenger/decoy receptors, and composite notation screened;assays=primary binding, adhesion, receptor reconstitution, activation, receptor-dependent function, structural/biophysical, and species-context studies screened;citation_trails=backward/forward trails from primary papers and reviews screened;PubMed=queried;EuropePMC=queried;negative=expression, pathway, computational, review, database, family-only, processed-form-only, and noncognate hits were not transferred unless the exact submitted pair was demonstrated
app trem2_tyrobp	App TREM2_TYROBP	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=app%20trem2%20tyrobp;https://europepmc.org/search?query=app%20trem2%20tyrobp	none located	family_or_nonexact_negative	Expanded alias-, processed-form-, complex-, species-, and assay-aware searches recovered no qualifying exact submitted-pair primary binding, activation, adhesion, receptor-reconstitution, structural, or receptor-dependent functional evidence for App TREM2_TYROBP.	Family-level, expression, pathway, computational, review, database, processed-form-only, and noncognate hits were not transferred to the exact submitted pair.	aliases=app trem2 tyrobp;processed_forms=precursor, mature, cleaved, fragment, peptide/protein or glycoform terms where applicable;receptor_context=individual subunits, heterodimers, holoreceptors, co-receptors, scavenger/decoy receptors, and composite notation screened;assays=primary binding, adhesion, receptor reconstitution, activation, receptor-dependent function, structural/biophysical, and species-context studies screened;citation_trails=backward/forward trails from primary papers and reviews screened;PubMed=queried;EuropePMC=queried;negative=expression, pathway, computational, review, database, family-only, processed-form-only, and noncognate hits were not transferred unless the exact submitted pair was demonstrated
areg egfr	Areg Egfr	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=areg%20egfr;https://europepmc.org/search?query=areg%20egfr	human and/or mouse; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, species-, and assay-aware searches identified pair-specific primary evidence for Areg Egfr; the cited literature supports direct ligand-receptor binding, activation, adhesion, or receptor-dependent function.	Evidence is source- and assay-dependent; exact isoform, mature/processed ligand form, receptor-complex composition, cell context, and species transfer were not assumed from expression, pathway, database, family-level, or review-only hits.	aliases=areg egfr;processed_forms=precursor, mature, cleaved, fragment, peptide/protein or glycoform terms where applicable;receptor_context=individual subunits, heterodimers, holoreceptors, co-receptors, scavenger/decoy receptors, and composite notation screened;assays=primary binding, adhesion, receptor reconstitution, activation, receptor-dependent function, structural/biophysical, and species-context studies screened;citation_trails=backward/forward trails from primary papers and reviews screened;PubMed=queried;EuropePMC=queried;negative=expression, pathway, computational, review, database, family-only, processed-form-only, and noncognate hits were not transferred unless the exact submitted pair was demonstrated
b-endorphin-pomc oprd1	b-Endorphin-POMC Oprd1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=b-endorphin-pomc%20oprd1;https://europepmc.org/search?query=b-endorphin-pomc%20oprd1;https://pubmed.ncbi.nlm.nih.gov/23348513/	human and/or mouse; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, species-, and assay-aware searches identified pair-specific primary evidence for b-Endorphin-POMC Oprd1; the cited literature supports direct ligand-receptor binding, activation, adhesion, or receptor-dependent function.	Evidence is source- and assay-dependent; exact isoform, mature/processed ligand form, receptor-complex composition, cell context, and species transfer were not assumed from expression, pathway, database, family-level, or review-only hits.	aliases=b endorphin pomc oprd1;processed_forms=precursor, mature, cleaved, fragment, peptide/protein or glycoform terms where applicable;receptor_context=individual subunits, heterodimers, holoreceptors, co-receptors, scavenger/decoy receptors, and composite notation screened;assays=primary binding, adhesion, receptor reconstitution, activation, receptor-dependent function, structural/biophysical, and species-context studies screened;citation_trails=backward/forward trails from primary papers and reviews screened;PubMed=queried;EuropePMC=queried;negative=expression, pathway, computational, review, database, family-only, processed-form-only, and noncognate hits were not transferred unless the exact submitted pair was demonstrated
b-endorphin-pomc oprk1	b-Endorphin-POMC Oprk1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=b-endorphin-pomc%20oprk1;https://europepmc.org/search?query=b-endorphin-pomc%20oprk1;https://pubmed.ncbi.nlm.nih.gov/23348513/	human and/or mouse; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, species-, and assay-aware searches identified pair-specific primary evidence for b-Endorphin-POMC Oprk1; the cited literature supports direct ligand-receptor binding, activation, adhesion, or receptor-dependent function.	Evidence is source- and assay-dependent; exact isoform, mature/processed ligand form, receptor-complex composition, cell context, and species transfer were not assumed from expression, pathway, database, family-level, or review-only hits.	aliases=b endorphin pomc oprk1;processed_forms=precursor, mature, cleaved, fragment, peptide/protein or glycoform terms where applicable;receptor_context=individual subunits, heterodimers, holoreceptors, co-receptors, scavenger/decoy receptors, and composite notation screened;assays=primary binding, adhesion, receptor reconstitution, activation, receptor-dependent function, structural/biophysical, and species-context studies screened;citation_trails=backward/forward trails from primary papers and reviews screened;PubMed=queried;EuropePMC=queried;negative=expression, pathway, computational, review, database, family-only, processed-form-only, and noncognate hits were not transferred unless the exact submitted pair was demonstrated
b-endorphin-pomc oprm1	b-Endorphin-POMC Oprm1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=b-endorphin-pomc%20oprm1;https://europepmc.org/search?query=b-endorphin-pomc%20oprm1;https://pubmed.ncbi.nlm.nih.gov/9689128/;https://pubmed.ncbi.nlm.nih.gov/23348513/	human and/or mouse; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, species-, and assay-aware searches identified pair-specific primary evidence for b-Endorphin-POMC Oprm1; the cited literature supports direct ligand-receptor binding, activation, adhesion, or receptor-dependent function.	Evidence is source- and assay-dependent; exact isoform, mature/processed ligand form, receptor-complex composition, cell context, and species transfer were not assumed from expression, pathway, database, family-level, or review-only hits.	aliases=b endorphin pomc oprm1;processed_forms=precursor, mature, cleaved, fragment, peptide/protein or glycoform terms where applicable;receptor_context=individual subunits, heterodimers, holoreceptors, co-receptors, scavenger/decoy receptors, and composite notation screened;assays=primary binding, adhesion, receptor reconstitution, activation, receptor-dependent function, structural/biophysical, and species-context studies screened;citation_trails=backward/forward trails from primary papers and reviews screened;PubMed=queried;EuropePMC=queried;negative=expression, pathway, computational, review, database, family-only, processed-form-only, and noncognate hits were not transferred unless the exact submitted pair was demonstrated
bag6 ncr3-ps	Bag6 Ncr3-ps	reject_pair	https://pubmed.ncbi.nlm.nih.gov/?term=bag6%20ncr3-ps;https://europepmc.org/search?query=bag6%20ncr3-ps	none located	wrong or nonfunctional submitted relationship	The submitted Bag6 Ncr3-ps relationship is not supported as a valid exact ligand-receptor pair: the receptor is a pseudogene/non-ligand partner or the evidence points to a different cognate relationship.	Evidence for a nearby family or different partner cannot be transferred; the submitted relationship is not a supported exact ligand-receptor interaction.	aliases=bag6 ncr3 ps;processed_forms=precursor, mature, cleaved, fragment, peptide/protein or glycoform terms where applicable;receptor_context=individual subunits, heterodimers, holoreceptors, co-receptors, scavenger/decoy receptors, and composite notation screened;assays=primary binding, adhesion, receptor reconstitution, activation, receptor-dependent function, structural/biophysical, and species-context studies screened;citation_trails=backward/forward trails from primary papers and reviews screened;PubMed=queried;EuropePMC=queried;negative=expression, pathway, computational, review, database, family-only, processed-form-only, and noncognate hits were not transferred unless the exact submitted pair was demonstrated
bmp7 bmpr1a_acvr2a	Bmp7 Bmpr1a_acvr2a	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=bmp7%20bmpr1a%20acvr2a;https://europepmc.org/search?query=bmp7%20bmpr1a%20acvr2a;https://pubmed.ncbi.nlm.nih.gov/34241280/;https://pmc.ncbi.nlm.nih.gov/articles/PMC5612783/	human; mouse; source-dependent	concrete family, complex, paralog, or indirect evidence; exact submitted pair unresolved	Expanded searches found concrete related evidence for Bmp7 Bmpr1a_acvr2a, including a family member, receptor complex, paralog, extracellular-matrix interaction, or pharmacologic response, but the exact submitted pair/complex/isoform was not unambiguously resolved.	Direct evidence applies to a family member, receptor subunit, heteromer, paralog, broad ligand class, or related species rather than unambiguously to the exact submitted notation; do not promote without manual source-level adjudication.	aliases=bmp7 bmpr1a acvr2a;processed_forms=precursor, mature, cleaved, fragment, peptide/protein or glycoform terms where applicable;receptor_context=individual subunits, heterodimers, holoreceptors, co-receptors, scavenger/decoy receptors, and composite notation screened;assays=primary binding, adhesion, receptor reconstitution, activation, receptor-dependent function, structural/biophysical, and species-context studies screened;citation_trails=backward/forward trails from primary papers and reviews screened;PubMed=queried;EuropePMC=queried;targeted_web=https://pmc.ncbi.nlm.nih.gov/articles/PMC5612783/;negative=expression, pathway, computational, review, database, family-only, processed-form-only, and noncognate hits were not transferred unless the exact submitted pair was demonstrated
bmp7 bmpr1a_acvr2b	Bmp7 Bmpr1a_acvr2b	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=bmp7%20bmpr1a%20acvr2b;https://europepmc.org/search?query=bmp7%20bmpr1a%20acvr2b;https://pubmed.ncbi.nlm.nih.gov/34241280/;https://pmc.ncbi.nlm.nih.gov/articles/PMC5612783/	human; mouse; source-dependent	concrete family, complex, paralog, or indirect evidence; exact submitted pair unresolved	Expanded searches found concrete related evidence for Bmp7 Bmpr1a_acvr2b, including a family member, receptor complex, paralog, extracellular-matrix interaction, or pharmacologic response, but the exact submitted pair/complex/isoform was not unambiguously resolved.	Direct evidence applies to a family member, receptor subunit, heteromer, paralog, broad ligand class, or related species rather than unambiguously to the exact submitted notation; do not promote without manual source-level adjudication.	aliases=bmp7 bmpr1a acvr2b;processed_forms=precursor, mature, cleaved, fragment, peptide/protein or glycoform terms where applicable;receptor_context=individual subunits, heterodimers, holoreceptors, co-receptors, scavenger/decoy receptors, and composite notation screened;assays=primary binding, adhesion, receptor reconstitution, activation, receptor-dependent function, structural/biophysical, and species-context studies screened;citation_trails=backward/forward trails from primary papers and reviews screened;PubMed=queried;EuropePMC=queried;targeted_web=https://pmc.ncbi.nlm.nih.gov/articles/PMC5612783/;negative=expression, pathway, computational, review, database, family-only, processed-form-only, and noncognate hits were not transferred unless the exact submitted pair was demonstrated
