pair_key	pair_label_canonical	cellchat_status	module20a_status	review_id	current_confidence	prior_notes
col4a4 itga9_itgb1	Col4a4 ITGA9_ITGB1	cellchat_full	no	M20A-EXT-0219	uncertain	Parallel worker evidence packet integrated with conservative species-specific reconciliation; see source locator and worker output for pair-level rationale. Expanded search verdict=needs_manual_review.
col4a4 itgav_itgb8	Col4a4 ITGAV_ITGB8	cellchat_full	no	M20A-EXT-0220	uncertain	Parallel worker evidence packet integrated with conservative species-specific reconciliation; see source locator and worker output for pair-level rationale. Expanded search verdict=needs_manual_review.
col4a4 sdc1	Col4a4 Sdc1	cellchat_full	no	M20A-EXT-0221	uncertain	Parallel worker evidence packet integrated with conservative species-specific reconciliation; see source locator and worker output for pair-level rationale. Expanded search verdict=needs_manual_review.
col4a5 adgrg6	Col4a5 Adgrg6	cellchat_full	no		unreviewed	not_in_module20a_review_queue
col4a6 adgrg6	Col4a6 Adgrg6	cellchat_full	no		unreviewed	not_in_module20a_review_queue
cort-cyp11b1 nr3c1	Cort-CYP11B1 Nr3c1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
cort-cyp11b1 nr3c2	Cort-CYP11B1 Nr3c2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
csf1 csf1r	Csf1 Csf1r	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
ctf1 lifr_il6st	Ctf1 LIFR_IL6ST	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ctsg f2r	Ctsg F2r	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ctsg f2rl1	Ctsg F2rl1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ctsg f2rl2	Ctsg F2rl2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ctsg f2rl3	Ctsg F2rl3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ctsg fpr1	Ctsg Fpr1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
ctsg pard3	Ctsg Pard3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
cx3cl1 cx3cr1	Cx3cl1 Cx3cr1	cellchat_full	yes	M20A-LIANA-REMAINING-0053	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Candidate audit verdict=needs_manual_review.
cxcl1 ackr1	Cxcl1 Ackr1	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
cxcl1 cxcr1	Cxcl1 Cxcr1	cellchat_full	yes	M20A-LIANA-REMAINING-0054	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Candidate audit verdict=needs_manual_review.
cxcl1 cxcr2	Cxcl1 Cxcr2	cellchat_full	yes	M20A-LIANA-REMAINING-0055	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Candidate audit verdict=needs_manual_review.
cxcl10 ackr1	Cxcl10 Ackr1	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
cxcl10 cxcr3	Cxcl10 Cxcr3	cellchat_full	yes	M20A-LIANA-REMAINING-0057	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Candidate audit verdict=needs_manual_review.
cxcl11 ackr1	Cxcl11 Ackr1	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
cxcl11 ackr3	Cxcl11 Ackr3	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
cxcl11 cxcr3	Cxcl11 Cxcr3	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
cxcl12 ackr3	Cxcl12 Ackr3	cellchat_full	yes	M20A-LIANA-REMAINING-0058	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Candidate audit verdict=needs_manual_review.
cxcl12 cxcr4	Cxcl12 Cxcr4	cellchat_full	yes	M20A-LIANA-REMAINING-0059	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Candidate audit verdict=needs_manual_review.
cxcl13 ackr1	Cxcl13 Ackr1	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
cxcl13 cxcr5	Cxcl13 Cxcr5	cellchat_full	yes	M20A-LIANA-REMAINING-0061	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Candidate audit verdict=needs_manual_review.
cxcl16 cxcr6	Cxcl16 Cxcr6	cellchat_full	yes	M20A-LIANA-REMAINING-0062	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Candidate audit verdict=needs_manual_review.
cxcl2 ackr1	Cxcl2 Ackr1	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
cxcl2 cxcr1	Cxcl2 Cxcr1	cellchat_full	yes	M20A-LIANA-REMAINING-0063	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review.
cxcl2 cxcr2	Cxcl2 Cxcr2	cellchat_full	yes	M20A-LIANA-REMAINING-0064	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Candidate audit verdict=needs_manual_review.
cxcl3 ackr1	Cxcl3 Ackr1	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
cxcl3 cxcr1	Cxcl3 Cxcr1	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
cxcl3 cxcr2	Cxcl3 Cxcr2	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
cxcl5 ackr1	Cxcl5 Ackr1	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
cxcl5 cxcr1	Cxcl5 Cxcr1	cellchat_full	yes	M20A-LIANA-REMAINING-0065	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review.
cxcl5 cxcr2	Cxcl5 Cxcr2	cellchat_full	yes	M20A-LIANA-REMAINING-0066	uncertain	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Candidate audit verdict=needs_manual_review.
cxcl9 ackr1	Cxcl9 Ackr1	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
cxcl9 cxcr3	Cxcl9 Cxcr3	cellchat_full	yes		unreviewed	not_in_module20a_review_queue
desmosterol-dhcr7 nr1h2	Desmosterol-DHCR7 Nr1h2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
desmosterol-dhcr7 nr1h3	Desmosterol-DHCR7 Nr1h3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dhea-sts esr1	DHEA-STS Esr1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dhea-sts nr1i2	DHEA-STS Nr1i2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dhea-sts ppara	DHEA-STS Ppara	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dheas-sult1e1 ppara	DHEAS-SULT1E1 Ppara	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dheas-sult1e1 ppard	DHEAS-SULT1E1 Ppard	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dheas-sult1e1 pparg	DHEAS-SULT1E1 Pparg	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dheas-sult2a1 ppara	DHEAS-SULT2A1 Ppara	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dheas-sult2a1 ppard	DHEAS-SULT2A1 Ppard	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dheas-sult2a1 pparg	DHEAS-SULT2A1 Pparg	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dheas-sult2b ppara	DHEAS-SULT2B Ppara	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dheas-sult2b ppard	DHEAS-SULT2B Ppard	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dheas-sult2b pparg	DHEAS-SULT2B Pparg	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dht-srd5a1 ar	DHT-SRD5A1 Ar	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dht-srd5a2 ar	DHT-SRD5A2 Ar	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dht-srd5a3 ar	DHT-SRD5A3 Ar	cellchat_full	no		unreviewed	not_in_module20a_review_queue
doc-cyp21a2 nr3c2	DOC-CYP21A2 Nr3c2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dopa-ddc_slc18a1 drd1	DOPA-DDC_SLC18A1 Drd1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dopa-ddc_slc18a1 drd2	DOPA-DDC_SLC18A1 Drd2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dopa-ddc_slc18a1 drd3	DOPA-DDC_SLC18A1 Drd3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dopa-ddc_slc18a1 drd4	DOPA-DDC_SLC18A1 Drd4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dopa-ddc_slc18a1 drd5	DOPA-DDC_SLC18A1 Drd5	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dopa-ddc_slc18a2 drd1	DOPA-DDC_SLC18A2 Drd1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dopa-ddc_slc18a2 drd2	DOPA-DDC_SLC18A2 Drd2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dopa-ddc_slc18a2 drd3	DOPA-DDC_SLC18A2 Drd3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dopa-ddc_slc18a2 drd4	DOPA-DDC_SLC18A2 Drd4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dopa-ddc_slc18a2 drd5	DOPA-DDC_SLC18A2 Drd5	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dopa-ddc_slc6a3 drd1	DOPA-DDC_SLC6A3 Drd1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dopa-ddc_slc6a3 drd2	DOPA-DDC_SLC6A3 Drd2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dopa-ddc_slc6a3 drd3	DOPA-DDC_SLC6A3 Drd3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dopa-ddc_slc6a3 drd4	DOPA-DDC_SLC6A3 Drd4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dopa-ddc_slc6a3 drd5	DOPA-DDC_SLC6A3 Drd5	cellchat_full	no		unreviewed	not_in_module20a_review_queue
dsc1 dsg1c	Dsc1 Dsg1c	cellchat_full	no		unreviewed	not_in_module20a_review_queue
