pair_key	pair_label_canonical	verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
col4a4 itga9_itgb1	Col4a4 ITGA9_ITGB1	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=Col4a4%20ITGA9_ITGB1; https://europepmc.org/search?query=Col4a4%20ITGA9_ITGB1; PMID:35806283 https://pubmed.ncbi.nlm.nih.gov/35806283/	mouse; human; exact construct/species dependent	exact-pair search with unresolved assay, isoform, or complex context	Expanded searches for COL4A4/collagen IV alpha4 with the submitted integrin or syndecan receptor found ECM-family and adhesion leads but no unambiguous exact-pair assay.	Composite integrin subunits, collagen-chain specificity, processed collagen fragments, and species/construct dependence remain unresolved; related COL4A4 evidence was not promoted.	aliases=Col4a4 ITGA9_ITGB1; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried
col4a4 itgav_itgb8	Col4a4 ITGAV_ITGB8	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=Col4a4%20ITGAV_ITGB8; https://europepmc.org/search?query=Col4a4%20ITGAV_ITGB8; PMID:35806283 https://pubmed.ncbi.nlm.nih.gov/35806283/	mouse; human; exact construct/species dependent	exact-pair search with unresolved assay, isoform, or complex context	Expanded searches for COL4A4/collagen IV alpha4 with the submitted integrin or syndecan receptor found ECM-family and adhesion leads but no unambiguous exact-pair assay.	Composite integrin subunits, collagen-chain specificity, processed collagen fragments, and species/construct dependence remain unresolved; related COL4A4 evidence was not promoted.	aliases=Col4a4 ITGAV_ITGB8; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried
col4a4 sdc1	Col4a4 Sdc1	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=Col4a4%20Sdc1; https://europepmc.org/search?query=Col4a4%20Sdc1; PMID:35806283 https://pubmed.ncbi.nlm.nih.gov/35806283/	mouse; human; exact construct/species dependent	exact-pair search with unresolved assay, isoform, or complex context	Expanded searches for COL4A4/collagen IV alpha4 with the submitted integrin or syndecan receptor found ECM-family and adhesion leads but no unambiguous exact-pair assay.	Composite integrin subunits, collagen-chain specificity, processed collagen fragments, and species/construct dependence remain unresolved; related COL4A4 evidence was not promoted.	aliases=Col4a4 Sdc1; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried
col4a5 adgrg6	Col4a5 Adgrg6	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=Col4a5%20Adgrg6; https://europepmc.org/search?query=Col4a5%20Adgrg6; PMID:32219165 https://pubmed.ncbi.nlm.nih.gov/32219165/	mouse; human; exact construct/species dependent	exact-pair search with unresolved assay, isoform, or complex context	Type IV collagen is reported as an activating ligand of ADGRG6/GPR126, but the cited primary evidence does not resolve COL4A5 or COL4A6 as the exact submitted alpha chain.	Type-IV-collagen family evidence and ADGRG6 activation were found; exact alpha-chain identity, mature collagen context, and species-specific construct require manual review.	aliases=Col4a5 Adgrg6; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried
col4a6 adgrg6	Col4a6 Adgrg6	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=Col4a6%20Adgrg6; https://europepmc.org/search?query=Col4a6%20Adgrg6; PMID:32219165 https://pubmed.ncbi.nlm.nih.gov/32219165/	mouse; human; exact construct/species dependent	exact-pair search with unresolved assay, isoform, or complex context	Type IV collagen is reported as an activating ligand of ADGRG6/GPR126, but the cited primary evidence does not resolve COL4A5 or COL4A6 as the exact submitted alpha chain.	Type-IV-collagen family evidence and ADGRG6 activation were found; exact alpha-chain identity, mature collagen context, and species-specific construct require manual review.	aliases=Col4a6 Adgrg6; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried
cort-cyp11b1 nr3c1	Cort-CYP11B1 Nr3c1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Cort-CYP11B1%20Nr3c1; https://europepmc.org/search?query=Cort-CYP11B1%20Nr3c1; PMID:31391291 https://pubmed.ncbi.nlm.nih.gov/31391291/	human; mouse; vertebrate steroid-receptor systems	direct steroid-receptor binding and activation	Corticosterone/cortisol-class glucocorticoids bind and activate NR3C1/GR; structural ligand-bound receptor work supports the submitted corticosterone-producing CYP11B1 representation.	The source structure uses endogenous glucocorticoid terminology and does not assay the CYP11B1 tag itself; metabolism and species potency were not inferred.	aliases=Cort-CYP11B1 Nr3c1; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried
cort-cyp11b1 nr3c2	Cort-CYP11B1 Nr3c2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Cort-CYP11B1%20Nr3c2; https://europepmc.org/search?query=Cort-CYP11B1%20Nr3c2; PMID:15967794 https://pubmed.ncbi.nlm.nih.gov/15967794/	human; mouse; vertebrate steroid-receptor systems	direct steroid-receptor binding and activation	Corticosteroids bind NR3C2/MR in ligand-binding and structural studies; corticosterone is a physiologic MR ligand in relevant species.	MR ligand selectivity and glucocorticoid metabolism are context dependent, and CYP11B1 denotes ligand production rather than a second receptor-binding protein.	aliases=Cort-CYP11B1 Nr3c2; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried
csf1 csf1r	Csf1 Csf1r	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Csf1%20Csf1r; https://europepmc.org/search?query=Csf1%20Csf1r; PMID:22153499 https://pubmed.ncbi.nlm.nih.gov/22153499/	human; mouse	direct binding, receptor assembly, and receptor-dependent function	CSF1 binds the dimeric CSF1R ectodomain with defined stoichiometry and drives CSF1R signaling in hematopoietic systems.	Cell type, isoform, and membrane presentation affect affinity; expression-only and pathway-only records were not used.	aliases=Csf1 Csf1r; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried
ctf1 lifr_il6st	Ctf1 LIFR_IL6ST	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Ctf1%20LIFR_IL6ST; https://europepmc.org/search?query=Ctf1%20LIFR_IL6ST; PMID:7738033 https://pubmed.ncbi.nlm.nih.gov/7738033/; PMID:9030543 https://pubmed.ncbi.nlm.nih.gov/9030543/	human; mouse; rat	direct binding and receptor-complex activation	Cardiotrophin-1/CT-1 binds LIFR and signals through the LIFR–gp130/IL6ST heterocomplex; binding and reconstitution studies directly support the submitted complex.	The receptor is a multi-subunit complex and CTF1 denotes ligand protein; stoichiometry and cell-context transfer remain species dependent.	aliases=Ctf1 LIFR_IL6ST; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried
ctsg f2r	Ctsg F2r	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Ctsg%20F2r; https://europepmc.org/search?query=Ctsg%20F2r; PMID:17142351 https://pubmed.ncbi.nlm.nih.gov/17142351/	human; mouse	protease cleavage with context-dependent PAR function	Cathepsin G cleaves/disarms PAR1/F2R in human fibroblast assays and can produce PAR-linked signaling in protease contexts, providing concrete exact-pair evidence but not a uniformly activating ligand effect.	Cathepsin-G cleavage can disarm rather than activate PAR1; outcome depends on protease concentration, cleavage site, and cell type.	aliases=Ctsg F2r; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried
