pair_key	pair_label_canonical	verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
pcdhb4 pcdhb4	Pcdhb4 Pcdhb4	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb4+Pcdhb4;https://europepmc.org/search?query=Pcdhb4+Pcdhb4;https://www.uniprot.org/uniprotkb?query=Pcdhb4+Pcdhb4;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs; species/construct caveats retained	exact homophilic adhesion primary evidence	Clustered-protocadherin primary studies support the submitted isoform as a homophilic trans-adhesion molecule by cell aggregation and biophysical/structural assays.	Evidence is for homophilic trans recognition and cell contact, not soluble signaling; mouse studies and human orthology were checked.	aliases=Pcdhb4+Pcdhb4; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhb4 pcdhb6	Pcdhb4 Pcdhb6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb4+Pcdhb6;https://europepmc.org/search?query=Pcdhb4+Pcdhb6;https://www.uniprot.org/uniprotkb?query=Pcdhb4+Pcdhb6;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs searched; species/construct caveats retained	family-level negative/contrast evidence; no exact heterophilic primary pair	Clustered-protocadherin studies report precise homophilic trans specificity and no evidence for heterophilic interactions between different isoforms, so this cross-isoform pair is unsupported.	Family rules and selected isoforms are not a positive assay for this exact pair; expression and CellChatDB annotation were excluded.	aliases=Pcdhb4+Pcdhb6; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhb4 pcdhb8	Pcdhb4 Pcdhb8	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb4+Pcdhb8;https://europepmc.org/search?query=Pcdhb4+Pcdhb8;https://www.uniprot.org/uniprotkb?query=Pcdhb4+Pcdhb8;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs searched; species/construct caveats retained	family-level negative/contrast evidence; no exact heterophilic primary pair	Clustered-protocadherin studies report precise homophilic trans specificity and no evidence for heterophilic interactions between different isoforms, so this cross-isoform pair is unsupported.	Family rules and selected isoforms are not a positive assay for this exact pair; expression and CellChatDB annotation were excluded.	aliases=Pcdhb4+Pcdhb8; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhb5 pcdhb5	Pcdhb5 Pcdhb5	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb5+Pcdhb5;https://europepmc.org/search?query=Pcdhb5+Pcdhb5;https://www.uniprot.org/uniprotkb?query=Pcdhb5+Pcdhb5;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs; species/construct caveats retained	exact homophilic adhesion primary evidence	Clustered-protocadherin primary studies support the submitted isoform as a homophilic trans-adhesion molecule by cell aggregation and biophysical/structural assays.	Evidence is for homophilic trans recognition and cell contact, not soluble signaling; mouse studies and human orthology were checked.	aliases=Pcdhb5+Pcdhb5; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhb5 pcdhb9	Pcdhb5 Pcdhb9	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb5+Pcdhb9;https://europepmc.org/search?query=Pcdhb5+Pcdhb9;https://www.uniprot.org/uniprotkb?query=Pcdhb5+Pcdhb9;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs searched; species/construct caveats retained	family-level negative/contrast evidence; no exact heterophilic primary pair	Clustered-protocadherin studies report precise homophilic trans specificity and no evidence for heterophilic interactions between different isoforms, so this cross-isoform pair is unsupported.	Family rules and selected isoforms are not a positive assay for this exact pair; expression and CellChatDB annotation were excluded.	aliases=Pcdhb5+Pcdhb9; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhb6 pcdhb6	Pcdhb6 Pcdhb6	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb6+Pcdhb6;https://europepmc.org/search?query=Pcdhb6+Pcdhb6;https://www.uniprot.org/uniprotkb?query=Pcdhb6+Pcdhb6;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs; species/construct caveats retained	exact homophilic adhesion primary evidence	Clustered-protocadherin primary studies support the submitted isoform as a homophilic trans-adhesion molecule by cell aggregation and biophysical/structural assays.	Evidence is for homophilic trans recognition and cell contact, not soluble signaling; mouse studies and human orthology were checked.	aliases=Pcdhb6+Pcdhb6; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhb7 pcdhb5	Pcdhb7 Pcdhb5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb7+Pcdhb5;https://europepmc.org/search?query=Pcdhb7+Pcdhb5;https://www.uniprot.org/uniprotkb?query=Pcdhb7+Pcdhb5;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs searched; species/construct caveats retained	family-level negative/contrast evidence; no exact heterophilic primary pair	Clustered-protocadherin studies report precise homophilic trans specificity and no evidence for heterophilic interactions between different isoforms, so this cross-isoform pair is unsupported.	Family rules and selected isoforms are not a positive assay for this exact pair; expression and CellChatDB annotation were excluded.	aliases=Pcdhb7+Pcdhb5; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhb7 pcdhb7	Pcdhb7 Pcdhb7	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb7+Pcdhb7;https://europepmc.org/search?query=Pcdhb7+Pcdhb7;https://www.uniprot.org/uniprotkb?query=Pcdhb7+Pcdhb7;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs; species/construct caveats retained	exact homophilic adhesion primary evidence	Clustered-protocadherin primary studies support the submitted isoform as a homophilic trans-adhesion molecule by cell aggregation and biophysical/structural assays.	Evidence is for homophilic trans recognition and cell contact, not soluble signaling; mouse studies and human orthology were checked.	aliases=Pcdhb7+Pcdhb7; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhb7 pcdhb9	Pcdhb7 Pcdhb9	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb7+Pcdhb9;https://europepmc.org/search?query=Pcdhb7+Pcdhb9;https://www.uniprot.org/uniprotkb?query=Pcdhb7+Pcdhb9;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs searched; species/construct caveats retained	family-level negative/contrast evidence; no exact heterophilic primary pair	Clustered-protocadherin studies report precise homophilic trans specificity and no evidence for heterophilic interactions between different isoforms, so this cross-isoform pair is unsupported.	Family rules and selected isoforms are not a positive assay for this exact pair; expression and CellChatDB annotation were excluded.	aliases=Pcdhb7+Pcdhb9; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
pcdhb8 pcdhb6	Pcdhb8 Pcdhb6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=Pcdhb8+Pcdhb6;https://europepmc.org/search?query=Pcdhb8+Pcdhb6;https://www.uniprot.org/uniprotkb?query=Pcdhb8+Pcdhb6;https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pubmed.ncbi.nlm.nih.gov/20679223/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthologs searched; species/construct caveats retained	family-level negative/contrast evidence; no exact heterophilic primary pair	Clustered-protocadherin studies report precise homophilic trans specificity and no evidence for heterophilic interactions between different isoforms, so this cross-isoform pair is unsupported.	Family rules and selected isoforms are not a positive assay for this exact pair; expression and CellChatDB annotation were excluded.	aliases=Pcdhb8+Pcdhb6; canonical and historical names, processed/mature forms, receptor subunits/holoreceptors, complexes, structures, binding, activation, adhesion, function, and species terms queried; PubMed=queried; EuropePMC=queried; authoritative=primary papers/PMC/structure/Reactome/UniProt discovery; expression/pathway/database/family-only hits excluded from exact-pair promotion
