pair_key	pair_label_canonical	verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
tenm4 adgrl3	Tenm4 Adgrl3	promote_candidate	https://doi.org/10.1038/s41467-026-71619-1;https://pubmed.ncbi.nlm.nih.gov/24273166/;https://europepmc.org/article/MED/24273166	mouse;human	direct_primary_binding;direct_primary_adhesion;direct_primary_function	Primary teneurin-latrophilin adhesion and structural studies, including Ten4 with latrophilin-family receptors, support the submitted Tenm4-Adgrl3 interaction in cell-binding and guidance assays.	The newest Ten4-Adgrl3 study is DOI-indexed rather than yet represented by a stable PMID; isoform and assay contexts vary across the supporting literature.	PubMed and Europe PMC exact and expanded searches covered Ten4/Teneurin-4, ADGRL3/LPHN3/latrophilin-3, processed extracellular regions, complexes, structures, binding, adhesion, function, and species; other teneurin-latrophilin pairs were not transferred without exact support.
tenm4_flrt1 adgrl1	TENM4_FLRT1 Adgrl1	hold_low	https://pubmed.ncbi.nlm.nih.gov/31928845/;https://europepmc.org/article/MED/31928845;https://pubmed.ncbi.nlm.nih.gov/24273166/;https://europepmc.org/article/MED/24273166	human;mouse	direct_primary_binding;direct_primary_complex;adhesion_context	Structural and cell-adhesion work establishes latrophilin binding to teneurin and FLRT components and ternary-complex biology, providing concrete support for the submitted Ten4-FLRT1-ADGRL1 composite.	The exact Ten4 plus FLRT1 plus ADGRL1 isoform combination was not uniquely isolated; related teneurin/FLRT/latrophilin isoforms were prominent.	PubMed and Europe PMC exact and expanded searches covered Ten4, FLRT1, ADGRL1/LPHN1, ternary complexes, extracellular domains, structures, binding, adhesion, function, and species; related isoforms were retained as limitations.
tenm4_flrt3 adgrl1	TENM4_FLRT3 Adgrl1	hold_low	https://pubmed.ncbi.nlm.nih.gov/31928845/;https://europepmc.org/article/MED/31928845;https://pubmed.ncbi.nlm.nih.gov/24273166/;https://europepmc.org/article/MED/24273166	human;mouse	direct_primary_binding;direct_primary_complex;adhesion_context	Primary studies show latrophilin binding to Ten4 and FLRT3-related ternary-complex adhesion biology, supporting the submitted composite at the complex-family level.	The exact Ten4 plus FLRT3 plus ADGRL1 triple was not uniquely isolated in one assay; component and related-isoform evidence cannot establish the exact holocomplex.	PubMed and Europe PMC exact and expanded searches covered Ten4, FLRT3, ADGRL1/LPHN1, ternary complexes, extracellular domains, structures, binding, adhesion, function, and species; related isoforms were retained as limitations.
testosterone-akr1d1 ar	Testosterone-AKR1D1 Ar	hold_low	https://pubmed.ncbi.nlm.nih.gov/24189185/;https://europepmc.org/article/MED/24189185;https://pmc.ncbi.nlm.nih.gov/articles/PMC7965358/;https://europepmc.org/articles/PMC7965358/;https://pubmed.ncbi.nlm.nih.gov/27057074/;https://europepmc.org/article/MED/27057074	human;mouse	metabolism_context;receptor_activation;composite_unresolved	AKR1D1 is a steroid-metabolizing enzyme and testosterone activates AR; AKR1D1 perturbation changes androgen availability or AR-dependent phenotypes, giving concrete composite context.	AKR1D1 is not an AR extracellular receptor subunit and no direct testosterone-AKR1D1-AR holocomplex or cell-surface ligand-receptor interaction was shown.	PubMed and Europe PMC exact and expanded searches covered testosterone, androgen, AKR1D1, 5-beta-reduced metabolites, AR, binding, activation, metabolism, processed forms, complexes, and human/mouse species; enzyme-context evidence was not promoted as a canonical receptor complex.
testosterone-hsd17b12 ar	Testosterone-HSD17B12 Ar	hold_low	https://pubmed.ncbi.nlm.nih.gov/32557858/;https://europepmc.org/article/MED/32557858;https://pmc.ncbi.nlm.nih.gov/articles/PMC12059215/;https://europepmc.org/articles/PMC12059215/;https://pubmed.ncbi.nlm.nih.gov/27057074/;https://europepmc.org/article/MED/27057074	human;mouse	metabolism_context;receptor_activation;composite_unresolved	HSD17B12 participates in androgen/steroid metabolism and can affect testosterone availability, while testosterone activates AR, supporting a metabolism-to-receptor context.	HSD17B12 is an intracellular steroid enzyme rather than an AR ligand-binding subunit; species-specific substrate activity and a direct three-component complex remain unresolved.	PubMed and Europe PMC exact and expanded searches covered testosterone, androgen, HSD17B12, androstenedione, AR, binding, activation, metabolism, processed forms, complexes, and human/mouse species; enzyme-context evidence was not promoted as a canonical receptor complex.
testosterone-hsd17b3 ar	Testosterone-HSD17B3 Ar	hold_low	https://pubmed.ncbi.nlm.nih.gov/31614207/;https://europepmc.org/article/MED/31614207;https://pubmed.ncbi.nlm.nih.gov/32557858/;https://europepmc.org/article/MED/32557858;https://pubmed.ncbi.nlm.nih.gov/27057074/;https://europepmc.org/article/MED/27057074	human;mouse	metabolism_context;receptor_activation;composite_unresolved	HSD17B3 converts androstenedione to testosterone and has been linked to AR transactivation assays, while testosterone is an established AR ligand.	HSD17B3 is a steroid-biosynthetic enzyme, not an AR receptor subunit; the submitted testosterone-enzyme composite is not a demonstrated direct holocomplex.	PubMed and Europe PMC exact and expanded searches covered testosterone, HSD17B3, androstenedione, AR, binding, activation, metabolism, processed forms, complexes, and species; enzyme-context evidence was not promoted as a canonical receptor complex.
tgfa egfr	Tgfa Egfr	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/41085543/;https://europepmc.org/article/MED/41085543;https://pubmed.ncbi.nlm.nih.gov/?term=%22TGFA%22+AND+%22EGFR%22;https://europepmc.org/search?query=%22TGFA%22%20AND%20%22EGFR%22	human;mouse	direct_primary_binding;direct_primary_activation	Primary cholangiocyte/EHBD work identifies TGFA among EGFR ligands and demonstrates EGFR activation in the relevant epithelial signaling context.	Cell context and ligand-panel design limit the specificity of the functional assay, but the submitted canonical pair is directly represented.	PubMed and Europe PMC exact and expanded searches covered TGFA/TGF-alpha, EGFR/ERBB1, pro-ligand processing, binding, activation, shedding, function, and mammalian species.
tgfb1 acvr1_tgfbr	Tgfb1 Acvr1_tgfbr	hold_low	https://pubmed.ncbi.nlm.nih.gov/22293501/;https://europepmc.org/article/MED/22293501;https://pmc.ncbi.nlm.nih.gov/articles/PMC5832415/;https://europepmc.org/articles/PMC5832415/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4027049/;https://europepmc.org/articles/PMC4027049/	human;mouse	pathway_context;receptor_crossphosphorylation;composite_unresolved	TGF-beta signaling can involve ACVR1 cross-phosphorylation or noncanonical receptor-family interactions, and ACVR1/TGFBR2 oligomeric contexts are described.	Canonical TGF-beta1 ligand binding is established for TGFBR1/TGFBR2; direct binding of the submitted ACVR1 plus TGFBR composite as the ligand-binding holoreceptor was not established.	PubMed and Europe PMC exact and expanded searches covered TGF-beta1, ACVR1/ALK2, TGFBR1/2, receptor oligomers, cross-phosphorylation, binding, activation, structures, complexes, and species; pathway or family evidence was not promoted as an exact holoreceptor.
tgfb1 tgfbr1_r2	Tgfb1 Tgfbr1_r2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/7693660/;https://europepmc.org/article/MED/7693660;https://pubmed.ncbi.nlm.nih.gov/1700790/;https://europepmc.org/article/MED/1700790;https://pubmed.ncbi.nlm.nih.gov/40011426/;https://europepmc.org/article/MED/40011426	human;mouse	direct_primary_binding;direct_primary_complex;direct_primary_activation	Primary crosslinking, receptor-reconstitution, and structural studies support TGF-beta1 binding to TGFBR2 and recruitment/activation of TGFBR1 in the signaling complex.	Receptor stoichiometry and type-III/coreceptor contributions vary by assay and cell context.	PubMed and Europe PMC exact and expanded searches covered TGF-beta1/TGF1, TGFBR1/2, receptor complexes, structures, binding, activation, processed ligand forms, and mammalian species.
tgfb2 acvr1_tgfbr	Tgfb2 Acvr1_tgfbr	hold_low	https://pubmed.ncbi.nlm.nih.gov/22293501/;https://europepmc.org/article/MED/22293501;https://pmc.ncbi.nlm.nih.gov/articles/PMC5832415/;https://europepmc.org/articles/PMC5832415/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4027049/;https://europepmc.org/articles/PMC4027049/	human;mouse	pathway_context;receptor_crossphosphorylation;composite_unresolved	TGF-beta receptor-family oligomerization and ACVR1 trans-phosphorylation/noncanonical signaling provide concrete context for a TGF-beta2-ACVR1/TGFBR composite.	Direct ligand-binding evidence for the submitted ACVR1 plus TGFBR composite was not found; canonical TGF-beta2 receptor binding is assigned to TGFBR1/TGFBR2.	PubMed and Europe PMC exact and expanded searches covered TGF-beta2, ACVR1/ALK2, TGFBR1/2, receptor oligomers, cross-phosphorylation, binding, activation, structures, complexes, and species; pathway or family evidence was not promoted as an exact holoreceptor.
