pair_key	pair_label_canonical	cellchat_status	module20a_status	review_id	current_confidence	prior_notes
12oxoltb4-ptgr1 ltb4r1	12oxoLTB4-PTGR1 Ltb4r1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
12oxoltb4-ptgr1 ltb4r2	12oxoLTB4-PTGR1 Ltb4r2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
22hc-cyp11a1 nr1h4	22HC-CYP11A1 Nr1h4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
22hc-cyp3a4 nr1h4	22HC-CYP3A4 Nr1h4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
2ag-dagla cnr1	2AG-DAGLA Cnr1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
2ag-dagla cnr2	2AG-DAGLA Cnr2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
2ag-dagla gpr55	2AG-DAGLA Gpr55	cellchat_full	no		unreviewed	not_in_module20a_review_queue
2ag-daglb cnr1	2AG-DAGLB Cnr1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
2ag-daglb cnr2	2AG-DAGLB Cnr2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
2ag-daglb gpr55	2AG-DAGLB Gpr55	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc drd1	5-HT-DOPA-DDC Drd1	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc drd2	5-HT-DOPA-DDC Drd2	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc drd3	5-HT-DOPA-DDC Drd3	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc drd4	5-HT-DOPA-DDC Drd4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc drd5	5-HT-DOPA-DDC Drd5	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc htr1a	5-HT-DOPA-DDC Htr1a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc htr1b	5-HT-DOPA-DDC Htr1b	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc htr1d	5-HT-DOPA-DDC Htr1d	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc htr1f	5-HT-DOPA-DDC Htr1f	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc htr2a	5-HT-DOPA-DDC Htr2a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc htr2b	5-HT-DOPA-DDC Htr2b	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc htr2c	5-HT-DOPA-DDC Htr2c	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc htr3a	5-HT-DOPA-DDC Htr3a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc htr3b	5-HT-DOPA-DDC Htr3b	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc htr4	5-HT-DOPA-DDC Htr4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc htr5a	5-HT-DOPA-DDC Htr5a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc htr6	5-HT-DOPA-DDC Htr6	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-dopa-ddc htr7	5-HT-DOPA-DDC Htr7	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a1 htr1a	5-HT-TPH1_SLC18A1 Htr1a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a1 htr1b	5-HT-TPH1_SLC18A1 Htr1b	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a1 htr1d	5-HT-TPH1_SLC18A1 Htr1d	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a1 htr1e	5-HT-TPH1_SLC18A1 Htr1e	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a1 htr1f	5-HT-TPH1_SLC18A1 Htr1f	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a1 htr2a	5-HT-TPH1_SLC18A1 Htr2a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a1 htr2b	5-HT-TPH1_SLC18A1 Htr2b	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a1 htr2c	5-HT-TPH1_SLC18A1 Htr2c	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a1 htr3_complex	5-HT-TPH1_SLC18A1 HTR3_complex	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a1 htr4	5-HT-TPH1_SLC18A1 Htr4	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a1 htr5a	5-HT-TPH1_SLC18A1 Htr5a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a1 htr6	5-HT-TPH1_SLC18A1 Htr6	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a1 htr7	5-HT-TPH1_SLC18A1 Htr7	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a2 htr1a	5-HT-TPH1_SLC18A2 Htr1a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a2 htr1b	5-HT-TPH1_SLC18A2 Htr1b	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a2 htr1d	5-HT-TPH1_SLC18A2 Htr1d	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a2 htr1e	5-HT-TPH1_SLC18A2 Htr1e	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a2 htr1f	5-HT-TPH1_SLC18A2 Htr1f	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a2 htr2a	5-HT-TPH1_SLC18A2 Htr2a	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a2 htr2b	5-HT-TPH1_SLC18A2 Htr2b	cellchat_full	no		unreviewed	not_in_module20a_review_queue
5-ht-tph1_slc18a2 htr2c	5-HT-TPH1_SLC18A2 Htr2c	cellchat_full	no		unreviewed	not_in_module20a_review_queue
