expansion_id	source_queue_id	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	output_node_id	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_evidence_record_id	primary_locator	citation_note	evidence_summary	route_linkage_status	causal_status	traversal_status	route_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope	curation_status	limitations	route_evidence_id
M21B-LITEXP-0685	M21B-DOWNSTREAM:00915	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE04752	HMGB1/CXCL12 reduced heterocomplex	M21B-E002366	NODE02704	CXCR4	M21B-E003369	NODE04271	GNAI/O/Z								Reduced HMGB1-CXCL12-CXCR4-GNAI/O/Z calcium, ERK and monocyte-chemotaxis output	HMGB1-CXCL12-CXCR4-Gi-chemotaxis	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E002366;M21B-EVID-002309;M21B-DOWNSTREAM-EVID:001504;M21B-E003369;M21B-EVID-003312;PMID:22370717;PMCID:PMC3302219;DOI:10.1084/jem.20111739;PMID:39093700	M21B-DOWNSTREAM-EVID:001504	PMID:22370717; PMCID:PMC3302219; DOI:10.1084/jem.20111739	Primary reduced-HMGB1/CXCL12 heterocomplex, CXCR4 calcium/ERK and chemotaxis study; existing CXCR4-Gi continuation evidence	Primary evidence supports the reduced HMGB1-CXCL12 heterocomplex as a CXCR4-potentiating ligand with CXCR4-specific binding/signaling, calcium and ERK output, and monocyte chemotaxis; the existing validated CXCR4-GNAI/O/Z edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human; mouse	Human monocytes and CXCR4-transfected cells; mouse cardiotoxin-injured muscle and air-pouch recruitment comparator	Extracellular reduced HMGB1-CXCL12 heterocomplex engagement of CXCR4 with bounded GNAI/O/Z continuation and calcium/ERK/chemotaxis output	No SCI transfer inferred; injured-muscle and immune-recruitment comparator context only	Primary evidence supports redox- and ligand-form-specific heterocomplex signaling through CXCR4; the existing receptor-GNAI/O/Z edge supplies a bounded continuation without asserting a TF.	NMR/SPR, receptor binding and blockade, calcium, ERK, monocyte chemotaxis and injured-muscle recruitment assays	activating	composite_primary_evidence	curated_primary_route	Preserve all-thiol/reduced HMGB1 and CXCL12 heterocomplex formation; disulfide HMGB1 is a distinct TLR4 branch, and no SCI receiver or terminal-TF effect is inferred.	LITEXP:000685
M21B-LITEXP-0686	M21B-DOWNSTREAM:00916	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE07200	MIF/macrophage migration inhibitory factor	M21B-E002367	NODE02704	CXCR4	M21B-E003369	NODE04271	GNAI/O/Z								MIF-CXCR4-GNAI/O/Z calcium, integrin and chemotaxis output	MIF-CXCR4-Gi-chemotaxis	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E002367;M21B-EVID-002310;M21B-DOWNSTREAM-EVID:001505;M21B-E003369;M21B-EVID-003312;PMID:17435771;PMID:27226569;PMID:39093700	M21B-DOWNSTREAM-EVID:001505	PMID:17435771; PMID:27226569	Primary MIF-CXCR4 interaction, calcium and chemotaxis studies; existing CXCR4-Gi continuation evidence	Primary evidence supports MIF as a noncognate, partial or allosteric CXCR4 ligand with receptor interaction, calcium, integrin and chemotactic responses; the existing validated CXCR4-GNAI/O/Z edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phosphorylation_or_activation_readout	human	Human monocytes and T cells with receptor-competition, calcium, integrin-arrest and chemotaxis assays; CXCR4 receptor systems with binding and site-directed mutagenesis	Extracellular MIF engagement of CXCR4 with bounded GNAI/O/Z continuation and calcium/integrin/chemotaxis output	No SCI transfer inferred; human leukocyte and receptor-system comparator context only	Primary evidence supports noncognate MIF-CXCR4 activation; the existing receptor-GNAI/O/Z edge supplies a bounded coupling continuation while preserving allosteric and context-dependent semantics.	Receptor competition, MIF-binding, site-directed mutagenesis, calcium, integrin-arrest and chemotaxis assays	activating	composite_primary_evidence	curated_primary_route	Preserve MIF as a noncognate partial/allosteric CXCR4 ligand distinct from CXCL12; do not infer universal coupling, SCI receiver activity or terminal-TF effects.	LITEXP:000686
M21B-LITEXP-0687	M21B-DOWNSTREAM:00918	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE07200	MIF/macrophage migration inhibitory factor	M21B-E002369	NODE00146	ACKR3/CXCR7	M21B-E003462	NODE00765	ARRB2/beta-arrestin-2								MIF-ACKR3-ARRB2 internalization, ERK/ZAP-70 and B-cell-chemotaxis output	MIF-ACKR3-beta-arrestin-chemotaxis	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E002369;M21B-EVID-002312;M21B-DOWNSTREAM-EVID:001508;M21B-E003462;M21B-EVID-003405;PMID:26139098;PMCID:PMC7686738	M21B-DOWNSTREAM-EVID:001508	PMID:26139098	Primary MIF-ACKR3/CXCR7 interaction, internalization and B-cell chemotaxis study; existing ACKR3-beta-arrestin continuation evidence	Primary evidence supports MIF interaction with ACKR3/CXCR7 through receptor competition, co-immunoprecipitation and chemical cross-linking, with receptor internalization, ERK/ZAP-70 signaling and B-cell chemotaxis blockade; the existing validated ACKR3-ARRB2 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human; mouse	Human ACKR3/CXCR7 receptor systems and primary murine B cells with receptor competition, internalization, ERK/ZAP-70 and chemotaxis blockade assays	Extracellular MIF engagement of ACKR3 with bounded ARRB2 continuation and receptor-internalization/ERK/chemotaxis output	No SCI transfer inferred; B-cell and atypical-chemokine-receptor comparator contexts only	Primary evidence supports MIF-ACKR3 interaction and biased functional output; the existing receptor-ARRB2 edge supplies a bounded continuation without equating ACKR3 with canonical CXCR4 G-protein signaling.	Receptor competition, co-immunoprecipitation, chemical cross-linking, internalization, ERK/ZAP-70 and chemotaxis blockade assays	activating	composite_primary_evidence	curated_primary_route	Preserve ACKR3/CXCR7 atypical-receptor and beta-arrestin-biased semantics; do not equate this route with canonical CXCR4 G-protein signaling or infer SCI/terminal-TF effects.	LITEXP:000687
M21B-LITEXP-0688	M21B-DOWNSTREAM:01356	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phagocytosis_or_engulfment	transcription_factor|target_gene_expression	source_supported	NODE09701	Resolvin D1/RvD1	M21B-E003918	NODE03812	FPR2/ALX	M21B-E001809	NODE04268	GNAI								Resolvin D1-FPR2/ALX-GNAI pro-resolving macrophage-phagocytosis output	RvD1-FPR2-Gi-phagocytosis	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E003918;M21B-EVID-003861;M21B-DOWNSTREAM-EVID:002183;M21B-E001809;M21B-EVID-001752;PMID:20080636;PMCID:PMC2824371;PMID:8006586;PMID:9054386;PMID:9151906	M21B-DOWNSTREAM-EVID:002183	PMID:20080636; PMCID:PMC2824371	Primary RvD1-FPR2/ALX receptor-recognition and macrophage-phagocytosis study; existing FPR2-Gi continuation evidence	Primary evidence supports specific RvD1 recognition and FPR2/ALX receptor interaction with receptor-dependent enhancement of human-macrophage phagocytosis; the existing validated FPR2-GNAI edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phagocytosis_or_engulfment	human	Human macrophage receptor-overexpression and knockdown systems with RvD1 stimulation and phagocytosis assays	Extracellular stereospecific RvD1 engagement of FPR2/ALX with bounded GNAI continuation and macrophage-phagocytosis output	No SCI transfer inferred; human macrophage and receptor-expression comparator context only	Primary evidence supports RvD1-FPR2 recognition and pro-resolving phagocyte function; the existing receptor-GNAI edge supplies a bounded coupling continuation without asserting a TF.	RvD1 receptor-recognition and beta-arrestin interaction assays, receptor overexpression/knockdown and macrophage phagocytosis assays	activating	composite_primary_evidence	curated_primary_route	Preserve RvD1 stereochemistry, FPR2/ALX nomenclature and ligand-biased context; do not infer SCI or terminal-TF effects.	LITEXP:000688
M21B-LITEXP-0689	M21B-DOWNSTREAM:01536	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE08126	NMB/neuromedin B	M21B-E005089	NODE08127	NMBR	M21B-E004386	NODE04281	GNAQ								Neuromedin-B-NMBR-GNAQ calcium and neuroendocrine growth output	NMB-NMBR-Gq-calcium	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E005089;M21B-EVID-005032;M21B-DOWNSTREAM-EVID:002425;M21B-E004386;M21B-EVID-004329;PMID:1328611;PMID:31160049;PMCID:PMC6773469	M21B-DOWNSTREAM-EVID:002425	PMID:1328611; https://pubmed.ncbi.nlm.nih.gov/1328611/	Primary NMB-NMBR binding, calcium and growth-response study; existing NMBR-GNAQ continuation evidence	Primary evidence supports high-affinity neuromedin-B binding and NMBR activation with calcium mobilization and bounded growth output in small-cell lung-cancer systems; the existing validated NMBR-GNAQ edge supplies an intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human	Human small-cell lung-cancer cell lines and NMBR-expressing systems with radiolabeled NMB binding, antagonist pharmacology, cytosolic calcium and growth assays	Extracellular neuromedin-B engagement of NMBR with bounded GNAQ continuation and calcium/growth output	No SCI transfer inferred; neuroendocrine/cancer comparator context only	Primary evidence supports NMB-NMBR activation and calcium output; the existing receptor-GNAQ edge supplies a bounded coupling continuation without asserting a TF.	Radiolabeled NMB binding, antagonist pharmacology, cytosolic calcium and NMB-dependent growth assays	activating	composite_primary_evidence	curated_primary_route	Preserve NMB peptide, NMBR/BB1 GPCR and neuroendocrine/cancer assay boundaries; do not infer universal Gq/PLC signaling, SCI or terminal-TF effects.	LITEXP:000689
M21B-LITEXP-0690	M21B-DOWNSTREAM:01537	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE08208	NPFF/neuropeptide FF	M21B-E005090	NODE08210	NPFFR1/NPFF1 receptor	M21B-E004020	NODE04265	GNA13								NPFF-NPFFR1-GNA13 RF-amide receptor-activation output	NPFF-NPFFR1-G13	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E005090;M21B-EVID-005033;M21B-DOWNSTREAM-EVID:002427;M21B-E004020;M21B-EVID-003963;PMID:11024015;PMID:35302493;PMCID:PMC9005190	M21B-DOWNSTREAM-EVID:002427	PMID:11024015; https://pubmed.ncbi.nlm.nih.gov/11024015/	Primary NPFF-NPFFR1 binding and receptor-activation study; existing NPFFR1-GNA13 continuation evidence	Primary evidence supports specific NPFF binding and activation of human and rat NPFFR1/NPFF1 in heterologous receptor systems; the existing validated NPFFR1-GNA13 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phosphorylation_or_activation_readout	human; rat	Human and rat NPFF1 receptor expression systems with radioligand binding, affinity and receptor-activation assays using NPFF and related RF-amide peptides	Extracellular NPFF engagement of NPFFR1 with bounded GNA13 continuation and receptor-activation output	No SCI transfer inferred; heterologous receptor and CNS-localization comparator context only	Primary evidence supports NPFF-NPFFR1 recognition and activation; the existing receptor-GNA13 edge supplies a bounded coupling continuation without asserting a TF.	Radioligand binding, affinity measurements and receptor-activation assays with NPFF and related RF-amide peptides	activating	composite_primary_evidence	curated_primary_route	Preserve RF-amide ligand form, NPFFR1/NPFF1 nomenclature and subtype cross-affinity; do not infer a universal G-protein route, SCI branch or terminal-TF effect.	LITEXP:000690
M21B-LITEXP-0691	M21B-DOWNSTREAM:01538	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|phosphorylation_or_activation_readout	transcription_factor|target_gene_expression	source_supported	NODE08208	NPFF/neuropeptide FF	M21B-E005091	NODE08212	NPFFR2/NPFF2 receptor	M21B-E004278	NODE04280	GNAO1/GoB								NPFF-NPFFR2-GNAO1/GoB RF-amide receptor-activation output	NPFF-NPFFR2-GoB	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E005091;M21B-EVID-005034;M21B-DOWNSTREAM-EVID:002429;M21B-E004278;M21B-EVID-004221;PMID:11024015;PMID:35302493;PMCID:PMC9005190	M21B-DOWNSTREAM-EVID:002429	PMID:11024015; https://pubmed.ncbi.nlm.nih.gov/11024015/	Primary NPFF-NPFFR2 binding and receptor-activation study; existing NPFFR2-GoB continuation evidence	Primary evidence supports specific NPFF binding and activation of rat and human NPFFR2/NPFF2 in heterologous receptor systems; the existing validated NPFFR2-GNAO1/GoB edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	phosphorylation_or_activation_readout	human; rat	Human and rat NPFF2 receptor expression systems with radioligand binding, affinity and receptor-activation assays using NPFF and related RF-amide peptides	Extracellular NPFF engagement of NPFFR2 with bounded GNAO1/GoB continuation and receptor-activation output	No SCI transfer inferred; heterologous receptor and CNS-localization comparator context only	Primary evidence supports NPFF-NPFFR2 recognition and activation; the existing receptor-GNAO1/GoB edge supplies a bounded coupling continuation without asserting a TF.	Radioligand binding, affinity measurements and receptor-activation assays with NPFF and related RF-amide peptides	activating	composite_primary_evidence	curated_primary_route	Preserve RF-amide ligand form, NPFFR2/NPFF2 nomenclature and subtype cross-affinity; do not infer a universal G-protein route, SCI branch or terminal-TF effect.	LITEXP:000691
M21B-LITEXP-0692	M21B-DOWNSTREAM:01818	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE04880	Human beta-defensin-1/HBD1	M21B-E006235	NODE01779	CCR6	M21B-E004410	NODE04263	GNA12								Mature HBD1-CCR6-GNA12 calcium and sperm-motility output	HBD1-CCR6-G12-calcium	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006235;M21B-EVID-006178;M21B-DOWNSTREAM-EVID:002883;M21B-E004410;M21B-EVID-004353;PMID:25122636;DOI:10.1126/scitranslmed.3009071;DOI:10.7554/eLife.74101;PMCID:PMC9005190	M21B-DOWNSTREAM-EVID:002883	PMID:25122636; DOI:10.1126/scitranslmed.3009071	Primary mature HBD1-CCR6 calcium and sperm-function study; existing CCR6-GNA12 continuation evidence	Primary evidence supports mature human beta-defensin-1 interaction with CCR6 and CCR6-dependent calcium mobilization, motility and bactericidal function in human sperm; the existing validated CCR6-GNA12 edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human	Human sperm from fertile and infertile men with recombinant mature DEFB1 rescue/interference, CCR6 blockade, calcium mobilization, motility and bactericidal assays	Extracellular mature HBD1 engagement of CCR6 with bounded GNA12 continuation and calcium/motility output	No SCI transfer inferred; reproductive-cell CCR6 context only	Primary evidence supports HBD1-CCR6 activation and sperm-cell calcium output; the existing receptor-GNA12 edge supplies a bounded coupling continuation without transferring the function to immune CCR6 or SCI.	Mature DEFB1 rescue/interference, CCR6 blockade, calcium mobilization, motility and bactericidal assays	activating	composite_primary_evidence	curated_primary_route	Preserve mature HBD1 and human sperm/CCR6 context; do not transfer this reproductive-cell function to immune CCR6 or infer SCI or terminal-TF effects.	LITEXP:000692
M21B-LITEXP-0693	M21B-DOWNSTREAM:02030	ligand>receptor>intracellular>????>output	ligand_receptor_intracellular_output_missing_tf	ligand|receptor|intracellular_continuation|second_messenger_readout	transcription_factor|target_gene_expression	source_supported	NODE02847	Dimerized/polymerized RPS19	M21B-E006630	NODE01475	C5AR1/CD88	M21B-E001819	NODE04268	GNAI								Oligomeric RPS19-C5AR1-GNAI leukocyte chemotaxis output	RPS19-oligomer-C5AR1-Gi-chemotaxis	primary_literature_route_expansion	composite_primary_receptor_gprotein_route_output	M21B-E006630;M21B-EVID-006573;M21B-DOWNSTREAM-EVID:003226;M21B-E001819;M21B-EVID-001762;PMID:12651630;PMCID:PMC1851224;PMID:28228558;PMCID:PMC5360500;PMID:36806352	M21B-DOWNSTREAM-EVID:003226	PMID:12651630; PMCID:PMC1851224; PMID:28228558; PMCID:PMC5360500	Primary oligomeric RPS19-C5aR1 binding and leukocyte chemotaxis studies; existing C5AR1-Gi continuation evidence	Primary evidence supports dimerized or polymerized RPS19 interaction with C5AR1/CD88 and context-dependent leukocyte chemotaxis and MAPK output; the existing validated C5AR1-GNAI edge supplies a bounded intracellular continuation without asserting a TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	composite_source_claim	second_messenger_readout	human; mouse	Human and murine monocyte/macrophage and neutrophil systems, HMC-1 cells and C5AR1-expressing cells with receptor blockade, binding, chemotaxis and MAPK assays	Extracellular oligomeric RPS19 engagement of C5AR1 with bounded GNAI continuation and leukocyte chemotaxis/MAPK output	No SCI transfer inferred; leukocyte and heterologous C5AR1 comparator context only	Primary evidence supports oligomeric RPS19-C5AR1 interaction and context-dependent chemotaxis; the existing receptor-GNAI edge supplies a bounded coupling continuation while preserving agonist-versus-antagonist ambiguity.	Cross-linked RPS19 dimer/oligomer, receptor blockade, binding, chemotaxis and MAPK/readout assays	unknown	composite_primary_evidence	curated_primary_route	Require dimerized/polymerized or oligomer-containing RPS19 rather than free monomer; preserve agonist-versus-antagonist and limited-replication caveats, with no universal C5AR1 coupling, SCI or terminal-TF inference.	LITEXP:000693
M21B-LITEXP-0694	M21B-DOWNSTREAM:01752	ligand>receptor>????>????>output	ligand_receptor_output_annotation_missing_intracellular_and_tf	ligand|receptor|phagocytosis_or_engulfment	intracellular_continuation|transcription_factor|target_gene_expression	not_assayed	NODE11533	UDP/uridine diphosphate	M21B-E005870	NODE08713	P2Y6/P2RY6 purinergic receptor											UDP-P2Y6 microglial calcium-linked phagocytosis and neuronal-engulfment output	UDP-P2Y6-microglial-phagocytosis	primary_literature_route_expansion	direct_primary_receptor_functional_output	M21B-E005870;M21B-EVID-005813;M21B-DOWNSTREAM-EVID:002774;PMID:17410128;PMCID:PMC3464483;DOI:10.1038/nature05704;PMID:38614103;PMCID:PMC11189754;DOI:10.1016/j.neuron.2024.03.017	M21B-DOWNSTREAM-EVID:002774	PMID:17410128; PMCID:PMC3464483; DOI:10.1038/nature05704; PMID:38614103; PMCID:PMC11189754; DOI:10.1016/j.neuron.2024.03.017	Primary UDP-P2Y6 microglial calcium, phagocytosis and neuronal-engulfment studies	Primary evidence supports extracellular UDP activation of P2Y6/P2RY6 with receptor-dependent calcium and microglial phagocytic or neuronal-engulfment output in injury and excitotoxicity models, without assigning an intracellular relay or TF.	literature_expansion:primary_route_annotation	not_asserted	evidence_route_not_causal	retained_evidence_route	mechanism_evidence_v1	supports	not_evaluated	source_claim	phagocytosis_or_engulfment	rat; mouse; human	Primary rat and mouse microglia, mouse hippocampal and cortical injury/excitotoxicity models, and human/mouse translational comparator systems	Extracellular UDP engagement of P2Y6 with calcium-linked microglial phagocytosis and neuronal-engulfment output; intracellular continuation and TF are not resolved	Injury and excitotoxicity evidence is retained as model context; no SCI-specific weighting or transfer is inferred	Primary evidence supports receptor-dependent P2Y6 activation and microglial phagocytic function in the tested models, without claiming a purified structural occupancy measurement or terminal TF.	UDP stimulation, GRAB-UDP sensing, P2Y6 pharmacology/knockout, calcium imaging, lysosome/phagocytosis and neuronal-engulfment assays	activating	direct_edge	curated_primary_route	Preserve UDP as the ligand and P2Y6/P2RY6 as the receptor; do not infer a complete intracellular cascade, universal injury response, SCI-specific weighting or terminal-TF output.	LITEXP:000694
