pair_key	pair_label_canonical	agent_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
dkk2 lrp6	Dkk2 Lrp6	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=dkk2+lrp6;https://pubmed.ncbi.nlm.nih.gov/41542770/;https://pubmed.ncbi.nlm.nih.gov/41269996/;https://pubmed.ncbi.nlm.nih.gov/37597646/;https://europepmc.org/search?query=dkk2+lrp6;https://europepmc.org/article/MED/41542770;https://europepmc.org/article/MED/41269996;https://europepmc.org/article/MED/37597646	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=dkk2,DKK2,dickkopf 2; receptor_aliases=lrp6,LRP6; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
dlk1 notch1	Dlk1 Notch1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=dlk1+notch1;https://pubmed.ncbi.nlm.nih.gov/42066389/;https://pubmed.ncbi.nlm.nih.gov/41610642/;https://pubmed.ncbi.nlm.nih.gov/41496518/;https://europepmc.org/search?query=dlk1+notch1;https://europepmc.org/article/MED/42066389;https://europepmc.org/article/MED/41610642;https://europepmc.org/article/MED/41496518	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=dlk1,DLK1,Pref 1,FA1,delta like 1 homolog; receptor_aliases=notch1,NOTCH1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
dlk2 notch1	Dlk2 Notch1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=dlk2+notch1;https://pubmed.ncbi.nlm.nih.gov/39473022/;https://pubmed.ncbi.nlm.nih.gov/37776784/;https://pubmed.ncbi.nlm.nih.gov/35163478/;https://europepmc.org/search?query=dlk2+notch1;https://europepmc.org/article/MED/39473022;https://europepmc.org/article/MED/37776784;https://europepmc.org/article/MED/35163478	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=dlk2,DLK2,EGF like repeats and discoidin I like domains 2; receptor_aliases=notch1,NOTCH1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
dll1 notch1	Dll1 Notch1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=dll1+notch1;https://pubmed.ncbi.nlm.nih.gov/42515075/;https://pubmed.ncbi.nlm.nih.gov/42501829/;https://pubmed.ncbi.nlm.nih.gov/42447766/;https://europepmc.org/search?query=dll1+notch1;https://europepmc.org/article/MED/42515075;https://europepmc.org/article/MED/42501829;https://europepmc.org/article/MED/42447766	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=dll1,DLL1,Delta1,Delta like 1; receptor_aliases=notch1,NOTCH1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
dll1 notch2	Dll1 Notch2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=dll1+notch2;https://pubmed.ncbi.nlm.nih.gov/42531127/;https://pubmed.ncbi.nlm.nih.gov/42263921/;https://pubmed.ncbi.nlm.nih.gov/41945296/;https://europepmc.org/search?query=dll1+notch2;https://europepmc.org/article/MED/42531127;https://europepmc.org/article/MED/42263921;https://europepmc.org/article/MED/41945296	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=dll1,DLL1,Delta1,Delta like 1; receptor_aliases=notch2,NOTCH2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
dll1 notch3	Dll1 Notch3	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=dll1+notch3;https://pubmed.ncbi.nlm.nih.gov/41683216/;https://pubmed.ncbi.nlm.nih.gov/41274504/;https://pubmed.ncbi.nlm.nih.gov/41129232/;https://europepmc.org/search?query=dll1+notch3;https://europepmc.org/article/MED/41683216;https://europepmc.org/article/MED/41274504;https://europepmc.org/article/MED/41129232	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=dll1,DLL1,Delta1,Delta like 1; receptor_aliases=notch3,NOTCH3; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
dll4 notch1	Dll4 Notch1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=dll4+notch1;https://pubmed.ncbi.nlm.nih.gov/42587759/;https://pubmed.ncbi.nlm.nih.gov/42559487/;https://pubmed.ncbi.nlm.nih.gov/42465663/;https://europepmc.org/search?query=dll4+notch1;https://europepmc.org/article/MED/42587759;https://europepmc.org/article/MED/42559487;https://europepmc.org/article/MED/42465663	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=dll4,DLL4,Delta like 4; receptor_aliases=notch1,NOTCH1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
dll4 notch2	Dll4 Notch2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=dll4+notch2;https://pubmed.ncbi.nlm.nih.gov/42263921/;https://pubmed.ncbi.nlm.nih.gov/41945296/;https://pubmed.ncbi.nlm.nih.gov/41727044/;https://europepmc.org/search?query=dll4+notch2;https://europepmc.org/article/MED/42263921;https://europepmc.org/article/MED/41945296;https://europepmc.org/article/MED/41727044	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=dll4,DLL4,Delta like 4; receptor_aliases=notch2,NOTCH2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
efna2 epha2	Efna2 Epha2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=efna2+epha2;https://pubmed.ncbi.nlm.nih.gov/41516312/;https://pubmed.ncbi.nlm.nih.gov/27446912/;https://europepmc.org/search?query=efna2+epha2;https://europepmc.org/article/MED/41516312;https://europepmc.org/article/MED/27446912	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=efna2,EFNA2; receptor_aliases=epha2,EPHA2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
efna2 epha3	Efna2 Epha3	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=efna2+epha3;https://pubmed.ncbi.nlm.nih.gov/27446912/;https://europepmc.org/search?query=efna2+epha3;https://europepmc.org/article/MED/27446912	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=efna2,EFNA2; receptor_aliases=epha3,EPHA3; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
