pair_key	pair_label_canonical	agent_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
tnfsf14 tnfrsf14	Tnfsf14 Tnfrsf14	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf14%22%20AND%20%22tnfrsf14%22;https://europepmc.org/search?query=%22tnfsf14%22%20AND%20%22tnfrsf14%22	human and mouse immune systems	direct ligand-receptor binding; costimulation	LIGHT/TNFSF14 binds HVEM/TNFRSF14 and regulates T-cell costimulation, survival, and NF-kappaB signaling.	HVEM also binds lymphotoxin-alpha and viral glycoprotein D; ligand competition is context-dependent.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf14 tnfrsf14
tnfsf15 tnfrsf25	Tnfsf15 Tnfrsf25	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf15%22%20AND%20%22tnfrsf25%22;https://europepmc.org/search?query=%22tnfsf15%22%20AND%20%22tnfrsf25%22	human and mouse immune systems	direct ligand-receptor binding; activation	TL1A/TNFSF15 binds DR3/TNFRSF25 and drives inflammatory and T-cell costimulatory responses.	TL1A can be membrane-bound or soluble and effects are cell-type dependent.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf15 tnfrsf25
tnfsf18 tnfrsf18	Tnfsf18 Tnfrsf18	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf18%22%20AND%20%22tnfrsf18%22;https://europepmc.org/search?query=%22tnfsf18%22%20AND%20%22tnfrsf18%22	human and mouse immune systems	direct ligand-receptor binding; costimulation	GITRL/TNFSF18 binds GITR/TNFRSF18 and modulates T-cell survival, activation, and regulatory T-cell function.	GITR signaling is strongly dependent on ligand multimerization and cell context.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf18 tnfrsf18
tnfsf4 tnfrsf4	Tnfsf4 Tnfrsf4	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf4%22%20AND%20%22tnfrsf4%22;https://europepmc.org/search?query=%22tnfsf4%22%20AND%20%22tnfrsf4%22	human and mouse immune systems	direct ligand-receptor binding; costimulation	OX40L/TNFSF4 binds OX40/TNFRSF4 and supports T-cell costimulation and survival.	Membrane-bound ligand and receptor clustering are important for activity.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf4 tnfrsf4
tnfsf8 tnfrsf8	Tnfsf8 Tnfrsf8	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=%22tnfsf8%22%20AND%20%22tnfrsf8%22;https://europepmc.org/search?query=%22tnfsf8%22%20AND%20%22tnfrsf8%22	human and mouse immune systems	direct ligand-receptor binding; costimulation	CD30L/TNFSF8 binds CD30/TNFRSF8 and activates TNFR-family costimulatory and inflammatory signaling.	CD30L is predominantly membrane-presented and ligand/receptor multimerization affects signaling.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=tnfsf8 tnfrsf8
vegfa nrp1	Vegfa Nrp1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=%22vegfa%22%20AND%20%22nrp1%22;https://europepmc.org/search?query=%22vegfa%22%20AND%20%22nrp1%22	human and mouse endothelial systems	direct ligand binding; co-receptor function	VEGF-A isoforms, especially VEGF165, bind neuropilin-1 and promote VEGFR2-associated endothelial signaling and migration.	NRP1 is a co-receptor and heparin-binding/isoform context affects affinity and signaling.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=vegfa nrp1
wnt1 fzd8_lrp6	Wnt1 Fzd8_lrp6	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/11029007/;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt1%22%20AND%20%22fzd8%20lrp6%22;https://europepmc.org/search?query=%22wnt1%22%20AND%20%22fzd8%20lrp6%22	Xenopus, mouse, and mammalian receptor systems	direct ternary-complex binding; canonical activation	Wnt1 induced association of FZD8 and LRP6, and the LRP6 extracellular domain bound Wnt1 in the primary reconstitution/functional studies that established the Wnt-FZD-LRP6 receptor complex.	The source uses receptor ectodomains and generic Fz/LRP receptor-complex language; species and stoichiometry differ across assays.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt1 fzd8_lrp6
wnt1 ryk	Wnt1 Ryk	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/15454084/;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt1%22%20AND%20%22ryk%22;https://europepmc.org/search?query=%22wnt1%22%20AND%20%22ryk%22	mouse and mammalian neural systems	direct receptor binding; receptor-dependent neurite/Wnt function	RYK is a Wnt co-receptor; primary work showed Wnt1-dependent TCF activation and Wnt/Ryk-dependent neurite guidance/outgrowth.	RYK generally acts with Frizzled and Dishevelled rather than as an isolated canonical receptor.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt1 ryk
wnt11 fzd4	Wnt11 Fzd4	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/21041481/;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt11%22%20AND%20%22fzd4%22;https://europepmc.org/search?query=%22wnt11%22%20AND%20%22fzd4%22	mouse and mammalian cardiac cell systems	direct interaction; receptor-dependent noncanonical function	Wnt11 directly interacted with endogenous Fzd4 and Fzd4 blockade suppressed Wnt11-dependent PKC activation and cardiomyocyte differentiation.	Noncanonical signaling and antibody-blocking assays were used; receptor specificity can vary by tissue.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt11 fzd4
wnt11 fzd7	Wnt11 Fzd7	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/33082334/;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt11%22%20AND%20%22fzd7%22;https://europepmc.org/search?query=%22wnt11%22%20AND%20%22fzd7%22	human and mouse melanoma systems	receptor-dependent signaling; invasion function	WNT11-FZD7 signaling activated DAAM1/Rho-ROCK pathways and promoted melanoma invasion and tumor-initiating behavior.	The paper emphasizes signaling/function rather than purified ligand-receptor affinity; pathway context is tumor-specific.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt11 fzd7
