pair_key	pair_label_canonical	agent_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
il17c il17ra_il17re	Il17c Il17ra_il17re	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=il17c+il17ra_il17re;https://pubmed.ncbi.nlm.nih.gov/39875232/;https://pubmed.ncbi.nlm.nih.gov/31372022/;https://pubmed.ncbi.nlm.nih.gov/30661290/;https://europepmc.org/search?query=il17c+il17ra_il17re;https://europepmc.org/article/MED/39875232;https://europepmc.org/article/MED/31372022;https://europepmc.org/article/MED/30661290	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=il17c,IL17C,interleukin 17C; receptor_aliases=il17ra il17re,IL17RA IL17RE,alpha beta,heterodimer,alphail17ra betail17re; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
il19 il20ra_il20rb	Il19 Il20ra_il20rb	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=il19+il20ra_il20rb;https://pubmed.ncbi.nlm.nih.gov/29436412/;https://pubmed.ncbi.nlm.nih.gov/28932356/;https://pubmed.ncbi.nlm.nih.gov/25794104/;https://europepmc.org/search?query=il19+il20ra_il20rb;https://europepmc.org/article/MED/29436412;https://europepmc.org/article/MED/28932356;https://europepmc.org/article/MED/25794104	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=il19,IL19,interleukin 19; receptor_aliases=il20ra il20rb,IL20RA IL20RB,alpha beta,heterodimer,alphail20ra betail20rb; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
il1a il1r1_il1rap	Il1a Il1r1_il1rap	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=il1a+il1r1_il1rap;https://pubmed.ncbi.nlm.nih.gov/42031999/;https://pubmed.ncbi.nlm.nih.gov/38225348/;https://pubmed.ncbi.nlm.nih.gov/34919894/;https://europepmc.org/search?query=il1a+il1r1_il1rap;https://europepmc.org/article/MED/42031999;https://europepmc.org/article/MED/38225348;https://europepmc.org/article/MED/34919894	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=il1a,IL1A,interleukin 1 alpha; receptor_aliases=il1r1 il1rap,IL1R1 IL1RAP,alpha beta,heterodimer,alphail1r1 betail1rap; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
il1b il1r1_il1rap	Il1b Il1r1_il1rap	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=il1b+il1r1_il1rap;https://pubmed.ncbi.nlm.nih.gov/42565029/;https://pubmed.ncbi.nlm.nih.gov/42401226/;https://pubmed.ncbi.nlm.nih.gov/41637922/;https://europepmc.org/search?query=il1b+il1r1_il1rap;https://europepmc.org/article/MED/42565029;https://europepmc.org/article/MED/42401226;https://europepmc.org/article/MED/41637922	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=il1b,IL1B,interleukin 1 beta; receptor_aliases=il1r1 il1rap,IL1R1 IL1RAP,alpha beta,heterodimer,alphail1r1 betail1rap; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
il20 il20ra_il20rb	Il20 Il20ra_il20rb	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=il20+il20ra_il20rb;https://pubmed.ncbi.nlm.nih.gov/29436412/;https://pubmed.ncbi.nlm.nih.gov/24816455/;https://pubmed.ncbi.nlm.nih.gov/22802649/;https://europepmc.org/search?query=il20+il20ra_il20rb;https://europepmc.org/article/MED/29436412;https://europepmc.org/article/MED/24816455;https://europepmc.org/article/MED/22802649	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=il20,IL20,interleukin 20; receptor_aliases=il20ra il20rb,IL20RA IL20RB,alpha beta,heterodimer,alphail20ra betail20rb; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
il24 il20ra_il20rb	Il24 Il20ra_il20rb	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=il24+il20ra_il20rb;https://pubmed.ncbi.nlm.nih.gov/32246006/;https://pubmed.ncbi.nlm.nih.gov/29436412/;https://pubmed.ncbi.nlm.nih.gov/25351727/;https://europepmc.org/search?query=il24+il20ra_il20rb;https://europepmc.org/article/MED/32246006;https://europepmc.org/article/MED/29436412;https://europepmc.org/article/MED/25351727	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=il24,IL24,MDA 7,melanoma differentiation associated protein 7; receptor_aliases=il20ra il20rb,IL20RA IL20RB,alpha beta,heterodimer,alphail20ra betail20rb; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
il25 il17ra_il17rb	Il25 Il17ra_il17rb	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=il25+il17ra_il17rb;https://pubmed.ncbi.nlm.nih.gov/39875232/;https://pubmed.ncbi.nlm.nih.gov/37524666/;https://pubmed.ncbi.nlm.nih.gov/33968043/;https://europepmc.org/search?query=il25+il17ra_il17rb;https://europepmc.org/article/MED/39875232;https://europepmc.org/article/MED/37524666;https://europepmc.org/article/MED/33968043	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=il25,IL25,IL 17E,interleukin 17E; receptor_aliases=il17ra il17rb,IL17RA IL17RB,alpha beta,heterodimer,alphail17ra betail17rb; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
jag1 notch1	Jag1 Notch1	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=jag1+notch1;https://pubmed.ncbi.nlm.nih.gov/42587759/;https://pubmed.ncbi.nlm.nih.gov/42543369/;https://pubmed.ncbi.nlm.nih.gov/42543307/;https://europepmc.org/search?query=jag1+notch1;https://europepmc.org/article/MED/42587759;https://europepmc.org/article/MED/42543369;https://europepmc.org/article/MED/42543307	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=jag1,JAG1,Jagged1; receptor_aliases=notch1,NOTCH1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
jag1 notch2	Jag1 Notch2	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=jag1+notch2;https://pubmed.ncbi.nlm.nih.gov/42400660/;https://pubmed.ncbi.nlm.nih.gov/42377562/;https://pubmed.ncbi.nlm.nih.gov/42232620/;https://europepmc.org/search?query=jag1+notch2;https://europepmc.org/article/MED/42400660;https://europepmc.org/article/MED/42377562;https://europepmc.org/article/MED/42232620	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=jag1,JAG1,Jagged1; receptor_aliases=notch2,NOTCH2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
jag1 notch3	Jag1 Notch3	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=jag1+notch3;https://pubmed.ncbi.nlm.nih.gov/41806331/;https://pubmed.ncbi.nlm.nih.gov/41767099/;https://pubmed.ncbi.nlm.nih.gov/41672774/;https://europepmc.org/search?query=jag1+notch3;https://europepmc.org/article/MED/41806331;https://europepmc.org/article/MED/41767099;https://europepmc.org/article/MED/41672774	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=jag1,JAG1,Jagged1; receptor_aliases=notch3,NOTCH3; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
