expansion_id	source_queue_id	route_status	path_expression	route_tier	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	transcription_factor_node_id	transcription_factor_label	target_gene_node_id	target_gene_label	output_label	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_chain_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	primary_locator	citation_note	evidence_summary	limitations	curation_status	species_context	cell_type_context	effect_polarity	source_scope	route_evidence_id
M21B-LITEXP-4254	M21B-DOWNSTREAM:00061	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE02676	CXCL6	M21B-E000252	NODE02699	CXCR1					CXCL6-CXCR1 calcium signaling and chemotaxis output	CXCL6-CXCR1-GPCR	primary_literature_route_expansion	primary_ligand_receptor_and_activation_output	M21B-E000252;M21B-EVID-000195;M21B-DOWNSTREAM-EVID:000119;M21B-DOWNSTREAM-EVID:000120;M21B-DOWNSTREAM-EVID:000121;PMID:9692902;PMID:17197447	M21B-LITEXP-4254	M21B-DOWNSTREAM-EVID:000119	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:9692902; PMID:17197447	Primary CXCL6/GCP-2 CXCR1/CXCR2 ligand, calcium-signaling and migration studies.	Primary-supported claim: CXCL6/GCP-2 is a shared CXCR1/CXCR2 ligand and the cited primary studies show CXCL6-dependent calcium signaling and migration in CXCR1 receptor systems. Primary model/assay: human CXCR1/CXCR2-transfected Jurkat cells and murine CXCR1 receptor systems with calcium mobilization, chemotaxis, radioligand competition and receptor-selective activation assays.	Preserve GCP-2/CXCL6 processing and species-specific CXCR1 nomenclature; shared CXCR1/CXCR2 usage and assay-dependent potency prevent a unique coupling claim or CNS/SCI transfer. Intracellular continuation and TF remain unresolved.	curated_primary_route	human	Human CXCR1/CXCR2-transfected Jurkat cells and murine CXCR1 receptor systems; calcium mobilization, chemotaxis, radioligand competition and receptor-selective activation assays	activating	direct_edge	LITEXP:000135
M21B-LITEXP-4255	M21B-DOWNSTREAM:00062	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE02676	CXCL6	M21B-E000253	NODE02701	CXCR2					CXCL6-CXCR2 calcium signaling and chemotaxis output	CXCL6-CXCR2-GPCR	primary_literature_route_expansion	primary_ligand_receptor_and_activation_output	M21B-E000253;M21B-EVID-000196;M21B-DOWNSTREAM-EVID:000122;M21B-DOWNSTREAM-EVID:000123;M21B-DOWNSTREAM-EVID:000124;PMID:9692902;PMID:17197447	M21B-LITEXP-4255	M21B-DOWNSTREAM-EVID:000122	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:9692902; PMID:17197447	Primary CXCL6/GCP-2 CXCR1/CXCR2 ligand, calcium-signaling and migration studies.	Primary-supported claim: CXCL6/GCP-2 is a shared CXCR1/CXCR2 ligand and the cited primary studies show CXCL6-dependent calcium signaling and migration in CXCR2 receptor systems. Primary model/assay: human CXCR1/CXCR2-transfected Jurkat cells and murine CXCR1 receptor systems with calcium mobilization, chemotaxis, radioligand competition and receptor-selective activation assays.	Preserve GCP-2/CXCL6 processing, shared-receptor usage and species-specific receptor differences; no unique coupling, CNS/SCI or terminal-TF claim. Intracellular continuation and TF remain unresolved.	curated_primary_route	human	Human CXCR1/CXCR2-transfected Jurkat cells and murine CXCR1 receptor systems; calcium mobilization, chemotaxis, radioligand competition and receptor-selective activation assays	activating	direct_edge	LITEXP:000136
M21B-LITEXP-4256	M21B-DOWNSTREAM:00063	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE02678	CXCL7	M21B-E000254	NODE02701	CXCR2					CXCL7-CXCR2 receptor activity and neutrophil migration output	CXCL7-CXCR2-GPCR	primary_literature_route_expansion	primary_ligand_receptor_and_activation_output	M21B-E000254;M21B-EVID-000197;M21B-DOWNSTREAM-EVID:000125;PMID:28245630;PMID:29038657	M21B-LITEXP-4256	M21B-DOWNSTREAM-EVID:000125	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:28245630; PMID:29038657	Primary CXCL7/NAP-2 CXCR2 N-terminal binding, oligomerization, GAG and neutrophil-migration studies.	Primary-supported claim: platelet-derived CXCL7/NAP-2 is a CXCR2 ligand and the cited primary studies resolve CXCL7-CXCR2 N-terminal binding and receptor activity regulated by oligomerization and GAG binding. Primary model/assay: human CXCL7 monomer/dimer and CXCR2 N-domain or cellular receptor systems with NMR binding, heparin/GAG interaction, receptor-activity and neutrophil-migration assays.	Preserve mature NAP-2 processing, monomer/dimer/tetramer and GAG state; GAG-bound CXCL7 can be receptor-occluded, so do not flatten this into a single affinity or universal signaling claim. Intracellular continuation and TF remain unresolved.	curated_primary_route	human; rat	Human CXCL7 monomer/dimer and CXCR2 N-domain or cellular receptor systems; NMR binding, heparin/GAG interaction, receptor-activity and neutrophil-migration assays	activating	direct_edge	LITEXP:000137
M21B-LITEXP-4257	M21B-DOWNSTREAM:00064	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE02656	CXCL16	M21B-E000255	NODE02726	CXCR6					CXCL16-CXCR6 calcium, chemotaxis, adhesion and migration output	CXCL16-CXCR6-GPCR	primary_literature_route_expansion	primary_ligand_receptor_and_activation_output	M21B-E000255;M21B-EVID-000198;M21B-DOWNSTREAM-EVID:000126;M21B-DOWNSTREAM-EVID:000127;M21B-DOWNSTREAM-EVID:000128;PMID:11290797;PMID:17363916	M21B-LITEXP-4257	M21B-DOWNSTREAM-EVID:000126	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	PMID:11290797; PMID:17363916	Primary CXCL16-CXCR6 expression-cloning, binding, calcium, chemotaxis, adhesion and shedding studies.	Primary-supported claim: CXCR6/Bonzo is the cognate receptor for CXCL16 and the cited primary studies show high-affinity binding, calcium mobilization, chemotaxis and receptor-dependent adhesion/migration. Primary model/assay: human and murine CXCL16/CXCR6 expression-cloning, transfectant, lymphocyte and skin-cell systems with binding, calcium mobilization, chemotaxis, adhesion and regulated-shedding assays.	Preserve membrane-bound versus soluble CXCL16, ADAM shedding and CXCR6/Bonzo nomenclature; no reverse signaling or CNS/SCI transfer is inferred. Intracellular continuation and TF remain unresolved.	curated_primary_route	human	Human and murine CXCL16/CXCR6 expression-cloning, transfectant, lymphocyte and skin-cell systems; binding, calcium mobilization, chemotaxis, adhesion and regulated-shedding assays	activating	direct_edge	LITEXP:000138
M21B-LITEXP-4258	M21B-DOWNSTREAM:00065	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE02606	CX3CL1	M21B-E000256	NODE02615	CX3CR1					CX3CL1-CX3CR1 adhesion and chemotactic GPCR output	CX3CL1-CX3CR1-adhesion-GPCR	primary_literature_route_expansion	primary_ligand_receptor_and_functional_output	M21B-E000256;M21B-EVID-000199;M21B-DOWNSTREAM-EVID:000129;M21B-DOWNSTREAM-EVID:000130;PMID:9390561;PMID:10382755	M21B-LITEXP-4258	M21B-DOWNSTREAM-EVID:000129	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	PMID:9390561; PMID:10382755	Primary fractalkine/CX3CR1 receptor-binding, adhesion and chemotaxis studies.	Primary-supported claim: CX3CR1 is the canonical receptor for fractalkine/CX3CL1 and the cited primary studies establish direct receptor binding with distinct adhesion and chemotactic functions. Primary model/assay: human CX3CL1/CX3CR1 receptor-expression and leukocyte systems with receptor cloning, ligand binding, pertussis-toxin-sensitive migration, membrane adhesion and leukocyte-trafficking assays.	Preserve membrane-anchored versus soluble fractalkine, mucin-stalk/shedding geometry and adhesion-versus-G-protein migration distinction; no CNS/SCI transfer. Intracellular continuation and TF remain unresolved.	curated_primary_route	human; rat	Human CX3CL1/CX3CR1 receptor-expression and leukocyte systems; receptor cloning, ligand binding, pertussis-toxin-sensitive migration, membrane adhesion and leukocyte-trafficking assays	activating	direct_edge	LITEXP:000139
M21B-LITEXP-4259	M21B-DOWNSTREAM:00066	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE11917	XCL1	M21B-E000257	NODE11923	XCR1					XCL1-XCR1 dendritic-cell chemotaxis and cross-presentation output	XCL1-XCR1-GPCR	primary_literature_route_expansion	primary_ligand_receptor_and_functional_output	M21B-E000257;M21B-EVID-000200;M21B-DOWNSTREAM-EVID:000131;PMID:19913446	M21B-LITEXP-4259	M21B-DOWNSTREAM-EVID:000131	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	gene_expression_or_transcription	PMID:19913446	Primary XCL1/XCR1 expression and dendritic-cell chemotaxis/cross-presentation studies.	Primary-supported claim: XCL1/lymphotactin is the specific XCR1 ligand and the cited primary study shows XCR1 expression on cross-presenting dendritic cells and XCL1-dependent chemotaxis/function. Primary model/assay: mouse CD8-positive dendritic cells and XCR1/XCL1 receptor-function systems with receptor-expression profiling, XCL1 stimulation, chemotaxis and cross-presentation/CTL-cooperation assays.	Functional receptor-specific evidence without a purified occupancy constant; preserve the cross-presenting dendritic-cell context and do not infer reverse XCR1 signaling or CNS/SCI function. Intracellular continuation and TF remain unresolved.	curated_primary_route	mouse; rat	Mouse CD8-positive dendritic cells and XCR1/XCL1 receptor-function systems; receptor-expression profiling, XCL1 stimulation, chemotaxis and cross-presentation/CTL-cooperation assays	activating	direct_edge	LITEXP:000140
M21B-LITEXP-4260	M21B-DOWNSTREAM:00067	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE01660	CCL19	M21B-E000258	NODE01787	CCR7					CCL19-CCR7 G-protein, beta-arrestin, calcium, ERK and chemotaxis output	CCL19-CCR7-GPCR	primary_literature_route_expansion	primary_ligand_receptor_and_activation_output	M21B-E000258;M21B-EVID-000201;M21B-DOWNSTREAM-EVID:000132;PMID:25614627;PMID:28018341	M21B-LITEXP-4260	M21B-DOWNSTREAM-EVID:000132	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:25614627; PMID:28018341	Primary CCL19/CCR7 binding, G-protein, beta-arrestin, calcium, ERK and dendritic-cell chemotaxis studies.	Primary-supported claim: CCL19 is a natural CCR7 ligand and the cited primary studies directly measure CCL19-CCR7 binding with G-protein, beta-arrestin, ERK, calcium and dendritic-cell chemotaxis outputs. Primary model/assay: human and heterologous CCR7 systems plus mature human dendritic cells with competition binding, BRET G-protein and beta-arrestin assays, calcium/ERK signaling, receptor mutagenesis and 3D chemotaxis.	Preserve CCL19-versus-CCL21 ligand bias, cell-context dependence and CCR7 internalization/desensitization boundaries; no CNS/SCI receiver claim. Intracellular continuation and TF remain unresolved.	curated_primary_route	human	Human and heterologous CCR7 systems plus mature human dendritic cells; competition binding, BRET G-protein and beta-arrestin assays, calcium/ERK signaling, receptor mutagenesis and 3D chemotaxis	activating	direct_edge	LITEXP:000141
M21B-LITEXP-4261	M21B-DOWNSTREAM:00068	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE01686	CCL21	M21B-E000259	NODE01787	CCR7					CCL21-CCR7 G-protein, beta-arrestin, calcium, ERK and chemotaxis output	CCL21-CCR7-GPCR	primary_literature_route_expansion	primary_ligand_receptor_and_activation_output	M21B-E000259;M21B-EVID-000202;M21B-DOWNSTREAM-EVID:000133;PMID:25614627;PMID:28018341	M21B-LITEXP-4261	M21B-DOWNSTREAM-EVID:000133	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	generic_functional_readout	PMID:25614627; PMID:28018341	Primary CCL21/CCR7 binding, G-protein, beta-arrestin, calcium, ERK and dendritic-cell chemotaxis studies.	Primary-supported claim: CCL21 is a natural CCR7 ligand and the cited primary studies directly measure CCL21-CCR7 binding with G-protein, beta-arrestin, ERK, calcium and dendritic-cell chemotaxis outputs. Primary model/assay: human and heterologous CCR7 systems plus mature human dendritic cells with competition binding, BRET G-protein and beta-arrestin assays, calcium/ERK signaling, receptor mutagenesis and 3D chemotaxis.	Preserve the CCL21 C-terminal GAG/PSA-binding tail, tailless processing and ligand bias relative to CCL19; no CNS/SCI transfer or universal pathway claim. Intracellular continuation and TF remain unresolved.	curated_primary_route	human	Human and heterologous CCR7 systems plus mature human dendritic cells; competition binding, BRET G-protein and beta-arrestin assays, calcium/ERK signaling, receptor mutagenesis and 3D chemotaxis	activating	direct_edge	LITEXP:000142
M21B-LITEXP-4262	M21B-DOWNSTREAM:00069	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE02637	CXCL11	M21B-E000261	NODE00146	ACKR3/CXCR7					CXCL11-ACKR3 beta-arrestin, scavenging and processing output	CXCL11-ACKR3-scavenging	primary_literature_route_expansion	primary_ligand_receptor_and_processing_output	M21B-E000261;M21B-EVID-000204;M21B-DOWNSTREAM-EVID:000134;M21B-DOWNSTREAM-EVID:000135;PMID:17363734;PMCID:PMC5217689	M21B-LITEXP-4262	M21B-DOWNSTREAM-EVID:000134	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	cellular_functional_readout	PMID:17363734; PMCID:PMC5217689	Primary CXCL11/ACKR3 binding, receptor-interface, beta-arrestin, scavenging and proteolytic-processing studies.	Primary-supported claim: CXCL11 is an ACKR3/CXCR7 ligand and the cited primary studies support CXCL11 binding/signaling, receptor-interface dependence, beta-arrestin recruitment and scavenging; proteolytic processing changes the interaction. Primary model/assay: human CXCL11/CXCR7 receptor systems with binding and migration assays, receptor-interface mutagenesis, beta-arrestin recruitment and chemokine degradation.	Proteolytic processing affects binding and signaling; ACKR3 is atypical/biased rather than a universal classical G-protein receptor, and CXCR3 remains a separate canonical receptor. Intracellular continuation and TF remain unresolved.	curated_primary_route	human	Human CXCL11/CXCR7 receptor systems; binding and migration assays, receptor-interface mutagenesis, beta-arrestin recruitment and chemokine degradation	activating	direct_edge	LITEXP:000143
M21B-LITEXP-4263	M21B-DOWNSTREAM:00070	retained_evidence_route	ligand>receptor>output	ligand_receptor_output_missing_intracellular_and_tf	ligand|receptor|output	intracellular_continuation|transcription_factor|target_gene_expression	not_mapped	NODE08407	NTN1/netrin-1	M21B-E000264	NODE11592	UNC5C					NTN1-UNC5C receptor binding, tyrosine phosphorylation and axon-guidance output	NTN1-UNC5C-guidance	primary_literature_route_expansion	primary_ligand_receptor_and_activation_output	M21B-E000264;M21B-EVID-000207;M21B-DOWNSTREAM-EVID:000136;PMID:15574733;PMCID:PMC6730211	M21B-LITEXP-4263	M21B-DOWNSTREAM-EVID:000136	literature_expansion:direct_lr_output_with_intracellular_and_tf_unresolved	not_asserted	evidence_route_not_causal	mechanism_evidence_v1	supports	not_evaluated	source_claim	phosphorylation_or_activation_readout	PMID:15574733; PMCID:PMC6730211	Primary netrin-1/UNC5C binding, receptor-domain, tyrosine-phosphorylation and axon-guidance studies.	Primary-supported claim: UNC5C is a netrin receptor and the cited primary study demonstrates netrin-1 binding to UNC5C through its Ig domains and examines context-dependent UNC5C tyrosine phosphorylation and axon-guidance function. Primary model/assay: human UNC5C and DCC expressed in HEK293/COS-7 cells with netrin-alkaline-phosphatase binding, receptor-domain deletion/mutagenesis, UNC5C tyrosine-phosphorylation assays and C. elegans unc-5 rescue.	Binding is direct in cell-surface receptor assays, whereas phosphorylation and rescue are context-dependent; preserve UNC5C versus DCC/UNC5B subtype boundaries and do not infer SCI function. Intracellular continuation and TF remain unresolved.	curated_primary_route	human	Human UNC5C and DCC expressed in HEK293/COS-7 cells; netrin-alkaline-phosphatase binding, receptor-domain deletion/mutagenesis, UNC5C tyrosine-phosphorylation assays and C. elegans unc-5 rescue	activating	direct_edge	LITEXP:000144
