candidate_unit_id	normalized_ligand_key	normalized_receptor_key	matched_graph_edge_ids	evidence_notes	review_lane	review_batch
LR:COL4A4>GP6	COL4A4	GP6	M23B-E000449	KEGG: mmu04512	represented_graph_alias	batch_113
LR:COL4A5>GP6	COL4A5	GP6	M23B-E000449	KEGG: mmu04512	represented_graph_alias	batch_113
LR:COL4A6>GP6	COL4A6	GP6	M23B-E000449	KEGG: mmu04512	represented_graph_alias	batch_113
LR:COL5A1>SDC3	COL5A1	SDC3	M23B-E000394		represented_graph_alias	batch_113
LR:COL5A2>DDR1	COL5A2	DDR1	M23B-E000397		represented_graph_alias	batch_113
LR:COMP>ITGA5	COMP	ITGA5	M21B-E002737		represented_graph_alias	batch_113
LR:CSF1>CSF1R	CSF1	CSF1R	M20B-E003168;M21B-E000120;M21B-E000722	KEGG: mmu04060	represented_graph_alias	batch_113
LR:CSF2>SDC2	CSF2	SDC2	M21B-E006575		represented_graph_alias	batch_113
LR:CX3CL1>ITGAV	CX3CL1	ITGAV	M21B-E000628;M23B-E000410;M23B-E000413		represented_graph_alias	batch_113
LR:CX3CL1>ITGB3	CX3CL1	ITGB3	M21B-E000627;M21B-E000628;M23B-E000410;M23B-E000413		represented_graph_alias	batch_113
