candidate_unit_id	source_databases	ligand_components	receptor_components	source_ligand	source_receptor	source_record_ids	pathways	annotations	evidence_notes	primary_evidence_gate	independent_public_source_count	independent_public_sources	primary_locator_count	review_priority_score	normalized_ligand_key	normalized_receptor_key	normalization_match	review_lane	matched_graph_edge_ids	matched_graph_edges	review_priority_rank_value	review_batch	prior_harvest_disposition	prior_harvest_primary_locators	review_status	reason	review_resolution	review_resolution_primary_locators	review_resolution_notes	review_resolution_status
LR:FGFR4>EPHA4	LIANA.mouseconsensus;master_LR_union	FGFR4	EPHA4	Fgfr4	Epha4					no_primary_locator_in_public_snapshot	2		0		FGFR4	EPHA4	novel_candidate	discovery_review			20	batch_001			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:FGFR4>PTPRR	LIANA.mouseconsensus;master_LR_union	FGFR4	PTPRR	Fgfr4	Ptprr					no_primary_locator_in_public_snapshot	2		0		FGFR4	PTPRR	novel_candidate	discovery_review			20	batch_001			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:FGFR4>TNFRSF10B	LIANA.mouseconsensus;master_LR_union	FGFR4	TNFRSF10B	Fgfr4	Tnfrsf10b					no_primary_locator_in_public_snapshot	2		0		FGFR4	TNFRSF10B	novel_candidate	discovery_review			20	batch_001			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:FGFRL1>FGFR1	NicheNet.neutral_v1;master_LR_union	FGFRL1	FGFR1	Fgfrl1	Fgfr1					no_primary_locator_in_public_snapshot	2		0		FGFRL1	FGFR1	novel_candidate	discovery_review			20	batch_001			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:FGFRL1>GP6	NicheNet.neutral_v1;master_LR_union	FGFRL1	GP6	Fgfrl1	Gp6					no_primary_locator_in_public_snapshot	2		0		FGFRL1	GP6	novel_candidate	discovery_review			20	batch_001			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:FGFRL1>GPC4	NicheNet.neutral_v1;master_LR_union	FGFRL1	GPC4	Fgfrl1	Gpc4					no_primary_locator_in_public_snapshot	2		0		FGFRL1	GPC4	novel_candidate	discovery_review			20	batch_001			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:FGFRL1>NRXN2	NicheNet.neutral_v1;master_LR_union	FGFRL1	NRXN2	Fgfrl1	Nrxn2					no_primary_locator_in_public_snapshot	2		0		FGFRL1	NRXN2	novel_candidate	discovery_review			20	batch_001			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:FGFRL1>NRXN3	NicheNet.neutral_v1;master_LR_union	FGFRL1	NRXN3	Fgfrl1	Nrxn3					no_primary_locator_in_public_snapshot	2		0		FGFRL1	NRXN3	novel_candidate	discovery_review			20	batch_001			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:FGFRL1>PLVAP	NicheNet.neutral_v1;master_LR_union	FGFRL1	PLVAP	Fgfrl1	Plvap					no_primary_locator_in_public_snapshot	2		0		FGFRL1	PLVAP	novel_candidate	discovery_review			20	batch_001			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:FGG>ITGAV	NicheNet.neutral_v1;master_LR_union	FGG	ITGAV	Fgg	Itgav					no_primary_locator_in_public_snapshot	2		0		FGG	ITGAV	novel_candidate	discovery_review			20	batch_001			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
