candidate_unit_id	normalized_ligand_key	normalized_receptor_key	matched_graph_edge_ids	evidence_notes	review_lane	review_batch
LR:LAMC1>ITGA3	LAMC1	ITGA3	M20B-E002206;M21B-E003230;M23B-E000071	current bundle includes frozen gamma-chain aliases and primary/comparator laminin-521/511 alpha3beta1 support	represented_graph_alias	batch_170
LR:LAMC1>ITGA6	LAMC1	ITGA6	M20B-E002207;M20B-E002208;M21B-E002691;M21B-E002694;M21B-E003231;M23B-E000068;M23B-E000072;M23B-E000075	current bundle includes frozen gamma-chain aliases and primary laminin-111/521 plus comparator laminin-411/511/521 alpha6beta1/alpha6beta4 support	represented_graph_alias	batch_170
LR:LAMC1>ITGA7	LAMC1	ITGA7	M20B-E002209;M21B-E003228;M21B-E003232	current bundle includes frozen gamma-chain aliases and primary laminin-111/221 alpha7beta1 support	represented_graph_alias	batch_170
LR:LAMC1>ITGB1	LAMC1	ITGB1	M20B-E002205;M20B-E002206;M20B-E002207;M20B-E002209;M21B-E002691;M21B-E002694;M21B-E003228;M21B-E003230;M21B-E003232;M23B-E000068;M23B-E000069;M23B-E000071;M23B-E000072;M23B-E000076	current bundle includes frozen gamma-chain aliases and primary/comparator laminin-111/221/332/411/511/521 integrin-complex support	represented_graph_alias	batch_170
LR:LAMC1>ITGB4	LAMC1	ITGB4	M20B-E002208;M21B-E003231;M23B-E000075	current bundle includes frozen gamma-chain aliases and primary/comparator laminin-521/511 alpha6beta4 support	represented_graph_alias	batch_170
LR:LAMC2>ITGA2	LAMC2	ITGA2	M20B-E002214	current bundle contains a frozen laminin-332 gamma-chain component-family alias for alpha2beta1	represented_graph_alias	batch_170
LR:LAMC2>ITGA3	LAMC2	ITGA3	M20B-E002215;M23B-E000063;M23B-E001066	current bundle includes frozen gamma-chain alias and primary laminin-332 alpha3beta1 support	represented_graph_alias	batch_170
LR:LAMC2>ITGA6	LAMC2	ITGA6	M20B-E002216;M20B-E002217;M23B-E000065;M23B-E000066;M23B-E000626	current bundle includes frozen gamma-chain aliases and primary laminin-332 alpha6beta1/alpha6beta4 adhesion support	represented_graph_alias	batch_170
LR:LAMC2>ITGB1	LAMC2	ITGB1	M20B-E002214;M20B-E002215;M20B-E002216;M23B-E000063;M23B-E000065;M23B-E001066	current bundle includes frozen gamma-chain aliases and primary laminin-332 alpha2beta1/alpha3beta1/alpha6beta1 comparator support	represented_graph_alias	batch_170
LR:LAMC2>ITGB4	LAMC2	ITGB4	M20B-E002217;M23B-E000066;M23B-E000626	current bundle includes frozen gamma-chain aliases and primary laminin-332 alpha6beta4 adhesion support	represented_graph_alias	batch_170
