candidate_unit_id	source_databases	ligand_components	receptor_components	source_ligand	source_receptor	source_record_ids	pathways	annotations	evidence_notes	primary_evidence_gate	independent_public_source_count	independent_public_sources	primary_locator_count	review_priority_score	normalized_ligand_key	normalized_receptor_key	normalization_match	review_lane	matched_graph_edge_ids	matched_graph_edges	review_priority_rank_value	review_batch	prior_harvest_disposition	prior_harvest_primary_locators	review_status	reason
LR:INHBA+INHBB>ACVR1+ACVR2B	LIANA.mouseconsensus;master_LR_union	INHBA+INHBB	ACVR1+ACVR2B	Inhba_Inhbb	Acvr1_Acvr2b					no_primary_locator_in_public_snapshot	2		0		INHBA+INHBB	ACVR1+ACVR2B	novel_candidate	discovery_review			20	batch_058			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:INHBA>ACTR2	LIANA.mouseconsensus;master_LR_union	INHBA	ACTR2	Inhba	Actr2					no_primary_locator_in_public_snapshot	2		0		INHBA	ACTR2	novel_candidate	discovery_review			20	batch_058			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:INHBA>ACVR1	NicheNet.neutral_v1;master_LR_union	INHBA	ACVR1	Inhba	Acvr1					no_primary_locator_in_public_snapshot	2		0		INHBA	ACVR1	novel_candidate	discovery_review			20	batch_058			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:INHBA>ACVR1C	NicheNet.neutral_v1;master_LR_union	INHBA	ACVR1C	Inhba	Acvr1c					no_primary_locator_in_public_snapshot	2		0		INHBA	ACVR1C	novel_candidate	discovery_review			20	batch_058			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:INHBB>ACVR1	NicheNet.neutral_v1;master_LR_union	INHBB	ACVR1	Inhbb	Acvr1					no_primary_locator_in_public_snapshot	2		0		INHBB	ACVR1	novel_candidate	discovery_review			20	batch_058			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:INHBB>ACVR1B+ACVR2B	CellChatDB.mouse;master_LR_union	INHBB	ACVR1B+ACVR2B	Inhbb	Acvr1b_Acvr2b	INHBB_ACVR1B_ACVR2B	ACTIVIN	Secreted Signaling	KEGG: mmu04350	no_primary_locator_in_public_snapshot	2		0		INHBB	ACVR1B+ACVR2B	novel_candidate	discovery_review			20	batch_058			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:INHBB>ACVR1C+ACVR2B	CellChatDB.mouse;master_LR_union	INHBB	ACVR1C+ACVR2B	Inhbb	Acvr1c_Acvr2b	INHBB_ACVR1C_ACVR2B	ACTIVIN	Secreted Signaling	KEGG: mmu04350	no_primary_locator_in_public_snapshot	2		0		INHBB	ACVR1C+ACVR2B	novel_candidate	discovery_review			20	batch_058			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:INHBB>ACVR2B	NicheNet.neutral_v1;master_LR_union	INHBB	ACVR2B	Inhbb	Acvr2b					no_primary_locator_in_public_snapshot	2		0		INHBB	ACVR2B	novel_candidate	discovery_review			20	batch_058			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:INHBB>BAMBI	NicheNet.neutral_v1;master_LR_union	INHBB	BAMBI	Inhbb	Bambi					no_primary_locator_in_public_snapshot	2		0		INHBB	BAMBI	novel_candidate	discovery_review			20	batch_058			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:INHBC>ACVR1B	NicheNet.neutral_v1;master_LR_union	INHBC	ACVR1B	Inhbc	Acvr1b					no_primary_locator_in_public_snapshot	2		0		INHBC	ACVR1B	novel_candidate	discovery_review			20	batch_058			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
