candidate_unit_id	normalized_ligand_key	normalized_receptor_key	matched_graph_edge_ids	evidence_notes	review_lane	review_batch
LR:FCER2A>ITGAV+ITGB3	FCER2A	ITGAV+ITGB3	M23B-E000514	PMID:10037797	represented_graph_alias	batch_105
LR:FCER2A>ITGAX+ITGB2	FCER2A	ITGAX+ITGB2	M23B-E000960	PMID:7621072	represented_graph_alias	batch_105
LR:FLRT2>UNC5B	FLRT2	UNC5B	M21B-E005128	PMID:27091502	represented_graph_alias	batch_105
LR:FLRT3>UNC5D	FLRT3	UNC5D	M21B-E005127	PMID:27091502	represented_graph_alias	batch_105
LR:ICAM1>ITGAL	ICAM1	ITGAL	M20B-E003855;M21B-E001165;M23B-E000188;M23B-E000559	PMID:23602662	represented_graph_alias	batch_105
LR:ICAM1>ITGAX+ITGB2	ICAM1	ITGAX+ITGB2	M21B-E005464;M23B-E000565	PMID:16252253	represented_graph_alias	batch_105
LR:INHA+INHBA>ACVR2A	INHA+INHBA	ACVR2A	M21B-E006431	PMID:15027884	represented_graph_alias	batch_105
LR:JAM2>JAM3	JAM2	JAM3	M21B-E002212	PMID:11590146;PMC1237098	represented_graph_alias	batch_105
LR:JAM3>ITGAM+ITGB2	JAM3	ITGAM+ITGB2	M21B-E000592;M23B-E000594;M23B-E001064	PMID:16118203;PMC2194005;KEGG: mmu04514	represented_graph_alias	batch_105
LR:MDK>ITGA6+ITGB1	MDK	ITGA6+ITGB1	M23B-E000210	PMID:28356350	represented_graph_alias	batch_105
