candidate_unit_id	normalized_ligand_key	normalized_receptor_key	matched_graph_edge_ids	evidence_notes	review_lane	review_batch
LR:FN1>DPP4	FN1	DPP4	M21B-E007091		represented_graph_alias	batch_150
LR:FN1>ITGA2B	FN1	ITGA2B	M20B-E002116		represented_graph_alias	batch_150
LR:FN1>ITGA3	FN1	ITGA3	M20B-E002117		represented_graph_alias	batch_150
LR:FN1>ITGA4	FN1	ITGA4	M20B-E002118;M20B-E002119;M23B-E000539;M23B-E000541		represented_graph_alias	batch_150
LR:FN1>ITGA5	FN1	ITGA5	M20B-E002120;M23B-E000143		represented_graph_alias	batch_150
LR:FN1>ITGA8	FN1	ITGA8	M20B-E002121;M23B-E000543		represented_graph_alias	batch_150
LR:FN1>ITGAV	FN1	ITGAV	M20B-E002122;M20B-E002123;M20B-E002124;M20B-E002125;M21B-E007001;M23B-E000545;M23B-E000547;M23B-E000550		represented_graph_alias	batch_150
LR:FN1>ITGB1	FN1	ITGB1	M20B-E002117;M20B-E002118;M20B-E002120;M20B-E002121;M20B-E002122;M23B-E000143;M23B-E000539;M23B-E000543;M23B-E000545;M23B-E000965		represented_graph_alias	batch_150
LR:FN1>ITGB3	FN1	ITGB3	M20B-E002116;M20B-E002123;M21B-E007001;M23B-E000547		represented_graph_alias	batch_150
LR:FN1>ITGB6	FN1	ITGB6	M20B-E002124;M23B-E000550		represented_graph_alias	batch_150
