candidate_unit_id	normalized_ligand_key	normalized_receptor_key	matched_graph_edge_ids	evidence_notes	review_lane	review_batch
LR:IL25>IL17RB	IL25	IL17RB	M21B-E000748;M21B-E003262		represented_graph_alias	batch_161
LR:IL27>IL27RA	IL27	IL27RA	M20B-E003268;M21B-E000124;M21B-E000714;M21B-E001750;M21B-E008854		represented_graph_alias	batch_161
LR:IL2>IL2RA	IL2	IL2RA	M20B-E003960;M21B-E000235;M21B-E000236		represented_graph_alias	batch_161
LR:IL2>IL2RB	IL2	IL2RB	M20B-E003960;M20B-E003961;M21B-E000236;M21B-E000756;M21B-E000968		represented_graph_alias	batch_161
LR:IL2>IL2RG	IL2	IL2RG	M20B-E003960;M20B-E003961;M21B-E000236;M21B-E000756;M21B-E000972		represented_graph_alias	batch_161
LR:IL31>OSMR	IL31	OSMR	M21B-E003264		represented_graph_alias	batch_161
LR:IL33>IL1RAP	IL33	IL1RAP	M20B-E003975;M21B-E000187		represented_graph_alias	batch_161
LR:IL33>IL1RL1	IL33	IL1RL1	M20B-E003975;M21B-E000187;M21B-E000717;M21B-E000737		represented_graph_alias	batch_161
LR:IL36A>IL1RAP	IL36A	IL1RAP	M21B-E001738;M21B-E001758;M24B-E000093		represented_graph_alias	batch_161
LR:IL36A>IL1RL2	IL36A	IL1RL2	M21B-E000718;M21B-E001738;M21B-E001758;M24B-E000093		represented_graph_alias	batch_161
