candidate_unit_id	source_databases	ligand_components	receptor_components	source_ligand	source_receptor	source_record_ids	pathways	annotations	evidence_notes	primary_evidence_gate	independent_public_source_count	independent_public_sources	primary_locator_count	review_priority_score	normalized_ligand_key	normalized_receptor_key	normalization_match	review_lane	matched_graph_edge_ids	matched_graph_edges	review_priority_rank_value	review_batch	prior_harvest_disposition	prior_harvest_primary_locators	review_status	reason
LR:GPC3>FGFR4	NicheNet.neutral_v1;master_LR_union	GPC3	FGFR4	Gpc3	Fgfr4					no_primary_locator_in_public_snapshot	2		0		GPC3	FGFR4	novel_candidate	discovery_review			20	batch_052			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GPC6>FGFR4	NicheNet.neutral_v1;master_LR_union	GPC6	FGFR4	Gpc6	Fgfr4					no_primary_locator_in_public_snapshot	2		0		GPC6	FGFR4	novel_candidate	discovery_review			20	batch_052			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GPC6>FGFRL1	NicheNet.neutral_v1;master_LR_union	GPC6	FGFRL1	Gpc6	Fgfrl1					no_primary_locator_in_public_snapshot	2		0		GPC6	FGFRL1	novel_candidate	discovery_review			20	batch_052			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GPC6>LRP1	NicheNet.neutral_v1;master_LR_union	GPC6	LRP1	Gpc6	Lrp1					no_primary_locator_in_public_snapshot	2		0		GPC6	LRP1	novel_candidate	discovery_review			20	batch_052			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GPC6>LRP2	NicheNet.neutral_v1;master_LR_union	GPC6	LRP2	Gpc6	Lrp2					no_primary_locator_in_public_snapshot	2		0		GPC6	LRP2	novel_candidate	discovery_review			20	batch_052			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GPC6>PTCH1	NicheNet.neutral_v1;master_LR_union	GPC6	PTCH1	Gpc6	Ptch1					no_primary_locator_in_public_snapshot	2		0		GPC6	PTCH1	novel_candidate	discovery_review			20	batch_052			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GPC6>TNFRSF11B	NicheNet.neutral_v1;master_LR_union	GPC6	TNFRSF11B	Gpc6	Tnfrsf11b					no_primary_locator_in_public_snapshot	2		0		GPC6	TNFRSF11B	novel_candidate	discovery_review			20	batch_052			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GPI1>NTRK1	LIANA.mouseconsensus;master_LR_union	GPI1	NTRK1	Gpi1	Ntrk1					no_primary_locator_in_public_snapshot	2		0		GPI1	NTRK1	novel_candidate	discovery_review			20	batch_052			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GRN>CD209F	NicheNet.neutral_v1;master_LR_union	GRN	CD209F	Grn	Cd209f					no_primary_locator_in_public_snapshot	2		0		GRN	CD209F	novel_candidate	discovery_review			20	batch_052			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GRN>CD209G	NicheNet.neutral_v1;master_LR_union	GRN	CD209G	Grn	Cd209g					no_primary_locator_in_public_snapshot	2		0		GRN	CD209G	novel_candidate	discovery_review			20	batch_052			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
