candidate_unit_id	source_databases	ligand_components	receptor_components	source_ligand	source_receptor	source_record_ids	pathways	annotations	evidence_notes	primary_evidence_gate	independent_public_source_count	independent_public_sources	primary_locator_count	review_priority_score	normalized_ligand_key	normalized_receptor_key	normalization_match	review_lane	matched_graph_edge_ids	matched_graph_edges	review_priority_rank_value	review_batch	prior_harvest_disposition	prior_harvest_primary_locators	review_status	reason	review_resolution	review_resolution_primary_locators	review_resolution_notes	review_resolution_status
LR:SDC2>ADGRA2	CellChatDB.mouse;master_LR_union	SDC2	ADGRA2	Sdc2	Adgra2	SDC2_ADGRA2	ADGRA	Cell-Cell Contact	PMID: 31462748	primary_locator_present_unverified	2		1		SDC2	ADGRA2	novel_candidate	primary_evidence_review			25	batch_012			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:SFTPD>ADGRE5	CellChatDB.mouse;master_LR_union	SFTPD	ADGRE5	Sftpd	Adgre5	SFTPD_ADGRE5	ADGRE	Cell-Cell Contact	PMID: 31462748	primary_locator_present_unverified	2		1		SFTPD	ADGRE5	novel_candidate	primary_evidence_review			25	batch_012			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:SHMT1+SLC6A5>GLRA1+GLRB	CellChatDB.mouse;master_LR_union	SHMT1+SLC6A5	GLRA1+GLRB	Slc6a5_Shmt1	Glra1_Glrb	Glycine-Gly-SHMT1_SLC6A5_GLR_A1B	Glycine	Non-protein Signaling	PMID: 9131721	primary_locator_present_unverified	2		1		SHMT1+SLC6A5	GLRA1+GLRB	novel_candidate	primary_evidence_review			25	batch_012			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:SHMT1+SLC6A5>GLRA2	CellChatDB.mouse;master_LR_union	SHMT1+SLC6A5	GLRA2	Slc6a5_Shmt1	Glra2	Glycine-Gly-SHMT1_SLC6A5_GLRA2	Glycine	Non-protein Signaling	PMID: 9131721	primary_locator_present_unverified	2		1		SHMT1+SLC6A5	GLRA2	novel_candidate	primary_evidence_review			25	batch_012			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:SHMT1+SLC6A9>GLRA1+GLRB	CellChatDB.mouse;master_LR_union	SHMT1+SLC6A9	GLRA1+GLRB	Slc6a9_Shmt1	Glra1_Glrb	Glycine-Gly-SHMT1_SLC6A9_GLR_A1B	Glycine	Non-protein Signaling	PMID: 9131721	primary_locator_present_unverified	2		1		SHMT1+SLC6A9	GLRA1+GLRB	novel_candidate	primary_evidence_review			25	batch_012			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:SHMT1+SLC6A9>GLRA2	CellChatDB.mouse;master_LR_union	SHMT1+SLC6A9	GLRA2	Slc6a9_Shmt1	Glra2	Glycine-Gly-SHMT1_SLC6A9_GLRA2	Glycine	Non-protein Signaling	PMID: 9131721	primary_locator_present_unverified	2		1		SHMT1+SLC6A9	GLRA2	novel_candidate	primary_evidence_review			25	batch_012			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:SHMT2+SLC6A5>GLRA1+GLRB	CellChatDB.mouse;master_LR_union	SHMT2+SLC6A5	GLRA1+GLRB	Slc6a5_Shmt2	Glra1_Glrb	Glycine-Gly-SHMT2_SLC6A5_GLR_A1B	Glycine	Non-protein Signaling	PMID: 9131721	primary_locator_present_unverified	2		1		SHMT2+SLC6A5	GLRA1+GLRB	novel_candidate	primary_evidence_review			25	batch_012			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:SHMT2+SLC6A5>GLRA2	CellChatDB.mouse;master_LR_union	SHMT2+SLC6A5	GLRA2	Slc6a5_Shmt2	Glra2	Glycine-Gly-SHMT2_SLC6A5_GLRA2	Glycine	Non-protein Signaling	PMID: 9131721	primary_locator_present_unverified	2		1		SHMT2+SLC6A5	GLRA2	novel_candidate	primary_evidence_review			25	batch_012			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:SHMT2+SLC6A9>GLRA1+GLRB	CellChatDB.mouse;master_LR_union	SHMT2+SLC6A9	GLRA1+GLRB	Slc6a9_Shmt2	Glra1_Glrb	Glycine-Gly-SHMT2_SLC6A9_GLR_A1B	Glycine	Non-protein Signaling	PMID: 9131721	primary_locator_present_unverified	2		1		SHMT2+SLC6A9	GLRA1+GLRB	novel_candidate	primary_evidence_review			25	batch_012			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:SHMT2+SLC6A9>GLRA2	CellChatDB.mouse;master_LR_union	SHMT2+SLC6A9	GLRA2	Slc6a9_Shmt2	Glra2	Glycine-Gly-SHMT2_SLC6A9_GLRA2	Glycine	Non-protein Signaling	PMID: 9131721	primary_locator_present_unverified	2		1		SHMT2+SLC6A9	GLRA2	novel_candidate	primary_evidence_review			25	batch_012			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
