candidate_unit_id	source_databases	ligand_components	receptor_components	source_ligand	source_receptor	source_record_ids	pathways	annotations	evidence_notes	primary_evidence_gate	independent_public_source_count	independent_public_sources	primary_locator_count	review_priority_score	normalized_ligand_key	normalized_receptor_key	normalization_match	review_lane	matched_graph_edge_ids	matched_graph_edges	review_priority_rank_value	review_batch	prior_harvest_disposition	prior_harvest_primary_locators	review_status	reason	review_resolution	review_resolution_primary_locators	review_resolution_notes	review_resolution_status
LR:WNT5A>FZD9	CellChatDB.mouse;LIANA.mouseconsensus;master_LR_union	WNT5A	FZD9	Wnt5a	Fzd9	WNT5A_FZD9	ncWNT	Secreted Signaling	KEGG: mmu04310	no_primary_locator_in_public_snapshot	3		0		WNT5A	FZD9	novel_candidate	discovery_review			30	batch_028			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:WNT5A>LRP5	LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	WNT5A	LRP5	Wnt5a	Lrp5					no_primary_locator_in_public_snapshot	3		0		WNT5A	LRP5	novel_candidate	discovery_review			30	batch_028			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:WNT5B>FZD10	CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	WNT5B	FZD10	Wnt5b	Fzd10	WNT5B_FZD10	ncWNT	Secreted Signaling	KEGG: mmu04310	no_primary_locator_in_public_snapshot	3		0		WNT5B	FZD10	novel_candidate	discovery_review			30	batch_028			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:WNT5B>FZD3	CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	WNT5B	FZD3	Wnt5b	Fzd3	WNT5B_FZD3	ncWNT	Secreted Signaling	KEGG: mmu04310	no_primary_locator_in_public_snapshot	3		0		WNT5B	FZD3	novel_candidate	discovery_review			30	batch_028			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:WNT5B>FZD6	CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	WNT5B	FZD6	Wnt5b	Fzd6	WNT5B_FZD6	ncWNT	Secreted Signaling	KEGG: mmu04310	no_primary_locator_in_public_snapshot	3		0		WNT5B	FZD6	novel_candidate	discovery_review			30	batch_028			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:WNT5B>FZD9	CellChatDB.mouse;NicheNet.neutral_v1;master_LR_union	WNT5B	FZD9	Wnt5b	Fzd9	WNT5B_FZD9	ncWNT	Secreted Signaling	KEGG: mmu04310	no_primary_locator_in_public_snapshot	3		0		WNT5B	FZD9	novel_candidate	discovery_review			30	batch_028			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:WNT5B>KLRG2	LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	WNT5B	KLRG2	Wnt5b	Klrg2					no_primary_locator_in_public_snapshot	3		0		WNT5B	KLRG2	novel_candidate	discovery_review			30	batch_028			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:WNT7B>TMED5	LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	WNT7B	TMED5	Wnt7b	Tmed5					no_primary_locator_in_public_snapshot	3		0		WNT7B	TMED5	novel_candidate	discovery_review			30	batch_028			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:ZP3>CHRNA7	LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	ZP3	CHRNA7	Zp3	Chrna7					no_primary_locator_in_public_snapshot	3		0		ZP3	CHRNA7	novel_candidate	discovery_review			30	batch_028			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:ZP3>EGFR	LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	ZP3	EGFR	Zp3	Egfr					no_primary_locator_in_public_snapshot	3		0		ZP3	EGFR	novel_candidate	discovery_review			30	batch_028			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:ZP3>MERTK	LIANA.mouseconsensus;NicheNet.neutral_v1;master_LR_union	ZP3	MERTK	Zp3	Mertk					no_primary_locator_in_public_snapshot	3		0		ZP3	MERTK	novel_candidate	discovery_review			30	batch_028			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:ADM>CALCR+RAMP1	CellChatDB.mouse;master_LR_union	ADM	CALCR+RAMP1	Adm	Calcr_Ramp1	ADM_CALCRL_RAMP1;ADM_CALCR_RAMP1	ADM	Secreted Signaling	PMID: 33462236	primary_locator_present_unverified	2		1		ADM	CALCR+RAMP1	novel_candidate	primary_evidence_review			25	batch_028			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
