candidate_unit_id	source_databases	ligand_components	receptor_components	source_ligand	source_receptor	source_record_ids	pathways	annotations	evidence_notes	primary_evidence_gate	independent_public_source_count	independent_public_sources	primary_locator_count	review_priority_score	normalized_ligand_key	normalized_receptor_key	normalization_match	review_lane	matched_graph_edge_ids	matched_graph_edges	review_priority_rank_value	review_batch	prior_harvest_disposition	prior_harvest_primary_locators	review_status	reason
LR:TIMD2>SIGLEC1	NicheNet.neutral_v1;master_LR_union	TIMD2	SIGLEC1	Timd2	Siglec1					no_primary_locator_in_public_snapshot	2		0		TIMD2	SIGLEC1	novel_candidate	discovery_review			20	batch_075			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:TIMD2>TIMD4	NicheNet.neutral_v1;master_LR_union	TIMD2	TIMD4	Timd2	Timd4					no_primary_locator_in_public_snapshot	2		0		TIMD2	TIMD4	novel_candidate	discovery_review			20	batch_075			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:TIMD4>BC053393	NicheNet.neutral_v1;master_LR_union	TIMD4	BC053393	Timd4	BC053393					no_primary_locator_in_public_snapshot	2		0		TIMD4	BC053393	novel_candidate	discovery_review			20	batch_075			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:TIMD4>GM12169	NicheNet.neutral_v1;master_LR_union	TIMD4	GM12169	Timd4	Gm12169					no_primary_locator_in_public_snapshot	2		0		TIMD4	GM12169	novel_candidate	discovery_review			20	batch_075			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:TIMD4>HAVCR1	NicheNet.neutral_v1;master_LR_union	TIMD4	HAVCR1	Timd4	Havcr1					no_primary_locator_in_public_snapshot	2		0		TIMD4	HAVCR1	novel_candidate	discovery_review			20	batch_075			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:TIMD4>SIGLECE	NicheNet.neutral_v1;master_LR_union	TIMD4	SIGLECE	Timd4	Siglece					no_primary_locator_in_public_snapshot	2		0		TIMD4	SIGLECE	novel_candidate	discovery_review			20	batch_075			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:TIMD4>TIMD2	NicheNet.neutral_v1;master_LR_union	TIMD4	TIMD2	Timd4	Timd2					no_primary_locator_in_public_snapshot	2		0		TIMD4	TIMD2	novel_candidate	discovery_review			20	batch_075			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:TIMP1>MMP1A	NicheNet.neutral_v1;master_LR_union	TIMP1	MMP1A	Timp1	Mmp1a					no_primary_locator_in_public_snapshot	2		0		TIMP1	MMP1A	novel_candidate	discovery_review			20	batch_075			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:TIMP1>MMP1B	NicheNet.neutral_v1;master_LR_union	TIMP1	MMP1B	Timp1	Mmp1b					no_primary_locator_in_public_snapshot	2		0		TIMP1	MMP1B	novel_candidate	discovery_review			20	batch_075			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:TIMP1>MMP2	NicheNet.neutral_v1;master_LR_union	TIMP1	MMP2	Timp1	Mmp2					no_primary_locator_in_public_snapshot	2		0		TIMP1	MMP2	novel_candidate	discovery_review			20	batch_075			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:TIMP1>MMP9	NicheNet.neutral_v1;master_LR_union	TIMP1	MMP9	Timp1	Mmp9					no_primary_locator_in_public_snapshot	2		0		TIMP1	MMP9	novel_candidate	discovery_review			20	batch_075			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:TIMP2>LRP2	NicheNet.neutral_v1;master_LR_union	TIMP2	LRP2	Timp2	Lrp2					no_primary_locator_in_public_snapshot	2		0		TIMP2	LRP2	novel_candidate	discovery_review			20	batch_075			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
