candidate_unit_id	source_databases	ligand_components	receptor_components	source_ligand	source_receptor	source_record_ids	pathways	annotations	evidence_notes	primary_evidence_gate	independent_public_source_count	independent_public_sources	primary_locator_count	review_priority_score	normalized_ligand_key	normalized_receptor_key	normalization_match	review_lane	matched_graph_edge_ids	matched_graph_edges	review_priority_rank_value	review_batch	prior_harvest_disposition	prior_harvest_primary_locators	review_status	reason	review_resolution	review_resolution_primary_locators	review_resolution_notes	review_resolution_status
LR:COL28A1>ITGA1+ITGB1	LIANA.mouseconsensus;master_LR_union	COL28A1	ITGA1+ITGB1	Col28a1	Itga1_Itgb1					no_primary_locator_in_public_snapshot	2		0		COL28A1	ITGA1+ITGB1	novel_candidate	discovery_review			20	batch_039			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:COL28A1>ITGA10	NicheNet.neutral_v1;master_LR_union	COL28A1	ITGA10	Col28a1	Itga10					no_primary_locator_in_public_snapshot	2		0		COL28A1	ITGA10	novel_candidate	discovery_review			20	batch_039			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:COL28A1>ITGA10+ITGB1	LIANA.mouseconsensus;master_LR_union	COL28A1	ITGA10+ITGB1	Col28a1	Itga10_Itgb1					no_primary_locator_in_public_snapshot	2		0		COL28A1	ITGA10+ITGB1	novel_candidate	discovery_review			20	batch_039			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:COL28A1>ITGA11	NicheNet.neutral_v1;master_LR_union	COL28A1	ITGA11	Col28a1	Itga11					no_primary_locator_in_public_snapshot	2		0		COL28A1	ITGA11	novel_candidate	discovery_review			20	batch_039			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:COL28A1>ITGA11+ITGB1	LIANA.mouseconsensus;master_LR_union	COL28A1	ITGA11+ITGB1	Col28a1	Itga11_Itgb1					no_primary_locator_in_public_snapshot	2		0		COL28A1	ITGA11+ITGB1	novel_candidate	discovery_review			20	batch_039			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:COL28A1>ITGA2	NicheNet.neutral_v1;master_LR_union	COL28A1	ITGA2	Col28a1	Itga2					no_primary_locator_in_public_snapshot	2		0		COL28A1	ITGA2	novel_candidate	discovery_review			20	batch_039			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:COL28A1>ITGA2+ITGB1	LIANA.mouseconsensus;master_LR_union	COL28A1	ITGA2+ITGB1	Col28a1	Itga2_Itgb1					no_primary_locator_in_public_snapshot	2		0		COL28A1	ITGA2+ITGB1	novel_candidate	discovery_review			20	batch_039			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:COL28A1>ITGB1	NicheNet.neutral_v1;master_LR_union	COL28A1	ITGB1	Col28a1	Itgb1					no_primary_locator_in_public_snapshot	2		0		COL28A1	ITGB1	novel_candidate	discovery_review			20	batch_039			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:COL2A1>ITGA3	NicheNet.neutral_v1;master_LR_union	COL2A1	ITGA3	Col2a1	Itga3					no_primary_locator_in_public_snapshot	2		0		COL2A1	ITGA3	novel_candidate	discovery_review			20	batch_039			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:COL2A1>ITGA9	NicheNet.neutral_v1;master_LR_union	COL2A1	ITGA9	Col2a1	Itga9					no_primary_locator_in_public_snapshot	2		0		COL2A1	ITGA9	novel_candidate	discovery_review			20	batch_039			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
