candidate_unit_id	source_databases	ligand_components	receptor_components	source_ligand	source_receptor	source_record_ids	pathways	annotations	evidence_notes	primary_evidence_gate	independent_public_source_count	independent_public_sources	primary_locator_count	review_priority_score	normalized_ligand_key	normalized_receptor_key	normalization_match	review_lane	matched_graph_edge_ids	matched_graph_edges	review_priority_rank_value	review_batch	prior_harvest_disposition	prior_harvest_primary_locators	review_status	reason
LR:LMAN1>MCFD2	LIANA.mouseconsensus;master_LR_union	LMAN1	MCFD2	Lman1	Mcfd2					no_primary_locator_in_public_snapshot	2		0		LMAN1	MCFD2	novel_candidate	discovery_review			20	batch_060			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:LOC100861969>CD40	LIANA.mouseconsensus;master_LR_union	LOC100861969	CD40	LOC100861969	Cd40					no_primary_locator_in_public_snapshot	2		0		LOC100861969	CD40	novel_candidate	discovery_review			20	batch_060			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:LOC100861978>ACKR2	LIANA.mouseconsensus;master_LR_union	LOC100861978	ACKR2	LOC100861978	Ackr2					no_primary_locator_in_public_snapshot	2		0		LOC100861978	ACKR2	novel_candidate	discovery_review			20	batch_060			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:LOC100861978>ADRA2A	LIANA.mouseconsensus;master_LR_union	LOC100861978	ADRA2A	LOC100861978	Adra2a					no_primary_locator_in_public_snapshot	2		0		LOC100861978	ADRA2A	novel_candidate	discovery_review			20	batch_060			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:LOC100861978>CCR10	LIANA.mouseconsensus;master_LR_union	LOC100861978	CCR10	LOC100861978	Ccr10					no_primary_locator_in_public_snapshot	2		0		LOC100861978	CCR10	novel_candidate	discovery_review			20	batch_060			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:LOC100861978>CCR2	LIANA.mouseconsensus;master_LR_union	LOC100861978	CCR2	LOC100861978	Ccr2					no_primary_locator_in_public_snapshot	2		0		LOC100861978	CCR2	novel_candidate	discovery_review			20	batch_060			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:LOC100861978>CCR3	LIANA.mouseconsensus;master_LR_union	LOC100861978	CCR3	LOC100861978	Ccr3					no_primary_locator_in_public_snapshot	2		0		LOC100861978	CCR3	novel_candidate	discovery_review			20	batch_060			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:LOC100861978>GRM7	LIANA.mouseconsensus;master_LR_union	LOC100861978	GRM7	LOC100861978	Grm7					no_primary_locator_in_public_snapshot	2		0		LOC100861978	GRM7	novel_candidate	discovery_review			20	batch_060			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:LOC100861978>MTNR1A	LIANA.mouseconsensus;master_LR_union	LOC100861978	MTNR1A	LOC100861978	Mtnr1a					no_primary_locator_in_public_snapshot	2		0		LOC100861978	MTNR1A	novel_candidate	discovery_review			20	batch_060			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:LPL>CD44	LIANA.mouseconsensus;master_LR_union	LPL	CD44	Lpl	Cd44					no_primary_locator_in_public_snapshot	2		0		LPL	CD44	novel_candidate	discovery_review			20	batch_060			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
