candidate_unit_id	source_databases	ligand_components	receptor_components	source_ligand	source_receptor	source_record_ids	pathways	annotations	evidence_notes	primary_evidence_gate	independent_public_source_count	independent_public_sources	primary_locator_count	review_priority_score	normalized_ligand_key	normalized_receptor_key	normalization_match	review_lane	matched_graph_edge_ids	matched_graph_edges	review_priority_rank_value	review_batch	prior_harvest_disposition	prior_harvest_primary_locators	review_status	reason
LR:GJB6>GJB2	NicheNet.neutral_v1;master_LR_union	GJB6	GJB2	Gjb6	Gjb2					no_primary_locator_in_public_snapshot	2		0		GJB6	GJB2	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GLG1>MOG	NicheNet.neutral_v1;master_LR_union	GLG1	MOG	Glg1	Mog					no_primary_locator_in_public_snapshot	2		0		GLG1	MOG	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GLG1>SELE	NicheNet.neutral_v1;master_LR_union	GLG1	SELE	Glg1	Sele					no_primary_locator_in_public_snapshot	2		0		GLG1	SELE	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GLG1>UNC5B	NicheNet.neutral_v1;master_LR_union	GLG1	UNC5B	Glg1	Unc5b					no_primary_locator_in_public_snapshot	2		0		GLG1	UNC5B	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GM10334>F2R	NicheNet.neutral_v1;master_LR_union	GM10334	F2R	Gm10334	F2r					no_primary_locator_in_public_snapshot	2		0		GM10334	F2R	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GM10334>F2RL1	NicheNet.neutral_v1;master_LR_union	GM10334	F2RL1	Gm10334	F2rl1					no_primary_locator_in_public_snapshot	2		0		GM10334	F2RL1	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GM10334>F2RL2	NicheNet.neutral_v1;master_LR_union	GM10334	F2RL2	Gm10334	F2rl2					no_primary_locator_in_public_snapshot	2		0		GM10334	F2RL2	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GM10334>F2RL3	NicheNet.neutral_v1;master_LR_union	GM10334	F2RL3	Gm10334	F2rl3					no_primary_locator_in_public_snapshot	2		0		GM10334	F2RL3	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GM10499>APLP2	NicheNet.neutral_v1;master_LR_union	GM10499	APLP2	Gm10499	Aplp2					no_primary_locator_in_public_snapshot	2		0		GM10499	APLP2	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GM10499>CD8B1	CellChatDB.mouse;master_LR_union	GM10499	CD8B1	Gm10499	Cd8b1	GM10499_CD8B1	MHC-I	Cell-Cell Contact	KEGG: mmu04514	no_primary_locator_in_public_snapshot	2		0		GM10499	CD8B1	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GM10499>ERBB2	NicheNet.neutral_v1;master_LR_union	GM10499	ERBB2	Gm10499	Erbb2					no_primary_locator_in_public_snapshot	2		0		GM10499	ERBB2	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GM10499>KIR3DL1	NicheNet.neutral_v1;master_LR_union	GM10499	KIR3DL1	Gm10499	Kir3dl1					no_primary_locator_in_public_snapshot	2		0		GM10499	KIR3DL1	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GM10499>KIR3DL2	NicheNet.neutral_v1;master_LR_union	GM10499	KIR3DL2	Gm10499	Kir3dl2					no_primary_locator_in_public_snapshot	2		0		GM10499	KIR3DL2	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GM10499>KLRD1	NicheNet.neutral_v1;master_LR_union	GM10499	KLRD1	Gm10499	Klrd1					no_primary_locator_in_public_snapshot	2		0		GM10499	KLRD1	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GM10591>ACKR2	NicheNet.neutral_v1;master_LR_union	GM10591	ACKR2	Gm10591	Ackr2					no_primary_locator_in_public_snapshot	2		0		GM10591	ACKR2	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
LR:GM10591>ACKR4	NicheNet.neutral_v1;master_LR_union	GM10591	ACKR4	Gm10591	Ackr4					no_primary_locator_in_public_snapshot	2		0		GM10591	ACKR4	novel_candidate	discovery_review			20	batch_050			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
