candidate_unit_id	source_databases	ligand_components	receptor_components	source_ligand	source_receptor	source_record_ids	pathways	annotations	evidence_notes	primary_evidence_gate	independent_public_source_count	independent_public_sources	primary_locator_count	review_priority_score	normalized_ligand_key	normalized_receptor_key	normalization_match	review_lane	matched_graph_edge_ids	matched_graph_edges	review_priority_rank_value	review_batch	prior_harvest_disposition	prior_harvest_primary_locators	review_status	reason	review_resolution	review_resolution_primary_locators	review_resolution_notes	review_resolution_status
LR:DHRS9>PGR	CellChatDB.mouse;master_LR_union	DHRS9	PGR	Dhrs9	Pgr	5alphaDihydroprogesterone-DHRS9_PGR	5alphaP	Non-protein Signaling	HMRbase	no_primary_locator_in_public_snapshot	2		0		DHRS9	PGR	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DIO3+TG>THRA	CellChatDB.mouse;master_LR_union	DIO3+TG	THRA	Dio3_Tg	Thra	Triiodothyronine-T3-DIO3_THRA	Triiodothyronine	Non-protein Signaling	HMRbase;uniprot	no_primary_locator_in_public_snapshot	2		0		DIO3+TG	THRA	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DIO3+TG>THRB	CellChatDB.mouse;master_LR_union	DIO3+TG	THRB	Dio3_Tg	Thrb	Triiodothyronine-T3-DIO3_THRB	Triiodothyronine	Non-protein Signaling	HMRbase;uniprot	no_primary_locator_in_public_snapshot	2		0		DIO3+TG	THRB	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DLK1>ERBB4	NicheNet.neutral_v1;master_LR_union	DLK1	ERBB4	Dlk1	Erbb4					no_primary_locator_in_public_snapshot	2		0		DLK1	ERBB4	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DLL1>MUSK	NicheNet.neutral_v1;master_LR_union	DLL1	MUSK	Dll1	Musk					no_primary_locator_in_public_snapshot	2		0		DLL1	MUSK	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DMP1>PHEX	LIANA.mouseconsensus;master_LR_union	DMP1	PHEX	Dmp1	Phex					no_primary_locator_in_public_snapshot	2		0		DMP1	PHEX	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DNAJB11>PRTG	LIANA.mouseconsensus;master_LR_union	DNAJB11	PRTG	Dnajb11	Prtg					no_primary_locator_in_public_snapshot	2		0		DNAJB11	PRTG	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSC1>DSG1A	NicheNet.neutral_v1;master_LR_union	DSC1	DSG1A	Dsc1	Dsg1a					no_primary_locator_in_public_snapshot	2		0		DSC1	DSG1A	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSC1>DSG1B	NicheNet.neutral_v1;master_LR_union	DSC1	DSG1B	Dsc1	Dsg1b					no_primary_locator_in_public_snapshot	2		0		DSC1	DSG1B	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSC2>DSG1A	NicheNet.neutral_v1;master_LR_union	DSC2	DSG1A	Dsc2	Dsg1a					no_primary_locator_in_public_snapshot	2		0		DSC2	DSG1A	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSC2>DSG1B	NicheNet.neutral_v1;master_LR_union	DSC2	DSG1B	Dsc2	Dsg1b					no_primary_locator_in_public_snapshot	2		0		DSC2	DSG1B	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSC3>DSG1A	NicheNet.neutral_v1;master_LR_union	DSC3	DSG1A	Dsc3	Dsg1a					no_primary_locator_in_public_snapshot	2		0		DSC3	DSG1A	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSC3>DSG1B	NicheNet.neutral_v1;master_LR_union	DSC3	DSG1B	Dsc3	Dsg1b					no_primary_locator_in_public_snapshot	2		0		DSC3	DSG1B	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSC3>DSG1C	NicheNet.neutral_v1;master_LR_union	DSC3	DSG1C	Dsc3	Dsg1c					no_primary_locator_in_public_snapshot	2		0		DSC3	DSG1C	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSC3>DSG2	NicheNet.neutral_v1;master_LR_union	DSC3	DSG2	Dsc3	Dsg2					no_primary_locator_in_public_snapshot	2		0		DSC3	DSG2	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSCAM>DSCAM	NicheNet.neutral_v1;master_LR_union	DSCAM	DSCAM	Dscam	Dscam					no_primary_locator_in_public_snapshot	2		0		DSCAM	DSCAM	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSCAM>NOTCH3	NicheNet.neutral_v1;master_LR_union	DSCAM	NOTCH3	Dscam	Notch3					no_primary_locator_in_public_snapshot	2		0		DSCAM	NOTCH3	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSCAM>PTPRK	NicheNet.neutral_v1;master_LR_union	DSCAM	PTPRK	Dscam	Ptprk					no_primary_locator_in_public_snapshot	2		0		DSCAM	PTPRK	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSCAM>PTPRM	NicheNet.neutral_v1;master_LR_union	DSCAM	PTPRM	Dscam	Ptprm					no_primary_locator_in_public_snapshot	2		0		DSCAM	PTPRM	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSCAM>PTPRT	NicheNet.neutral_v1;master_LR_union	DSCAM	PTPRT	Dscam	Ptprt					no_primary_locator_in_public_snapshot	2		0		DSCAM	PTPRT	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSCAML1>AQP9	NicheNet.neutral_v1;master_LR_union	DSCAML1	AQP9	Dscaml1	Aqp9					no_primary_locator_in_public_snapshot	2		0		DSCAML1	AQP9	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSCAML1>PTPRK	NicheNet.neutral_v1;master_LR_union	DSCAML1	PTPRK	Dscaml1	Ptprk					no_primary_locator_in_public_snapshot	2		0		DSCAML1	PTPRK	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSCAML1>PTPRM	NicheNet.neutral_v1;master_LR_union	DSCAML1	PTPRM	Dscaml1	Ptprm					no_primary_locator_in_public_snapshot	2		0		DSCAML1	PTPRM	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSCAML1>PTPRT	NicheNet.neutral_v1;master_LR_union	DSCAML1	PTPRT	Dscaml1	Ptprt					no_primary_locator_in_public_snapshot	2		0		DSCAML1	PTPRT	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSG1A>FLT4	NicheNet.neutral_v1;master_LR_union	DSG1A	FLT4	Dsg1a	Flt4					no_primary_locator_in_public_snapshot	2		0		DSG1A	FLT4	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
LR:DSG1B>FLT4	NicheNet.neutral_v1;master_LR_union	DSG1B	FLT4	Dsg1b	Flt4					no_primary_locator_in_public_snapshot	2		0		DSG1B	FLT4	novel_candidate	discovery_review			20	batch_042			candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit				
